"champ";"statut";"annee";"periode";"date du resultat";"ipe";code;dmt;PU;nb;mnt_br;mnt_remb;nb_fides;mnt_br_fides;mnt_remb_fides;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/09/01 15:20:20";="800000028";FTR;035;55.66;1543.2;85894.512;85856.6632;1116.35;62136.041;62110.994;2023.7;X800000028;01SEP23;15:19:59
"mco";"dgf";"2023";"7";"2023/09/04 11:00:20";="800000044";FTN;035;10.41;22;229.02;229.02;6;62.46;62.46;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:20";="800000044";FTN;035;14.03;3567;50045.01;50044.930029;3462;48571.86;48571.780029;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:20";="800000044";FTN;035;68.88;104;7163.52;7163.52;27;1859.76;1859.76;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:20";="800000044";FTN;035;93.03;10617;987699.51;987696.45862;10140;943324.2;943321.14862;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:20";="800000044";FTN;750;1000;832;832000;832000;831;831000;831000;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:20";="800000044";FTN;753;166.05;4040;670842;670841.6679;4012;666192.6;666192.2679;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:20";="800000044";FTN;753;195.91;4313;844959.83;844959.43818;4306;843588.46;843588.06818;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:20";="800000044";FTR;035;8.2;419;3435.8;3435.8;388;3181.6;3181.6;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:20";="800000044";FTR;035;55.66;1127;62728.82;62728.82;980;54546.8;54546.8;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:20";="800000044";FTR;750;550;1062;584100;584099.78;1062;584100;584099.78;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";FTN;035;1;1;1;1;1;1;1;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";FTN;035;9.77;1;9.77;6.839;1;9.77;6.839;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";FTN;035;10.33;968;9999.44;9999.300545;957;9885.81;9885.670545;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";FTN;035;13.95;2889;40301.55;40301.28216;2888;40287.6;40287.33216;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";FTN;035;48.22;1;48.22;33.754;1;48.22;33.754;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";FTN;035;55.66;1;55.66;55.66;1;55.66;55.66;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";FTN;035;65.12;2;130.24;91.168;2;130.24;91.168;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";FTN;035;68.88;4342;299076.96;299073.92239;4329;298181.52;298178.48239;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";FTN;035;93.03;8007;744891.21;744885.97241;7991;743402.73;743397.49241;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";FTN;750;1;1;1;1;1;1;1;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";FTN;750;750;754;565500;565500;754;565500;565500;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";FTN;750;1000;773;773000;772999.9;773;773000;772999.9;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";FTN;753;4;4;16;16;4;16;16;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";FTN;753;68.88;60;4132.8;4132.669128;60;4132.8;4132.669128;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";FTN;753;72.01;1739;125225.39;125223.69056;1739;125225.39;125223.69056;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";FTN;753;119.68;5319;636577.92;636574.91603;5296;633825.28;633822.27603;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";FTN;753;124.88;3068;383131.84;383129.60465;3067;383006.96;383004.72465;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";FTN;753;166.05;1912;317487.6;317484.71073;1897;314996.85;314993.96073;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";FTN;753;195.91;16;3134.56;3134.56;16;3134.56;3134.56;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";FTN;753;750;1;750;750;1;750;750;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";FTR;035;7.16;4;28.64;28.64;1;7.16;7.16;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";FTR;035;8.35;32;267.2;267.2;27;225.45;225.45;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";FTR;035;47.74;7;334.18;334.18;4;190.96;190.96;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";FTR;035;55.66;77;4285.82;4285.82;71;3951.86;3951.86;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";FTR;035;68.88;5;344.4;344.4;5;344.4;344.4;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";FTR;750;385;1;385;269.5;1;385;269.5;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";FTR;750;550;3208;1764400;1764399.78;3208;1764400;1764399.78;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";FTR;753;1;1;1;1;1;1;1;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";FTR;753;2;1;2;2;1;2;2;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";FTR;753;3;1;3;3;1;3;3;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/07 20:07:00";="590781902";FTN;035;93.03;3179.4;295779.582;295779.36803;2129.45;198102.7335;198102.53023;2023.7;X590781902;07SEP23;20:06:41
"mco";"dgf";"2023";"7";"2023/09/07 20:07:00";="590781902";FTN;753;93.03;4;372.12;372.12;2;186.06;186.06;2023.7;X590781902;07SEP23;20:06:41
"mco";"dgf";"2023";"7";"2023/09/07 20:07:00";="590781902";FTN;753;166.05;5398;896337.9;896337.9;5385;894179.25;894179.25;2023.7;X590781902;07SEP23;20:06:41
"mco";"dgf";"2023";"7";"2023/09/07 20:07:00";="590781902";FTR;035;55.66;237.2;13202.552;13202.552;144.65;8051.219;8051.219;2023.7;X590781902;07SEP23;20:06:41
"mco";"dgf";"2023";"7";"2023/09/07 20:07:00";="590781902";FTR;753;55.66;2;111.32;111.32;0;0;0;2023.7;X590781902;07SEP23;20:06:41
"mco";"dgf";"2023";"7";"2023/09/07 20:07:00";="590781902";FTR;753;70.1;200;14020;14020;200;14020;14020;2023.7;X590781902;07SEP23;20:06:41
