"champ";"statut";"annee";"periode";"date du resultat";"ipe";ghm;effh;sdstoth;dmsh;dms;nbjth;delta;diff;signe;absdiff;x;periode;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/29 14:50:30";="020000261";08C321;10;25;2.5;2.87051596;28.7051596;3.7051595996;0.37051596;+;0.37051596;8;0;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:30";="020000261";19M16T;12;2;0.1666666667;0.5252418273;6.3029019276;4.3029019276;0.3585751606;+;0.3585751606;9;0;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:30";="020000261";04M054;18;402;22.333333333;16.732316227;301.18169209;-100.8183079;-5.601017106;-;5.6010171059;0;0;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:30";="020000261";23Z02Z;34;661;19.441176471;15.896628806;540.48537941;-120.5146206;-3.544547664;-;3.5445476644;1;0;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:30";="020000261";01M301;12;98;8.1666666667;5.1511320538;61.813584645;-36.18641535;-3.015534613;-;3.0155346129;2;0;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:30";="020000261";23M102;13;111;8.5384615385;6.2540427752;81.302556077;-29.69744392;-2.284418763;-;2.2844187633;3;0;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:30";="020000261";04M052;28;268;9.5714285714;7.3127074917;204.75580977;-63.24419023;-2.25872108;-;2.2587210797;4;0;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:30";="020000261";04M053;18;242;13.444444444;11.391249408;205.04248934;-36.95751066;-2.053195037;-;2.0531950368;5;0;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:30";="020000261";01M303;13;202;15.538461538;13.599006775;176.78708807;-25.21291193;-1.939454764;-;1.9394547639;6;0;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:30";="020000261";08C481;10;52;5.2;3.6603378128;36.603378128;-15.39662187;-1.539662187;-;1.5396621872;7;0;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:30";="020000261";04M203;13;163;12.538461538;11.071439028;143.92870736;-19.07129264;-1.467022511;-;1.4670225105;8;0;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:30";="020000261";04M073;16;208;13;11.571388852;185.14222163;-22.85777837;-1.428611148;-;1.4286111482;9;0;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:30";="020000261";04M134;10;159;15.9;22.888976172;228.88976172;69.889761718;6.9889761718;+;6.9889761718;0;1;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:30";="020000261";05M094;11;145;13.181818182;18.190425743;200.09468318;55.094683176;5.0086075614;+;5.0086075614;1;1;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:30";="020000261";20Z021;15;101;6.7333333333;11.022382094;165.33573141;64.335731415;4.289048761;+;4.289048761;2;1;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:30";="020000261";20Z041;32;181;5.65625;9.2859775507;297.15128162;116.15128162;3.6297275507;+;3.6297275507;3;1;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:30";="020000261";08M193;10;101;10.1;13.682013505;136.82013505;35.820135052;3.5820135052;+;3.5820135052;4;1;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:30";="020000261";01M253;13;118;9.0769230769;11.784125533;153.19363193;35.193631932;2.7072024563;+;2.7072024563;5;1;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:30";="020000261";05M093;18;177;9.8333333333;12.34918876;222.28539768;45.285397681;2.5158554267;+;2.5158554267;6;1;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:30";="020000261";19M111;16;47;2.9375;5.0898040639;81.436865022;34.436865022;2.1523040639;+;2.1523040639;7;1;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:30";="020000261";16M113;23;222;9.652173913;11.37517175;261.62895026;39.628950261;1.7229978374;+;1.7229978374;8;1;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:30";="020000261";10M163;34;296;8.7058823529;10.34137577;351.60677618;55.606776181;1.6354934171;+;1.6354934171;9;1;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:30";="020000261";06C044;10;347;34.7;26.155659249;261.55659249;-85.44340751;-8.544340751;-;8.5443407514;0;1;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:30";="020000261";04M201;14;124;8.8571428571;2.3359952235;32.703933129;-91.29606687;-6.521147634;-;6.5211476336;1;1;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:30";="020000261";07M072;12;163;13.583333333;8.8335029514;106.00203542;-56.99796458;-4.749830382;-;4.749830382;2;1;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:30";="020000261";04M102;12;128;10.666666667;6.4443466009;77.332159211;-50.66784079;-4.222320066;-;4.2223200658;3;1;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:30";="020000261";11M19Z;11;80;7.2727272727;3.3845713195;37.230284514;-42.76971549;-3.888155953;-;3.8881559533;4;1;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:30";="020000261";06M091;13;82;6.3076923077;2.5238095238;32.80952381;-49.19047619;-3.783882784;-;3.7838827839;5;1;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:30";="020000261";04M053;35;535;15.285714286;11.587128312;405.54949091;-129.4505091;-3.698585974;-;3.6985859741;6;1;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:30";="020000261";04M202;18;192;10.666666667;7.3450097623;132.21017572;-59.78982428;-3.321656904;-;3.3216569044;7;1;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:30";="020000261";06C043;15;247;16.466666667;13.242587765;198.63881647;-48.36118353;-3.224078902;-;3.2240789022;8;1;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:30";="020000261";04M072;18;190;10.555555556;7.4127618625;133.42971352;-56.57028648;-3.142793693;-;3.1427936931;9;1;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 16:13:24";="620100651";04M074;13;187;14.384615385;21.476021353;279.18827758;92.188277584;7.091405968;+;7.091405968;0;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:24";="620100651";23Z02Z;26;233;8.9615384615;15.896628806;413.31234896;180.31234896;6.9350903446;+;6.9350903446;1;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:24";="620100651";23M20Z;104;260;2.5;4.6711616763;485.80081434;225.80081434;2.1711616763;+;2.1711616763;2;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:24";="620100651";01M301;11;33;3;5.1511320538;56.662452592;23.662452592;2.1511320538;+;2.1511320538;3;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:24";="620100651";19M22Z;10;31;3.1;5.0760373917;50.760373917;19.760373917;1.9760373917;+;1.9760373917;4;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:24";="620100651";10M163;13;107;8.2307692308;10.081505448;131.05957082;24.059570824;1.8507362172;+;1.8507362172;5;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:24";="620100651";01M252;13;59;4.5384615385;6.3373783974;82.385919166;23.385919166;1.7989168589;+;1.7989168589;6;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:24";="620100651";17K091;10;0;0;1.6710784314;16.710784314;16.710784314;1.6710784314;+;1.6710784314;7;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:24";="620100651";19M191;22;23;1.0454545455;2.7126779212;59.678914267;36.678914267;1.6672233758;+;1.6672233758;8;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:24";="620100651";04M203;20;192;9.6;11.071439028;221.42878056;29.428780559;1.471439028;+;1.471439028;9;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:24";="620100651";04M054;11;255;23.181818182;16.732316227;184.0554785;-70.9445215;-6.449501954;-;6.4495019544;0;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:24";="620100651";08C492;13;179;13.769230769;8.4609140552;109.99188272;-69.00811728;-5.308316714;-;5.308316714;1;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:24";="620100651";04M253;33;383;11.606060606;7.8272980501;258.30083565;-124.6991643;-3.778762556;-;3.7787625559;2;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:24";="620100651";06M18Z;17;136;8;4.6024055218;78.24089387;-57.75910613;-3.397594478;-;3.3975944782;3;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:24";="620100651";08C241;13;91;7;4.3666978068;56.767071489;-34.23292851;-2.633302193;-;2.6333021932;4;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:24";="620100651";11M043;11;118;10.727272727;8.9729171584;98.702088742;-19.29791126;-1.754355569;-;1.7543555689;5;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:24";="620100651";05M093;14;194;13.857142857;12.122983176;169.72176447;-24.27823553;-1.734159681;-;1.734159681;6;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:24";="620100651";06M021;17;52;3.0588235294;2.3603092497;40.125257245;-11.87474276;-0.69851428;-;0.6985142797;7;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:24";="620100651";18M021;12;21;1.75;1.2506787803;15.008145363;-5.991854637;-0.49932122;-;0.4993212197;8;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:24";="620100651";04M021;17;52;3.0588235294;2.5701048057;43.691781697;-8.308218303;-0.488718724;-;0.4887187237;9;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:24";="620100651";23Z02Z;53;504;9.5094339623;16.437407068;871.18257461;367.18257461;6.9279731058;+;6.9279731058;0;1;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:24";="620100651";07M064;10;149;14.9;21.031815957;210.31815957;61.318159569;6.1318159569;+;6.1318159569;1;1;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:24";="620100651";23M16Z;10;41;4.1;9.3952941176;93.952941176;52.952941176;5.2952941176;+;5.2952941176;2;1;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:24";="620100651";01M34Z;13;60;4.6153846154;9.8999429061;128.69925778;68.699257779;5.2845582907;+;5.2845582907;3;1;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:24";="620100651";08M193;13;121;9.3076923077;13.682013505;177.86617557;56.866175568;4.3743211975;+;4.3743211975;4;1;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:24";="620100651";11M043;20;110;5.5;9.4054085089;188.10817018;78.108170179;3.9054085089;+;3.9054085089;5;1;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:24";="620100651";10M163;24;166;6.9166666667;10.34137577;248.19301848;82.19301848;3.4247091034;+;3.4247091034;6;1;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:24";="620100651";08M314;10;186;18.6;21.855254877;218.55254877;32.552548773;3.2552548773;+;3.2552548773;7;1;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:24";="620100651";09M054;18;255;14.166666667;17.167036873;309.00666371;54.006663705;3.0003702058;+;3.0003702058;8;1;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:24";="620100651";01M302;48;289;6.0208333333;8.6518623124;415.289391;126.289391;2.6310289791;+;2.6310289791;9;1;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:24";="620100651";01M304;20;710;35.5;23.370096225;467.4019245;-242.5980755;-12.12990377;-;12.129903775;0;1;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:24";="620100651";23C021;65;621;9.5538461538;1.8049199085;117.31979405;-503.6802059;-7.748926245;-;7.7489262454;1;1;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:24";="620100651";08C472;15;210;14;8.9561301343;134.34195201;-75.65804799;-5.043869866;-;5.0438698657;2;1;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:24";="620100651";08C492;21;279;13.285714286;8.9937716879;188.86920545;-90.13079455;-4.291942598;-;4.2919425978;3;1;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:24";="620100651";06M033;19;283;14.894736842;10.903983728;207.17569084;-75.82430916;-3.990753114;-;3.9907531137;4;1;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:24";="620100651";08C241;20;163;8.15;4.2887867865;85.775735731;-77.22426427;-3.861213213;-;3.8612132135;5;1;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:24";="620100651";12M064;12;216;18;14.274816873;171.29780248;-44.70219752;-3.725183127;-;3.7251831271;6;1;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:24";="620100651";23M061;208;1414;6.7980769231;3.1386732816;652.84404257;-761.1559574;-3.659403641;-;3.6594036415;7;1;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:24";="620100651";08C493;12;191;15.916666667;12.32812392;147.93748703;-43.06251297;-3.588542747;-;3.5885427472;8;1;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:24";="620100651";23M062;121;1219;10.074380165;6.6978616684;810.44126188;-408.5587381;-3.376518497;-;3.3765184969;9;1;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:39:57";="620027839";17K041;16;0;0;1.1609390949;18.575025519;18.575025519;1.1609390949;+;1.1609390949;0;1;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/30 08:35:24";="590780284";04C043;10;75;7.5;14.663519313;146.63519313;71.635193133;7.1635193133;+;7.1635193133;0;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:24";="590780284";19M063;10;88;8.8;14.289233637;142.89233637;54.892336374;5.4892336374;+;5.4892336374;1;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:24";="590780284";08M193;12;96;8;13.027400704;156.32880845;60.328808446;5.0274007039;+;5.0274007039;2;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:24";="590780284";07M103;10;72;7.2;11.028433735;110.28433735;38.284337349;3.8284337349;+;3.8284337349;3;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:24";="590780284";01M302;13;61;4.6923076923;8.5083201962;110.60816255;49.60816255;3.8160125039;+;3.8160125039;4;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:24";="590780284";04M134;13;262;20.153846154;23.811810513;309.55353666;47.553536665;3.6579643588;+;3.6579643588;5;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:24";="590780284";11M043;13;71;5.4615384615;8.9729171584;116.64792306;45.647923059;3.5113786968;+;3.5113786968;6;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:24";="590780284";04M103;12;91;7.5833333333;11.079678098;132.95613717;41.956137171;3.4963447643;+;3.4963447643;7;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:24";="590780284";07M023;15;116;7.7333333333;10.95076574;164.2614861;48.261486103;3.2174324069;+;3.2174324069;8;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:24";="590780284";06C043;17;176;10.352941176;13.385576004;227.55479207;51.554792065;3.0326348274;+;3.0326348274;9;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:24";="590780284";08C473;10;184;18.4;11.129552936;111.29552936;-72.70447064;-7.270447064;-;7.2704470638;0;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:24";="590780284";04M133;20;298;14.9;12.372875126;247.45750253;-50.54249747;-2.527124874;-;2.5271248737;1;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:24";="590780284";05C103;11;172;15.636363636;13.308456214;146.39301836;-25.60698164;-2.327907422;-;2.3279074221;2;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:24";="590780284";08C493;10;124;12.4;11.211520615;112.11520615;-11.88479385;-1.188479385;-;1.1884793849;3;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:24";="590780284";04M073;23;281;12.217391304;11.571388852;266.14194359;-14.85805641;-0.646002453;-;0.6460024525;4;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:24";="590780284";07M10T;10;17;1.7;1.1505421184;11.505421184;-5.494578816;-0.549457882;-;0.5494578816;5;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:24";="590780284";08C242;13;84;6.4615384615;6.0304491472;78.395838914;-5.604161086;-0.431089314;-;0.4310893143;6;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:24";="590780284";05K06T;33;28;0.8484848485;0.6838903121;22.568380298;-5.431619702;-0.164594536;-;0.1645945364;7;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:24";="590780284";05K201;11;25;2.2727272727;2.1773759138;23.951135052;-1.048864948;-0.095351359;-;0.0953513589;8;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:24";="590780284";05M04T;13;6;0.4615384615;0.3685234168;4.7908044189;-1.209195581;-0.093015045;-;0.0930150447;9;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:24";="590780284";05C104;15;281;18.733333333;27.091970803;406.37956204;125.37956204;8.3586374696;+;8.3586374696;0;1;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:24";="590780284";19M063;24;172;7.1666666667;15.417288379;370.01492109;198.01492109;8.2506217121;+;8.2506217121;1;1;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:24";="590780284";12M064;13;109;8.3846153846;14.274816873;185.57261935;76.572619348;5.8902014883;+;5.8902014883;2;1;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:24";="590780284";08M193;29;233;8.0344827586;13.682013505;396.77839165;163.77839165;5.6475307466;+;5.6475307466;3;1;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:24";="590780284";08M263;13;95;7.3076923077;12.488433407;162.34963429;67.349634292;5.1807410993;+;5.1807410993;4;1;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:24";="590780284";19M062;11;57;5.1818181818;10.266202553;112.92822808;55.928228079;5.0843843708;+;5.0843843708;5;1;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:24";="590780284";06C044;14;297;21.214285714;26.155659249;366.17922948;69.179229481;4.9413735343;+;4.9413735343;6;1;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:24";="590780284";11M063;19;134;7.0526315789;11.980596704;227.63133737;93.631337367;4.9279651246;+;4.9279651246;7;1;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:24";="590780284";07M103;14;94;6.7142857143;11.425257336;159.9536027;65.953602704;4.7109716217;+;4.7109716217;8;1;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:24";="590780284";04M163;10;65;6.5;11.091174907;110.91174907;45.91174907;4.591174907;+;4.591174907;9;1;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:24";="590780284";08C614;10;333;33.3;28.305869074;283.05869074;-49.94130926;-4.994130926;-;4.9941309255;0;1;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:24";="590780284";08M314;11;289;26.272727273;21.855254877;240.40780365;-48.59219635;-4.417472395;-;4.4174723954;1;1;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:24";="590780284";01M304;19;518;27.263157895;23.370096225;444.03182828;-73.96817172;-3.89306167;-;3.8930616697;2;1;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:24";="590780284";08C493;27;389;14.407407407;12.32812392;332.85934583;-56.14065417;-2.079283488;-;2.0792834879;3;1;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:24";="590780284";08C472;14;152;10.857142857;8.9561301343;125.38582188;-26.61417812;-1.901012723;-;1.9010127228;4;1;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:24";="590780284";05C101;11;77;7;5.529980108;60.829781188;-16.17021881;-1.470019892;-;1.470019892;5;1;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:24";="590780284";11M041;14;38;2.7142857143;1.6720897616;23.409256662;-14.59074334;-1.042195953;-;1.0421959527;6;1;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:24";="590780284";08C241;11;58;5.2727272727;4.2887867865;47.176654652;-10.82334535;-0.983940486;-;0.9839404862;7;1;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:24";="590780284";08C483;15;140;9.3333333333;8.6519579193;129.77936879;-10.22063121;-0.681375414;-;0.681375414;8;1;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:24";="590780284";08C473;17;211;12.411764706;11.982575342;203.70378082;-7.296219178;-0.429189363;-;0.4291893634;9;1;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:42:30";="020000287";04M203;12;81;6.75;11.071439028;132.85726834;51.857268336;4.321439028;+;4.321439028;0;0;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:30";="020000287";04M073;12;110;9.1666666667;11.571388852;138.85666622;28.856666222;2.4047221852;+;2.4047221852;1;0;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:30";="020000287";04M202;15;80;5.3333333333;7.2838854428;109.25828164;29.258281642;1.9505521095;+;1.9505521095;2;0;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:30";="020000287";10M022;12;58;4.8333333333;5.9265457108;71.118548529;13.118548529;1.0932123774;+;1.0932123774;3;0;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:30";="020000287";05M092;11;76;6.9090909091;7.8226815817;86.049497399;10.049497399;0.9135906726;+;0.9135906726;4;0;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:30";="020000287";14C08A;20;87;4.35;5.0198798019;100.39759604;13.397596038;0.6698798019;+;0.6698798019;5;0;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:30";="020000287";23M102;14;79;5.6428571429;6.2540427752;87.556598852;8.5565988524;0.6111856323;+;0.6111856323;6;0;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:30";="020000287";04M052;22;149;6.7727272727;7.3127074917;160.87956482;11.879564817;0.539980219;+;0.539980219;7;0;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:30";="020000287";15M05B;21;79;3.7619047619;4.2694626707;89.658716084;10.658716084;0.5075579088;+;0.5075579088;8;0;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:30";="020000287";14Z14A;45;131;2.9111111111;3.4170479702;153.76715866;22.767158658;0.5059368591;+;0.5059368591;9;0;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:30";="020000287";05M151;10;54;5.4;3.0908226343;30.908226343;-23.09177366;-2.309177366;-;2.3091773657;0;0;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:30";="020000287";05M082;13;97;7.4615384615;5.3658792651;69.756430446;-27.24356955;-2.095659196;-;2.0956591964;1;0;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:30";="020000287";05M081;16;64;4;2.7463737796;43.941980474;-20.05801953;-1.25362622;-;1.2536262204;2;0;2023.7;X020000287;30AUG23;8:42:17
