"champ";"statut";"annee";"periode";"date du resultat";"ipe";code1;nbfact;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/31 14:29:33";="590781811";HBJD0010;8;2023.7;X590781811;31AUG23;14:29:25
"mco";"dgf";"2023";"7";"2023/08/31 14:29:33";="590781811";HBLD0900;3;2023.7;X590781811;31AUG23;14:29:25
"mco";"dgf";"2023";"7";"2023/08/31 14:29:33";="590781811";HBLD4900;6;2023.7;X590781811;31AUG23;14:29:25
"mco";"dgf";"2023";"7";"2023/08/31 14:29:33";="590781811";HBLD7240;1;2023.7;X590781811;31AUG23;14:29:25
"mco";"dgf";"2023";"7";"2023/08/31 14:29:33";="590781811";HBMD0380;6;2023.7;X590781811;31AUG23;14:29:25
"mco";"dgf";"2023";"7";"2023/08/31 14:29:33";="590781811";HBMD0440;1;2023.7;X590781811;31AUG23;14:29:25
"mco";"dgf";"2023";"7";"2023/08/31 14:29:33";="590781811";HBMD0470;2;2023.7;X590781811;31AUG23;14:29:25
"mco";"dgf";"2023";"7";"2023/08/31 14:29:33";="590781811";HBMD0490;6;2023.7;X590781811;31AUG23;14:29:25
"mco";"dgf";"2023";"7";"2023/08/31 14:29:33";="590781811";HBMD0500;1;2023.7;X590781811;31AUG23;14:29:25
"mco";"dgf";"2023";"7";"2023/08/31 14:29:33";="590781811";HBMD0530;4;2023.7;X590781811;31AUG23;14:29:25
"mco";"dgf";"2023";"7";"2023/08/31 14:29:33";="590781811";HBMD3510;1;2023.7;X590781811;31AUG23;14:29:25
"mco";"dgf";"2023";"7";"2023/08/31 14:29:33";="590781811";HBQK3030;3;2023.7;X590781811;31AUG23;14:29:25
"mco";"dgf";"2023";"7";"2023/08/31 14:29:33";="590781811";HBQK3890;1;2023.7;X590781811;31AUG23;14:29:25
"mco";"dgf";"2023";"7";"2023/08/31 14:29:33";="590781811";YYYY1830;1;2023.7;X590781811;31AUG23;14:29:25
"mco";"dgf";"2023";"7";"2023/09/01 13:04:24";="590782637";ZBQK0020;2;2023.7;X590782637;01SEP23;13:04:07
"mco";"dgf";"2023";"7";"2023/09/01 13:09:17";="620100057";BGLB0010;1;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:17";="620100057";DEQP0030;5;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:17";="620100057";HBGD0360;2;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:17";="620100057";HBJD0010;1;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:17";="620100057";HBMD0490;2;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:17";="620100057";HBMD0580;1;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:17";="620100057";YYYY1720;2;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:17";="620100057";ZBQK0020;1;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:17";="620100057";ZCQM0070;106;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 15:20:15";="800000028";BGQP0090;1;2023.7;X800000028;01SEP23;15:19:59
"mco";"dgf";"2023";"7";"2023/09/01 15:20:15";="800000028";BZQK0010;1;2023.7;X800000028;01SEP23;15:19:59
"mco";"dgf";"2023";"7";"2023/09/01 15:20:15";="800000028";LHQN0010;1;2023.7;X800000028;01SEP23;15:19:59
"mco";"dgf";"2023";"7";"2023/09/01 15:20:15";="800000028";MAQK0030;2;2023.7;X800000028;01SEP23;15:19:59
"mco";"dgf";"2023";"7";"2023/09/01 15:20:15";="800000028";MZQK0020;1;2023.7;X800000028;01SEP23;15:19:59
"mco";"dgf";"2023";"7";"2023/09/01 15:20:15";="800000028";NDQK0010;1;2023.7;X800000028;01SEP23;15:19:59
"mco";"dgf";"2023";"7";"2023/09/01 15:20:15";="800000028";QZFA0390;1;2023.7;X800000028;01SEP23;15:19:59
"mco";"dgf";"2023";"7";"2023/09/01 17:22:41";="600101984";HBGD0160;17;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/01 17:22:41";="600101984";MDQK0010;2;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/01 17:22:41";="600101984";ZZQX1620;1;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/04 11:00:13";="800000044";ALQP0060;2;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:13";="800000044";BAFA0060;1;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:13";="800000044";CDQP0110;1;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:13";="800000044";DAQL0100;1;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:13";="800000044";DEQP0030;1;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:13";="800000044";DZQN0020;1;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:13";="800000044";FGRB0010;1;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:13";="800000044";HBGD0220;2;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:13";="800000044";HBMD0380;1;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:13";="800000044";HBMD0440;1;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:13";="800000044";HBMD0470;1;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:13";="800000044";HBMD0490;2;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:13";="800000044";HBMD0500;2;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:13";="800000044";HBMD0530;12;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:13";="800000044";HBMD0540;6;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:13";="800000044";HBMD0580;6;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:13";="800000044";HHQE0040;3;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:13";="800000044";LHLH0030;1;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:13";="800000044";LHQK0010;5;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:13";="800000044";MAQK0030;1;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:13";="800000044";MDQK0010;1;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:13";="800000044";MFQK0020;1;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:13";="800000044";NZQK0020;2;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:13";="800000044";QEHJ0010;1;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:13";="800000044";QELH0010;1;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:13";="800000044";QZHA0010;1;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:13";="800000044";YYYY0320;26;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:13";="800000044";YYYY0330;10;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:13";="800000044";YYYY4050;1;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:13";="800000044";YYYY4200;3;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:13";="800000044";YYYY6000;22;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:13";="800000044";ZCQM0030;29;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:13";="800000044";ZCQM0070;143;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 16:02:56";="620103432";HBGD0160;1;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:56";="620103432";MAQK0010;1;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:56";="620103432";MAQK0030;2;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:56";="620103432";MDQK0010;3;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:56";="620103432";NFQK0010;1;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:56";="620103432";NZQK0060;1;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/05 10:29:58";="590781803";EJFA0020;1;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:58";="590781803";HBFD0010;1;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:58";="590781803";HBFD0330;3;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:58";="590781803";HBGD0160;2;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:58";="590781803";HBGD0360;1;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:58";="590781803";HBJD0010;5;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:58";="590781803";HBLD0900;2;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:58";="590781803";HBLD4900;7;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:58";="590781803";HBLD6800;2;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:58";="590781803";HBMD0380;2;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:58";="590781803";HBMD0470;3;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:58";="590781803";HBMD0490;7;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:58";="590781803";HBMD0500;3;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:58";="590781803";HBMD0530;22;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:58";="590781803";HBMD0540;1;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:58";="590781803";HBMD0580;7;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:58";="590781803";HBMD3510;1;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:58";="590781803";HBQK3890;3;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:58";="590781803";ZBQK0020;1;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";CBQD0010;4;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";CDQP0060;1;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";CDQP0100;38;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";CDQP0110;4;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";CDQP0120;4;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";CEQP0080;1;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";DEQP0030;2;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";GLQP0030;1;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";HBFA0070;1;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";HBFD0010;1;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";HBGD0160;1;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";HBGD0360;2;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";HBLD0900;1;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";HBLD3500;4;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";HBLD3640;1;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";HBLD4030;1;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";HBLD4860;2;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";HBLD4900;2;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";HBLD6340;1;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";HBLD7240;1;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";HBMD0380;5;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";HBMD0470;6;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";HBMD0490;6;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";HBMD0500;3;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";HBMD0530;36;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";HBMD0580;5;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";HBMD3510;1;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";HBPA0010;1;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";HBQK0400;1;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";HBQK1910;1;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";HBQK3890;9;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";JHLB0010;1;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";JMHA0010;1;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";LHQK0070;1;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";MAQK0030;3;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";MDQK0010;2;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";MFQK0020;1;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";NFQK0030;2;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";NFQK0040;1;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";NGQK0010;1;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";NZLH0020;4;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";PAGB0040;1;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";PBQM0020;9;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";PZMP0010;2;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";QZFA0010;1;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";QZFA0360;3;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";QZHA0010;16;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";YYYY0760;2;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";YYYY1630;1;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";YYYY6000;1;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";ZBQK0020;2;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";ZCQM0030;1;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";ZCQM0070;863;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";ZZQN0020;1;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:09";="590780193";ZZQP0040;2;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/07 20:06:56";="590781902";EQRP0010;21;2023.7;X590781902;07SEP23;20:06:41
"mco";"dgf";"2023";"7";"2023/09/07 20:06:56";="590781902";FCBP0020;1;2023.7;X590781902;07SEP23;20:06:41
