"champ";"statut";"annee";"periode";"date du resultat";"ipe";modesh;COUNT;PERCENT;count2;percent2;evol;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/29 14:24:40";="620025346";74;6;0.0637010298;11;0.1056676273;-39.71566177;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:40";="620025346";76;8;0.0849347064;16;0.153698367;-44.73935662;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:40";="620025346";8;8539;90.657182291;9289;89.231508165;1.5977250135;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:40";="620025346";87;109;1.1572353753;174;1.6714697406;-30.76540082;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:40";="620025346";9;111;1.1784690519;162;1.5561959654;-24.27245166;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:40:12";="590001749";62;122;3.8878266412;103;3.4668461797;12.143038358;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:12";="590001749";71;99;3.154875717;122;4.1063614944;-23.1710184;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:12";="590001749";72;124;3.9515615041;109;3.6687983844;7.7072406313;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:12";="590001749";73;15;0.4780114723;9;0.302928307;57.796898237;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:12";="590001749";74;8;0.2549394519;7;0.2356109054;8.2035873623;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:12";="590001749";76;2;0.063734863;;0;;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:12";="590001749";8;2636;84.002549395;2460;82.800403904;1.4518594517;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:12";="590001749";9;132;4.206500956;161;5.4190508246;-22.37568733;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:46:23";="590781670";62;165;15.013648772;168;15.657036347;-4.109255167;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:23";="590781670";71;52;4.7315741583;73;6.8033550792;-30.45234148;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:23";="590781670";72;17;1.5468607825;13;1.211556384;27.675509204;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:23";="590781670";76;5;0.4549590537;;0;;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:23";="590781670";8;677;61.601455869;662;61.696178938;-0.153531499;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:23";="590781670";87;119;10.828025478;81;7.5489282386;43.437917748;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:23";="590781670";9;64;5.8234758872;76;7.082945014;-17.78171544;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:50:27";="020000261";62;377;1.5648347999;309;1.3062225228;19.798485525;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:27";="020000261";63;1;0.0041507554;;0;;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:27";="020000261";71;455;1.8885937241;397;1.6782211701;12.535448706;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:27";="020000261";72;47;0.1950855056;62;0.262089956;-25.56544001;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:27";="020000261";73;98;0.4067740329;78;0.3297260737;23.367263098;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:27";="020000261";74;168;0.6973269135;155;0.6552248901;6.4255836498;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:27";="020000261";8;22561;93.645193425;22275;94.162157592;-0.549014785;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:27";="020000261";9;385;1.5980408434;380;1.6063577951;-0.517752126;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 16:13:21";="620100651";01;10;0.0338192025;6;0.0207146556;63.262200277;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:21";="620100651";62;189;0.6391829281;190;0.6559640946;-2.558244677;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:21";="620100651";63;56;0.1893875342;58;0.200241671;-5.42051846;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:21";="620100651";71;875;2.9591802225;948;3.2729155878;-9.585806808;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:21";="620100651";72;271;0.9165003889;221;0.7629898153;20.119609797;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:21";="620100651";73;4;0.013527681;;0;;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:21";="620100651";74;288;0.9739930332;303;1.0460901088;-6.892052119;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:21";="620100651";76;167;0.5647806825;97;0.3348869325;68.648169771;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:21";="620100651";8;26784;90.581352092;26224;90.536854825;0.0491482358;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:21";="620100651";87;428;1.4474618688;380;1.3119281892;10.330876398;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:21";="620100651";9;497;1.6808143664;538;1.8574141205;-9.507828768;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:39:54";="620027839";8;22138;100;20805;100;-1.42109E-14;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/30 08:35:21";="590780284";01;27;0.1632998669;44;0.3035110713;-46.1964052;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:21";="590780284";62;109;0.659247611;112;0.7725736359;-14.66863735;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:21";="590780284";66;1;0.0060481432;;0;;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:21";="590780284";71;346;2.0926575541;710;4.8975650135;-57.27146963;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:21";="590780284";72;259;1.566469094;420;2.8971511347;-45.93070844;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:21";="590780284";73;4;0.0241925729;44;0.3035110713;-92.02909707;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:21";="590780284";74;43;0.2600701585;105;0.7242877837;-64.09298012;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:21";="590780284";76;1;0.0060481432;24;0.1655514934;-96.34666949;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:21";="590780284";8;15214;92.01645095;12723;87.762985445;4.8465369344;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:21";="590780284";87;247;1.4938913753;7;0.0482858522;2993.8490383;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:21";="590780284";9;283;1.7116245313;308;2.1245774988;-19.43694536;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:42:25";="020000287";62;181;3.2229344729;146;2.4825709913;29.822449557;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:25";="020000287";63;;0;3;0.0510117327;-100;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:25";="020000287";71;379;6.7485754986;345;5.8663492603;15.03876089;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:25";="020000287";72;51;0.9081196581;90;1.530351981;-40.65942545;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:25";="020000287";74;38;0.6766381766;42;0.7141642578;-5.254544838;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:25";="020000287";76;13;0.2314814815;20;0.340078218;-31.93287037;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:25";="020000287";8;4870;86.716524217;5126;87.162047271;-0.511143403;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:25";="020000287";9;84;1.4957264957;109;1.853426288;-19.29938054;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 10:32:22";="590797353";01;;0;1;0.0034798344;-100;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:22";="590797353";62;2;0.0065737576;5;0.0173991718;-62.2179858;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:22";="590797353";64;6;0.0197212727;6;0.0208790062;-5.544964502;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:22";="590797353";71;360;1.1832763608;564;1.962626579;-39.70955181;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:22";="590797353";72;139;0.4568761504;225;0.782962731;-41.64777807;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:22";="590797353";73;6;0.0197212727;27;0.0939555277;-79.00999211;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:22";="590797353";74;325;1.0682356035;272;0.9465149459;12.859876974;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:22";="590797353";76;;0;14;0.048717681;-100;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:22";="590797353";8;29130;95.746778859;27315;95.05167554;0.7312899164;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:22";="590797353";87;198;0.6508019984;;0;;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:22";="590797353";9;258;0.8480147252;308;1.0717889828;-20.87857416;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 11:29:01";="590782421";01;53;0.1217243518;41;0.0980673555;24.123212156;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:01";="590782421";71;688;1.580119887;710;1.6982395714;-6.955419386;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:01";="590782421";72;754;1.7317011552;801;1.9159012629;-9.614279778;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:01";="590782421";73;25;0.0574171471;26;0.0621890547;-7.673227533;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:01";="590782421";74;179;0.4111067729;162;0.3874856487;6.0959997686;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:01";="590782421";76;164;0.3766564847;95;0.2272292384;65.760571706;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:01";="590782421";8;41034;94.242208493;39332;94.077688481;0.1748767589;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:01";="590782421";87;88;0.2021083576;79;0.1889590509;6.9588128634;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:01";="590782421";9;556;1.2769573505;562;1.3442403368;-5.005279517;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 12:11:24";="800000051";62;18;3.3644859813;18;3.5433070866;-5.046728972;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:24";="800000051";63;11;2.0560747664;9;1.7716535433;16.053997923;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:24";="800000051";71;34;6.3551401869;30;5.905511811;7.6137071651;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:24";="800000051";72;48;8.9719626168;43;8.4645669291;5.9943490546;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:24";="800000051";73;;0;1;0.1968503937;-100;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:24";="800000051";76;1;0.1869158879;5;0.9842519685;-81.00934579;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:24";="800000051";8;360;67.289719626;312;61.417322835;9.5614665708;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:24";="800000051";87;48;8.9719626168;72;14.173228346;-36.69781931;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:24";="800000051";9;15;2.8037383178;18;3.5433070866;-20.87227414;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 13:41:54";="800000135";62;37;19.473684211;27;15.789473684;23.333333333;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:41:54";="800000135";63;15;7.8947368421;7;4.0935672515;92.857142857;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:41:54";="800000135";71;12;6.3157894737;16;9.3567251462;-32.5;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:41:54";="800000135";72;8;4.2105263158;2;1.1695906433;260;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:41:54";="800000135";8;51;26.842105263;46;26.900584795;-0.217391304;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:41:54";="800000135";87;16;8.4210526316;15;8.7719298246;-4;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:41:54";="800000135";9;51;26.842105263;58;33.918128655;-20.86206897;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 14:10:58";="590782165";62;151;1.3017241379;176;1.6580310881;-21.48976293;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:10:58";="590782165";63;;0;2;0.0188412624;-100;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:10:58";="590782165";64;38;0.3275862069;27;0.2543570419;28.7899106;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:10:58";="590782165";71;409;3.525862069;435;4.0979745643;-13.96086009;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:10:58";="590782165";72;332;2.8620689655;245;2.3080546397;24.003518649;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:10:58";="590782165";73;28;0.2413793103;12;0.1130475742;113.52011494;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:10:58";="590782165";74;10;0.0862068966;8;0.0753650495;14.385775862;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:10:58";="590782165";76;;0;1;0.0094206312;-100;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:10:58";="590782165";8;10285;88.663793103;9381;88.374941121;0.3268482884;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:10:58";="590782165";87;229;1.974137931;206;1.9406500236;1.7256026113;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:10:58";="590782165";9;118;1.0172413793;122;1.1493170042;-11.49166196;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:38:53";="620101360";62;291;1.8566962292;267;1.7431611934;6.5131690727;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:53";="620101360";63;16;0.1020863906;7;0.0457008553;123.37960642;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:53";="620101360";71;640;4.0834556243;610;3.9825031011;2.5349013078;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:53";="620101360";72;144;0.9187775155;177;1.1555787687;-20.49200449;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:53";="620101360";73;1;0.0063803994;6;0.0391721617;-83.7119037;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:53";="620101360";74;146;0.9315383143;151;0.9858327349;-5.507467814;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:53";="620101360";76;5;0.0319019971;2;0.0130573872;144.32144452;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:53";="620101360";8;14113;90.046576916;13744;89.730364954;0.3524024024;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:53";="620101360";87;38;0.2424551777;32;0.2089181955;16.052686148;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:53";="620101360";9;279;1.7801314362;321;2.0957106483;-15.05833891;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:55:33";="590781662";01;1;0.0291715286;;0;;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:33";="590781662";62;153;4.463243874;122;4.1355932203;7.9227002315;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:33";="590781662";63;2;0.0583430572;1;0.0338983051;72.11201867;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:33";="590781662";64;30;0.8751458576;30;1.0169491525;-13.94399067;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:33";="590781662";71;328;9.5682613769;312;10.576271186;-9.530861981;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:33";="590781662";72;55;1.6044340723;42;1.4237288136;12.692393177;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:33";="590781662";74;1;0.0291715286;2;0.0677966102;-56.97199533;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:33";="590781662";8;2786;81.271878646;2360;80;1.5898483081;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:33";="590781662";9;72;2.1003500583;81;2.7457627119;-23.50576948;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 15:04:19";="590781621";62;92;2.0994979461;79;1.9216735587;9.2536209696;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:19";="590781621";71;485;11.068005477;474;11.530041352;-4.007235199;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:19";="590781621";72;39;0.8900045641;21;0.5108246169;74.22898872;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:19";="590781621";74;28;0.6389776358;28;0.6810994892;-6.184390689;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:19";="590781621";8;3603;82.222729347;3380;82.218438336;0.0052190375;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:19";="590781621";87;35;0.7987220447;44;1.0702991973;-25.37394714;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:19";="590781621";9;100;2.2820629849;85;2.0676234493;10.371305072;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:19:11";="590052056";71;20;0.2011870033;38;0.4020738546;-49.96267452;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:11";="590052056";72;19;0.1911276532;24;0.2539413819;-24.73552292;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:11";="590052056";73;;0;7;0.0740662364;-100;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:11";="590052056";74;1;0.0100593502;1;0.0105808909;-4.929081581;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:11";="590052056";8;9843;99.014183684;9350;98.931330018;0.0837486626;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:11";="590052056";87;24;0.241424404;;0;;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:11";="590052056";9;34;0.3420179056;31;0.3280076182;4.2713298785;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 16:33:42";="590781795";62;176;20.29988466;175;18.134715026;11.939363981;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:33:42";="590781795";63;4;0.461361015;5;0.518134715;-10.95732411;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:33:42";="590781795";71;31;3.5755478662;29;3.0051813472;18.979437617;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:33:42";="590781795";72;18;2.0761245675;14;1.4507772021;43.104300544;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:33:42";="590781795";73;3;0.3460207612;5;0.518134715;-33.21799308;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:33:42";="590781795";76;;0;1;0.103626943;-100;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:33:42";="590781795";8;551;63.552479815;635;65.803108808;-3.42024721;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:33:42";="590781795";87;43;4.9596309112;55;5.6994818653;-12.98102129;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:33:42";="590781795";9;41;4.7289504037;46;4.7668393782;-0.794844792;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/31 09:36:40";="620100677";62;47;1.4528593509;35;1.257183908;15.564583793;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:36:40";="620100677";64;1;0.0309119011;;0;;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:36:40";="620100677";71;26;0.8037094281;11;0.3951149425;103.41154981;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:36:40";="620100677";72;28;0.8655332303;52;1.867816092;-53.66068244;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:36:40";="620100677";73;5;0.1545595054;7;0.2514367816;-38.52947671;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:36:40";="620100677";74;;0;1;0.0359195402;-100;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:36:40";="620100677";8;3068;94.837712519;2618;94.037356322;0.8511045278;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:36:40";="620100677";87;42;1.2982998454;29;1.0416666667;24.636785162;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:36:40";="620100677";9;18;0.5564142195;31;1.1135057471;-50.03041332;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 10:37:09";="590781415";01;5;0.0148262365;;0;;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:09";="590781415";71;680;2.0163681651;512;1.4991801359;34.498057763;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:09";="590781415";72;504;1.49448464;657;1.9237526353;-22.31409524;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:09";="590781415";73;3;0.0088957419;;0;;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:09";="590781415";74;115;0.3410034397;189;0.5534082923;-38.38121972;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:09";="590781415";76;5;0.0148262365;3;0.0087842586;68.781876408;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:09";="590781415";8;31936;94.698137825;32257;94.451276646;0.2613635177;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:09";="590781415";87;34;0.1008184083;35;0.1024830171;-1.62427775;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:09";="590781415";9;442;1.3106393073;499;1.4611150152;-10.29869013;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:09";="620103440";01;77;0.1643859012;47;0.1004123315;63.710869774;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:09";="620103440";62;389;0.8304690335;442;0.9443032025;-12.05483246;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:09";="620103440";66;1;0.0021348818;;0;;2023.7;X620103440;31AUG23;10:37:57
