"champ";"statut";"annee";"periode";"date du resultat";"ipe";mode;ponder;pct_ponder;ponder_cn;dms;age_moy;age_med;pct_homme;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/30 10:32:57";="590797353";8;102;64.968152866;102;11.676470588;65.642546334;76;35.294117647;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:57";="590797353";85;50;31.847133758;50;12.84;65.14;74.5;42;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:57";="590797353";8U;1;0.6369426752;1;6;35;35;100;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 11:29:39";="590782421";71;6;1.5384615385;6;11.833333333;79;78;50;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:39";="590782421";72;1;0.2564102564;1;14;63;63;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:39";="590782421";73;2;0.5128205128;2;5;70;70;50;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:39";="590782421";8;255;65.384615385;255;12.725490196;69.014450712;75;54.901960784;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:39";="590782421";85;124;31.794871795;124;10.225806452;69.351082634;78;44.35483871;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:39";="590782421";87;1;0.2564102564;1;84;69;69;100;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:39";="590782421";N;1;0.2564102564;1;128;0;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 12:11:54";="800000051";63;1;7.1428571429;1;29;79;79;100;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:54";="800000051";71;2;14.285714286;2;6.5;83.5;83.5;0;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:54";="800000051";8;8;57.142857143;8;12.125;80.5;84;50;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:54";="800000051";87;1;7.1428571429;1;8;74;74;0;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:54";="800000051";8U;2;14.285714286;2;6;82.5;82.5;50;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 13:42:16";="800000135";71;2;100;2;39;78.5;78.5;50;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 14:11:27";="590782165";7R;2;0.9345794393;2;28.5;63;63;0;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:27";="590782165";8;142;66.355140187;142;12.690140845;71.225352113;76;45.774647887;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:27";="590782165";85;69;32.242990654;69;12.434782609;78.782608696;83;42.028985507;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:27";="590782165";8U;1;0.4672897196;1;18;89;89;0;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:39:27";="620101360";71;8;5.1948051948;8;8.875;73.625;73;75;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:27";="620101360";8;115;74.675324675;115;10.67826087;74.126789756;81;49.565217391;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:27";="620101360";85;30;19.480519481;30;9.9333333333;78.533333333;84;40;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:27";="620101360";87;1;0.6493506494;1;10;86;86;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:56:04";="590781662";71;2;2.7397260274;2;5;83.5;83.5;0;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:04";="590781662";8;59;80.821917808;59;10.406779661;68.241513815;75;30.508474576;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:04";="590781662";85;12;16.438356164;12;10.5;74.916666667;73;25;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 15:04:49";="590781621";71;2;2.1978021978;2;6;90.5;90.5;100;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:49";="590781621";8;68;74.725274725;68;9.6764705882;73.5;73;48.529411765;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:49";="590781621";85;21;23.076923077;21;7.3333333333;72.095238095;78;57.142857143;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:19:35";="590052056";71;1;25;1;19;59;59;100;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:35";="590052056";8;3;75;3;6;67.333333333;67;66.666666667;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 16:34:48";="590781795";62;1;2.2222222222;1;4;92;92;0;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:34:48";="590781795";71;25;55.555555556;25;17.36;85.28;86;36;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:34:48";="590781795";8;14;31.111111111;14;17;80.285714286;82;35.714285714;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:34:48";="590781795";87;1;2.2222222222;1;20;72;72;0;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:34:48";="590781795";8U;4;8.8888888889;4;15.75;92;92;25;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:03";="620100677";62;1;2.8571428571;1;6;90;90;0;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:03";="620100677";71;14;40;14;22.071428571;86.142857143;87;35.714285714;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:03";="620100677";8;20;57.142857143;20;9;34.4;26;20;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 10:37:42";="590781415";71;10;3.1446540881;10;26.6;71;72.5;70;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:42";="590781415";72;2;0.6289308176;2;8;81.5;81.5;50;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:42";="590781415";76;1;0.3144654088;1;13;85;85;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:42";="590781415";7R;1;0.3144654088;1;4;74;74;100;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:42";="590781415";8;218;68.553459119;218;11.027522936;72.070365716;76;46.788990826;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:42";="590781415";85;86;27.044025157;86;11.697674419;71.61627907;74.5;53.488372093;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:48";="620103440";71;4;1.3157894737;4;5.75;69.25;69.5;25;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:48";="620103440";8;220;72.368421053;220;9.9454545455;68.248069738;75;50.909090909;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:48";="620103440";85;80;26.315789474;80;13.0125;73.058972603;80;52.5;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 11:13:39";="800000085";62;1;2.2222222222;1;1;75;75;100;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:39";="800000085";71;1;2.2222222222;1;8;77;77;100;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:39";="800000085";8;32;71.111111111;32;9;80.0625;81;56.25;2023.7;X800000085;31AUG23;11:13:08
