"champ";"statut";"annee";"periode";"date du resultat";"ipe";code13;code;code1;indication;nb22a;dep22a;dep22_vala;nb22b;dep22b;dep22_valb;nbt22a;nbt22b;valo;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893071830;9307183;9307183;I000402;159.04;53206.052;53310.45416;159.04;53206.052;53310.45416;159.04;159.04;1.455192E-11;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893126523;9312652;9312652;I999999;104;58068.586;58234.893;104;58068.586;58234.893;118;118;7.275958E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893126691;9312669;9312669;I999999;248;281026.631;278066.7045;247;279889.622;276943.6045;249;248;1123.1;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893126752;9312675;9312675;I999999;64;17888.426;17929.013;64;17888.426;17929.013;65;65;-7.27596E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893201664;9320166;9320166;I000121;9;6550.072;5238.108;9;6550.072;5238.108;9;9;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893201664;9320166;9320166;I999999;3;2183.358;1746.036;3;2183.358;1746.036;3;3;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893287880;9328788;9328788;I999999;115;7183.049;9462.2745;114;7121.384;9380.392;119;118;81.8825;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893287941;9328794;9328794;I999999;1283;151388.599;206688.5995;1277;150686.861;205725.1305;1315;1309;963.469;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893313367;9331336;9331336;I999999;71;46790.562;46882.365;71;46790.562;46882.365;71;71;1.455192E-11;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893313428;9331342;9331342;I999999;27;8896.797;8914.2525;27;8896.797;8914.2525;27;27;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893318799;9331879;9331879;I000310;238;63724.024;63848.855;235;62920.78;63044.0375;238;235;804.8175;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893318799;9331879;9331879;I000311;12;3212.976;3219.27;12;3212.976;3219.27;12;12;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893318799;9331879;9331879;I000313;7;1874.236;1877.9075;7;1874.236;1877.9075;7;7;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893318799;9331879;9331879;I000458;0;0;0;0;0;0;102;102;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893318799;9331879;9331879;I000464;0;0;0;0;0;0;1;1;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893318799;9331879;9331879;I999999;189;49801.129;50301.881;188;49533.381;50033.6085;319;317;268.2725;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893318850;9331885;9331885;I000310;380;203487.651;203886.4955;380;203487.651;203886.4955;380;380;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893318850;9331885;9331885;I000311;2;1070.988;1073.087;2;1070.988;1073.087;2;2;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893318850;9331885;9331885;I000313;10;5354.94;5365.435;10;5354.94;5365.435;10;10;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893318850;9331885;9331885;I000458;0;0;0;0;0;0;16;16;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893318850;9331885;9331885;I000464;0;0;0;0;0;0;4;4;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893318850;9331885;9331885;I000588;2;1070.987;1073.0865;2;1070.987;1073.0865;2;2;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893318850;9331885;9331885;I999999;338;180996.945;181351.6895;336;179925.958;180278.603;373;371;1073.0865;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893318911;9331891;9331891;I000310;1235;132270.096;132527.413;1223;130984.881;131239.6975;1235;1223;1287.7155;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893318911;9331891;9331891;I000311;50;5355.062;5365.481;50;5355.062;5365.481;50;50;-9.09495E-13;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893318911;9331891;9331891;I000313;76;8139.704;8155.536;76;8139.704;8155.536;76;76;-9.09495E-13;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893318911;9331891;9331891;I000458;0;0;0;0;0;0;19;19;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893318911;9331891;9331891;I000464;0;0;0;0;0;0;22;22;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893318911;9331891;9331891;I999999;688;73685.566;73828.975;688;73685.566;73828.975;842;842;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893326206;9332620;9332620;I999999;1376;894337.306;923446.285;1367;888500.621;917412.7545;1418;1409;6033.5305;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893385166;9338516;9338516;I000236;32;178407.904;178757.904;32;178407.904;178757.904;32;32;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893385166;9338516;9338516;I999999;1;5575.247;5586.1845;1;5575.247;5586.1845;1;1;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893413692;9341369;9341369;I999999;1;177.98;178.3275;1;177.98;178.3275;1;1;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893413753;9341375;9341375;I999999;1;889.89;891.6325;1;889.89;891.6325;1;1;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893413982;9341398;9341398;I999999;12;1261.86;1473.258;11;1156.705;1350.4865;12;11;122.7715;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893475676;9347567;9347567;I999999;248;69360.143;69496.1715;245;68521.109;68655.492;250;247;840.6795;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893475966;9347596;9347596;I999999;1033;577436.732;578758.941;1014;566809.063;568110.3815;1056;1037;10648.5595;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893476048;9347604;9347604;I999999;1285;1435206.149;1439194.8245;1278;1427375.172;1431348.486;1286;1279;7846.3385;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893476109;9347610;9347610;I999999;126;17384.238;17536.563;118;16265.518;16415.651;126;118;1120.912;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893606681;9360668;9360668;I999999;97;28806.935;27183.119;94;27967.897;26342.4375;101;98;840.6815;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893606742;9360674;9360674;I999999;493;275762.358;276303.254;488;272965.58;273500.99;505;500;2802.264;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893606803;9360680;9360680;I999999;918;1026976.697;1028991.2485;913;1021383.142;1023386.721;934;929;5604.5275;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893689547;9368954;9368954;I000154;75.3;23163.003;23205.939;75.3;23163.003;23205.939;75.3;75.3;-3.63798E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893689837;9368983;9368983;I999999;50;5950.794;6030.747;50;5950.794;6030.747;50;50;9.094947E-13;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893690147;9369014;9369014;I999999;3;186.27;183.321;3;186.27;183.321;3;3;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893736425;9373642;9373642;I999999;4;5272.808;5282.836;4;5272.808;5282.836;4;4;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893736593;9373659;9373659;I999999;3;988.536;990.474;3;988.536;990.474;3;3;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893740507;9374050;9374050;I000463;116.95;341355.829;342025.45275;116.95;341355.829;342025.45275;117.89;117.89;-1.16415E-10;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893740507;9374050;9374050;I000582;16.26;47459.989;47553.0896;16.26;47459.989;47553.0896;16.26;16.26;1.455192E-11;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893740507;9374050;9374050;I001004;0;0;0;0;0;0;2;2;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893740507;9374050;9374050;I999999;42.24;123290.898;123532.7514;42.24;123290.898;123532.7514;42.24;42.24;-1.45519E-11;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893740675;9374067;9374067;I000463;108.147;1262645.944;1265122.7914;107.147;1250970.669;1253424.6139;109.667;108.667;11698.1775;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893740675;9374067;9374067;I000582;3.154;36823.818;36896.05216;3.154;36823.818;36896.05216;3.154;3.154;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893740675;9374067;9374067;I001004;0;0;0;0;0;0;0.625;0.625;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893740675;9374067;9374067;I999999;52.881;617400.206;618611.31874;52.881;617400.206;618611.31874;52.881;52.881;1.164153E-10;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893843734;9384373;9384373;I000088;466;30401.96;30461.548;466;30401.96;30461.548;485;485;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893843734;9384373;9384373;I999999;226;14744.306;14773.201;226;14744.306;14773.201;226;226;1.818989E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893897324;9389732;9389732;I999999;83;47473.186;47566.308;83;47473.186;47566.308;83;83;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893897492;9389749;9389749;I999999;108;123545.072;123787.27;108;123545.072;123787.27;108;108;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893897553;9389755;9389755;I999999;90;257384.882;257889.781;90;257384.882;257889.781;90;90;2.910383E-11;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893913444;9391344;9391344;I000005;4;11085.428;11107.164;4;11085.428;11107.164;4;4;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893913444;9391344;9391344;I000006;146.97;407306.344;408104.97613;146.97;407306.344;408104.97613;146.97;146.97;-5.82077E-11;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893913444;9391344;9391344;I000007;40.91;113376.218;113598.52137;40.91;113376.218;113598.52138;40.91;40.91;-1.45519E-11;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893913444;9391344;9391344;I000467;2.2;6096.986;6108.9405;0;0;0;2.2;;6108.9405;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893913444;9391344;9391344;I000540;45.94;127316.142;127565.77925;39.11;108387.773;108600.29637;45.94;39.11;18965.482875;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893913444;9391344;9391344;I999999;184.96;512590.198;513595.267;184.96;512590.198;513595.267;187.96;187.96;-3.49246E-10;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893923269;9392326;9392326;I999999;3;1826.04;1829.6235;3;1826.04;1829.6235;3;3;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893946152;9394615;9394615;I999999;220;420754.019;421578.7695;220;420754.019;421578.7695;221;221;-5.82077E-11;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893946213;9394621;9394621;I999999;120;57375.341;57487.9105;120;57375.341;57487.9105;121;121;2.182787E-11;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893949405;9394940;9394940;I999999;144;189798.484;190170.794;144;189798.484;190170.794;144;144;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893949573;9394957;9394957;I999999;95;62607.206;62729.983;95;62607.206;62729.983;95;95;7.275958E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893949924;9394992;9394992;I000386;8;2129.84;2126.12;8;2129.84;2126.12;8;8;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893951064;9395106;9395106;I000271;37;96898.635;97088.722;37;96898.635;97088.722;41;41;1.455192E-11;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893951064;9395106;9395106;I999999;6;15713.294;15744.118;6;15713.294;15744.118;6;6;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893983522;9398352;9398352;I000292;3;296.393;350.647;0;0;0;3;;350.647;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893983522;9398352;9398352;I999999;3;296.385;350.643;3;296.385;350.643;3;3;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894000372;9400037;9400037;I000162;29;34784.891;35016;29;34784.891;35016;29;29;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894000372;9400037;9400037;I000163;28;33585.412;33911.0615;28;33585.412;33911.0615;28;28;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894000372;9400037;9400037;I000166;15;17992.185;17939.951;15;17992.185;17939.951;15;15;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894000433;9400043;9400043;I000204;46.74;82051.21;82212.09842;46.74;82051.21;82212.09842;46.74;46.74;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894000433;9400043;9400043;I000506;87.76;154061.064;154363.15208;87.76;154061.064;154363.15208;87.76;87.76;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894000433;9400043;9400043;I999999;22.62;39708.994;39786.85646;22.62;39708.994;39786.85646;22.62;22.62;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894020592;9402059;9402059;I000103;366;488761.158;479563.002;365;487425.745;478401.927;366;365;1161.075;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894020592;9402059;9402059;I000104;555;741154.215;727069.419;551;735812.563;721856.2695;575;571;5213.1495;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894020592;9402059;9402059;I000530;75;100155.975;97699.149;74;98820.562;96538.074;75;74;1161.075;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894020592;9402059;9402059;I999999;20;26735.994;25889.4175;20;26735.994;25889.4175;20;20;-3.63798E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894023036;9402303;9402303;I000197;364;22951.867;37747.7665;360;22699.649;37351.7235;364;360;396.043;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894023036;9402303;9402303;I000284;96;6053.245;10704.1595;96;6053.245;10704.1595;96;96;-1.81899E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894023036;9402303;9402303;I000285;258;16268.08;27034.6;258;16268.08;27034.6;270;270;1.091394E-11;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894023036;9402303;9402303;I000287;8311;524046.819;877565.963;8183;515975.829;864892.58;8371;8243;12673.383;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894023036;9402303;9402303;I000288;229;14439.506;22891.4965;222;13998.124;22198.421;229;222;693.0755;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894023036;9402303;9402303;I000289;999;62991.566;105307.1115;973;61352.146;102732.8305;999;973;2574.281;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894023036;9402303;9402303;I000290;1780;112237.194;186595.272;1757;110786.938;184318.0235;1850;1827;2277.2485;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894023036;9402303;9402303;I000291;66;4161.603;6534.7125;66;4161.603;6534.7125;66;66;-9.09495E-13;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894023036;9402303;9402303;I000292;1226;77304.918;128836.315;1220;76926.59;128242.25;1269;1263;594.065;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894023036;9402303;9402303;I000293;420;26482.925;43692.0785;412;25978.488;42899.992;420;412;792.0865;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894023036;9402303;9402303;I999999;2188;137963.458;228808.522;2172;136954.585;227224.3495;2252;2232;1584.1725;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894036913;9403691;9403691;I000228;121;169441.266;176669.4405;121;169441.266;176669.4405;121;121;-2.91038E-11;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894036913;9403691;9403691;I000229;16;22405.458;23361.249;16;22405.458;23361.249;16;16;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894036913;9403691;9403691;I000230;44;61615.007;64243.4335;44;61615.007;64243.4335;62;63;-7.27596E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894036913;9403691;9403691;I000231;322;450909.817;470145.1235;321;449509.476;468685.0455;327;326;1460.078;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894036913;9403691;9403691;I999999;131;174083.672;186589.7185;129;171282.99;183669.5625;133;131;2920.156;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894045496;9404549;9404549;I999999;6;687.949;710.6165;6;687.949;710.6165;6;6;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894045557;9404555;9404555;I999999;3;726.837;730.059;3;726.837;730.059;3;3;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894049401;9404940;9404940;I000198;204;103735.02;103938.51;204;103735.02;103938.51;225;225;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894062295;9406229;9406229;I999999;220;124761.89;135157.825;220;124761.89;135157.825;223;223;2.910383E-11;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894062356;9406235;9406235;I999999;111;93135.954;101646.843;111;93135.954;101646.843;111;111;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894062417;9406241;9406241;I999999;359;404192.514;439613.529;359;404192.514;439613.529;360;360;2.328306E-10;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894062585;9406258;9406258;I999999;66;9276.897;10096.7145;66;9276.897;10096.7145;66;66;-1.81899E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894062707;9406270;9406270;I999999;135;37926.634;41292.587;135;37926.634;41292.587;136;136;-7.27596E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894067610;9406761;9406761;I000150;37.866;111396.318;111614.8812;36.866;108454.462;108667.2532;37.866;36.866;2947.628;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894067610;9406761;9406761;I000442;10.113;29750.989;29809.3616;10.113;29750.989;29809.3616;10.113;10.113;-3.63798E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894067610;9406761;9406761;I999999;3.33;9796.379;9815.6005;3.33;9796.379;9815.6005;3.33;3.33;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894073703;9407370;9407370;I999999;3;1807.47;1820.3385;3;1807.47;1820.3385;3;3;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894073871;9407387;9407387;I999999;3;3445.299;3555.855;3;3445.299;3555.855;3;3;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894073932;9407393;9407393;I999999;3;429.261;443.781;3;429.261;443.781;3;3;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894074182;9407418;9407418;I999999;5;1482.39;1505.03;5;1482.39;1505.03;5;5;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894082118;9408211;9408211;I000472;83;1795575.022;1709690.025;83;1795575.022;1709690.025;83;83;2.328306E-10;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894082118;9408211;9408211;I999999;4;86533.736;82394.7;4;86533.736;82394.7;4;4;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894094692;9409469;9409469;I000471;12;4942.969;4952.6645;12;4942.969;4952.6645;12;12;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894099086;9409908;9409908;I000544;17;8731.03;8748.1575;17;8731.03;8748.1575;17;17;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894099086;9409908;9409908;I999999;117;60090.03;60207.9075;117;60090.03;60207.9075;117;117;-7.27596E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894099147;9409914;9409914;I999999;147;301990.92;302583.33;147;301990.92;302583.33;147;147;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894109754;9410975;9410975;I000429;60;13217.065;12552.2875;60;13217.065;12552.2875;60;60;-1.81899E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894109754;9410975;9410975;I000430;21;4625.972;4382.35;21;4625.972;4382.35;21;21;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894109754;9410975;9410975;I999999;85;18724.184;18491.377;85;18724.184;18491.377;85;85;3.637979E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894121299;9412129;9412129;I000043;261.944;556159.663;556101.34486;259.704;551403.694;551359.76214;279.743;277.503;4741.58272;2023.7;X590780193;05SEP23;14:08:27
