"champ";"statut";"annee";"periode";"date du resultat";"ipe";pb;code;nb;mnt_br;mnt_remb;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/09 14:38:43";="600100168";6;ADC;2;0;0;2023.7;X600100168;09AUG23;14:38:36
"mco";"dgf";"2023";"7";"2023/08/09 14:38:43";="600100168";6;ADE;2;151.2;0;2023.7;X600100168;09AUG23;14:38:36
"mco";"dgf";"2023";"7";"2023/08/09 14:38:43";="600100168";6;ADI;1;57.6;0;2023.7;X600100168;09AUG23;14:38:36
"mco";"dgf";"2023";"7";"2023/08/09 14:38:43";="600100168";6;AMI;3.5;11.025;0;2023.7;X600100168;09AUG23;14:38:36
"mco";"dgf";"2023";"7";"2023/08/09 14:38:43";="600100168";6;APC;12;600;0;2023.7;X600100168;09AUG23;14:38:36
"mco";"dgf";"2023";"7";"2023/08/09 14:38:43";="600100168";6;ATM;2;96;0;2023.7;X600100168;09AUG23;14:38:36
"mco";"dgf";"2023";"7";"2023/08/09 14:38:43";="600100168";6;CS;21;483;0;2023.7;X600100168;09AUG23;14:38:36
"mco";"dgf";"2023";"7";"2023/08/09 14:38:43";="600100168";6;CSC;1;47.73;0;2023.7;X600100168;09AUG23;14:38:36
"mco";"dgf";"2023";"7";"2023/08/09 14:38:43";="600100168";6;GS;1;25;0;2023.7;X600100168;09AUG23;14:38:36
"mco";"dgf";"2023";"7";"2023/08/09 14:38:43";="600100168";6;MCC;1;3.27;0;2023.7;X600100168;09AUG23;14:38:36
"mco";"dgf";"2023";"7";"2023/08/09 14:38:43";="600100168";6;MCS;17;85;0;2023.7;X600100168;09AUG23;14:38:36
"mco";"dgf";"2023";"7";"2023/08/09 14:38:43";="600100168";6;MOP;7;35;0;2023.7;X600100168;09AUG23;14:38:36
"mco";"dgf";"2023";"7";"2023/08/09 14:38:43";="600100168";6;MPC;20;40;0;2023.7;X600100168;09AUG23;14:38:36
"mco";"dgf";"2023";"7";"2023/08/09 14:38:43";="600100168";6;SE1;1;83.060774;0;2023.7;X600100168;09AUG23;14:38:36
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";17;CFU;22;244.64;244.64;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";17;FPX;7;137.27;137.268039;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";17;FTN;3.15;293.0445;293.0445;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";17;FU1;1;29.78;29.78;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";17;FU2;22;771.11;771.11;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";17;FU3;11;451.33;451.33;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";17;FU4;10;491.64;491.64;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";17;SAS;12;295.38;295.38;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";17;SB2;4;208.44;208.44;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";17;SB3;7;381.07;381.07;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";17;SIC;3;160.91;160.91;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";17;SIM;7;238.23;238.23;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";17;SSF;1;18.89;18.89;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";17;SSN;7;173.19;173.19;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";17;SU3;7;135.03;135.03;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";17;SUF;9;94.14;94.14;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";17;SUM;14;176.96;176.96;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";17;SUN;11;432.3;432.3;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";2;APC F;12;888.72;866.5;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";2;APC N;13;1041.95;877.57;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";2;FPL;22;431.42;0;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";2;FPM;8;67.92;0;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";2;FPU;15845;310720.45;0;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";2;FPV;3342;28373.58;0;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";2;MPC N;1;0;0;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";2;PA;11;1650;1155;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";5;MCG;3;0;0;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";5;MCS;219;1075;872;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";6;ADC;60;3796.51;3559.445;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";6;ADE;754;75956.46;74852.561;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";6;ADI;155;4079.08;3312.699;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";6;AMI;46;144.9;104.895;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";6;APC;184;11890;10696.5;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";6;APY;2;125;87.5;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";6;ATM;317;3960.19;3381.401;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";6;ATU;15;417.069429;400.2682272;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";6;B;237039;62143.69;59721.056;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";6;C;24;552;347.3;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";6;CCP;1;46;46;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";6;CCX;1;46;46;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";6;CFU;5;55.6;55.6;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";6;CS;198;4440;3085.3;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";6;CS  N;4;144.45;115.56;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";6;CSC;85;4057.05;4014.093;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";6;FPX;5;98.05;98.05;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";6;FSD;1;40;28;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";6;FTN;65.1;7297.593;6624.5295;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";6;FU0;2;101.7;50.85;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";6;FU1;32;934.96;905.18;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";6;FU2;171;5972.16;5552.37;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";6;FU3;68;2773.48;2692.14;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";6;FU4;2;98.54;98.54;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";6;G;3;75;60;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";6;GS;9;150;127.5;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";6;IMP;1;422.18;422.18;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";6;MCC;83;271.41;269.448;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";6;MCG;3;15;12;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";6;MCS;102;510;442;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";6;MOP;11;55;55;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";6;MPC;182;352;237.8;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";6;MSF;22;44;26.2;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";6;PE1;3;81.99;81.99;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";6;PE2;6;75.12;75.12;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";6;SAS;24;589.66;540.32;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";6;SB2;25;1305.9;1149.12;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";6;SB3;21;1146.75;1091.89;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";6;SE1;6;503.399262;153.6783012;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";6;SE3;1;45.525022;36.4200176;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";6;SE4;2;44.338821;40.023559;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";6;SF;306;856.8;438.76;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";6;SFI;11.25;24.525;11.118;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";6;SIC;13;700.88;539.03;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";6;SIM;69;2359.41;2222.55;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";6;SSF;4;75.24;56.51;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";6;SSN;26;646.86;597;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";6;SU3;11;211.08;211.08;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";6;SUB;7;304.32;304.32;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";6;SUF;56;587.21;555.86;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";6;SUM;38;477.3;427.08;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";6;SUN;56;2216.9;2019;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";9;SE1;3;247.26876;247.26876;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:53";="590780227";9;SE2;2;129.537404;129.537404;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/18 15:14:44";="020000022";2;CPY;22;690;0;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:44";="020000022";2;ERI;23;2929.52;2929.52;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:44";="020000022";2;MAR;32;704;704;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:44";="020000022";2;PHD;18;6.08;54.72;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:44";="020000022";2;PHH;1901;8594.44;66032.03;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:44";="020000022";2;PHI;1836;3127.48;7357.57;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:44";="020000022";2;PHS;1235;1831.17;34326.02;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:44";="020000022";3;SE1;23;1930.89;1746.38;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:44";="020000022";3;SE3;6;273.42;246.09;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:44";="020000022";6;ADC;2;103.52;103.52;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:44";="020000022";6;ADI;70;2345.08;2270.132;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:44";="020000022";6;AMI;6;18.9;18.9;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:44";="020000022";6;APC;11;605;572;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:44";="020000022";6;ATM;4;73.6;73.6;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:44";="020000022";6;B;384;103.68;103.68;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:44";="020000022";6;CS;6;138;131.1;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:44";="020000022";6;G;30;750;750;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:44";="020000022";6;MCS;2;10;8.5;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:44";="020000022";6;MOP;1;5;5;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:44";="020000022";6;MPC;6;12;11.4;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/21 15:04:26";="600100572";3;FFM;32;608.64;510.54;2023.7;X600100572;21AUG23;15:04:16
"mco";"dgf";"2023";"7";"2023/08/21 15:04:26";="600100572";6;ADC;1;53.18;0;2023.7;X600100572;21AUG23;15:04:16
"mco";"dgf";"2023";"7";"2023/08/21 15:04:26";="600100572";6;ADI;8;192.22;0;2023.7;X600100572;21AUG23;15:04:16
"mco";"dgf";"2023";"7";"2023/08/21 15:04:26";="600100572";6;ATM;1;0;0;2023.7;X600100572;21AUG23;15:04:16
"mco";"dgf";"2023";"7";"2023/08/21 15:04:26";="600100572";6;CS;6;138;0;2023.7;X600100572;21AUG23;15:04:16
"mco";"dgf";"2023";"7";"2023/08/21 15:04:26";="600100572";6;FSD;1;40;0;2023.7;X600100572;21AUG23;15:04:16
"mco";"dgf";"2023";"7";"2023/08/21 15:04:26";="600100572";6;G;38;950;0;2023.7;X600100572;21AUG23;15:04:16
"mco";"dgf";"2023";"7";"2023/08/21 15:04:26";="600100572";6;MCG;9;45;0;2023.7;X600100572;21AUG23;15:04:16
"mco";"dgf";"2023";"7";"2023/08/21 15:04:26";="600100572";6;MOP;2;10;0;2023.7;X600100572;21AUG23;15:04:16
"mco";"dgf";"2023";"7";"2023/08/21 15:04:26";="600100572";6;MPC;6;12;0;2023.7;X600100572;21AUG23;15:04:16
"mco";"dgf";"2023";"7";"2023/08/21 15:04:26";="600100572";8;FSD;1;40;28;2023.7;X600100572;21AUG23;15:04:16
"mco";"dgf";"2023";"7";"2023/08/22 17:50:51";="590782439";3;SE6;2;584.56;584.56;2023.7;X590782439;22AUG23;17:50:43
"mco";"dgf";"2023";"7";"2023/08/22 17:50:51";="590782439";6;ADC;28;1580.48;1423.558;2023.7;X590782439;22AUG23;17:50:43
"mco";"dgf";"2023";"7";"2023/08/22 17:50:51";="590782439";6;ADE;51;2938.39;2248.91;2023.7;X590782439;22AUG23;17:50:43
"mco";"dgf";"2023";"7";"2023/08/22 17:50:51";="590782439";6;ADI;292;10062.39;8350.962;2023.7;X590782439;22AUG23;17:50:43
"mco";"dgf";"2023";"7";"2023/08/22 17:50:51";="590782439";6;AMI;559;1760.85;1343.475;2023.7;X590782439;22AUG23;17:50:43
"mco";"dgf";"2023";"7";"2023/08/22 17:50:51";="590782439";6;AMI F;19.25;273.21;196.05;2023.7;X590782439;22AUG23;17:50:43
"mco";"dgf";"2023";"7";"2023/08/22 17:50:51";="590782439";6;AMI N;17;254.91;188.28;2023.7;X590782439;22AUG23;17:50:43
"mco";"dgf";"2023";"7";"2023/08/22 17:50:51";="590782439";6;APC;22;1210;940.5;2023.7;X590782439;22AUG23;17:50:43
"mco";"dgf";"2023";"7";"2023/08/22 17:50:51";="590782439";6;APY;3;187.5;168.75;2023.7;X590782439;22AUG23;17:50:43
"mco";"dgf";"2023";"7";"2023/08/22 17:50:51";="590782439";6;ATM;135;6041.56;5310.873;2023.7;X590782439;22AUG23;17:50:43
"mco";"dgf";"2023";"7";"2023/08/22 17:50:51";="590782439";6;B;231;62.37;37.422;2023.7;X590782439;22AUG23;17:50:43
"mco";"dgf";"2023";"7";"2023/08/22 17:50:51";="590782439";6;C;4;92;92;2023.7;X590782439;22AUG23;17:50:43
"mco";"dgf";"2023";"7";"2023/08/22 17:50:51";="590782439";6;CS;44;1012;768.2;2023.7;X590782439;22AUG23;17:50:43
"mco";"dgf";"2023";"7";"2023/08/22 17:50:51";="590782439";6;CSC;17;811.41;625.263;2023.7;X590782439;22AUG23;17:50:43
"mco";"dgf";"2023";"7";"2023/08/22 17:50:51";="590782439";6;FFM;44;929.005124;810.7883864;2023.7;X590782439;22AUG23;17:50:43
"mco";"dgf";"2023";"7";"2023/08/22 17:50:51";="590782439";6;G;148;3700;3032.5;2023.7;X590782439;22AUG23;17:50:43
"mco";"dgf";"2023";"7";"2023/08/22 17:50:51";="590782439";6;G   F;21;925.26;722.584;2023.7;X590782439;22AUG23;17:50:43
"mco";"dgf";"2023";"7";"2023/08/22 17:50:51";="590782439";6;G   N;17;1020;798;2023.7;X590782439;22AUG23;17:50:43
"mco";"dgf";"2023";"7";"2023/08/22 17:50:51";="590782439";6;MCC;17;55.59;42.837;2023.7;X590782439;22AUG23;17:50:43
"mco";"dgf";"2023";"7";"2023/08/22 17:50:51";="590782439";6;MCS;37;185;132;2023.7;X590782439;22AUG23;17:50:43
"mco";"dgf";"2023";"7";"2023/08/22 17:50:51";="590782439";6;MEG;6;30;22.5;2023.7;X590782439;22AUG23;17:50:43
"mco";"dgf";"2023";"7";"2023/08/22 17:50:51";="590782439";6;MPC;44;88;66.8;2023.7;X590782439;22AUG23;17:50:43
"mco";"dgf";"2023";"7";"2023/08/22 17:50:51";="590782439";6;SF;30;84;67.2;2023.7;X590782439;22AUG23;17:50:43
"mco";"dgf";"2023";"7";"2023/08/24 09:38:58";="590781605";17;CFU;21;233.52;233.518888;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:58";="590781605";17;FPX;18;352.98;352.966273;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:58";="590781605";17;FU1;3;87.09;87.09;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:58";="590781605";17;FU2;18;628.71;628.71;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:58";="590781605";17;FU3;12;489.8;489.8;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:58";="590781605";17;FU4;4;196.55;196.55;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:58";="590781605";17;PE2;1;12.52;12.52;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:58";="590781605";17;SAS;3;73.9;73.9;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:58";="590781605";17;SB2;3;156.63;156.63;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:58";="590781605";17;SB3;3;163.99;163.99;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:58";="590781605";17;SIM;9;307.71;307.71;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:58";="590781605";17;SSF;1;18.89;18.89;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:58";="590781605";17;SSN;1;24.93;24.93;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:58";="590781605";17;SUF;5;52.46;52.46;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:58";="590781605";17;SUM;10;125.76;125.76;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:58";="590781605";17;SUN;8;316.5;316.5;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:58";="590781605";2;APC N;39;3125.85;2282.18;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:58";="590781605";2;ERI;214;50133.8;50075.94;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:58";="590781605";2;FPL;25;490.25;0;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:58";="590781605";2;FPM;6;50.94;0;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:58";="590781605";2;FPU;10828;212337.08;0;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:58";="590781605";2;FPV;2481;21063.69;0;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:58";="590781605";2;MAR;68;1496;1496;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:58";="590781605";2;PHD;106;4.77;102.55;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:58";="590781605";2;PHH;19635;150102.28;699903;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:58";="590781605";2;PHI;18;213.78;641.34;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:58";="590781605";2;PHM;8;1147.7;1836.32;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:58";="590781605";2;PHP;1180;381.46;9128.8;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:58";="590781605";2;PHS;1518;6201.13;32712.1;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:58";="590781605";2;PHU;3642;85.5;2766.32;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:58";="590781605";3;ATU;23;634.51;557.75;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:58";="590781605";3;FU1;34;936.02;936.02;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:58";="590781605";3;FU2;5;176.05;176.05;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:58";="590781605";3;SB2;8;416.88;416.88;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:58";="590781605";3;SB3;1;54.27;54.27;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:58";="590781605";3;SE1;14;1176.7;1009.58;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:58";="590781605";3;SE2;5;334.29;294.74;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:58";="590781605";3;SIC;2;106.96;106.96;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:58";="590781605";3;SIM;21;713.79;713.79;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:58";="590781605";3;SSF;2;37.46;37.46;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:58";="590781605";3;SSN;5;123.55;123.55;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:58";="590781605";3;SUB;35;1512;1512;2023.7;X590781605;24AUG23;9:38:44
