"champ";"statut";"annee";"periode";"date du resultat";"ipe";eff;lib;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/30 15:05:37";="590781621";2;Nombre de séjours/séance en AME;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:05:37";="590781621";;Nombre de séjours/séances en AME non valorisés (CM90, ghs 9999, PIE);2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:05:37";="590781621";2;Nombre de séjours/séances en AME valorisés;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:20:14";="590052056";3;Nombre de séjours/séance en AME;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:20:14";="590052056";;Nombre de séjours/séances en AME non valorisés (CM90, ghs 9999, PIE);2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:20:14";="590052056";3;Nombre de séjours/séances en AME valorisés;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 16:35:37";="590781795";;Nombre de séjours/séance en AME;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:35:37";="590781795";;Nombre de séjours/séances en AME non valorisés (CM90, ghs 9999, PIE);2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:35:37";="590781795";;Nombre de séjours/séances en AME valorisés;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:37";="620100677";;Nombre de séjours/séance en AME;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:37";="620100677";;Nombre de séjours/séances en AME non valorisés (CM90, ghs 9999, PIE);2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:37";="620100677";;Nombre de séjours/séances en AME valorisés;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 10:38:49";="590781415";79;Nombre de séjours/séance en AME;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:49";="590781415";;Nombre de séjours/séances en AME non valorisés (CM90, ghs 9999, PIE);2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:49";="590781415";79;Nombre de séjours/séances en AME valorisés;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:39:51";="620103440";192;Nombre de séjours/séance en AME;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:51";="620103440";;Nombre de séjours/séances en AME non valorisés (CM90, ghs 9999, PIE);2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:51";="620103440";192;Nombre de séjours/séances en AME valorisés;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 11:14:35";="800000085";2;Nombre de séjours/séance en AME;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:14:35";="800000085";;Nombre de séjours/séances en AME non valorisés (CM90, ghs 9999, PIE);2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:14:35";="800000085";2;Nombre de séjours/séances en AME valorisés;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:51:30";="590780193";765;Nombre de séjours/séance en AME;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:30";="590780193";6;Nombre de séjours/séances en AME non valorisés (CM90, ghs 9999, PIE);2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:30";="590780193";759;Nombre de séjours/séances en AME valorisés;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 12:26:24";="020004404";38;Nombre de séjours/séance en AME;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:24";="020004404";;Nombre de séjours/séances en AME non valorisés (CM90, ghs 9999, PIE);2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:24";="020004404";38;Nombre de séjours/séances en AME valorisés;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 14:26:39";="590781605";17;Nombre de séjours/séance en AME;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:26:39";="590781605";;Nombre de séjours/séances en AME non valorisés (CM90, ghs 9999, PIE);2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:26:39";="590781605";17;Nombre de séjours/séances en AME valorisés;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:29:48";="590781811";;Nombre de séjours/séance en AME;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:29:48";="590781811";;Nombre de séjours/séances en AME non valorisés (CM90, ghs 9999, PIE);2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:29:48";="590781811";;Nombre de séjours/séances en AME valorisés;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:34:36";="800000093";;Nombre de séjours/séance en AME;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:34:36";="800000093";;Nombre de séjours/séances en AME non valorisés (CM90, ghs 9999, PIE);2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:34:36";="800000093";;Nombre de séjours/séances en AME valorisés;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:54:08";="600100713";102;Nombre de séjours/séance en AME;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:54:08";="600100713";;Nombre de séjours/séances en AME non valorisés (CM90, ghs 9999, PIE);2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:54:08";="600100713";102;Nombre de séjours/séances en AME valorisés;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 15:00:16";="020000048";;Nombre de séjours/séance en AME;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 15:00:16";="020000048";;Nombre de séjours/séances en AME non valorisés (CM90, ghs 9999, PIE);2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 15:00:16";="020000048";;Nombre de séjours/séances en AME valorisés;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 15:44:31";="590782215";102;Nombre de séjours/séance en AME;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:31";="590782215";1;Nombre de séjours/séances en AME non valorisés (CM90, ghs 9999, PIE);2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:31";="590782215";101;Nombre de séjours/séances en AME valorisés;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 17:00:04";="620100685";42;Nombre de séjours/séance en AME;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 17:00:04";="620100685";2;Nombre de séjours/séances en AME non valorisés (CM90, ghs 9999, PIE);2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 17:00:04";="620100685";40;Nombre de séjours/séances en AME valorisés;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 18:54:31";="800000069";5;Nombre de séjours/séance en AME;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:54:31";="800000069";1;Nombre de séjours/séances en AME non valorisés (CM90, ghs 9999, PIE);2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:54:31";="800000069";4;Nombre de séjours/séances en AME valorisés;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/09/01 08:07:21";="020000071";;Nombre de séjours/séance en AME;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:07:21";="020000071";;Nombre de séjours/séances en AME non valorisés (CM90, ghs 9999, PIE);2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:07:21";="020000071";;Nombre de séjours/séances en AME valorisés;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 09:19:46";="600100721";64;Nombre de séjours/séance en AME;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:19:46";="600100721";;Nombre de séjours/séances en AME non valorisés (CM90, ghs 9999, PIE);2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:19:46";="600100721";64;Nombre de séjours/séances en AME valorisés;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 12:16:41";="620100057";44;Nombre de séjours/séance en AME;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:41";="620100057";;Nombre de séjours/séances en AME non valorisés (CM90, ghs 9999, PIE);2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:41";="620100057";44;Nombre de séjours/séances en AME valorisés;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:23:20";="600101984";511;Nombre de séjours/séance en AME;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:20";="600101984";;Nombre de séjours/séances en AME non valorisés (CM90, ghs 9999, PIE);2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:20";="600101984";511;Nombre de séjours/séances en AME valorisés;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 13:08:49";="800000028";2;Nombre de séjours/séance en AME;2023.7;X800000028;01SEP23;13:07:27
