"champ";"statut";"annee";"periode";"date du resultat";"ipe";finess;type;moist;moiss;mnt_am;mnt3;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;2;2;34531268.964;34531268.964;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;3;2;36583350.659;2052081.6945;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;4;2;37259562.03;676211.3714;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;5;2;37385308.634;125746.6034;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;6;2;37472833.472;87524.838497;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;7;2;37599380.461;126546.98874;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;8;2;37666492.026;67111.564991;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;9;2;37681524.593;15032.566804;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;10;2;37699145.807;17621.214043;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;11;2;37718620.978;19475.171362;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;12;2;37969289.25;250668.27204;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;13;2;-1.41561E-7;-1.41561E-7;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;3;3;38057689.335;38057689.335;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;4;3;43173534.142;5115844.8071;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;5;3;43682723.213;509189.07022;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;6;3;43845291.759;162568.54693;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;7;3;44205472.494;360180.73424;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;8;3;44310794.687;105322.19341;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;9;3;44360199.553;49404.866119;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;10;3;44377769.026;17569.472861;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;11;3;44417466.48;39697.454035;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;12;3;44756587.649;339121.16853;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;13;3;-7.450581E-8;-7.450581E-8;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;4;4;33767722.711;33767722.711;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;5;4;36878629.637;3110906.9259;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;6;4;37809512.459;930882.82158;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;7;4;38821696.505;1012184.0463;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;8;4;38980503.188;158806.68324;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;9;4;39039803.261;59300.072587;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;10;4;39055759.052;15955.791164;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;11;4;39135317.973;79558.921017;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;12;4;39488004.942;352686.96852;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;13;4;5.2154064E-8;5.2154064E-8;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;5;5;36554110.279;36554110.279;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;6;5;39645859.675;3091749.3958;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;7;5;41610041.764;1964182.0884;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;8;5;41909458.301;299416.53702;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;9;5;42014721.214;105262.91372;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;10;5;42045636.042;30914.827923;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;11;5;42163772.484;118136.44119;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;12;5;42568859.039;405086.55593;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;13;5;3.2037497E-7;3.2037497E-7;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;6;6;34359250.359;34359250.359;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;7;6;40263927.266;5904676.907;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;8;6;41068422.577;804495.31071;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;9;6;41245908.088;177485.51145;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;10;6;41409143.528;163235.43938;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;11;6;41711166.862;302023.33462;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;12;6;42136401.218;425234.35572;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;13;6;-2.011657E-7;-2.011657E-7;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;7;7;32296098.748;32296098.748;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;8;7;37110276.097;4814177.3489;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;9;7;37700666.736;590390.63919;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;10;7;37967224.313;266557.57631;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;11;7;38298466.43;331242.11719;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;12;7;38609268.262;310801.83256;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;13;7;2.0116568E-7;2.0116568E-7;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;8;8;32271453.903;32271453.903;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;9;8;34903042.083;2631588.1799;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;10;8;35130463.046;227420.96337;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;11;8;35539714.563;409251.51608;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;12;8;35864145.037;324430.47474;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;13;8;99.99999997;99.99999997;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;9;9;36918807.906;36918807.906;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;10;9;39672542.896;2753734.99;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;11;9;40479880.762;807337.86674;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;12;9;41128276.468;648395.70551;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;13;9;2415.1439307;2415.1439307;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;10;10;37253958.872;37253958.872;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;11;10;39625426.065;2371467.1925;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;12;10;40817397.17;1191971.1057;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;13;10;38581.924295;38581.924295;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;11;11;35416996.712;35416996.712;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;12;11;39478772.793;4061776.0804;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;13;11;48023.520836;48023.520836;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;12;12;39483317.506;39483317.506;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;11;13;12;125192.34034;125192.34034;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;1;1;441299.12816;441299.12816;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;2;1;517894.8702;76595.74204;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;3;1;523194.76298;5299.8927759;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;4;1;523194.76298;7.566996E-10;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;5;1;527702.61451;4507.8515354;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;6;1;527079.64631;-622.9682049;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;7;1;526732.8885;-346.7578104;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;8;1;526732.8885;3.49246E-10;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;9;1;526732.8885;-4.65661E-10;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;10;1;526732.8885;4.656613E-10;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;11;1;526732.8885;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;12;1;527545.51124;812.6227447;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;13;1;2.328306E-10;2.328306E-10;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;2;2;473601.56194;473601.56194;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;3;2;480067.51765;6465.955702;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;4;2;479791.30725;-276.2103945;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;5;2;483952.40098;4161.093725;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;6;2;483053.22238;-899.1785995;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;7;2;483053.22238;-1.16415E-10;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;8;2;483053.22238;1.164153E-10;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;9;2;483053.22238;-2.91038E-10;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;10;2;483053.22238;2.328306E-10;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;11;2;482706.46457;-346.7578104;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;12;2;483711.88831;1005.423746;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;13;2;1.164153E-10;1.164153E-10;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;3;3;509623.11967;509623.11967;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;4;3;522742.80799;13119.688311;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;5;3;527280.01588;4537.2078923;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;6;3;525954.95422;-1325.061654;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;7;3;525605.93823;-349.0159917;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;8;3;525183.04643;-422.8918056;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;9;3;525183.04643;-4.65661E-10;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;10;3;525183.04643;-1.16415E-10;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;11;3;525183.04643;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;12;3;527034.147;1851.1005715;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;13;3;-2.32831E-10;-2.32831E-10;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;4;4;504797.86916;504797.86916;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;5;4;509335.07705;4537.2078923;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;6;4;508986.06106;-349.0159917;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;7;4;508986.06106;-6.98492E-10;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;8;4;508816.45492;-169.6061417;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;9;4;508467.43892;-349.0159917;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;10;4;508467.43892;-4.07454E-10;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;11;4;508467.43892;3.49246E-10;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;12;4;509909.37682;1441.9378958;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;13;4;-3.49246E-10;-3.49246E-10;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;5;5;487868.2745;487868.2745;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;6;5;487590.26082;-278.0136785;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;7;5;487241.24483;-349.0159917;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;8;5;487399.92371;158.67888473;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;9;5;487399.92371;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;10;5;487399.92371;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;11;5;487399.92371;5.820766E-11;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;12;5;488137.16201;737.23829095;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;13;5;1.164153E-10;1.164153E-10;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;6;6;444594.3016;444594.3016;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;7;6;452849.80945;8255.5078565;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;8;6;453415.78966;565.98020901;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;9;6;453137.77598;-278.0136785;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;10;6;453137.77598;1.164153E-10;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;11;6;453137.77598;-2.32831E-10;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;12;6;453333.95613;196.180149;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;13;6;-1.16415E-10;-1.16415E-10;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;7;7;475622.78772;475622.78772;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;8;7;474646.16627;-976.6214496;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;9;7;474514.1145;-132.0517744;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;10;7;474165.09851;-349.0159917;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;11;7;473033.13809;-1131.960418;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;12;7;474350.18125;1317.0431597;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;13;7;5.820766E-11;5.820766E-11;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;8;8;450798.43638;450798.43638;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;9;8;493665.77124;42867.334866;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;10;8;493665.77124;5.820766E-10;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;11;8;491401.85041;-2263.920836;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;12;8;493133.88374;1732.0333348;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;13;8;-5.82077E-11;-5.82077E-11;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;9;9;471581.88283;471581.88283;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;10;9;471581.88283;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;11;9;471232.86684;-349.0159917;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;12;9;471478.86679;245.99994635;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;13;9;-5.82077E-11;-5.82077E-11;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;10;10;468651.9404;468651.9404;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:10:02";="590780193";590780193;20;11;10;494346.76776;25694.82736;2023.7;X590780193;05SEP23;14:08:27
