"champ";"statut";"annee";"periode";"date du resultat";"ipe";cret9;COUNT;PERCENT;pctcum;effcum;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/31 11:13:54";="800000085";0;1499;99.800266312;99.800266312;1499;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:54";="800000085";1;3;0.1997336884;100;1502;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:49:52";="590780193";0;135253;99.879630177;99.879630177;135253;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:49:52";="590780193";1;163;0.1203698234;100;135416;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 12:25:55";="020004404";0;9292;99.97848074;99.97848074;9292;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:55";="020004404";1;2;0.0215192597;100;9294;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 14:26:13";="590781605";0;14172;99.992944331;99.992944331;14172;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:26:13";="590781605";1;1;0.0070556692;100;14173;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:29:31";="590781811";0;138;100;100;138;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:34:13";="800000093";0;3102;99.967773123;99.967773123;3102;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:34:13";="800000093";1;1;0.0322268772;100;3103;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:53:27";="600100713";0;34907;99.994270818;99.994270818;34907;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:53:27";="600100713";1;2;0.0057291816;100;34909;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:59:56";="020000048";0;395;98.75;98.75;395;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 14:59:56";="020000048";1;5;1.25;100;400;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 15:43:51";="590782215";0;69195;99.956663055;99.956663055;69195;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:43:51";="590782215";1;30;0.0433369447;100;69225;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 16:59:28";="620100685";0;40224;99.972660619;99.972660619;40224;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:28";="620100685";1;11;0.0273393811;100;40235;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 18:54:10";="800000069";0;3503;100;100;3503;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/09/01 08:07:03";="020000071";0;223;98.672566372;98.672566372;223;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:07:03";="020000071";1;3;1.3274336283;100;226;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 09:19:15";="600100721";0;20886;99.995212333;99.995212333;20886;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:19:15";="600100721";1;1;0.004787667;100;20887;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 12:16:11";="620100057";0;30283;100;100;30283;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:22:50";="600101984";0;32424;99.96300407;99.96300407;32424;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:22:50";="600101984";1;12;0.0369959304;100;32436;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 13:08:23";="800000028";0;15781;99.974659487;99.974659487;15781;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:23";="800000028";1;4;0.0253405131;100;15785;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 14:03:16";="590783239";0;27618;99.902333152;99.902333152;27618;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:16";="590783239";1;27;0.0976668475;100;27645;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 16:13:22";="590785374";0;4661;99.785913081;99.785913081;4661;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:13:22";="590785374";1;10;0.2140869193;100;4671;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:56:19";="020000063";0;45155;99.977858962;99.977858962;45155;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:19";="020000063";1;10;0.0221410384;100;45165;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 18:27:38";="590000188";0;49314;100;100;49314;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/04 15:54:50";="620103432";0;11935;99.991621984;99.991621984;11935;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:50";="620103432";1;1;0.0083780161;100;11936;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/05 09:24:15";="590782637";0;12837;99.984422463;99.984422463;12837;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:15";="590782637";1;2;0.0155775372;100;12839;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 12:10:09";="590781803";0;12753;96.038858348;96.038858348;12753;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:09";="590781803";1;526;3.9611416522;100;13279;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 17:41:25";="590780227";0;14327;99.909344491;99.909344491;14327;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:25";="590780227";1;13;0.0906555091;100;14340;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:45:35";="800000044";0;79130;99.454527173;99.454527173;79130;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:45:35";="800000044";1;434;0.5454728269;100;79564;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/07 20:01:37";="590781902";0;18889;99.888947647;99.888947647;18889;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:01:37";="590781902";1;21;0.1110523533;100;18910;2023.7;X590781902;07SEP23;20:00:41
