"champ";"statut";"annee";"periode";"date du resultat";"ipe";_NAME_;COL1;COL2;COL3;COL4;COL5;COL6;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/29 09:24:14";="020000055";nbrsa;262;143;83.216783217;189;99;90.909090909;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:14";="020000055";cmd90;0;0;;0;0;;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:14";="020000055";hper;0;0;;0;0;;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:14";="020000055";typsejb;0;0;;0;0;;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:14";="020000055";ghs9999;0;0;;0;0;;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:14";="020000055";nbrsaseance;0;0;;0;0;;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:14";="020000055";nbseances;0;0;;0;0;;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:14";="020000055";nbrsa0;1;3;-66.66666667;1;1;0;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:14";="020000055";nbjJT0;0;0;;0;0;;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:14";="020000055";nbrsah0;261;140;86.428571429;188;98;91.836734694;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:14";="020000055";nbjh0;2735;1482;84.547908232;1978;1019;94.111874387;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:14";="020000055";nbuhcd;0;0;;0;0;;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:14";="020000055";nbabott;0;0;;0;0;;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:28:19";="590782652";per;1;2;3;1;2;3;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:19";="590782652";nbrsa;8589;7961;7.8884562241;6246;5728;9.0432960894;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:19";="590782652";cmd90;0;0;;0;0;;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:19";="590782652";hper;0;0;;0;0;;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:19";="590782652";typsejb;0;0;;0;0;;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:19";="590782652";ghs9999;1;1;0;0;0;;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:19";="590782652";nbrsaseance;1077;1082;-0.462107209;769;788;-2.411167513;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:19";="590782652";nbseances;1077;1082;-0.462107209;769;788;-2.411167513;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:19";="590782652";nbrsa0;4136;3652;13.253012048;2997;2622;14.302059497;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:19";="590782652";nbjJT0;2603;2391;8.8665830197;1874;1693;10.691080921;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:19";="590782652";nbrsah0;3376;3227;4.6172916021;2480;2318;6.988783434;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:19";="590782652";nbjh0;15470;15403;0.4349801987;11309;11025;2.5759637188;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:19";="590782652";nbuhcd;1852;1409;31.440738112;1354;1158;16.925734024;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:19";="590782652";nbabott;0;0;;0;0;;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:48:35";="590780052";per;1;2;3;1;2;3;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:48:35";="590780052";nbrsa;1299;1118;16.189624329;925;868;6.5668202765;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:48:35";="590780052";cmd90;0;0;;0;0;;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:48:35";="590780052";hper;0;0;;0;0;;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:48:35";="590780052";typsejb;0;0;;0;0;;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:48:35";="590780052";ghs9999;0;0;;0;0;;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:48:35";="590780052";nbrsaseance;0;0;;0;0;;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:48:35";="590780052";nbseances;0;0;;0;0;;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:48:35";="590780052";nbrsa0;929;789;17.743979721;655;626;4.6325878594;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:48:35";="590780052";nbjJT0;0;0;;0;0;;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:48:35";="590780052";nbrsah0;370;329;12.462006079;270;242;11.570247934;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:48:35";="590780052";nbjh0;4609;3703;24.466648663;3284;2718;20.824135394;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:48:35";="590780052";nbuhcd;0;0;;0;0;;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:48:35";="590780052";nbabott;0;0;;0;0;;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 10:19:17";="600100648";per;1;2;3;1;2;3;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:17";="600100648";nbrsa;3448;3543;-2.681343494;2388;2605;-8.330134357;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:17";="600100648";cmd90;1;0;;1;0;;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:17";="600100648";hper;0;0;;0;0;;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:17";="600100648";typsejb;0;0;;0;0;;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:17";="600100648";ghs9999;48;48;0;34;30;13.333333333;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:17";="600100648";nbrsaseance;188;152;23.684210526;127;109;16.513761468;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:17";="600100648";nbseances;188;152;23.684210526;127;109;16.513761468;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:17";="600100648";nbrsa0;1343;1410;-4.75177305;892;1034;-13.73307544;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:17";="600100648";nbjJT0;503;546;-7.875457875;327;395;-17.21518987;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:17";="600100648";nbrsah0;1916;1981;-3.281171126;1368;1462;-6.429548564;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:17";="600100648";nbjh0;9336;10148;-8.001576665;6790;7419;-8.478231568;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:17";="600100648";nbuhcd;747;745;0.2684563758;490;595;-17.64705882;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:17";="600100648";nbabott;0;0;;0;0;;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 13:05:08";="620000026";per;1;2;3;1;2;3;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:08";="620000026";nbrsa;7210;6472;11.402966625;5227;4636;12.748058671;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:08";="620000026";cmd90;68;0;;64;0;;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:08";="620000026";hper;0;0;;0;0;;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:08";="620000026";typsejb;0;0;;0;0;;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:08";="620000026";ghs9999;0;0;;0;0;;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:08";="620000026";nbrsaseance;1103;999;10.41041041;792;729;8.6419753086;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:08";="620000026";nbseances;1103;999;10.41041041;792;729;8.6419753086;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:08";="620000026";nbrsa0;2901;2317;25.205006474;2121;1650;28.545454545;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:08";="620000026";nbjJT0;2348;1688;39.099526066;1744;1173;48.678601876;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:08";="620000026";nbrsah0;3138;3156;-0.570342205;2250;2257;-0.310146212;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:08";="620000026";nbjh0;12329;13454;-8.361825479;8535;9841;-13.27100904;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:08";="620000026";nbuhcd;0;0;;0;0;;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:08";="620000026";nbabott;0;0;;0;0;;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:23:06";="590065223";per;1;2;3;1;2;3;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:06";="590065223";nbrsa;1;1;0;0;0;;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:06";="590065223";cmd90;1;1;0;;;;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:06";="590065223";hper;0;0;;;;;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:06";="590065223";typsejb;0;0;;;;;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:06";="590065223";ghs9999;0;0;;;;;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:06";="590065223";nbrsaseance;0;0;;;;;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:06";="590065223";nbseances;0;0;;;;;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:06";="590065223";nbrsa0;0;0;;;;;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:06";="590065223";nbjJT0;0;0;;;;;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:06";="590065223";nbrsah0;0;0;;;;;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:06";="590065223";nbjh0;0;0;;;;;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:06";="590065223";nbuhcd;0;0;;;;;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:06";="590065223";nbabott;0;0;;;;;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 14:21:03";="620003350";per;1;2;3;1;2;3;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:03";="620003350";nbrsa;3693;3495;5.6652360515;2685;2525;6.3366336634;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:03";="620003350";cmd90;235;0;;234;0;;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:03";="620003350";hper;0;0;;0;0;;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:03";="620003350";typsejb;5;3;66.666666667;5;3;66.666666667;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:03";="620003350";ghs9999;0;0;;0;0;;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:03";="620003350";nbrsaseance;146;85;71.764705882;101;61;65.573770492;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:03";="620003350";nbseances;146;85;71.764705882;101;61;65.573770492;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:03";="620003350";nbrsa0;1153;970;18.865979381;848;702;20.797720798;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:03";="620003350";nbjJT0;115;127;-9.448818898;82;92;-10.86956522;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:03";="620003350";nbrsah0;2159;2440;-11.51639344;1502;1762;-14.75595914;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:03";="620003350";nbjh0;14099;16046;-12.13386514;9387;11685;-19.66623877;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:03";="620003350";nbuhcd;691;616;12.175324675;512;483;6.0041407867;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:03";="620003350";nbabott;0;0;;0;0;;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:23:07";="590000600";per;1;2;3;1;2;3;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:07";="590000600";nbrsa;972;1037;-6.268081003;693;755;-8.21192053;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:07";="590000600";cmd90;0;0;;0;0;;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:07";="590000600";hper;0;0;;0;0;;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:07";="590000600";typsejb;0;0;;0;0;;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:07";="590000600";ghs9999;0;0;;0;0;;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:07";="590000600";nbrsaseance;50;97;-48.45360825;45;75;-40;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:07";="590000600";nbseances;50;97;-48.45360825;45;75;-40;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:07";="590000600";nbrsa0;203;204;-0.490196078;140;154;-9.090909091;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:07";="590000600";nbjJT0;8;19;-57.89473684;5;12;-58.33333333;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:07";="590000600";nbrsah0;719;736;-2.309782609;508;526;-3.422053232;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:07";="590000600";nbjh0;6918;6792;1.8551236749;4870;4864;0.1233552632;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:07";="590000600";nbuhcd;0;0;;0;0;;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:07";="590000600";nbabott;0;0;;0;0;;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:24:39";="620025346";per;1;2;3;1;2;3;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:39";="620025346";nbrsa;9421;10410;-9.500480307;6433;7522;-14.47753257;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:39";="620025346";cmd90;2;0;;1;0;;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:39";="620025346";hper;0;0;;0;0;;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:39";="620025346";typsejb;5;10;-50;0;7;-100;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:39";="620025346";ghs9999;1;2;-50;1;2;-50;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:39";="620025346";nbrsaseance;596;593;0.5059021922;423;453;-6.622516556;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:39";="620025346";nbseances;596;593;0.5059021922;423;453;-6.622516556;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:39";="620025346";nbrsa0;3899;4097;-4.832804491;2660;2981;-10.76819859;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:39";="620025346";nbjJT0;3183;3193;-0.313185092;2189;2315;-5.442764579;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:39";="620025346";nbrsah0;4924;5720;-13.91608392;3349;4088;-18.07729941;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:39";="620025346";nbjh0;23067;28703;-19.63557816;15070;20573;-26.74865114;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:39";="620025346";nbuhcd;287;453;-36.64459161;178;339;-47.49262537;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:39";="620025346";nbabott;0;0;;0;0;;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:40:11";="590001749";per;1;2;3;1;2;3;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:11";="590001749";nbrsa;3138;2971;5.6210030293;2252;2143;5.0863275782;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:11";="590001749";cmd90;0;0;;0;0;;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:11";="590001749";hper;0;0;;0;0;;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:11";="590001749";typsejb;0;0;;0;0;;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:11";="590001749";ghs9999;0;0;;0;0;;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:11";="590001749";nbrsaseance;640;637;0.4709576138;462;465;-0.64516129;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:11";="590001749";nbseances;640;637;0.4709576138;462;465;-0.64516129;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:11";="590001749";nbrsa0;857;666;28.678678679;617;487;26.694045175;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:11";="590001749";nbjJT0;508;352;44.318181818;358;245;46.12244898;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:11";="590001749";nbrsah0;1641;1668;-1.618705036;1173;1191;-1.511335013;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:11";="590001749";nbjh0;11721;11872;-1.27190027;8310;8408;-1.165556613;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:11";="590001749";nbuhcd;60;139;-56.83453237;53;122;-56.55737705;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:11";="590001749";nbabott;0;0;;0;0;;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:46:22";="590781670";per;1;2;3;1;2;3;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:22";="590781670";nbrsa;1099;1073;2.4231127679;791;817;-3.182374541;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:22";="590781670";cmd90;0;0;;0;0;;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:22";="590781670";hper;0;0;;0;0;;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:22";="590781670";typsejb;0;0;;0;0;;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:22";="590781670";ghs9999;0;0;;0;0;;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:22";="590781670";nbrsaseance;161;137;17.518248175;126;109;15.596330275;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:22";="590781670";nbseances;161;137;17.518248175;126;109;15.596330275;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:22";="590781670";nbrsa0;185;187;-1.069518717;137;152;-9.868421053;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:22";="590781670";nbjJT0;35;19;84.210526316;33;15;120;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:22";="590781670";nbrsah0;753;749;0.5340453939;528;556;-5.035971223;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:22";="590781670";nbjh0;8081;7619;6.0637878987;5767;5451;5.7971014493;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:22";="590781670";nbuhcd;0;0;;0;0;;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:22";="590781670";nbabott;0;0;;0;0;;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:50:26";="020000261";per;1;2;3;1;2;3;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:26";="020000261";nbrsa;24092;23656;1.843084207;17316;17276;0.2315350776;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:26";="020000261";cmd90;0;0;;0;0;;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:26";="020000261";hper;0;0;;0;0;;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:26";="020000261";typsejb;0;0;;0;0;;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:26";="020000261";ghs9999;209;162;29.012345679;151;121;24.79338843;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:26";="020000261";nbrsaseance;12541;12340;1.6288492707;9037;8959;0.8706328831;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:26";="020000261";nbseances;12541;12340;1.6288492707;9037;8959;0.8706328831;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:26";="020000261";nbrsa0;3230;3006;7.4517631404;2277;2205;3.2653061224;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:26";="020000261";nbjJT0;1728;1405;22.989323843;1230;1018;20.825147348;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:26";="020000261";nbrsah0;8321;8310;0.1323706378;6002;6112;-1.79973822;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:26";="020000261";nbjh0;48296;46012;4.963922455;34488;33678;2.405130946;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:26";="020000261";nbuhcd;994;972;2.2633744856;698;793;-11.97982346;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:26";="020000261";nbabott;1;0;;0;0;;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 16:13:19";="620100651";per;1;2;3;1;2;3;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:19";="620100651";nbrsa;29595;28965;2.17503884;21159;21123;0.1704303366;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:19";="620100651";cmd90;26;0;;26;0;;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:19";="620100651";hper;0;0;;0;0;;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:19";="620100651";typsejb;10;6;66.666666667;7;5;40;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:19";="620100651";ghs9999;1137;279;307.52688172;1062;212;400.94339623;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:19";="620100651";nbrsaseance;9875;10028;-1.525727962;6948;7201;-3.513400917;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:19";="620100651";nbseances;9875;10028;-1.525727962;6948;7201;-3.513400917;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:19";="620100651";nbrsa0;7743;7588;2.0426989984;5648;5532;2.0968908171;2023.7;X620100651;29AUG23;16:13:10
