"champ";"statut";"annee";"periode";"date du resultat";"ipe";finessgeo;sej_hpr;mnt_ghs;mnt_po;mnt_ivg;mnt_ghs_ame;mnt_ghs_su;mnt_rac_det;mnt_dmi;mnt_dmi_ame;mnt_dmi_su;mnt_med;mnt_med_ame;mnt_med_su;mnt_med_apac;mnt_med_apac_ame;mnt_med_apac_su;mnt_trans;mnt_trans_ame;mnt_trans_su;rs_geo;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/09/01 13:08:52";="800000028";;0;33690173.803;0;47124.922;1146.8670848;771.0733992;1339.17;438593.908;0;0;4242967.4645;0;0;255520.3799;0;0;61334.203961;0;0;sous total EG non HPROX;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:52";="800000028";;;33690173.803;0;47124.922;1146.8670848;771.0733992;1339.17;438593.908;0;0;4242967.4645;0;0;255520.3799;0;0;61334.203961;0;0;Total;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 14:03:50";="590783239";590001004;0;44383016.044;21229.644455;112036.058;32913.237903;20513.857701;18733.42;1017322.245;0;0;3218770.637;0;0;14446.88;0;0;94108.016679;69.599712;0;CH DOUAI DECHY;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:50";="590783239";;0;44383016.044;21229.644455;112036.058;32913.237903;20513.857701;18733.42;1017322.245;0;0;3218770.637;0;0;14446.88;0;0;94108.016679;69.599712;0;sous total EG non HPROX;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:50";="590783239";;;44383016.044;21229.644455;112036.058;32913.237903;20513.857701;18733.42;1017322.245;0;0;3218770.637;0;0;14446.88;0;0;94108.016679;69.599712;0;Total;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 16:13:45";="590785374";590785374;0;5474686.5085;0;0;780.37567143;0;1818.43;0;0;0;4615983.4414;5527.2569495;0;0;0;0;1968.2512799;0;0;CLINIQUE TEISSIER;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:13:45";="590785374";;0;5474686.5085;0;0;780.37567143;0;1818.43;0;0;0;4615983.4414;5527.2569495;0;0;0;0;1968.2512799;0;0;sous total EG non HPROX;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:13:45";="590785374";;;5474686.5085;0;0;780.37567143;0;1818.43;0;0;0;4615983.4414;5527.2569495;0;0;0;0;1968.2512799;0;0;Total;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:57:03";="020000063";020000162;0;68642297.871;38773.618642;75927.242;63301.343909;0;3510.15;2448176.3565;608.2865;0;11653078.383;0;0;1937293.678;0;0;212163.39495;848.1141864;0;CH SAINT-QUENTIN;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:57:03";="020000063";;0;68642297.871;38773.618642;75927.242;63301.343909;0;3510.15;2448176.3565;608.2865;0;11653078.383;0;0;1937293.678;0;0;212163.39495;848.1141864;0;sous total EG non HPROX;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:57:03";="020000063";;;68642297.871;38773.618642;75927.242;63301.343909;0;3510.15;2448176.3565;608.2865;0;11653078.383;0;0;1937293.678;0;0;212163.39495;848.1141864;0;Total;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 18:28:11";="590000188";590000188;0;40448562.265;0;0;78108.492124;0;5.3;84554.4195;0;0;5914926.9872;60422.6569;0;9366599.58;171.54;0;105286.91649;140.00053763;0;CLCC OSCAR LAMBRET LILLE;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:28:11";="590000188";;0;40448562.265;0;0;78108.492124;0;5.3;84554.4195;0;0;5914926.9872;60422.6569;0;9366599.58;171.54;0;105286.91649;140.00053763;0;sous total EG non HPROX;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:28:11";="590000188";;;40448562.265;0;0;78108.492124;0;5.3;84554.4195;0;0;5914926.9872;60422.6569;0;9366599.58;171.54;0;105286.91649;140.00053763;0;Total;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/04 15:55:20";="620103432";620003202;0;22159520.03;0;50828.534;14966.536942;0;3283.49;230533.0185;0;0;1383313.327;0;0;473366.837;0;0;110115.38634;0;0;CH ARRONDISSEMENT DE MONTREUIL;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:20";="620103432";;0;22159520.03;0;50828.534;14966.536942;0;3283.49;230533.0185;0;0;1383313.327;0;0;473366.837;0;0;110115.38634;0;0;sous total EG non HPROX;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:20";="620103432";;;22159520.03;0;50828.534;14966.536942;0;3283.49;230533.0185;0;0;1383313.327;0;0;473366.837;0;0;110115.38634;0;0;Total;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/05 09:24:44";="590782637";590000758;0;24274650.288;0;119090.582;41928.826961;0;4814.8;331159.47;0;0;988727.79556;0;0;130316.127;0;0;104081.09942;249.0513464;0;CH ARMENTIERES;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:44";="590782637";;0;24274650.288;0;119090.582;41928.826961;0;4814.8;331159.47;0;0;988727.79556;0;0;130316.127;0;0;104081.09942;249.0513464;0;sous total EG non HPROX;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:44";="590782637";;;24274650.288;0;119090.582;41928.826961;0;4814.8;331159.47;0;0;988727.79556;0;0;130316.127;0;0;104081.09942;249.0513464;0;Total;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 12:10:45";="590781803";590000535;0;30851033.994;8706.1165283;24960.606;77492.264952;1433.6177544;20977.59;369780.395;0;0;634090.611;0;0;0;0;0;131383.37981;0;0;CH DE MAUBEUGE MCO;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:45";="590781803";;0;30851033.994;8706.1165283;24960.606;77492.264952;1433.6177544;20977.59;369780.395;0;0;634090.611;0;0;0;0;0;131383.37981;0;0;sous total EG non HPROX;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:45";="590781803";;;30851033.994;8706.1165283;24960.606;77492.264952;1433.6177544;20977.59;369780.395;0;0;634090.611;0;0;0;0;0;131383.37981;0;0;Total;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 17:41:57";="590780227";590000121;0;29118999.115;0;41754.636;38406.845386;0;226.77;526198.8105;0;0;463786.532;0;0;0;0;0;21810.76929;0;0;CH SECLIN;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:57";="590780227";;0;29118999.115;0;41754.636;38406.845386;0;226.77;526198.8105;0;0;463786.532;0;0;0;0;0;21810.76929;0;0;sous total EG non HPROX;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:57";="590780227";;;29118999.115;0;41754.636;38406.845386;0;226.77;526198.8105;0;0;463786.532;0;0;0;0;0;21810.76929;0;0;Total;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:46:25";="800000044";800000192;0;1627075.081;0;0;298.0589736;0;0;1864.91;0;0;268321.99663;297.4035;0;26227.552;0;0;4114.2802923;0;0;CHU AMIENS NORD;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:25";="800000044";800000614;0;1403814.9002;0;0;0;0;0;0;0;0;13197.737387;0;0;0;0;0;3652.5219918;0;0;CHU AMIENS SAINT VICTOR;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:25";="800000044";800006124;0;148864071.95;157988.00558;94071.83;282706.54612;11128.46717;18593.81;9279324.751;6185.106;0;31124950.788;2848.083;4964.102;3082607.173;0;0;597145.67;1056.3161696;0;CHU AMIENS SUD;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:25";="800000044";800017253;0;3400246.2902;0;0;5743.3869496;0;0;69285;0;0;0;0;0;3544.912;0;0;6252.1432903;0;0;CHU AMIENS IOP;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:25";="800000044";;0;155295208.22;157988.00558;94071.83;288747.99204;11128.46717;18593.81;9350474.661;6185.106;0;31406470.522;3145.4865;4964.102;3112379.637;0;0;611164.61557;1056.3161696;0;sous total EG non HPROX;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:25";="800000044";;;155295208.22;157988.00558;94071.83;288747.99204;11128.46717;18593.81;9350474.661;6185.106;0;31406470.522;3145.4865;4964.102;3112379.637;0;0;611164.61557;1056.3161696;0;Total;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/07 20:02:08";="590781902";590804696;0;40014420.626;0;109171.414;220714.86977;13207.63929;3466.37;974681.2265;7201.6;0;3183780.309;11569.5505;0;175003.142;0;0;74031.660395;298.6355328;0;CH DE TOURCOING;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:02:08";="590781902";;0;40014420.626;0;109171.414;220714.86977;13207.63929;3466.37;974681.2265;7201.6;0;3183780.309;11569.5505;0;175003.142;0;0;74031.660395;298.6355328;0;sous total EG non HPROX;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:02:08";="590781902";;;40014420.626;0;109171.414;220714.86977;13207.63929;3466.37;974681.2265;7201.6;0;3183780.309;11569.5505;0;175003.142;0;0;74031.660395;298.6355328;0;Total;2023.7;X590781902;07SEP23;20:00:41
