"champ";"statut";"annee";"periode";"date du resultat";"ipe";finessgeo;ace_hpr;mnt_dia;mnt_atu;mnt_ffm;mnt_se;mnt_ace;mnt_med;mnt_dmi;mnt_urg;mnt_rac_det;rs_geo;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/09/04 11:00:29";="800000044";800006124;0;0;79542.51802;0;487433.01177;910792.51996;0;0;3455988.2272;20970.876885;CHU AMIENS SUD;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:29";="800000044";;0;0;79542.51802;0;488385.12064;912150.28596;0;0;3455988.2272;20993.401156;sous total EG non HPROX;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:29";="800000044";;;0;79542.51802;0;488385.12064;912150.28596;0;0;3455988.2272;20993.401156;Total;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 16:03:10";="620103432";620003202;0;0;6511.9094388;0;37885.045607;73275.897;0;0;1316943.7043;89.4740615;CH ARRONDISSEMENT DE MONTREUIL;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:03:10";="620103432";;0;0;6511.9094388;0;37885.045607;73275.897;0;0;1316943.7043;89.4740615;sous total EG non HPROX;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:03:10";="620103432";;;0;6511.9094388;0;37885.045607;73275.897;0;0;1316943.7043;89.4740615;Total;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/05 10:30:06";="590781803";590000535;0;0;32964.589365;0;77698.722077;98059.140029;0;0;1744948.318;17724.022838;CH DE MAUBEUGE MCO;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:30:06";="590781803";;0;0;32964.589365;0;77698.722077;98059.140029;0;0;1744948.318;17724.022838;sous total EG non HPROX;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:30:06";="590781803";;;0;32964.589365;0;77698.722077;98059.140029;0;0;1744948.318;17724.022838;Total;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 14:40:35";="590780193";590006607;0;0;134314.447;0;69391.556426;909608.60316;0;0;0;695.31222374;HÔPITAL JEANNE DE FLANDRE CHU LILLE;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:35";="590780193";590784864;0;0;0;0;3392.5380034;6439.862;0;0;0;125.3082;HÔPITAL CALMETTE CHU LILLE;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:35";="590780193";590784898;0;0;0;0;0;11606.49;0;0;0;0;HÔPITAL SWYNGHEDAUW CHU LILLE;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:35";="590780193";590787586;0;0;0;0;30738.3653;67796.33;0;0;55935.06;1254.5016125;INSTITUT COEUR POUMON CHU LILLE;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:35";="590780193";590791091;0;0;0;0;0;0;0;0;0;0;CSPA LES BATELIERS CHU LILLE;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:35";="590780193";590791653;0;0;0;0;0;0;0;0;0;1006.146628;USN FONTAN - LINQUETTE CHR LILLE;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:35";="590780193";590791703;0;0;0;0;0;0;0;0;0;23.621598;SERVICE D'ODONTOLOGIE CAUMAR CHU LILLE;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:35";="590780193";590796975;0;0;0;0;16492.750856;29045.868;0;1262294.5027;4851349.3037;2760.4427655;HÔPITAL SALENGRO CHU LILLE;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:35";="590780193";590811279;0;0;0;0;306180.36499;523520.29681;0;880.051724;769880.30059;91691.510002;HÔPITAL CLAUDE HURIEZ CHU LILLE;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:35";="590780193";;0;0;134314.447;0;426195.57558;1548017.45;0;1263174.5544;5677164.6643;97556.84303;sous total EG non HPROX;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:35";="590780193";;;0;134314.447;0;426195.57558;1548017.45;0;1263174.5544;5677164.6643;97556.84303;Total;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/07 20:07:05";="590781902";590804696;0;0;47804.97351;0;68503.872742;330803.5268;0;0;1255120.5902;91.960449;CH DE TOURCOING;2023.7;X590781902;07SEP23;20:06:41
"mco";"dgf";"2023";"7";"2023/09/07 20:07:05";="590781902";;0;0;47804.97351;0;68503.872742;330803.5268;0;0;1255120.5902;91.960449;sous total EG non HPROX;2023.7;X590781902;07SEP23;20:06:41
"mco";"dgf";"2023";"7";"2023/09/07 20:07:05";="590781902";;;0;47804.97351;0;68503.872742;330803.5268;0;0;1255120.5902;91.960449;Total;2023.7;X590781902;07SEP23;20:06:41
