"champ";"statut";"annee";"periode";"date du resultat";"ipe";code;classe_dist;nb;nb_valo;nb_nvalo;mnt_br;mnt_am;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/31 11:51:24";="590780193";TSE;06;653;618;35;109185.84506;107475.56249;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 12:26:22";="020004404";TDE;01;295;289;6;24763.842096;23824.62991;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:22";="020004404";TDE;02;181;179;2;27220.677345;25613.233947;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:22";="020004404";TDE;03;35;34;1;9721.466054;8850.8486049;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 14:26:36";="590781605";TDE;01;437;436;1;37295.574054;35879.308513;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:26:36";="590781605";TDE;02;182;182;0;27755.86779;25358.475836;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:26:36";="590781605";TDE;03;66;65;1;18570.510142;16610.358352;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:26:36";="590781605";TDE;04;6;5;1;2318.123268;2206.8607266;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:26:36";="590781605";TSE;06;30;30;0;5396.18274;5358.4094608;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:29:47";="590781811";TDE;01;1;1;0;82.487094;65.527747474;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:29:47";="590781811";TDE;04;3;3;0;1385.906149;1100.9638448;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:29:47";="590781811";TSE;06;2;2;0;359.745516;285.78183791;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:34:33";="800000093";TDE;01;57;57;0;4882.266198;4608.8851105;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:34:33";="800000093";TDE;02;200;199;1;30235.6335;28124.567608;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:34:33";="800000093";TDE;03;2;2;0;581.614644;519.78900734;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:34:33";="800000093";TSE;06;1;1;0;179.872758;178.61364869;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:54:03";="600100713";TDE;01;263;261;2;22418.103096;21335.326968;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:54:03";="600100713";TDE;02;598;595;3;90350.10687;83653.141442;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:54:03";="600100713";TDE;03;31;31;0;8788.686672;8334.8725091;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:54:03";="600100713";TDE;04;1;1;0;478.528089;475.17839238;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:54:03";="600100713";TSE;06;362;362;0;64162.141512;63320.056494;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:54:03";="600100713";TSE;07;2;2;0;461.338962;458.10958927;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 15:00:15";="020000048";TDE;01;14;14;0;1208.969868;1183.2289504;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 15:00:15";="020000048";TDE;02;35;35;0;5330.269155;5109.0288062;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 15:00:15";="020000048";TDE;03;1;1;0;290.807322;288.77167075;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 15:00:15";="020000048";TDE;05;1;1;0;996.724059;989.74699059;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 15:44:28";="590782215";TDE;01;855;829;26;70990.052514;68716.80919;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:28";="590782215";TDE;02;208;200;8;30398.001905;29339.616025;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:28";="590782215";TDE;03;10;9;1;2587.08719;2511.2232455;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:28";="590782215";TDE;04;4;4;0;1889.273297;1876.0483839;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:28";="590782215";TDE;05;1;1;0;996.724059;989.74699059;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:28";="590782215";TSE;06;250;250;0;44604.267162;44292.037292;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:28";="590782215";TSE;07;67;67;0;15922.121604;15810.666753;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:28";="590782215";TSE;08;1;1;0;367.783962;365.20947427;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 17:00:00";="620100685";TDE;01;1366;1360;6;116762.68203;112689.95968;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 17:00:00";="620100685";TDE;02;334;329;5;49949.05448;46484.103993;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 17:00:00";="620100685";TDE;03;14;13;1;3735.227124;3420.3088634;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 17:00:00";="620100685";TDE;04;4;4;0;1889.273297;1876.0483839;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 17:00:00";="620100685";TDE;05;1;1;0;1051.292424;1043.933377;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 18:54:28";="800000069";TDE;02;153;151;2;22986.916;19821.428721;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:54:28";="800000069";TDE;03;13;13;0;3705.048416;3274.832738;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:54:28";="800000069";TSE;07;2;2;0;486.596604;483.19042777;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/09/01 08:07:20";="020000071";TDE;01;1;0;1;0;0;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:07:20";="020000071";TDE;02;4;4;0;601.38839;566.52392715;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:07:20";="020000071";TDE;03;1;1;0;290.807322;288.77167075;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 09:19:42";="600100721";TDE;01;120;119;1;10181.480412;9599.0357271;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:19:42";="600100721";TDE;02;677;672;5;101866.72684;98171.363581;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:19:42";="600100721";TDE;03;136;133;3;37953.084834;36276.519089;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:19:42";="600100721";TDE;04;2;2;0;907.37806;810.92377222;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:19:42";="600100721";TSE;06;10;10;0;1752.07087;1739.8063739;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 12:16:38";="620100057";TDE;01;334;325;9;27769.477848;24671.86494;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:38";="620100057";TDE;02;464;450;14;68297.330275;60951.01988;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:38";="620100057";TDE;03;10;9;1;2556.908482;2368.7438659;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:38";="620100057";TDE;04;2;2;0;932.217119;923.70934106;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:38";="620100057";TSE;06;51;45;6;7963.635322;7800.7216855;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:38";="620100057";TSE;07;70;61;9;14550.733539;13446.718925;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:23:16";="600101984";TDE;01;461;438;23;37465.060788;36340.440833;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:16";="600101984";TDE;02;84;80;4;12115.924055;11790.649497;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:16";="600101984";TDE;03;13;12;1;3429.330448;3232.0621324;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:16";="600101984";TDE;05;1;1;0;1051.292424;1043.933377;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:16";="600101984";TSE;06;165;165;0;28988.485762;28785.566362;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:16";="600101984";TSE;08;5;5;0;1762.55481;1750.2169263;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 13:08:46";="800000028";TDE;01;381;379;2;32440.383132;31190.055614;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:46";="800000028";TDE;02;166;166;0;25182.015925;23300.80633;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:46";="800000028";TDE;03;16;16;0;4562.381028;4019.6455906;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:46";="800000028";TDE;04;4;4;0;1864.434238;1761.280557;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:46";="800000028";TSE;06;6;6;0;1069.905206;1062.4158696;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 14:03:43";="590783239";TDE;01;525;522;3;44633.141622;40948.574863;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:43";="590783239";TDE;02;358;346;12;52412.79178;48157.9502;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:43";="590783239";TDE;03;8;8;0;2266.10116;2082.9689408;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:43";="590783239";TDE;04;2;2;0;932.217119;830.65592069;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:43";="590783239";TDE;05;2;2;0;2102.584848;2087.8667541;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 16:13:41";="590785374";TDE;01;9;9;0;741.1264391;654.34997878;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:13:41";="590785374";TDE;02;2;2;0;300.34663428;298.24420784;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:13:41";="590785374";TDE;05;1;1;0;1022.8168109;1015.6570932;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:56:56";="020000063";TDE;01;329;325;4;27922.904412;25800.108926;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:56";="020000063";TDE;02;648;622;26;94541.712885;89589.020453;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:56";="020000063";TDE;03;136;133;3;38194.514498;34628.346193;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:56";="020000063";TDE;04;13;11;2;5189.291802;4782.6901197;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:56";="020000063";TDE;05;1;1;0;1051.292424;1043.933377;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:56";="020000063";TSE;06;49;49;0;8561.989228;8466.3325737;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:56";="020000063";TSE;07;168;168;0;39295.742481;37773.744057;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:56";="020000063";TSE;08;29;29;0;10150.271148;10079.21925;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 18:28:05";="590000188";TDE;01;83;82;1;6841.5608323;6793.6699065;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:28:05";="590000188";TDE;02;19;19;0;2801.9165045;2782.303089;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:28:05";="590000188";TDE;03;7;7;0;1980.5130107;1966.6494196;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:28:05";="590000188";TSE;06;531;524;7;90030.713698;89400.498702;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:28:05";="590000188";TSE;07;10;10;0;2332.3862865;2316.0595825;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:28:05";="590000188";TSE;08;6;6;0;2042.0300005;2027.7357905;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/04 15:55:14";="620103432";TDE;01;313;310;3;26595.347082;25183.078233;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:14";="620103432";TDE;02;174;172;2;26236.368405;24506.829708;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:14";="620103432";TDE;03;105;99;6;28412.691028;25939.589773;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:14";="620103432";TDE;04;6;6;0;2871.168534;2660.9989973;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:14";="620103432";TSE;06;18;18;0;3209.715618;3081.932624;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:14";="620103432";TSE;08;41;39;2;14173.146228;13858.600042;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:14";="620103432";TSE;09;29;29;0;15525.000528;14884.356958;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/05 09:24:38";="590782637";TDE;01;926;906;20;77652.924426;72014.888863;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:38";="590782637";TDE;02;87;82;5;12456.689275;11494.829461;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:38";="590782637";TDE;03;1;1;0;290.807322;266.85390094;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:38";="590782637";TSE;06;118;118;0;21048.030586;20304.527193;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 12:10:40";="590781803";TDE;01;1123;1056;67;90405.04239;83021.083737;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:40";="590781803";TDE;02;275;256;19;38705.240495;35157.933383;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:40";="590781803";TDE;03;48;48;0;13732.411146;12373.706768;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:40";="590781803";TDE;04;2;2;0;932.217119;830.65592069;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 17:41:50";="590780227";TDE;01;219;218;1;18668.093484;17538.058561;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:50";="590780227";TDE;02;28;28;0;4289.86078;3983.9390575;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:50";="590780227";TDE;03;1;1;0;290.807322;288.77167075;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:46:16";="800000044";TDE;01;1047;1036;11;88173.182076;82042.801339;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:16";="800000044";TDE;02;1045;1002;43;151625.52471;144872.67709;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:16";="800000044";TDE;03;605;572;33;162886.32612;154992.27056;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:16";="800000044";TDE;04;22;21;1;9949.733633;9109.3461451;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:16";="800000044";TDE;05;3;3;0;3153.877272;2714.2267803;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:16";="800000044";TSE;06;463;462;1;81832.151684;78286.415392;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:16";="800000044";TSE;07;286;285;1;68733.832662;67962.781577;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:16";="800000044";TSE;08;169;167;2;60828.092904;60110.128674;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:16";="800000044";TSE;09;21;21;0;11261.447322;11073.968019;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/07 20:02:01";="590781902";TDE;01;584;570;14;49034.751642;46866.049613;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:02:01";="590781902";TDE;02;93;92;1;13936.117635;13031.577795;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:02:01";="590781902";TDE;03;29;27;2;7731.082862;7278.6784343;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:02:01";="590781902";TDE;04;2;2;0;932.217119;925.69159917;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:02:01";="590781902";TSE;06;17;17;0;3039.174202;2875.0090636;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:02:01";="590781902";TSE;07;12;12;0;2894.552352;2777.6524;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:02:01";="590781902";TSE;08;1;1;0;348.692712;277.00149041;2023.7;X590781902;07SEP23;20:00:41
