"champ";"statut";"annee";"periode";"date du resultat";"ipe";code;classe_dist;nba;mnt_ama;nbb;mnt_amb;i;nb;mnt_am;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/09/05 14:09:35";="590780193";TDE;01;24;1582.5873328;24;1582.5873328;5;0;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:35";="590780193";TDE;02;3;350.3784376;3;350.3784376;5;0;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:35";="590780193";TDE;03;3;660.933548;3;660.933548;5;0;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:35";="590780193";TSE;06;17;2319.3632576;17;2319.3632576;5;0;0;2023.7;X590780193;05SEP23;14:08:27
