"champ";"statut";"annee";"periode";"date du resultat";"ipe";typ9a;_NAME_;col1;ordre;colb1;colc1;cold1;cole1;colf1;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/29 16:39:53";="620027839";1;nbmulti;0;6;0;;0;0;;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:39:53";="620027839";2;eff;22119;1;20782;6.4334520258;16014;15215;5.251396648;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:39:53";="620027839";2;typA;0;2;0;;0;0;;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:39:53";="620027839";2;entsor7;0;4;0;;0;0;;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:39:53";="620027839";2;entsor6;0;5;0;;0;0;;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:39:53";="620027839";2;nbmulti;0;6;0;;0;0;;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/30 08:35:20";="590780284";1;eff;9427;1;7499;25.710094679;6744;5552;21.469740634;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:20";="590780284";1;typA;1;2;0;;0;0;;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:20";="590780284";1;entsor7;18;4;25;-28;13;19;-31.57894737;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:20";="590780284";1;entsor6;2;5;3;-33.33333333;2;3;-33.33333333;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:20";="590780284";1;nbmulti;83;6;141;-41.13475177;58;95;-38.94736842;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:20";="590780284";2;eff;1034;1;930;11.182795699;718;679;5.7437407953;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:20";="590780284";2;typA;0;2;0;;0;0;;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:20";="590780284";2;entsor7;0;4;0;;0;0;;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:20";="590780284";2;entsor6;2;5;0;;2;0;;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:20";="590780284";2;nbmulti;0;6;0;;0;0;;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:20";="590780284";3;eff;6073;1;6068;0.0823994726;4246;4422;-3.980099502;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:20";="590780284";3;typA;22;2;79;-72.15189873;18;59;-69.49152542;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:20";="590780284";3;entsor7;102;4;286;-64.33566434;71;207;-65.70048309;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:20";="590780284";3;entsor6;2;5;5;-60;1;3;-66.66666667;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:20";="590780284";3;nbmulti;1546;6;1976;-21.7611336;1056;1376;-23.25581395;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:42:24";="020000287";1;eff;1892;1;2207;-14.27276846;1305;1542;-15.36964981;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:24";="020000287";1;typA;2;2;2;0;1;0;;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:24";="020000287";1;entsor7;3;4;4;-25;2;3;-33.33333333;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:24";="020000287";1;entsor6;5;5;2;150;2;1;100;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:24";="020000287";1;nbmulti;142;6;41;246.34146341;130;28;364.28571429;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:24";="020000287";2;eff;1079;1;1095;-1.461187215;782;807;-3.097893432;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:24";="020000287";2;typA;0;2;0;;0;0;;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:24";="020000287";2;entsor7;0;4;0;;0;0;;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:24";="020000287";2;entsor6;0;5;0;;0;0;;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:24";="020000287";2;nbmulti;0;6;0;;0;0;;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:24";="020000287";3;eff;2645;1;2579;2.5591314463;1854;1871;-0.908605024;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:24";="020000287";3;typA;78;2;153;-49.01960784;56;114;-50.87719298;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:24";="020000287";3;entsor7;30;4;29;3.4482758621;19;20;-5;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:24";="020000287";3;entsor6;0;5;12;-100;0;8;-100;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:24";="020000287";3;nbmulti;527;6;594;-11.27946128;367;401;-8.478802993;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 10:32:21";="590797353";1;eff;16547;1;14921;10.897392936;11868;10971;8.1761006289;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:21";="590797353";1;typA;0;2;4;-100;0;3;-100;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:21";="590797353";1;entsor7;9;4;7;28.571428571;6;7;-14.28571429;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:21";="590797353";1;entsor6;0;5;0;;0;0;;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:21";="590797353";1;nbmulti;92;6;122;-24.59016393;56;87;-35.63218391;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:21";="590797353";2;eff;6157;1;5880;4.7108843537;4482;4303;4.1598884499;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:21";="590797353";2;typA;0;2;0;;0;0;;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:21";="590797353";2;entsor7;5;4;8;-37.5;5;7;-28.57142857;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:21";="590797353";2;entsor6;0;5;2;-100;0;2;-100;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:21";="590797353";2;nbmulti;0;6;0;;0;0;;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:21";="590797353";3;eff;7720;1;7936;-2.721774194;5467;5744;-4.822423398;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:21";="590797353";3;typA;20;2;60;-66.66666667;11;42;-73.80952381;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:21";="590797353";3;entsor7;21;4;57;-63.15789474;12;42;-71.42857143;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:21";="590797353";3;entsor6;0;5;1;-100;0;1;-100;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:21";="590797353";3;nbmulti;1776;6;1831;-3.003823048;1239;1331;-6.912096168;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 11:29:00";="590782421";1;eff;15573;1;15329;1.5917541914;11060;11401;-2.990965705;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:00";="590782421";1;typA;0;2;0;;0;0;;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:00";="590782421";1;entsor7;47;4;10;370;29;10;190;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:00";="590782421";1;entsor6;0;5;0;;0;0;;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:00";="590782421";1;nbmulti;42;6;55;-23.63636364;29;36;-19.44444444;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:00";="590782421";2;eff;15149;1;13606;11.340585036;11016;9982;10.358645562;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:00";="590782421";2;typA;0;2;0;;0;0;;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:00";="590782421";2;entsor7;7;4;1;600;7;1;600;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:00";="590782421";2;entsor6;0;5;0;;0;0;;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:00";="590782421";2;nbmulti;0;6;0;;0;0;;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:00";="590782421";3;eff;12819;1;12873;-0.419482638;9126;9324;-2.123552124;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:00";="590782421";3;typA;17;2;15;13.333333333;14;13;7.6923076923;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:00";="590782421";3;entsor7;120;4;127;-5.511811024;82;93;-11.82795699;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:00";="590782421";3;entsor6;0;5;0;;0;0;;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:00";="590782421";3;nbmulti;2369;6;2333;1.5430775825;1654;1668;-0.839328537;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 12:11:22";="800000051";1;eff;147;1;128;14.84375;96;84;14.285714286;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:22";="800000051";1;typA;0;2;0;;0;0;;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:22";="800000051";1;entsor7;1;4;1;0;1;1;0;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:22";="800000051";1;entsor6;0;5;2;-100;0;1;-100;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:22";="800000051";1;nbmulti;0;6;0;;0;0;;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:22";="800000051";2;eff;38;1;41;-7.317073171;25;33;-24.24242424;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:22";="800000051";2;typA;0;2;0;;0;0;;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:22";="800000051";2;entsor7;5;4;1;400;5;1;400;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:22";="800000051";2;entsor6;5;5;4;25;1;3;-66.66666667;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:22";="800000051";2;nbmulti;0;6;0;;0;0;;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:22";="800000051";3;eff;350;1;339;3.2448377581;254;249;2.0080321285;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:22";="800000051";3;typA;67;2;59;13.559322034;48;38;26.315789474;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:22";="800000051";3;entsor7;9;4;15;-40;9;5;80;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:22";="800000051";3;entsor6;10;5;5;100;6;3;100;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:22";="800000051";3;nbmulti;0;6;0;;0;0;;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 13:41:54";="800000135";1;eff;6;1;5;20;4;4;0;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:41:54";="800000135";1;typA;1;2;1;0;0;1;-100;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:41:54";="800000135";1;entsor7;0;4;0;;0;0;;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:41:54";="800000135";1;entsor6;1;5;2;-50;1;1;0;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:41:54";="800000135";1;nbmulti;0;6;0;;0;0;;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:41:54";="800000135";2;eff;0;1;1;;;1;;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:41:54";="800000135";2;typA;0;2;0;;;0;;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:41:54";="800000135";2;entsor7;0;4;0;;;0;;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:41:54";="800000135";2;entsor6;0;5;1;;;1;;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:41:54";="800000135";2;nbmulti;0;6;0;;;0;;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:41:54";="800000135";3;eff;184;1;165;11.515151515;131;122;7.3770491803;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:41:54";="800000135";3;typA;48;2;51;-5.882352941;31;39;-20.51282051;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:41:54";="800000135";3;entsor7;10;4;7;42.857142857;8;4;100;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:41:54";="800000135";3;entsor6;7;5;5;40;4;2;100;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:41:54";="800000135";3;nbmulti;1;6;2;-50;1;2;-50;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 14:10:57";="590782165";1;eff;5878;1;5523;6.4276661235;4215;4034;4.4868616758;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:10:57";="590782165";1;typA;0;2;4;-100;0;4;-100;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:10:57";="590782165";1;entsor7;2;4;4;-50;1;3;-66.66666667;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:10:57";="590782165";1;entsor6;2;5;10;-80;1;8;-87.5;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:10:57";="590782165";1;nbmulti;8;6;8;0;6;5;20;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:10:57";="590782165";2;eff;1581;1;916;72.598253275;1168;674;73.293768546;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:10:57";="590782165";2;typA;0;2;0;;0;0;;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:10:57";="590782165";2;entsor7;21;4;3;600;16;2;700;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:10:57";="590782165";2;entsor6;14;5;24;-41.66666667;10;18;-44.44444444;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:10:57";="590782165";2;nbmulti;0;6;0;;0;0;;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:10:57";="590782165";3;eff;4141;1;4176;-0.838122605;2981;2981;0;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:10:57";="590782165";3;typA;157;2;161;-2.48447205;119;126;-5.555555556;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:10:57";="590782165";3;entsor7;31;4;38;-18.42105263;26;21;23.80952381;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:10:57";="590782165";3;entsor6;5;5;13;-61.53846154;3;8;-62.5;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:10:57";="590782165";3;nbmulti;529;6;471;12.314225053;373;341;9.3841642229;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:38:52";="620101360";1;eff;7321;1;7123;2.7797276428;5143;5148;-0.097125097;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:52";="620101360";1;typA;4;2;4;0;2;4;-50;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:52";="620101360";1;entsor7;1;4;0;;1;0;;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:52";="620101360";1;entsor6;14;5;0;;13;0;;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:52";="620101360";1;nbmulti;124;6;104;19.230769231;90;74;21.621621622;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:52";="620101360";2;eff;2316;1;2032;13.976377953;1704;1477;15.368991198;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:52";="620101360";2;typA;0;2;0;;0;0;;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:52";="620101360";2;entsor7;0;4;0;;0;0;;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:52";="620101360";2;entsor6;10;5;5;100;10;4;150;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:52";="620101360";2;nbmulti;0;6;0;;0;0;;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:52";="620101360";3;eff;6036;1;6162;-2.044790652;4287;4513;-5.007755373;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:52";="620101360";3;typA;90;2;30;200;57;25;128;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:52";="620101360";3;entsor7;14;4;26;-46.15384615;8;22;-63.63636364;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:52";="620101360";3;entsor6;11;5;8;37.5;6;5;20;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:52";="620101360";3;nbmulti;1881;6;1999;-5.902951476;1293;1439;-10.14593468;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:55:32";="590781662";1;eff;1190;1;961;23.829344433;865;694;24.639769452;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:32";="590781662";1;typA;0;2;0;;0;0;;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:32";="590781662";1;entsor7;0;4;0;;0;0;;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:32";="590781662";1;entsor6;2;5;2;0;2;2;0;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:32";="590781662";1;nbmulti;213;6;215;-0.930232558;156;170;-8.235294118;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:32";="590781662";2;eff;2423;1;2263;7.0702607159;1732;1672;3.5885167464;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:32";="590781662";2;typA;0;2;0;;0;0;;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:32";="590781662";2;entsor7;0;4;0;;0;0;;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:32";="590781662";2;entsor6;0;5;0;;0;0;;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:32";="590781662";2;nbmulti;0;6;0;;0;0;;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:32";="590781662";3;eff;1988;1;1791;10.999441653;1436;1303;10.207214121;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:32";="590781662";3;typA;12;2;16;-25;7;10;-30;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:32";="590781662";3;entsor7;10;4;6;66.666666667;7;4;75;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:32";="590781662";3;entsor6;3;5;7;-57.14285714;2;5;-60;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:32";="590781662";3;nbmulti;456;6;435;4.8275862069;319;291;9.6219931271;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 15:04:18";="590781621";1;eff;3114;1;2814;10.66098081;2330;2061;13.051916545;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:18";="590781621";1;typA;9;2;16;-43.75;6;12;-50;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:18";="590781621";1;entsor7;0;4;0;;0;0;;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:18";="590781621";1;entsor6;0;5;0;;0;0;;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:18";="590781621";1;nbmulti;20;6;16;25;13;13;0;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:18";="590781621";2;eff;25;1;0;;25;;;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:18";="590781621";2;typA;0;2;0;;0;;;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:18";="590781621";2;entsor7;0;4;0;;0;;;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:18";="590781621";2;entsor6;0;5;0;;0;;;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:18";="590781621";2;nbmulti;0;6;0;;0;;;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:18";="590781621";3;eff;1243;1;1297;-4.163454125;891;888;0.3378378378;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:18";="590781621";3;typA;80;2;56;42.857142857;60;44;36.363636364;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:18";="590781621";3;entsor7;10;4;12;-16.66666667;7;6;16.666666667;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:18";="590781621";3;entsor6;3;5;2;50;1;1;0;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:18";="590781621";3;nbmulti;586;6;596;-1.677852349;422;431;-2.088167053;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:19:10";="590052056";1;eff;6375;1;5988;6.4629258517;4551;4305;5.7142857143;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:10";="590052056";1;typA;0;2;0;;0;0;;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:10";="590052056";1;entsor7;0;4;1;-100;0;1;-100;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:10";="590052056";1;entsor6;0;5;0;;0;0;;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:10";="590052056";1;nbmulti;2;6;5;-60;1;1;0;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:10";="590052056";2;eff;1972;1;1805;9.2520775623;1409;1345;4.7583643123;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:10";="590052056";2;typA;0;2;0;;0;0;;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:10";="590052056";2;entsor7;0;4;0;;0;0;;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:10";="590052056";2;entsor6;0;5;0;;0;0;;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:10";="590052056";2;nbmulti;0;6;0;;0;0;;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:10";="590052056";3;eff;1594;1;1658;-3.860072376;1146;1194;-4.020100503;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:10";="590052056";3;typA;2;2;14;-85.71428571;2;14;-85.71428571;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:10";="590052056";3;entsor7;4;4;5;-20;3;4;-25;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:10";="590052056";3;entsor6;0;5;0;;0;0;;2023.7;X590052056;30AUG23;15:19:03
