"champ";"statut";"annee";"periode";"date du resultat";"ipe";typ9a;_NAME_;col1;ordre;colb1;colc1;cold1;cole1;colf1;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/29 09:24:15";="020000055";1;entsor6;0;5;0;;0;0;;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:15";="020000055";1;nbmulti;0;6;0;;0;0;;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:15";="020000055";3;eff;253;1;137;84.671532847;181;97;86.597938144;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:15";="020000055";3;typA;76;2;35;117.14285714;56;22;154.54545455;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:15";="020000055";3;entsor7;7;4;1;600;5;0;;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:15";="020000055";3;entsor6;21;5;16;31.25;15;14;7.1428571429;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:15";="020000055";3;nbmulti;0;6;0;;0;0;;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:28:20";="590782652";1;eff;5158;1;4531;13.838004855;3744;3275;14.320610687;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:20";="590782652";1;typA;1;2;0;;1;0;;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:20";="590782652";1;entsor7;2;4;0;;1;0;;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:20";="590782652";1;entsor6;2;5;5;-60;1;5;-80;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:20";="590782652";1;nbmulti;2;6;0;;2;0;;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:20";="590782652";2;eff;1077;1;1082;-0.462107209;769;788;-2.411167513;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:20";="590782652";2;typA;0;2;0;;0;0;;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:20";="590782652";2;entsor7;0;4;0;;0;0;;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:20";="590782652";2;entsor6;0;5;1;-100;0;1;-100;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:20";="590782652";2;nbmulti;0;6;0;;0;0;;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:20";="590782652";3;eff;2354;1;2348;0.2555366269;1733;1665;4.0840840841;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:20";="590782652";3;typA;4;2;14;-71.42857143;3;4;-25;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:20";="590782652";3;entsor7;6;4;7;-14.28571429;5;5;0;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:20";="590782652";3;entsor6;2;5;7;-71.42857143;2;4;-50;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:20";="590782652";3;nbmulti;16;6;10;60;11;5;120;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:48:36";="590780052";1;eff;938;1;799;17.396745932;662;633;4.5813586098;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:48:36";="590780052";1;typA;2;2;0;;2;0;;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:48:36";="590780052";1;entsor7;0;4;0;;0;0;;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:48:36";="590780052";1;entsor6;1;5;4;-75;1;3;-66.66666667;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:48:36";="590780052";1;nbmulti;0;6;0;;0;0;;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:48:36";="590780052";3;eff;361;1;319;13.166144201;263;235;11.914893617;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:48:36";="590780052";3;typA;63;2;37;70.27027027;40;26;53.846153846;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:48:36";="590780052";3;entsor7;3;4;5;-40;2;4;-50;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:48:36";="590780052";3;entsor6;5;5;5;0;4;5;-20;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:48:36";="590780052";3;nbmulti;0;6;0;;0;0;;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 10:19:18";="600100648";1;eff;2099;1;2104;-0.237642586;1424;1546;-7.891332471;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:18";="600100648";1;typA;0;2;0;;0;0;;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:18";="600100648";1;entsor7;0;4;0;;0;0;;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:18";="600100648";1;entsor6;0;5;0;;0;0;;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:18";="600100648";1;nbmulti;37;6;34;8.8235294118;26;24;8.3333333333;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:18";="600100648";2;eff;188;1;152;23.684210526;127;109;16.513761468;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:18";="600100648";2;typA;0;2;0;;0;0;;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:18";="600100648";2;entsor7;0;4;0;;0;0;;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:18";="600100648";2;entsor6;0;5;0;;0;0;;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:18";="600100648";2;nbmulti;0;6;0;;0;0;;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:18";="600100648";3;eff;1160;1;1287;-9.867909868;836;950;-12;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:18";="600100648";3;typA;2;2;3;-33.33333333;2;2;0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:18";="600100648";3;entsor7;6;4;3;100;5;2;150;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:18";="600100648";3;entsor6;2;5;1;100;2;1;100;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:18";="600100648";3;nbmulti;335;6;467;-28.26552463;245;354;-30.79096045;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 13:05:09";="620000026";1;eff;3940;1;3226;22.13267204;2881;2291;25.752946312;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:09";="620000026";1;typA;0;2;0;;0;0;;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:09";="620000026";1;entsor7;32;4;18;77.777777778;30;14;114.28571429;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:09";="620000026";1;entsor6;17;5;54;-68.51851852;9;36;-75;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:09";="620000026";1;nbmulti;1;6;0;;1;0;;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:09";="620000026";2;eff;1103;1;999;10.41041041;792;729;8.6419753086;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:09";="620000026";2;typA;0;2;0;;0;0;;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:09";="620000026";2;entsor7;8;4;4;100;4;3;33.333333333;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:09";="620000026";2;entsor6;0;5;0;;0;0;;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:09";="620000026";2;nbmulti;0;6;0;;0;0;;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:09";="620000026";3;eff;2099;1;2247;-6.586559858;1490;1616;-7.797029703;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:09";="620000026";3;typA;1;2;0;;1;0;;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:09";="620000026";3;entsor7;129;4;135;-4.444444444;86;104;-17.30769231;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:09";="620000026";3;entsor6;59;5;80;-26.25;47;59;-20.33898305;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:09";="620000026";3;nbmulti;34;6;33;3.0303030303;26;19;36.842105263;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 14:21:04";="620003350";1;eff;1931;1;1870;3.2620320856;1427;1369;4.2366691015;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:04";="620003350";1;typA;0;2;0;;0;0;;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:04";="620003350";1;entsor7;10;4;4;150;4;3;33.333333333;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:04";="620003350";1;entsor6;5;5;3;66.666666667;4;2;100;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:04";="620003350";1;nbmulti;4;6;8;-50;2;6;-66.66666667;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:04";="620003350";2;eff;146;1;85;71.764705882;101;61;65.573770492;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:04";="620003350";2;typA;0;2;0;;0;0;;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:04";="620003350";2;entsor7;8;4;1;700;5;0;;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:04";="620003350";2;entsor6;25;5;4;525;22;4;450;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:04";="620003350";2;nbmulti;0;6;0;;0;0;;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:04";="620003350";3;eff;1381;1;1540;-10.32467532;923;1095;-15.70776256;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:04";="620003350";3;typA;14;2;31;-54.83870968;8;24;-66.66666667;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:04";="620003350";3;entsor7;25;4;21;19.047619048;14;18;-22.22222222;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:04";="620003350";3;entsor6;21;5;33;-36.36363636;11;26;-57.69230769;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:04";="620003350";3;nbmulti;408;6;498;-18.07228916;258;347;-25.64841499;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:23:07";="590000600";1;eff;222;1;225;-1.333333333;157;164;-4.268292683;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:07";="590000600";1;typA;0;2;0;;0;0;;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:07";="590000600";1;entsor7;2;4;0;;1;0;;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:07";="590000600";1;entsor6;1;5;1;0;1;1;0;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:07";="590000600";1;nbmulti;0;6;0;;0;0;;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:07";="590000600";2;eff;50;1;97;-48.45360825;45;75;-40;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:07";="590000600";2;typA;0;2;0;;0;0;;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:07";="590000600";2;entsor7;0;4;0;;0;0;;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:07";="590000600";2;entsor6;0;5;2;-100;0;1;-100;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:07";="590000600";2;nbmulti;0;6;0;;0;0;;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:07";="590000600";3;eff;700;1;715;-2.097902098;491;516;-4.84496124;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:07";="590000600";3;typA;1;2;0;;1;0;;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:07";="590000600";3;entsor7;32;4;38;-15.78947368;23;30;-23.33333333;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:07";="590000600";3;entsor6;13;5;8;62.5;9;6;50;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:07";="590000600";3;nbmulti;0;6;26;-100;0;12;-100;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:24:40";="620025346";1;eff;5367;1;5508;-2.559912854;3686;4029;-8.513278729;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:40";="620025346";1;typA;0;2;1;-100;0;1;-100;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:40";="620025346";1;entsor7;7;4;7;0;5;6;-16.66666667;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:40";="620025346";1;entsor6;2;5;1;100;1;1;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:40";="620025346";1;nbmulti;56;6;101;-44.55445545;18;82;-78.04878049;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:40";="620025346";2;eff;596;1;593;0.5059021922;423;453;-6.622516556;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:40";="620025346";2;typA;0;2;0;;0;0;;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:40";="620025346";2;entsor7;0;4;0;;0;0;;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:40";="620025346";2;entsor6;0;5;0;;0;0;;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:40";="620025346";2;nbmulti;0;6;0;;0;0;;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:40";="620025346";3;eff;3456;1;4309;-19.79577628;2323;3040;-23.58552632;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:40";="620025346";3;typA;28;2;34;-17.64705882;18;31;-41.93548387;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:40";="620025346";3;entsor7;23;4;49;-53.06122449;16;32;-50;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:40";="620025346";3;entsor6;5;5;2;150;3;2;50;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:40";="620025346";3;nbmulti;803;6;1406;-42.88762447;447;1003;-55.4336989;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:40:12";="590001749";1;eff;1381;1;1195;15.564853556;991;859;15.366705471;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:12";="590001749";1;typA;4;2;0;;4;0;;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:12";="590001749";1;entsor7;1;4;0;;0;0;;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:12";="590001749";1;entsor6;0;5;0;;0;0;;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:12";="590001749";1;nbmulti;14;6;12;16.666666667;13;11;18.181818182;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:12";="590001749";2;eff;640;1;637;0.4709576138;462;465;-0.64516129;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:12";="590001749";2;typA;0;2;0;;0;0;;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:12";="590001749";2;entsor7;0;4;0;;0;0;;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:12";="590001749";2;entsor6;0;5;0;;0;0;;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:12";="590001749";2;nbmulti;0;6;0;;0;0;;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:12";="590001749";3;eff;1117;1;1139;-1.931518876;799;819;-2.442002442;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:12";="590001749";3;typA;9;2;10;-10;7;6;16.666666667;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:12";="590001749";3;entsor7;8;4;8;0;7;5;40;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:12";="590001749";3;entsor6;6;5;3;100;6;2;200;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:12";="590001749";3;nbmulti;45;6;86;-47.6744186;35;51;-31.37254902;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:46:23";="590781670";1;eff;214;1;220;-2.727272727;155;180;-13.88888889;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:23";="590781670";1;typA;0;2;0;;0;0;;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:23";="590781670";1;entsor7;3;4;1;200;2;0;;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:23";="590781670";1;entsor6;4;5;6;-33.33333333;1;4;-75;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:23";="590781670";1;nbmulti;0;6;0;;0;0;;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:23";="590781670";2;eff;161;1;137;17.518248175;126;109;15.596330275;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:23";="590781670";2;typA;0;2;0;;0;0;;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:23";="590781670";2;entsor7;0;4;0;;0;0;;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:23";="590781670";2;entsor6;0;5;0;;0;0;;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:23";="590781670";2;nbmulti;0;6;0;;0;0;;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:23";="590781670";3;eff;724;1;716;1.1173184358;510;528;-3.409090909;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:23";="590781670";3;typA;65;2;62;4.8387096774;47;42;11.904761905;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:23";="590781670";3;entsor7;19;4;6;216.66666667;17;4;325;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:23";="590781670";3;entsor6;5;5;4;25;4;3;33.333333333;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:23";="590781670";3;nbmulti;10;6;21;-52.38095238;4;10;-60;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:50:26";="020000261";1;eff;4841;1;4751;1.8943380341;3444;3516;-2.04778157;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:26";="020000261";1;typA;161;2;144;11.805555556;120;104;15.384615385;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:26";="020000261";1;entsor7;4;4;3;33.333333333;2;3;-33.33333333;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:26";="020000261";1;entsor6;1;5;0;;0;0;;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:26";="020000261";1;nbmulti;84;6;59;42.372881356;64;44;45.454545455;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:26";="020000261";2;eff;12541;1;12340;1.6288492707;9037;8959;0.8706328831;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:26";="020000261";2;typA;0;2;0;;0;0;;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:26";="020000261";2;entsor7;0;4;0;;0;0;;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:26";="020000261";2;entsor6;0;5;0;;0;0;;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:26";="020000261";2;nbmulti;0;6;0;;0;0;;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:26";="020000261";3;eff;6710;1;6565;2.2086824067;4835;4801;0.7081857946;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:26";="020000261";3;typA;39;2;23;69.565217391;30;19;57.894736842;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:26";="020000261";3;entsor7;122;4;62;96.774193548;88;42;109.52380952;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:26";="020000261";3;entsor6;0;5;1;-100;0;1;-100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:26";="020000261";3;nbmulti;1325;6;1219;8.6956521739;924;892;3.5874439462;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 16:13:20";="620100651";1;eff;12146;1;11828;2.6885356781;8775;8743;0.3660070914;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:20";="620100651";1;typA;1;2;17;-94.11764706;0;1;-100;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:20";="620100651";1;entsor7;13;4;20;-35;9;16;-43.75;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:20";="620100651";1;entsor6;35;5;41;-14.63414634;26;36;-27.77777778;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:20";="620100651";1;nbmulti;836;6;697;19.942611191;590;529;11.531190926;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:20";="620100651";2;eff;9875;1;10028;-1.525727962;6948;7201;-3.513400917;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:20";="620100651";2;typA;0;2;0;;0;0;;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:20";="620100651";2;entsor7;0;4;0;;0;0;;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:20";="620100651";2;entsor6;0;5;0;;0;0;;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:20";="620100651";2;nbmulti;0;6;0;;0;0;;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:20";="620100651";3;eff;7548;1;7109;6.1752707835;5410;5179;4.4603205252;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:20";="620100651";3;typA;37;2;47;-21.27659574;28;33;-15.15151515;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:20";="620100651";3;entsor7;119;4;127;-6.299212598;77;77;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:20";="620100651";3;entsor6;15;5;19;-21.05263158;9;10;-10;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:20";="620100651";3;nbmulti;3832;6;3632;5.5066079295;2768;2635;5.0474383302;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:39:53";="620027839";1;eff;19;1;23;-17.39130435;16;13;23.076923077;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:39:53";="620027839";1;typA;0;2;0;;0;0;;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:39:53";="620027839";1;entsor7;0;4;0;;0;0;;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:39:53";="620027839";1;entsor6;0;5;0;;0;0;;2023.7;X620027839;29AUG23;16:39:44
