"champ";"statut";"annee";"periode";"date du resultat";"ipe";lib;valo;eff;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/29 09:29:38";="590782652";Dont Séjours valorisés avec forfait innovation I14;I14;0;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:38";="590782652";Dont Séjours valorisés avec forfait innovation I16;I16;0;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:49:13";="590780052";Séjours avec n° innovation rempli;----;0;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:49:13";="590780052";Séjours valorisés avec n° innovation rempli;----;0;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:49:13";="590780052";Dont Séjours valorisés avec n° innovation erroné;GHS;0;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:49:13";="590780052";Dont Séjours valorisés avec n° innovation ne donnant pas droit à un forfait innovation;GHS;0;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:49:13";="590780052";Séjours valorisés avec n° innovation donnant droit à un forfait innovation;----;0;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:49:13";="590780052";Dont Séjours valorisés ne remplissant pas les critères d'obtention du forfait innovation (âge et/ou actes);GHS;0;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:49:13";="590780052";Dont Séjours valorisés avec Finess ne participant à l'étude;GHS;0;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:49:13";="590780052";Dont Séjours valorisés avec forfait innovation I01;I01;0;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:49:13";="590780052";Dont Séjours valorisés avec forfait innovation I02;I02;0;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:49:13";="590780052";Dont Séjours valorisés avec forfait innovation I03;I03;0;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:49:13";="590780052";Dont Séjours valorisés avec forfait innovation I04;I04;0;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:49:13";="590780052";Dont Séjours valorisés avec forfait innovation I05;I05;0;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:49:13";="590780052";Dont Séjours valorisés avec forfait innovation I061;I061;0;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:49:13";="590780052";Dont Séjours valorisés avec forfait innovation I062;I062;0;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:49:13";="590780052";Dont Séjours valorisés avec forfait innovation I07;I07;0;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:49:13";="590780052";Dont Séjours valorisés avec forfait innovation I08;I08;0;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:49:13";="590780052";Dont Séjours valorisés avec forfait innovation I09;I09;0;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:49:13";="590780052";Dont Séjours valorisés avec forfait innovation I10;I10;0;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:49:13";="590780052";Dont Séjours valorisés avec forfait innovation I11;I11;0;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:49:13";="590780052";Dont Séjours valorisés avec forfait innovation I12;I12;0;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:49:13";="590780052";Dont Séjours valorisés avec forfait innovation I13;I13;0;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:49:13";="590780052";Dont Séjours valorisés avec forfait innovation I14;I14;0;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:49:13";="590780052";Dont Séjours valorisés avec forfait innovation I16;I16;0;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 10:20:14";="600100648";Séjours avec n° innovation rempli;----;0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:14";="600100648";Séjours valorisés avec n° innovation rempli;----;0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:14";="600100648";Dont Séjours valorisés avec n° innovation erroné;GHS;0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:14";="600100648";Dont Séjours valorisés avec n° innovation ne donnant pas droit à un forfait innovation;GHS;0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:14";="600100648";Séjours valorisés avec n° innovation donnant droit à un forfait innovation;----;0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:14";="600100648";Dont Séjours valorisés ne remplissant pas les critères d'obtention du forfait innovation (âge et/ou actes);GHS;0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:14";="600100648";Dont Séjours valorisés avec Finess ne participant à l'étude;GHS;0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:14";="600100648";Dont Séjours valorisés avec forfait innovation I01;I01;0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:14";="600100648";Dont Séjours valorisés avec forfait innovation I02;I02;0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:14";="600100648";Dont Séjours valorisés avec forfait innovation I03;I03;0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:14";="600100648";Dont Séjours valorisés avec forfait innovation I04;I04;0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:14";="600100648";Dont Séjours valorisés avec forfait innovation I05;I05;0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:14";="600100648";Dont Séjours valorisés avec forfait innovation I061;I061;0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:14";="600100648";Dont Séjours valorisés avec forfait innovation I062;I062;0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:14";="600100648";Dont Séjours valorisés avec forfait innovation I07;I07;0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:14";="600100648";Dont Séjours valorisés avec forfait innovation I08;I08;0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:14";="600100648";Dont Séjours valorisés avec forfait innovation I09;I09;0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:14";="600100648";Dont Séjours valorisés avec forfait innovation I10;I10;0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:14";="600100648";Dont Séjours valorisés avec forfait innovation I11;I11;0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:14";="600100648";Dont Séjours valorisés avec forfait innovation I12;I12;0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:14";="600100648";Dont Séjours valorisés avec forfait innovation I13;I13;0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:14";="600100648";Dont Séjours valorisés avec forfait innovation I14;I14;0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:14";="600100648";Dont Séjours valorisés avec forfait innovation I16;I16;0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 13:05:57";="620000026";Séjours avec n° innovation rempli;----;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:57";="620000026";Séjours valorisés avec n° innovation rempli;----;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:57";="620000026";Dont Séjours valorisés avec n° innovation erroné;GHS;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:57";="620000026";Dont Séjours valorisés avec n° innovation ne donnant pas droit à un forfait innovation;GHS;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:57";="620000026";Séjours valorisés avec n° innovation donnant droit à un forfait innovation;----;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:57";="620000026";Dont Séjours valorisés ne remplissant pas les critères d'obtention du forfait innovation (âge et/ou actes);GHS;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:57";="620000026";Dont Séjours valorisés avec Finess ne participant à l'étude;GHS;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:57";="620000026";Dont Séjours valorisés avec forfait innovation I01;I01;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:57";="620000026";Dont Séjours valorisés avec forfait innovation I02;I02;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:57";="620000026";Dont Séjours valorisés avec forfait innovation I03;I03;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:57";="620000026";Dont Séjours valorisés avec forfait innovation I04;I04;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:57";="620000026";Dont Séjours valorisés avec forfait innovation I05;I05;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:57";="620000026";Dont Séjours valorisés avec forfait innovation I061;I061;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:57";="620000026";Dont Séjours valorisés avec forfait innovation I062;I062;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:57";="620000026";Dont Séjours valorisés avec forfait innovation I07;I07;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:57";="620000026";Dont Séjours valorisés avec forfait innovation I08;I08;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:57";="620000026";Dont Séjours valorisés avec forfait innovation I09;I09;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:57";="620000026";Dont Séjours valorisés avec forfait innovation I10;I10;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:57";="620000026";Dont Séjours valorisés avec forfait innovation I11;I11;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:57";="620000026";Dont Séjours valorisés avec forfait innovation I12;I12;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:57";="620000026";Dont Séjours valorisés avec forfait innovation I13;I13;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:57";="620000026";Dont Séjours valorisés avec forfait innovation I14;I14;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:57";="620000026";Dont Séjours valorisés avec forfait innovation I16;I16;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:23:42";="590065223";Séjours avec n° innovation rempli;----;0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:42";="590065223";Séjours valorisés avec n° innovation rempli;----;0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:42";="590065223";Dont Séjours valorisés avec n° innovation erroné;GHS;0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:42";="590065223";Dont Séjours valorisés avec n° innovation ne donnant pas droit à un forfait innovation;GHS;0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:42";="590065223";Séjours valorisés avec n° innovation donnant droit à un forfait innovation;----;0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:42";="590065223";Dont Séjours valorisés ne remplissant pas les critères d'obtention du forfait innovation (âge et/ou actes);GHS;0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:42";="590065223";Dont Séjours valorisés avec Finess ne participant à l'étude;GHS;0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:42";="590065223";Dont Séjours valorisés avec forfait innovation I01;I01;0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:42";="590065223";Dont Séjours valorisés avec forfait innovation I02;I02;0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:42";="590065223";Dont Séjours valorisés avec forfait innovation I03;I03;0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:42";="590065223";Dont Séjours valorisés avec forfait innovation I04;I04;0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:42";="590065223";Dont Séjours valorisés avec forfait innovation I05;I05;0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:42";="590065223";Dont Séjours valorisés avec forfait innovation I061;I061;0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:42";="590065223";Dont Séjours valorisés avec forfait innovation I062;I062;0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:42";="590065223";Dont Séjours valorisés avec forfait innovation I07;I07;0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:42";="590065223";Dont Séjours valorisés avec forfait innovation I08;I08;0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:42";="590065223";Dont Séjours valorisés avec forfait innovation I09;I09;0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:42";="590065223";Dont Séjours valorisés avec forfait innovation I10;I10;0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:42";="590065223";Dont Séjours valorisés avec forfait innovation I11;I11;0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:42";="590065223";Dont Séjours valorisés avec forfait innovation I12;I12;0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:42";="590065223";Dont Séjours valorisés avec forfait innovation I13;I13;0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:42";="590065223";Dont Séjours valorisés avec forfait innovation I14;I14;0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:42";="590065223";Dont Séjours valorisés avec forfait innovation I16;I16;0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 14:21:56";="620003350";Séjours avec n° innovation rempli;----;0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:56";="620003350";Séjours valorisés avec n° innovation rempli;----;0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:56";="620003350";Dont Séjours valorisés avec n° innovation erroné;GHS;0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:56";="620003350";Dont Séjours valorisés avec n° innovation ne donnant pas droit à un forfait innovation;GHS;0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:56";="620003350";Séjours valorisés avec n° innovation donnant droit à un forfait innovation;----;0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:56";="620003350";Dont Séjours valorisés ne remplissant pas les critères d'obtention du forfait innovation (âge et/ou actes);GHS;0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:56";="620003350";Dont Séjours valorisés avec Finess ne participant à l'étude;GHS;0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:56";="620003350";Dont Séjours valorisés avec forfait innovation I01;I01;0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:56";="620003350";Dont Séjours valorisés avec forfait innovation I02;I02;0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:56";="620003350";Dont Séjours valorisés avec forfait innovation I03;I03;0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:56";="620003350";Dont Séjours valorisés avec forfait innovation I04;I04;0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:56";="620003350";Dont Séjours valorisés avec forfait innovation I05;I05;0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:56";="620003350";Dont Séjours valorisés avec forfait innovation I061;I061;0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:56";="620003350";Dont Séjours valorisés avec forfait innovation I062;I062;0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:56";="620003350";Dont Séjours valorisés avec forfait innovation I07;I07;0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:56";="620003350";Dont Séjours valorisés avec forfait innovation I08;I08;0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:56";="620003350";Dont Séjours valorisés avec forfait innovation I09;I09;0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:56";="620003350";Dont Séjours valorisés avec forfait innovation I10;I10;0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:56";="620003350";Dont Séjours valorisés avec forfait innovation I11;I11;0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:56";="620003350";Dont Séjours valorisés avec forfait innovation I12;I12;0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:56";="620003350";Dont Séjours valorisés avec forfait innovation I13;I13;0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:56";="620003350";Dont Séjours valorisés avec forfait innovation I14;I14;0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:56";="620003350";Dont Séjours valorisés avec forfait innovation I16;I16;0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:23:47";="590000600";Séjours avec n° innovation rempli;----;0;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:47";="590000600";Séjours valorisés avec n° innovation rempli;----;0;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:47";="590000600";Dont Séjours valorisés avec n° innovation erroné;GHS;0;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:47";="590000600";Dont Séjours valorisés avec n° innovation ne donnant pas droit à un forfait innovation;GHS;0;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:47";="590000600";Séjours valorisés avec n° innovation donnant droit à un forfait innovation;----;0;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:47";="590000600";Dont Séjours valorisés ne remplissant pas les critères d'obtention du forfait innovation (âge et/ou actes);GHS;0;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:47";="590000600";Dont Séjours valorisés avec Finess ne participant à l'étude;GHS;0;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:47";="590000600";Dont Séjours valorisés avec forfait innovation I01;I01;0;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:47";="590000600";Dont Séjours valorisés avec forfait innovation I02;I02;0;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:47";="590000600";Dont Séjours valorisés avec forfait innovation I03;I03;0;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:47";="590000600";Dont Séjours valorisés avec forfait innovation I04;I04;0;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:47";="590000600";Dont Séjours valorisés avec forfait innovation I05;I05;0;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:47";="590000600";Dont Séjours valorisés avec forfait innovation I061;I061;0;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:47";="590000600";Dont Séjours valorisés avec forfait innovation I062;I062;0;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:47";="590000600";Dont Séjours valorisés avec forfait innovation I07;I07;0;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:47";="590000600";Dont Séjours valorisés avec forfait innovation I08;I08;0;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:47";="590000600";Dont Séjours valorisés avec forfait innovation I09;I09;0;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:47";="590000600";Dont Séjours valorisés avec forfait innovation I10;I10;0;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:47";="590000600";Dont Séjours valorisés avec forfait innovation I11;I11;0;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:47";="590000600";Dont Séjours valorisés avec forfait innovation I12;I12;0;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:47";="590000600";Dont Séjours valorisés avec forfait innovation I13;I13;0;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:47";="590000600";Dont Séjours valorisés avec forfait innovation I14;I14;0;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:47";="590000600";Dont Séjours valorisés avec forfait innovation I16;I16;0;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:25:28";="620025346";Séjours avec n° innovation rempli;----;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:28";="620025346";Séjours valorisés avec n° innovation rempli;----;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:28";="620025346";Dont Séjours valorisés avec n° innovation erroné;GHS;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:28";="620025346";Dont Séjours valorisés avec n° innovation ne donnant pas droit à un forfait innovation;GHS;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:28";="620025346";Séjours valorisés avec n° innovation donnant droit à un forfait innovation;----;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:28";="620025346";Dont Séjours valorisés ne remplissant pas les critères d'obtention du forfait innovation (âge et/ou actes);GHS;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:28";="620025346";Dont Séjours valorisés avec Finess ne participant à l'étude;GHS;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:28";="620025346";Dont Séjours valorisés avec forfait innovation I01;I01;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:28";="620025346";Dont Séjours valorisés avec forfait innovation I02;I02;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:28";="620025346";Dont Séjours valorisés avec forfait innovation I03;I03;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:28";="620025346";Dont Séjours valorisés avec forfait innovation I04;I04;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:28";="620025346";Dont Séjours valorisés avec forfait innovation I05;I05;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:28";="620025346";Dont Séjours valorisés avec forfait innovation I061;I061;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:28";="620025346";Dont Séjours valorisés avec forfait innovation I062;I062;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:28";="620025346";Dont Séjours valorisés avec forfait innovation I07;I07;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:28";="620025346";Dont Séjours valorisés avec forfait innovation I08;I08;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:28";="620025346";Dont Séjours valorisés avec forfait innovation I09;I09;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:28";="620025346";Dont Séjours valorisés avec forfait innovation I10;I10;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:28";="620025346";Dont Séjours valorisés avec forfait innovation I11;I11;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:28";="620025346";Dont Séjours valorisés avec forfait innovation I12;I12;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:28";="620025346";Dont Séjours valorisés avec forfait innovation I13;I13;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:28";="620025346";Dont Séjours valorisés avec forfait innovation I14;I14;0;2023.7;X620025346;29AUG23;14:24:34
