"champ";"statut";"annee";"periode";"date du resultat";"ipe";code13;code;code1;indication;nombre;nb_nonval;nombre_i0;nb_nonvalhp;nombre_et2;nombre_pbind;nb_val;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/29 14:25:34";="620025346";3400893946152;9394615;9394615;I000379;8;0;0;0;0;0;8;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:34";="620025346";3400894020592;9402059;9402059;I000103;12;0;0;0;0;0;12;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:34";="620025346";3400894020592;9402059;9402059;I000104;1;0;0;0;0;0;1;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:34";="620025346";3400894020592;9402059;9402059;I000530;5;0;0;0;0;0;5;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:34";="620025346";3400894250203;9425020;9425020;I000335;4;0;0;0;0;0;4;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:34";="620025346";3400894388968;9438896;9438896;I000287;52;5;0;0;0;0;47;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:34";="620025346";3400894388968;9438896;9438896;I000290;63;0;0;0;0;0;63;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:41:04";="590001749";3400893126523;9312652;9312652;I000277;1;0;0;0;0;0;1;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:41:04";="590001749";3400893126691;9312669;9312669;I000277;1;0;0;0;0;0;1;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:41:04";="590001749";3400893126691;9312669;9312669;I000278;2;0;0;0;0;0;2;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:41:04";="590001749";3400893126752;9312675;9312675;I000277;1;0;0;0;0;0;1;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:41:04";="590001749";3400893126752;9312675;9312675;I000278;2;0;0;0;0;0;2;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:41:04";="590001749";3400893951125;9395112;9395112;I000277;1;0;0;0;0;0;1;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:41:04";="590001749";3400894020592;9402059;9402059;I000103;103;0;0;0;0;0;103;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:41:04";="590001749";3400894020592;9402059;9402059;I000104;20;0;0;0;0;0;20;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:41:04";="590001749";3400894023036;9402303;9402303;I000287;625;0;0;0;0;0;625;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:41:04";="590001749";3400894023036;9402303;9402303;I000290;268;0;0;0;0;0;268;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:41:04";="590001749";3400894250203;9425020;9425020;I000335;8;0;0;0;0;0;8;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400890002677;9000267;9000267;I000051;4;0;0;0;0;0;4;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400890006576;9000657;9000657;I000465;52;0;0;0;0;0;52;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400890006576;9000657;9000657;I000535;9;0;0;0;0;0;9;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400890007351;9000735;9000735;I000203;19.3;0;0;0;0;0;19.3;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400890009898;9000989;9000989;I000012;27.6;0;0;0;0;0;27.6;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400890009898;9000989;9000989;I999999;24.6;0;0;0;0;0;24.6;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400890010801;9001080;9001080;I999999;2;0;0;0;0;0;2;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400890010818;9001081;9001081;I999999;35;0;0;0;0;0;35;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400890011204;9001120;9001120;I000029;160.852;0;0;0;0;0;160.852;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400890011204;9001120;9001120;I000031;118.075;1.563;0;0;0;0;116.512;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400890011204;9001120;9001120;I999999;30.503;0;0;0;0;0;30.503;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400890012997;9001299;9001299;I000355;14;0;0;0;0;0;14;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400890023627;9002362;9002362;I000048;2.4;0;0;0;0;0;2.4;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400891828306;9182830;9182830;I000340;2;0;0;0;0;0;2;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400891828306;9182830;9182830;I000342;25;0;0;0;0;0;25;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400891828535;9182853;9182853;I000342;2;0;0;0;0;0;2;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400892137377;9213737;9213737;I000287;133;0;0;0;0;0;133;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400892137377;9213737;9213737;I000289;6;0;0;0;0;0;6;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400892137377;9213737;9213737;I000290;20;0;0;0;0;0;20;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400892137377;9213737;9213737;I000292;37;0;0;0;0;0;37;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400892600109;9260010;9260010;I000363;2;0;0;0;0;0;2;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400892600109;9260010;9260010;I999999;2;0;0;0;0;0;2;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400892717982;9271798;9271798;I000262;63;0;0;0;0;0;63;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400892717982;9271798;9271798;I000263;11;0;0;0;0;0;11;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400892717982;9271798;9271798;I999999;28;0;0;0;0;0;28;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400892747620;9274762;9274762;I000372;42;0;0;0;0;0;42;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400893001813;9300181;9300181;I000268;109;0;0;0;0;0;109;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400893011119;9301111;9301111;I000105;29.99;0;0;0;0;0;29.99;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400893071779;9307177;9307177;I000402;28;1.8;0;0;0;0;26.2;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400893126523;9312652;9312652;I000272;10;0;0;0;0;0;10;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400893126523;9312652;9312652;I000273;5;0;0;0;0;0;5;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400893126691;9312669;9312669;I000272;8;0;0;0;0;0;8;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400893126691;9312669;9312669;I000273;35;0;0;0;0;0;35;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400893126691;9312669;9312669;I000280;7;0;0;0;0;0;7;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400893126752;9312675;9312675;I000273;10;0;0;0;0;0;10;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400893126752;9312675;9312675;I000280;7;0;0;0;0;0;7;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400893318799;9331879;9331879;I000310;28;0;0;0;0;0;28;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400893318850;9331885;9331885;I000310;44;0;0;0;0;0;44;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400893318911;9331891;9331891;I000310;68;0;0;0;0;0;68;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400893326206;9332620;9332620;I000076;16;0;0;0;0;0;16;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400893326206;9332620;9332620;I000077;5;0;0;0;0;0;5;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400893326206;9332620;9332620;I000078;4;0;0;0;0;0;4;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400893326206;9332620;9332620;I999999;4;0;0;0;0;0;4;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400893475676;9347567;9347567;0045100;1;0;0;0;0;1;0;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400893475676;9347567;9347567;I000072;2;0;0;0;0;0;2;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400893475676;9347567;9347567;I000418;6;0;0;0;0;0;6;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400893475676;9347567;9347567;I000475;1;0;0;0;0;0;1;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400893475966;9347596;9347596;I000418;10;0;0;0;0;0;10;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400893475966;9347596;9347596;I000475;2;0;0;0;0;0;2;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400893476048;9347604;9347604;I000070;28;0;0;0;0;0;28;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400893476048;9347604;9347604;I000072;1;0;0;0;0;0;1;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400893476048;9347604;9347604;I000073;1;0;0;0;0;0;1;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400893476048;9347604;9347604;I000074;2;0;0;0;0;0;2;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400893476048;9347604;9347604;I000418;20;0;0;0;0;0;20;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400893476048;9347604;9347604;I000475;4;0;0;0;0;0;4;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400893476048;9347604;9347604;I999999;5;0;0;0;0;0;5;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400893476109;9347610;9347610;I000418;2;0;0;0;0;0;2;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400893539873;9353987;9353987;I999999;12.375;0;0;0;0;0;12.375;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400893689547;9368954;9368954;I000154;6;0;0;0;0;0;6;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400893740675;9374067;9374067;I000494;0.8;0;0;0;0;0;0.8;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400893740675;9374067;9374067;I000582;0.4;0;0;0;0;0;0.4;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400893897553;9389755;9389755;I000248;1;0;0;0;0;0;1;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400893913444;9391344;9391344;I000006;12;0;0;0;0;0;12;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400893951064;9395106;9395106;I999999;2;0;0;0;0;0;2;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894000372;9400037;9400037;I000160;9;0;0;0;0;0;9;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894000433;9400043;9400043;I000204;16;0;0;0;0;0;16;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894000433;9400043;9400043;I000506;8;0;0;0;0;0;8;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894000662;9400066;9400066;I000204;28;0;0;0;0;0;28;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894000662;9400066;9400066;I000506;12;0;0;0;0;0;12;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894020592;9402059;9402059;I000103;4;0;0;0;0;0;4;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894020592;9402059;9402059;I000104;23;0;0;0;0;0;23;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894020592;9402059;9402059;I000530;15;0;0;0;0;0;15;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894023036;9402303;9402303;I000284;75;0;0;0;0;0;75;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894023036;9402303;9402303;I000287;321;0;0;0;0;0;321;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894023036;9402303;9402303;I000289;6;0;0;0;0;0;6;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894023036;9402303;9402303;I000290;69;0;0;0;0;0;69;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894023036;9402303;9402303;I000291;12;0;0;0;0;0;12;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894023036;9402303;9402303;I000292;59;0;0;0;0;0;59;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894023036;9402303;9402303;I000293;24;0;0;0;0;0;24;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894036913;9403691;9403691;I000228;7;0;0;0;0;0;7;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894036913;9403691;9403691;I000229;8;0;0;0;0;0;8;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894178712;9417871;9417871;I000465;26.45;0;0;0;0;0;26.45;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894179832;9417983;9417983;I000512;11;0;0;0;0;0;11;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894179832;9417983;9417983;I000514;7;0;0;0;0;0;7;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894197232;9419723;9419723;I000210;16;0;0;0;0;0;16;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894197232;9419723;9419723;I000392;52;0;0;0;0;0;52;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894197232;9419723;9419723;I000420;10;0;0;0;0;0;10;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894197232;9419723;9419723;I000476;182;2;0;0;0;0;180;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894197232;9419723;9419723;I000477;8;0;0;0;0;0;8;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894197232;9419723;9419723;I000501;20;0;0;0;0;0;20;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894197232;9419723;9419723;I000502;16;0;0;0;0;0;16;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894197232;9419723;9419723;I000525;8;0;0;0;0;0;8;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894197232;9419723;9419723;I000526;2;0;0;0;0;0;2;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894197232;9419723;9419723;I000628;2;0;0;0;0;0;2;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894197232;9419723;9419723;I000632;2;0;0;0;0;0;2;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894250203;9425020;9425020;I000335;7;0;0;0;0;0;7;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894274674;9427467;9427467;I000231;16.2;1.26;0;0;0;0;14.94;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894274674;9427467;9427467;I000232;10.48;0;0;0;0;0;10.48;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894274674;9427467;9427467;I000234;4;0;0;0;0;0;4;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894274674;9427467;9427467;I000600;1.22;0;0;0;0;0;1.22;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894274674;9427467;9427467;I999999;54.9;0;0;0;0;0;54.9;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894307365;9430736;9430736;I000594;68;0;0;0;0;68;0;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894312628;9431262;9431262;I000454;20;0;0;0;0;0;20;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894312628;9431262;9431262;I000569;3;0;0;0;0;0;3;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894312628;9431262;9431262;I000590;17;0;0;0;0;0;17;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894351368;9435136;9435136;I000456;10;0;0;0;0;0;10;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894389798;9438979;9438979;I000264;35;0;0;0;0;0;35;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894389798;9438979;9438979;I000265;1;0;0;0;0;0;1;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894389798;9438979;9438979;I000267;24;0;0;0;0;0;24;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894389798;9438979;9438979;I000493;4.084;0;0;0;0;0;4.084;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894389798;9438979;9438979;I000580;1.958;0;0;0;0;0;1.958;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894389798;9438979;9438979;I000612;21;0;0;0;0;0;21;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894389798;9438979;9438979;I000615;7;0;0;0;0;0;7;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894389798;9438979;9438979;I000633;2;0;0;0;0;0;2;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894405450;9440545;9440545;I000499;17.1;0;0;0;0;0;17.1;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894474418;9447441;9447441;I000161;9;0;0;0;0;0;9;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894474418;9447441;9447441;I000164;95;1;0;0;0;0;94;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:52:10";="020000261";3400894474418;9447441;9447441;I999999;20;0;0;0;0;0;20;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 16:14:48";="620100651";3400890000994;9000099;9000099;I000029;176.136;20.565;0;0;0;0;155.571;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:48";="620100651";3400890000994;9000099;9000099;I000031;3.156;0;0;0;0;0;3.156;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:48";="620100651";3400890000994;9000099;9000099;I999999;456.36;53.316;0;0;0;0;403.044;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:48";="620100651";3400890001007;9000100;9000100;I000029;80.375;0.625;0;0;0;0;79.75;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:48";="620100651";3400890001007;9000100;9000100;I000031;4;0;0;0;0;0;4;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:48";="620100651";3400890001007;9000100;9000100;I999999;104.875;17.875;0;0;0;0;87;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:48";="620100651";3400890002554;9000255;9000255;I000560;66;0;0;0;0;0;66;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:48";="620100651";3400890008969;9000896;9000896;I000011;1.173;0;0;0;0;0;1.173;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:48";="620100651";3400890008969;9000896;9000896;I000012;82.948;17.1;0;0;0;0;65.848;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:48";="620100651";3400890008969;9000896;9000896;I999999;37.152;7.75;0;0;0;0;29.402;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:48";="620100651";3400890008990;9000899;9000899;I000011;4.314;1.6;0;0;0;0;2.714;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:48";="620100651";3400890008990;9000899;9000899;I000012;87.124;6.775;0;0;0;0;80.349;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:48";="620100651";3400890008990;9000899;9000899;I999999;60.942;6.35;0;0;0;0;54.592;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:48";="620100651";3400890012997;9001299;9001299;I000355;126;0;0;0;0;0;126;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:48";="620100651";3400890012997;9001299;9001299;I000356;10;0;0;0;0;0;10;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:48";="620100651";3400890014946;9001494;9001494;I999999;4;0;0;0;0;0;4;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:48";="620100651";3400890023610;9002361;9002361;I000597;2;0;0;0;0;2;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:48";="620100651";3400890023627;9002362;9002362;I000597;1;0;0;0;0;1;0;2023.7;X620100651;29AUG23;16:13:10
