"champ";"statut";"annee";"periode";"date du resultat";"ipe";code;code1;dep23;dep23_aut;nb23;ecart;dep23_val;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/11 08:31:40";="600100168";3123387;3123387;6419.34;6419.34;2;0;6419.34;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:40";="600100168";3127280;3127280;83.06;83.06;1;0;83.06;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:40";="600100168";3128723;3128723;1600.38;1600.38;2;0;1600.38;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:40";="600100168";3146773;3146773;291.25;291.25;1;0;291.25;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:40";="600100168";3153276;3153276;432.26;432.26;2;0;432.26;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:40";="600100168";3162298;3162298;1971.44;1971.44;2;0;1971.44;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:40";="600100168";3177532;3177532;340.5;340.5;1;0;340.5;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:40";="600100168";3309761;3309761;1817.6;1817.6;2;0;1817.6;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:40";="600100168";3329775;3329775;340.8;340.8;1;0;340.8;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:40";="600100168";3363447;3363447;454.4;454.4;1;0;454.4;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:40";="600100168";8131859;8131859;225.7;225.7;1;0;225.7;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:40";="600100168";8133746;8133746;1052.19;1096.04;1;21.925;1074.115;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:40";="600100168";8133829;8133829;176.73;176.73;1;0;176.73;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:40";="600100168";8144537;8144537;44.63;44.63;1;0;44.63;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:40";="600100168";8144589;8144589;422.84;422.84;2;0;422.84;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:40";="600100168";8168503;8168503;422.84;422.84;2;0;422.84;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/22 19:10:29";="590782439";3195843;3195843;573;1020;2;223.5;796.5;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";3117671;3117671;3383.94;3488.52;42;52.29;3436.23;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";3121402;3121402;5161.98;5211.7;1;24.86;5186.84;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";3127362;3127362;4716.17;4861.98;9;72.905;4789.075;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";3134741;3134741;291.25;291.25;1;0;291.25;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";3148826;3148826;1381.18;1312.12;2;-69.06;1312.12;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";3160750;3160750;16765.99;17287.04;32;260.525;17026.515;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";3177609;3177609;74.76;83.06;1;4.15;78.91;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";3182059;3182059;2753.55;2753.55;3;0;2753.55;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";3331252;3331252;1635.84;1817.6;2;90.88;1726.72;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";3399818;3399818;306.72;340.8;1;17.04;323.76;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";3402466;3402466;30156.7;30156.75;5;0.025;30156.725;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";3402472;3402472;19153.85;19153.85;1;0;19153.85;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";3407430;3407430;22972.53;22972.53;7;0;22972.53;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";3412312;3412312;407638.35;407638.35;21;0;407638.35;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";3419389;3419389;19420.66;19420.66;2;0;19420.66;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";3420056;3420056;1257.1;1257.1;2;0;1257.1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";3422167;3422167;1012.53;987.22;1;-25.31;987.22;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";3422256;3422256;19420.66;19420.66;2;0;19420.66;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";3428900;3428900;36099.69;36099.69;11;0;36099.69;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";3433834;3433834;7448.31;7165.44;12;-282.87;7165.44;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";3437476;3437476;48551.65;48551.65;5;0;48551.65;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";3438530;3438530;5645.6;5645.6;2;0;5645.6;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";3463048;3463048;1800.1;1800.1;5;0;1800.1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";3466532;3466532;1257.1;1257.1;2;0;1257.1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";3468608;3468608;11942.45;11942.45;19;0;11942.45;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";3471355;3471355;2822.8;2822.8;1;0;2822.8;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";3478848;3478848;6285.5;6285.5;10;-2.27374E-13;6285.5;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";3486374;3486374;9845.37;9845.37;3;0;9845.37;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";8120815;8120815;522.25;573.9;2;25.825;548.075;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";8120821;8120821;857.14;883.65;5;13.255;870.395;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";8120850;8120850;2667.02;2653.47;3;-13.55;2653.47;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";8120940;8120940;1125.14;1230.66;2;52.76;1177.9;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";8120979;8120979;414.18;414.18;13;0;414.18;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";8121708;8121708;534.36;593.74;2;29.69;564.05;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";8121737;8121737;472.38;524.88;2;26.25;498.63;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";8121944;8121944;816.08;906.76;2;45.34;861.42;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";8121950;8121950;1858.44;2064.92;2;103.24;1961.68;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";8130848;8130848;928.2;1160.38;26;116.09;1044.29;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";8132310;8132310;930.26;1057.1;5;63.42;993.68;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";8132356;8132356;1995.38;1810.24;16;-185.15;1810.23;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";8134160;8134160;208.98;443.53;1;117.275;326.255;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";8134208;8134208;695.81;504.56;2;-191.25;504.56;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";8142604;8142604;1583.95;1583.96;14;0.005;1583.955;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";8143408;8143408;11310.72;11310.72;64;0;11310.72;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";8145548;8145548;2814.93;2814.93;9;0;2814.93;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";8145620;8145620;247.2;254.88;8;3.84;251.04;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";8146022;8146022;1629.02;1620.66;3;-8.36;1620.66;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";8146045;8146045;945.69;945.69;3;0;945.69;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";8146140;8146140;38088.33;38088.33;51;0;38088.33;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";8146230;8146230;1700.62;1357.68;12;-342.94;1357.68;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";8146246;8146246;14152.59;12306.6;20;-1845.99;12306.6;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";8153097;8153097;4009.56;4525.6;40;258.02;4267.58;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";8153720;8153720;249.26;249.27;1;0.005;249.265;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";8153743;8153743;838.77;986.78;1;74.005;912.775;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";8153766;8153766;14286.12;16807.32;12;1260.6;15546.72;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";8153810;8153810;4483.92;4719.96;14;118.02;4601.94;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";8153832;8153832;9682.4;11390.99;13;854.295;10536.695;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";8177525;8177525;8178;8608.5;30;215.25;8393.25;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";8184407;8184407;452.56;452.56;4;0;452.56;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";8198190;8198190;314.3;314.3;2;0;314.3;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";8410134;8410134;11249.28;11199.78;24;-49.5;11199.78;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";8416800;8416800;2322.8;2322.8;1;0;2322.8;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";8416817;8416817;16690.74;16690.74;6;0;16690.74;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";8416830;8416830;6129.11;6096.11;13;-33;6096.11;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";8427123;8427123;3300.29;3300.29;7;0;3300.29;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:26";="020000253";8427531;8427531;471.47;471.47;1;0;471.47;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";3106130;3106130;4409.9;4409.9;2;0;4409.9;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";3108933;3108933;166.12;166.12;2;0;166.12;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";3118297;3118297;18907.7;18907.7;35;0;18907.7;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";3119138;3119138;873.75;873.75;3;0;873.75;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";3128108;3128108;3073.22;3073.22;37;0;3073.22;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";3130683;3130683;279.89;279.89;1;0;279.89;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";3131889;3131889;873.75;873.75;3;0;873.75;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";3132914;3132914;27011;27011;50;0;27011;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";3135982;3135982;16458;16458;6;0;16458;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";3142918;3142918;4402.18;4402.18;53;0;4402.18;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";3145130;3145130;3405.46;3405.46;41;0;3405.46;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";3150071;3150071;1051;1021.5;3;-29.5;1021.5;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";3171601;3171601;23229.46;23229.46;43;0;23229.46;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";3177609;3177609;83.06;83.06;1;0;83.06;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";3187370;3187370;166.12;166.12;2;0;166.12;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";3306449;3306449;568;568;1;0;568;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";3309761;3309761;908.8;908.8;1;0;908.8;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";3322537;3322537;2272;2272;4;0;2272;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";3324387;3324387;1704;1704;3;0;1704;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";3331252;3331252;3635.2;3635.2;4;0;3635.2;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";3337007;3337007;454.4;454.4;1;0;454.4;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";3372989;3372989;908.8;908.8;1;0;908.8;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";3410483;3410483;4226.31;4226.31;3;0;4226.31;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";3424427;3424427;16408.95;16408.95;5;0;16408.95;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";3461322;3461322;5115.75;5115.75;1;0;5115.75;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";3471355;3471355;2822.8;2822.8;1;0;2822.8;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";3486196;3486196;1252.61;1252.61;1;0;1252.61;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";3486374;3486374;6563.58;6563.58;2;0;6563.58;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8110120;8110120;4332.57;4332.57;11;0;4332.57;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8110863;8110863;166.28;166.28;1;0;166.28;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8110870;8110870;373.26;373.26;6;0;373.26;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8110900;8110900;11075.13;11075.13;81;-3.41061E-13;11075.13;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8111124;8111124;157.15;157.15;1;0;157.15;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8111816;8111816;3730.35;3730.35;13;0;3730.35;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8111845;8111845;11884.84;11884.84;22;0;11884.84;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8111880;8111880;166.12;166.12;2;0;166.12;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8111905;8111905;6304.6;6304.6;20;0;6304.6;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8111928;8111928;191.16;191.16;6;-2.84217E-14;191.16;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8112193;8112193;612.41;612.41;1;0;612.41;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8113005;8113005;20305.89;20305.89;33;0;20305.89;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8113011;8113011;88872.77;88872.77;119;0;88872.77;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8113034;8113034;225.7;225.7;1;0;225.7;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8113040;8113040;7506.48;7506.48;24;0;7506.48;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8113063;8113063;24565.47;24565.47;139;0;24565.47;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8113241;8113241;3512.44;3512.44;4;0;3512.44;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8113258;8113258;878.11;878.11;1;0;878.11;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8113264;8113264;10537.32;10537.32;12;0;10537.32;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8116676;8116676;1877.04;1877.04;18;0;1877.04;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8120821;8120821;176.73;176.73;1;0;176.73;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8120896;8120896;746.83;746.83;1;0;746.83;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8121915;8121915;3491.94;3491.94;3;0;3491.94;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8125267;8125267;44507.31;44507.31;113;2.50111E-12;44507.31;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8125280;8125280;8415.16;8415.16;52;0;8415.16;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8125333;8125333;2537.04;2537.04;12;0;2537.04;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8125379;8125379;3344.57;3344.57;19;0;3344.57;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8125385;8125385;1663;1663;10;0;1663;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8125391;8125391;4751.88;4751.88;42;0;4751.88;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8125422;8125422;279.68;279.68;4;0;279.68;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8126189;8126189;6194.76;6194.76;6;0;6194.76;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8126290;8126290;2078.09;2078.09;7;0;2078.09;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8126350;8126350;1837.08;1837.08;7;0;1837.08;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8126373;8126373;2720.28;2720.28;6;0;2720.28;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8126396;8126396;987.66;987.66;31;-5.68434E-14;987.66;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8126404;8126404;1018.26;1018.26;9;0;1018.26;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8129288;8129288;2107.53;2107.53;1;0;2107.53;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8131842;8131842;6721.47;6721.47;9;0;6721.47;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8131931;8131931;2348.37;2348.37;3;0;2348.37;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8132008;8132008;625.54;625.54;2;0;625.54;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8132155;8132155;1944.03;1944.03;11;0;1944.03;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8133150;8133150;312.77;312.77;1;0;312.77;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8133640;8133640;917.28;917.28;14;0;917.28;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8133858;8133858;44.63;44.63;1;0;44.63;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8134160;8134160;443.53;443.53;1;0;443.53;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8134208;8134208;252.28;252.28;1;0;252.28;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8135509;8135509;55.86;55.86;2;0;55.86;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8139447;8139447;296.87;296.87;1;0;296.87;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8139460;8139460;15486.9;15486.9;15;0;15486.9;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8139795;8139795;1146.96;1146.96;36;0;1146.96;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8139810;8139810;3149.28;3149.28;12;0;3149.28;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8139855;8139855;1728.65;1728.65;11;0;1728.65;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8139915;8139915;4533.8;4533.8;10;0;4533.8;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8140203;8140203;3507.34;3507.34;31;0;3507.34;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:32";="620003376";8141183;8141183;312.77;312.77;1;0;312.77;2023.7;X620003376;25AUG23;10:37:19
