"champ";"statut";"annee";"periode";"date du resultat";"ipe";code13;code;indication;code1;nba;nboka;montanta;nbb;nbokb;montantb;valo;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893740507;9374050;I001004;9374050;10.08;6.08;17816.0416;10.08;6.08;17816.0416;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400893740675;9374067;I001004;9374067;0.625;0;0;0.625;0;0;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894094692;9409469;I001003;9409469;11;8;3308.24;11;8;3308.24;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894389798;9438979;I001003;9438979;9.321;3;7443.531;9.321;3;7443.531;0;2023.7;X590780193;05SEP23;14:08:27
