"champ";"statut";"annee";"periode";"date du resultat";"ipe";unite;code;nb;mnt_br;mnt_remb;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/30 17:55:15";="600100721";11;TB  F;1;11.58;9.264;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:15";="600100721";11;TB  N;8;121.76;116.588;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/31 09:47:26";="590782215";07;APC;27;1485;1182.5;2023.7;X590782215;31AUG23;9:47:03
"mco";"dgf";"2023";"7";"2023/08/31 09:47:26";="590782215";07;ATM;136;5064.64;3887.856;2023.7;X590782215;31AUG23;9:47:03
"mco";"dgf";"2023";"7";"2023/08/31 09:47:26";="590782215";07;CS;7;161;119.6;2023.7;X590782215;31AUG23;9:47:03
"mco";"dgf";"2023";"7";"2023/08/31 09:47:26";="590782215";07;MCS;6;30;22.5;2023.7;X590782215;31AUG23;9:47:03
"mco";"dgf";"2023";"7";"2023/08/31 09:47:26";="590782215";07;MPC;3;6;4.2;2023.7;X590782215;31AUG23;9:47:03
"mco";"dgf";"2023";"7";"2023/08/31 10:50:02";="590781415";11;ACO;45;2645.72;2180;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:02";="590781415";11;ADC;12;458.71;328.762;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:02";="590781415";11;ADE;3638;244556.7;203719.4055;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:02";="590781415";11;AMI;1;4.725;0;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:02";="590781415";11;APC;141;7755;5761.25;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:02";="590781415";11;ATM;926;15660;13331.2365;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:02";="590781415";11;C;3278;75394;66166.4;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:02";="590781415";11;C   F;15;660;532.4;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:02";="590781415";11;C   N;37;2146;1827;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:02";="590781415";11;CS;2079;47817;36777;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:02";="590781415";11;CS  F;171;7066.08;5648.658;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:02";="590781415";11;CS  N;251;12037.5;9586.665;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:02";="590781415";11;FU4;1;49.27;49.27;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:02";="590781415";11;MCS;617;3085;2319.25;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:02";="590781415";11;MM;70;2800;2612;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:02";="590781415";11;MOP;25;125;125;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:02";="590781415";11;MPC;2445;4890;3777.6;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:02";="590781415";11;MSF;3325;6650;5831.8;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:02";="590781415";11;SAS;1;24.56;24.56;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:02";="590781415";11;SF;1478;49627.2;47517.288;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:02";="590781415";11;SF  F;131;7191.8;7109.9;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:02";="590781415";11;SF  N;352;24108;23690.52;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:02";="590781415";11;SFI;457;1375.58;1295.792;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:02";="590781415";11;SFI F;50;505.26;486.311;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:02";="590781415";11;SFI N;143;1772.79;1722.238;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:02";="590781415";11;SSN;1;24.71;24.71;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:02";="590781415";11;SUM;1;12.66;12.66;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:02";="590781415";11;SUN;1;39.3;39.3;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/09/04 11:00:05";="800000044";11;ADA;1;61.95;61.95;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:05";="800000044";11;ADC;19;994.68;894.9;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:05";="800000044";11;ADE;1071;55803.47;45712.625;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:05";="800000044";11;AMI;77;387.45;332.01;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:05";="800000044";11;AMI F;6;117.17;78.24;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:05";="800000044";11;AMI N;2;26.18;26.18;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:05";="800000044";11;ATM;67;705.87;612.208;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:05";="800000044";11;C;27;621;579.6;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:05";="800000044";11;C   F;5;220;193.6;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:05";="800000044";11;C   N;6;348;336.4;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:05";="800000044";11;CS;32;770.5;685.4;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:05";="800000044";11;CS  N;3;144.45;125.19;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:05";="800000044";11;G;327;7700;6470;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:05";="800000044";11;G   F;49;2095.82;1731.731;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:05";="800000044";11;G   N;50;2880;2490;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:05";="800000044";11;MCG;3;15;13.5;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:05";="800000044";11;MM;13;498.3;414.3;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:05";="800000044";11;MOP;5;25;25;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:05";="800000044";11;MPC;34;68;60.8;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:05";="800000044";11;MSF;38;76;70.8;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:05";="800000044";11;SAS;1;24.78;24.78;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:05";="800000044";11;SF;66;2071.44;1916.04;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:05";="800000044";11;SFI;10;49.05;44.9625;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:05";="800000044";11;SFI F;1;34.87;24.409;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:05";="800000044";11;SFI N;3;35.63;35.63;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 16:02:45";="620103432";11;ADC;2;62.7;50.16;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:45";="620103432";11;ADE;401;22330.38;18383.53;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:45";="620103432";11;APC;1;55;38.5;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:45";="620103432";11;ATM;18;709.3;598.922;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:45";="620103432";11;C;3;69;59.8;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:45";="620103432";11;CFU;1;11.12;11.12;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:45";="620103432";11;CS;183;4209;3525.9;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:45";="620103432";11;FU2;5;175.27;175.27;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:45";="620103432";11;FU3;1;40.67;40.67;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:45";="620103432";11;MOP;2;10;10;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:45";="620103432";11;MPC;73;146;122.6;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:45";="620103432";11;MSF;1;2;2;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:45";="620103432";11;SAS;6;148.02;148.02;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:45";="620103432";11;SSN;1;24.93;24.93;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:45";="620103432";11;SU2;1;14.37;14.37;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:45";="620103432";11;SUF;3;31.26;31.26;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:45";="620103432";11;SUN;1;39.65;39.65;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/05 10:29:52";="590781803";11;ADE;489;29019.95;23406.776;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:52";="590781803";11;ATM;23;306.33;254.272;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:52";="590781803";11;C;558;12834;10396;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:52";="590781803";11;C   F;90;3960;3212;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:52";="590781803";11;C   N;164;9512;7719.8;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:52";="590781803";11;CS;218;4853;3916.9;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:52";="590781803";11;CS  F;32;1303.86;1076.736;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:52";="590781803";11;CS  N;58;2744.55;2166.75;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:52";="590781803";11;FEF;5;317.05;317.05;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:52";="590781803";11;G;5;125;100;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:52";="590781803";11;G   N;1;60;48;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:52";="590781803";11;MM;37;1480;1208;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:52";="590781803";11;MOP;3;15;15;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:52";="590781803";11;MPC;299;598;481.8;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:52";="590781803";11;MSF;812;1624;1316.2;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:52";="590781803";11;SAS;1;24.56;24.56;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:52";="590781803";11;SF;27;394.8;320.32;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:52";="590781803";11;SFI;20;3.27;2.289;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:52";="590781803";11;SFI F;5;0;0;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:52";="590781803";11;SSF;1;18.73;18.73;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";03;ADE;25;2412.25;1920.151;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";03;AMC;13;518.15;500.95;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";03;AMI;13;59.85;41.58;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";03;AMO;59;3553.75;2958.25;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";03;APC;59;3245;2832.5;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";03;APU;54;3726;3705.3;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";03;APY;183;11437.5;10425;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";03;ATM;50;1589.76;1548.288;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";03;CCE;111;6660;5526;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";03;CNP;81;3442.5;3340.5;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";03;CS;31;736;646.3;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";03;MCS;63;315;301.5;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";03;MPC;115;290.9;275.81;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";03;TC;6;234;222.3;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";07;AMI;5;20.475;13.545;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";07;APU;2;138;138;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";07;APY;48;3000;2456.25;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";07;CNP;900;38250;32060.41475;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";07;CS;1;69;69;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";07;MOP;6;30;30;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";07;MPC;928;2505.6;2098.34388;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";07;TC;28;1092;893.1;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";08;CS;8;184;135.7;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";08;MPC;8;16;11.8;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";10;ADC;13;666.85;557.767315;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";10;ADI;2;27.93;23.477958;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";10;AMC;127;2406.925;2050.8036225;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";10;AMI;7876;33184.2735;27934.715579;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";10;AMO;1;3.75;3.101625;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";10;AMS;745;12050.75;9831.7284425;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";10;ATM;463;7144.06;6044.039282;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";10;AXI;1;28.92;23.037672;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";10;C;11;253;221.7844;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";10;CNP;2;85;75.55225;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";10;CS;197;4531;3843.2425;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";10;END;1;40;30.208;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";10;G;9804;245100;207632.58;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";10;G   F;21;925.26;703.783598;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";10;MOP;4;20;19.9965;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";10;MPC;26;53.4;45.6306;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";10;SDE;2;79.3;63.09559;2023.7;X590780193;05SEP23;14:38:10
