"champ";"statut";"annee";"periode";"date du resultat";"ipe";code;PU;tarif;coef_mco;coef_mco_ok;qte_pb;br_pb;pb_coef;pb_coef2;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/30 09:18:59";="590780284";SUM;12.88;12.66;0;1;16;0;0;0;2023.7;X590780284;30AUG23;9:18:49
"mco";"dgf";"2023";"7";"2023/08/30 09:18:59";="590780284";SUN;40;39.3;0;1;331;0;0;0;2023.7;X590780284;30AUG23;9:18:49
"mco";"dgf";"2023";"7";"2023/08/30 10:39:19";="590797353";ATU;27.17;27.17;0.9683;0.9705;0;0;1;0;2023.7;X590797353;30AUG23;10:39:02
"mco";"dgf";"2023";"7";"2023/08/30 10:39:19";="590797353";FU0;10;50.85;0;1;56;0;0;0;2023.7;X590797353;30AUG23;10:39:02
"mco";"dgf";"2023";"7";"2023/08/30 10:39:19";="590797353";FU1;28.01;27.53;0;1;17;0;0;0;2023.7;X590797353;30AUG23;10:39:02
"mco";"dgf";"2023";"7";"2023/08/30 10:39:19";="590797353";FU2;35.83;35.21;0;1;41;0;0;0;2023.7;X590797353;30AUG23;10:39:02
"mco";"dgf";"2023";"7";"2023/08/30 10:39:19";="590797353";FU3;41.84;41.11;0;1;17;0;0;0;2023.7;X590797353;30AUG23;10:39:02
"mco";"dgf";"2023";"7";"2023/08/30 10:39:19";="590797353";FU4;50.15;49.27;0;1;4;0;0;0;2023.7;X590797353;30AUG23;10:39:02
"mco";"dgf";"2023";"7";"2023/08/30 10:39:19";="590797353";PE1;10;27.33;0.9683;1;12;12;12;0;2023.7;X590797353;30AUG23;10:39:02
"mco";"dgf";"2023";"7";"2023/08/30 10:39:19";="590797353";PE2;10;12.52;0.9683;1;59;59;59;0;2023.7;X590797353;30AUG23;10:39:02
"mco";"dgf";"2023";"7";"2023/08/30 10:39:19";="590797353";SB2;66.15;52.11;0;1;13;0;0;0;2023.7;X590797353;30AUG23;10:39:02
"mco";"dgf";"2023";"7";"2023/08/30 10:39:19";="590797353";SB3;71.28;54.27;0;1;13;0;0;0;2023.7;X590797353;30AUG23;10:39:02
"mco";"dgf";"2023";"7";"2023/08/30 10:39:19";="590797353";SIC;57.01;53.48;0;1;5;0;0;0;2023.7;X590797353;30AUG23;10:39:02
"mco";"dgf";"2023";"7";"2023/08/30 10:39:19";="590797353";SIM;38.42;33.99;0;1;22;0;0;0;2023.7;X590797353;30AUG23;10:39:02
"mco";"dgf";"2023";"7";"2023/08/30 10:39:19";="590797353";SUF;10.6;10.42;0;1;1614;0;0;0;2023.7;X590797353;30AUG23;10:39:02
"mco";"dgf";"2023";"7";"2023/08/30 10:39:19";="590797353";SUM;12.88;12.66;0;1;29;0;0;0;2023.7;X590797353;30AUG23;10:39:02
"mco";"dgf";"2023";"7";"2023/08/30 10:39:19";="590797353";SUN;40;39.3;0;1;1295;0;0;0;2023.7;X590797353;30AUG23;10:39:02
"mco";"dgf";"2023";"7";"2023/08/30 15:54:13";="620100685";FU3;41.11;40.67;1;1;1;0;0;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:13";="620100685";SAS;24.56;24.78;1;1;1;0;0;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:13";="620100685";SIM;33.99;34.29;1;1;1;0;0;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:13";="620100685";SSN;24.71;24.93;1;1;2;0;0;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 16:30:13";="620103440";ATU;28.63;28.63;0.993;0.9953;0;0;0;32;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 17:55:17";="600100721";ATU;28.63;28.63;1.0023;0.9953;0;1;0;1;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:17";="600100721";FU1;27.53;29.78;0;1;1;0;0;0;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:17";="600100721";FU1;29.78;29.78;0;1;0;1;0;0;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:17";="600100721";FU2;34.82;34.82;0;1;0;3;0;0;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:17";="600100721";FU3;40.67;40.67;0;1;0;1;0;0;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:17";="600100721";FU3;41.11;41.11;0;1;0;1;0;0;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:17";="600100721";SB2;52.26;52.26;0;1;0;1;0;0;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:17";="600100721";SE1;81.41;85.78;0.9943;0.9953;76;0;76;0;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:17";="600100721";SE2;65.14;68.64;0.9943;0.9953;11;0;11;0;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:17";="600100721";SE3;43.41;45.74;0.9943;0.9953;2;0;2;0;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:17";="600100721";SE4;21.7;22.87;0.9943;0.9953;40;0;40;0;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:17";="600100721";SE5;142.69;150.36;0.9943;0.9953;17;0;17;0;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:17";="600100721";SE6;293.96;309.75;0.9943;0.9953;9;0;9;0;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:17";="600100721";SE7;111;111;1;0.9943;0;0;0;6;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:17";="600100721";SE7;116.96;116.96;1;0.9953;0;0;0;12;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:17";="600100721";SIC;53.95;53.95;0;1;0;1;0;0;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:17";="600100721";SSN;24.93;24.93;0;1;0;1;0;0;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:17";="600100721";SU3;19.17;19.17;0;1;0;1;0;0;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:17";="600100721";SUF;10.42;10.42;0;1;0;1;0;0;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:17";="600100721";SUF;10.51;10.51;0;1;0;1;0;0;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:17";="600100721";SUM;12.52;12.52;0;1;0;1;0;0;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:17";="600100721";SUN;39.65;39.65;0;1;0;2;0;0;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/31 09:35:16";="590783239";ATU;28.63;28.63;0.993;0.9953;0;0;0;54;2023.7;X590783239;31AUG23;9:35:03
"mco";"dgf";"2023";"7";"2023/08/31 09:35:16";="590783239";SE1;85.78;85.78;0.993;0.9953;0;0;0;273;2023.7;X590783239;31AUG23;9:35:03
"mco";"dgf";"2023";"7";"2023/08/31 09:35:16";="590783239";SE2;68.64;68.64;0.993;0.9953;0;0;0;638;2023.7;X590783239;31AUG23;9:35:03
"mco";"dgf";"2023";"7";"2023/08/31 09:35:16";="590783239";SE3;45.74;45.74;0.993;0.9953;0;0;0;27.5;2023.7;X590783239;31AUG23;9:35:03
"mco";"dgf";"2023";"7";"2023/08/31 09:35:16";="590783239";SE6;309.75;309.75;0.993;0.9953;0;0;0;12;2023.7;X590783239;31AUG23;9:35:03
"mco";"dgf";"2023";"7";"2023/08/31 09:47:29";="590782215";ATU;28.63;28.63;0.9943;0.9953;0;0;1138;0;2023.7;X590782215;31AUG23;9:47:03
"mco";"dgf";"2023";"7";"2023/08/31 09:47:29";="590782215";ATU;28.67;28.63;0.9943;0.9953;1;1;1;0;2023.7;X590782215;31AUG23;9:47:03
"mco";"dgf";"2023";"7";"2023/08/31 09:47:29";="590782215";PE1;27.33;27.33;1;1;0;1;0;0;2023.7;X590782215;31AUG23;9:47:03
"mco";"dgf";"2023";"7";"2023/08/31 09:47:29";="590782215";SB3;54.27;54.86;1;1;1;0;0;0;2023.7;X590782215;31AUG23;9:47:03
"mco";"dgf";"2023";"7";"2023/08/31 09:47:29";="590782215";SE1;85.78;85.78;0.9943;0.9953;0;0;475;0;2023.7;X590782215;31AUG23;9:47:03
"mco";"dgf";"2023";"7";"2023/08/31 09:47:29";="590782215";SE2;68.64;68.64;0.9943;0.9953;0;0;648;0;2023.7;X590782215;31AUG23;9:47:03
"mco";"dgf";"2023";"7";"2023/08/31 09:47:29";="590782215";SE3;45.74;45.74;0.9943;0.9953;0;0;69;0;2023.7;X590782215;31AUG23;9:47:03
"mco";"dgf";"2023";"7";"2023/08/31 09:47:29";="590782215";SE4;22.87;22.87;0.9943;0.9953;0;0;96;0;2023.7;X590782215;31AUG23;9:47:03
"mco";"dgf";"2023";"7";"2023/08/31 09:47:29";="590782215";SE5;150.36;150.36;0.9943;0.9953;0;0;11;0;2023.7;X590782215;31AUG23;9:47:03
"mco";"dgf";"2023";"7";"2023/08/31 09:47:29";="590782215";SE6;309.75;309.75;0.9943;0.9953;0;0;49;0;2023.7;X590782215;31AUG23;9:47:03
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";SE1;85.78;85.78;0.9953;0.9953;0;1;0;0;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";SU2;14.53;14.37;0;1;7;0;0;0;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 14:49:59";="800000093";FU2;35.21;34.82;1;1;1;0;0;0;2023.7;X800000093;31AUG23;14:49:52
"mco";"dgf";"2023";"7";"2023/08/31 14:49:59";="800000093";FU3;41.11;40.67;1;1;1;0;0;0;2023.7;X800000093;31AUG23;14:49:52
"mco";"dgf";"2023";"7";"2023/08/31 14:49:59";="800000093";SAS;24.56;24.78;1;1;7;0;0;0;2023.7;X800000093;31AUG23;14:49:52
"mco";"dgf";"2023";"7";"2023/08/31 14:49:59";="800000093";SIC;53.48;53.95;1;1;1;0;0;0;2023.7;X800000093;31AUG23;14:49:52
"mco";"dgf";"2023";"7";"2023/08/31 14:49:59";="800000093";SUM;12.66;12.52;1;1;2;0;0;0;2023.7;X800000093;31AUG23;14:49:52
"mco";"dgf";"2023";"7";"2023/08/31 14:49:59";="800000093";SUN;39.3;39.65;1;1;32;0;0;0;2023.7;X800000093;31AUG23;14:49:52
"mco";"dgf";"2023";"7";"2023/08/31 18:57:39";="800000069";ATU;27.05;28.63;0.993;0.9953;1;0;0;1;2023.7;X800000069;31AUG23;18:57:32
"mco";"dgf";"2023";"7";"2023/08/31 18:57:39";="800000069";FU1;27.53;29.78;0;1;515;0;0;0;2023.7;X800000069;31AUG23;18:57:32
"mco";"dgf";"2023";"7";"2023/08/31 18:57:39";="800000069";FU2;35.21;34.82;0;1;815;0;0;0;2023.7;X800000069;31AUG23;18:57:32
"mco";"dgf";"2023";"7";"2023/08/31 18:57:39";="800000069";FU2;35.21;35.21;0;1;0;1;0;0;2023.7;X800000069;31AUG23;18:57:32
"mco";"dgf";"2023";"7";"2023/08/31 18:57:39";="800000069";FU3;41.11;40.67;0;1;642;0;0;0;2023.7;X800000069;31AUG23;18:57:32
"mco";"dgf";"2023";"7";"2023/08/31 18:57:39";="800000069";FU4;49.27;48.74;0;1;274;0;0;0;2023.7;X800000069;31AUG23;18:57:32
"mco";"dgf";"2023";"7";"2023/08/31 18:57:39";="800000069";SB2;52.11;52.11;0;1;0;1;0;0;2023.7;X800000069;31AUG23;18:57:32
"mco";"dgf";"2023";"7";"2023/08/31 18:57:39";="800000069";SB2;52.11;52.26;0;1;230;0;0;0;2023.7;X800000069;31AUG23;18:57:32
"mco";"dgf";"2023";"7";"2023/08/31 18:57:39";="800000069";SB3;54.27;54.86;0;1;413;0;0;0;2023.7;X800000069;31AUG23;18:57:32
"mco";"dgf";"2023";"7";"2023/08/31 18:57:39";="800000069";SE1;81.41;81.41;0.993;0.9943;0;0;0;36;2023.7;X800000069;31AUG23;18:57:32
"mco";"dgf";"2023";"7";"2023/08/31 18:57:39";="800000069";SE1;81.41;85.78;0.993;0.9953;7;0;0;7;2023.7;X800000069;31AUG23;18:57:32
"mco";"dgf";"2023";"7";"2023/08/31 18:57:39";="800000069";SE1;85.78;85.78;0.993;0.9953;0;0;0;50;2023.7;X800000069;31AUG23;18:57:32
"mco";"dgf";"2023";"7";"2023/08/31 18:57:39";="800000069";SE2;68.64;68.64;0.993;0.9953;0;0;0;1;2023.7;X800000069;31AUG23;18:57:32
"mco";"dgf";"2023";"7";"2023/08/31 18:57:39";="800000069";SE3;43.41;43.41;0.993;0.9943;0;0;0;14;2023.7;X800000069;31AUG23;18:57:32
"mco";"dgf";"2023";"7";"2023/08/31 18:57:39";="800000069";SE3;43.41;45.74;0.993;0.9953;3;0;0;3;2023.7;X800000069;31AUG23;18:57:32
"mco";"dgf";"2023";"7";"2023/08/31 18:57:39";="800000069";SE3;45.74;45.74;0.993;0.9953;0;0;0;13;2023.7;X800000069;31AUG23;18:57:32
"mco";"dgf";"2023";"7";"2023/08/31 18:57:39";="800000069";SE4;21.7;21.7;0.993;0.9943;0;0;0;92;2023.7;X800000069;31AUG23;18:57:32
"mco";"dgf";"2023";"7";"2023/08/31 18:57:39";="800000069";SE4;21.7;22.87;0.993;0.9953;11;0;0;11;2023.7;X800000069;31AUG23;18:57:32
"mco";"dgf";"2023";"7";"2023/08/31 18:57:39";="800000069";SE4;22.87;22.87;0.993;0.9953;0;0;0;92;2023.7;X800000069;31AUG23;18:57:32
"mco";"dgf";"2023";"7";"2023/08/31 18:57:39";="800000069";SIC;53.48;53.95;0;1;123;0;0;0;2023.7;X800000069;31AUG23;18:57:32
"mco";"dgf";"2023";"7";"2023/08/31 18:57:39";="800000069";SIM;33.99;34.29;0;1;922;0;0;0;2023.7;X800000069;31AUG23;18:57:32
"mco";"dgf";"2023";"7";"2023/08/31 18:57:39";="800000069";SSF;18.73;18.89;0;1;275;0;0;0;2023.7;X800000069;31AUG23;18:57:32
"mco";"dgf";"2023";"7";"2023/08/31 18:57:39";="800000069";SSN;24.71;24.93;0;1;312;0;0;0;2023.7;X800000069;31AUG23;18:57:32
"mco";"dgf";"2023";"7";"2023/08/31 18:57:39";="800000069";SU2;14.53;14.37;0;1;93;0;0;0;2023.7;X800000069;31AUG23;18:57:32
"mco";"dgf";"2023";"7";"2023/08/31 18:57:39";="800000069";SU2;14.53;14.53;0;1;0;1;0;0;2023.7;X800000069;31AUG23;18:57:32
"mco";"dgf";"2023";"7";"2023/08/31 18:57:39";="800000069";SU3;19.38;19.17;0;1;74;0;0;0;2023.7;X800000069;31AUG23;18:57:32
"mco";"dgf";"2023";"7";"2023/08/31 18:57:39";="800000069";SUB;43.2;43.68;0;1;35;0;0;0;2023.7;X800000069;31AUG23;18:57:32
"mco";"dgf";"2023";"7";"2023/08/31 18:57:39";="800000069";SUF;10.42;10.42;0;1;0;1;0;0;2023.7;X800000069;31AUG23;18:57:32
"mco";"dgf";"2023";"7";"2023/08/31 18:57:39";="800000069";SUF;10.42;10.51;0;1;638;0;0;0;2023.7;X800000069;31AUG23;18:57:32
"mco";"dgf";"2023";"7";"2023/08/31 18:57:39";="800000069";SUM;12.66;12.52;0;1;403;0;0;0;2023.7;X800000069;31AUG23;18:57:32
"mco";"dgf";"2023";"7";"2023/08/31 18:57:39";="800000069";SUN;39.3;39.65;0;1;270;0;0;0;2023.7;X800000069;31AUG23;18:57:32
"mco";"dgf";"2023";"7";"2023/09/01 10:58:20";="800000085";FU2;35.21;34.82;1;1;1;0;0;0;2023.7;X800000085;01SEP23;10:58:10
"mco";"dgf";"2023";"7";"2023/09/01 10:58:20";="800000085";FU3;41.11;40.67;1;1;1;0;0;0;2023.7;X800000085;01SEP23;10:58:10
"mco";"dgf";"2023";"7";"2023/09/01 10:58:20";="800000085";SE1;81.52;81.41;0.993;0.9943;0;0;0;6;2023.7;X800000085;01SEP23;10:58:10
"mco";"dgf";"2023";"7";"2023/09/01 10:58:20";="800000085";SUN;39.3;39.65;1;1;1;0;0;0;2023.7;X800000085;01SEP23;10:58:10
"mco";"dgf";"2023";"7";"2023/09/01 13:04:19";="590782637";ATU;27.17;28.63;0.9943;0.9953;7;0;7;0;2023.7;X590782637;01SEP23;13:04:07
"mco";"dgf";"2023";"7";"2023/09/01 13:04:19";="590782637";ATU;28.63;28.63;0.9943;0.9953;0;0;11;0;2023.7;X590782637;01SEP23;13:04:07
"mco";"dgf";"2023";"7";"2023/09/01 13:04:19";="590782637";FU2;35.21;34.82;1;1;51;0;0;0;2023.7;X590782637;01SEP23;13:04:07
"mco";"dgf";"2023";"7";"2023/09/01 13:04:19";="590782637";SB2;52.11;52.26;1;1;14;0;0;0;2023.7;X590782637;01SEP23;13:04:07
"mco";"dgf";"2023";"7";"2023/09/01 13:04:19";="590782637";SUN;39.3;39.65;1;1;7;0;0;0;2023.7;X590782637;01SEP23;13:04:07
"mco";"dgf";"2023";"7";"2023/09/01 13:09:13";="620100057";ATU;28.63;28.63;0.9943;0.9953;0;0;4;0;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:13";="620100057";SE1;85.78;85.78;0.9943;0.9953;0;0;160;0;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:13";="620100057";SE2;65.14;68.64;0.9943;0.9953;1;0;1;0;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:13";="620100057";SE2;68.64;68.64;0.9943;0.9953;0;0;181;0;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:13";="620100057";SE3;45.74;45.74;0.9943;0.9953;0;0;24;0;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:13";="620100057";SE4;22.87;22.87;0.9943;0.9953;0;0;50;0;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:13";="620100057";SE7;116.96;116.96;0.9943;0.9953;0;0;10;0;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 17:22:36";="600101984";FU1;27.53;29.78;1;1;1;0;0;0;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/01 17:22:36";="600101984";FU2;35.21;34.82;1;1;3;0;0;0;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/01 17:22:36";="600101984";FU3;41.11;40.67;1;1;2;0;0;0;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/01 17:22:36";="600101984";SB2;52.11;52.26;1;1;3;0;0;0;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/01 17:22:36";="600101984";SB3;54.27;54.86;1;1;6;0;0;0;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/01 17:22:36";="600101984";SIC;53.48;53.95;1;1;2;0;0;0;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/01 17:22:36";="600101984";SIM;33.99;34.29;1;1;7;0;0;0;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/01 17:22:36";="600101984";SSN;24.71;24.93;1;1;8;0;0;0;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/01 17:22:36";="600101984";SU2;14.53;14.37;1;1;2;0;0;0;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/01 17:22:36";="600101984";SU3;19.38;19.17;1;1;2;0;0;0;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/01 17:22:36";="600101984";SUM;12.66;12.52;1;1;3;0;0;0;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/01 17:22:36";="600101984";SUN;39.3;39.65;1;1;3;0;0;0;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/04 16:02:48";="620103432";ATU;27.21;27.17;0;1.0013;0;60;0;0;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:48";="620103432";ATU;27.21;27.17;0.993;0.9943;0;0;0;71;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:48";="620103432";ATU;28.7;28.63;0;1.0023;0;206;0;0;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:48";="620103432";ATU;28.7;28.63;0.993;0.9953;0;0;0;210;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:48";="620103432";PE1;27.33;27.33;0.993;1;0;24;24;0;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:48";="620103432";PE2;12.52;12.52;0.993;1;0;182;182;0;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:48";="620103432";SE1;81.52;81.41;0;1.0013;0;5;0;0;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:48";="620103432";SE1;81.52;81.41;0.993;0.9943;0;0;0;92;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:48";="620103432";SE1;85.98;85.78;0;1.0023;0;10;0;0;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:48";="620103432";SE1;85.98;85.78;0.993;0.9953;0;0;0;259;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:48";="620103432";SE2;65.22;65.14;0;1.0013;0;2;0;0;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:48";="620103432";SE2;65.22;65.14;0.993;0.9943;0;0;0;11;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:48";="620103432";SE2;68.8;68.64;0;1.0023;0;3;0;0;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:48";="620103432";SE2;68.8;68.64;0.993;0.9953;0;0;0;46;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:48";="620103432";SE3;43.47;43.41;0;1.0013;0;0.5;0;0;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:48";="620103432";SE3;43.47;43.41;0.993;0.9943;0;0;0;24;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:48";="620103432";SE3;45.85;45.74;0;1.0023;0;2;0;0;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:48";="620103432";SE3;45.85;45.74;0.993;0.9953;0;0;0;42;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:48";="620103432";SE4;21.73;21.7;0.993;0.9943;0;0;0;29;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:48";="620103432";SE4;22.92;22.87;0.993;0.9953;0;0;0;71;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:48";="620103432";SE5;142.88;142.69;0.993;0.9943;0;0;0;1;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:48";="620103432";SE5;150.71;150.36;0.993;0.9953;0;0;0;3;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:48";="620103432";SE6;294.34;293.96;0.993;0.9943;0;0;0;2;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:48";="620103432";SE6;310.46;309.75;0.993;0.9953;0;0;0;4;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/05 10:29:54";="590781803";FU2;35.21;34.82;1;1;1;0;0;0;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:54";="590781803";FU3;41.11;40.67;1;1;1;0;0;0;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:54";="590781803";SB2;52.11;52.26;1;1;1;0;0;0;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:54";="590781803";SE1;81.41;85.78;0.9943;0.9953;1;0;1;0;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:54";="590781803";SE5;142.69;150.36;0.9943;0.9953;1;0;1;0;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:54";="590781803";SU2;14.53;14.37;1;1;1;0;0;0;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:54";="590781803";SU3;19.38;19.17;1;1;1;0;0;0;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 14:40:00";="590780193";ATU;28.7;28.63;0.9953;0.9953;0;1;0;0;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:00";="590780193";SB2;52.11;52.26;1;1;4;0;0;0;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:00";="590780193";SB3;54.27;54.86;1;1;5;0;0;0;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:00";="590780193";SE1;81.06;81.41;0.9943;0.9943;39;0;0;0;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:00";="590780193";SE1;81.06;85.78;0.9953;0.9953;2;0;0;0;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:00";="590780193";SE2;64.86;65.14;0.9943;0.9943;3;0;0;0;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:00";="590780193";SE2;68.64;68.64;0.9953;0.9953;0;0.5;0;0;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:00";="590780193";SE3;43.22;43.41;0.9943;0.9943;11;0;0;0;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:00";="590780193";SE3;43.22;45.74;0.9953;0.9953;8;0;0;0;2023.7;X590780193;05SEP23;14:38:10
