"champ";"statut";"annee";"periode";"date du resultat";"ipe";tremb2;mtm0;COUNT;PERCENT;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/30 15:20:03";="590052056";100f;montant TM non numérique ou à 0;337;3.4338699817;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:20:03";="590052056";80;montant TM numérique;1211;12.339514979;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:20:03";="590052056";80;montant TM non numérique ou à 0;207;2.1092317098;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:20:03";="590052056";80f;montant TM non numérique ou à 0;7;0.0713266762;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:20:03";="590052056";90;montant TM numérique;2;0.0203790503;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 16:35:25";="590781795";100;montant TM non numérique ou à 0;574;66.51216686;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:35:25";="590781795";80;montant TM numérique;277;32.097334878;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:35:25";="590781795";80;montant TM non numérique ou à 0;10;1.1587485516;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:35:25";="590781795";80f;montant TM numérique;2;0.2317497103;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:29";="620100677";100;montant TM non numérique ou à 0;1848;57.231340972;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:29";="620100677";80;montant TM numérique;1363;42.211210901;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:29";="620100677";80;montant TM non numérique ou à 0;18;0.5574481264;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 10:38:30";="590781415";100;montant TM numérique;1;0.0030546476;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:30";="590781415";100;montant TM non numérique ou à 0;26877;82.099764792;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:30";="590781415";100f;montant TM numérique;3;0.0091639429;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:30";="590781415";100f;montant TM non numérique ou à 0;1112;3.3967681828;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:30";="590781415";80;montant TM numérique;4716;14.4057183;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:30";="590781415";80f;montant TM numérique;1;0.0030546476;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:30";="590781415";80f;montant TM non numérique ou à 0;22;0.0672022482;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:30";="590781415";90;montant TM numérique;5;0.0152732382;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:39:35";="620103440";100;montant TM non numérique ou à 0;40758;88.456279706;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:35";="620103440";100f;montant TM non numérique ou à 0;617;1.339062873;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:35";="620103440";80;montant TM numérique;4694;10.18729518;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:35";="620103440";80f;montant TM numérique;1;0.0021702802;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:35";="620103440";90;montant TM numérique;7;0.0151919613;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 11:14:27";="800000085";100;montant TM non numérique ou à 0;793;53.22147651;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:14:27";="800000085";80;montant TM numérique;605;40.604026846;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:14:27";="800000085";80;montant TM non numérique ou à 0;10;0.6711409396;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:14:27";="800000085";80f;montant TM numérique;30;2.0134228188;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:14:27";="800000085";80f;montant TM non numérique ou à 0;52;3.4899328859;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:51:00";="590780193";100;montant TM numérique;28;0.0221179519;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:00";="590780193";100;montant TM non numérique ou à 0;102461;80.936695262;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:00";="590780193";100f;montant TM non numérique ou à 0;3265;2.5791111743;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:00";="590780193";80;montant TM numérique;19675;15.541810828;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:00";="590780193";80;montant TM non numérique ou à 0;1124;0.8878777825;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:00";="590780193";80f;montant TM non numérique ou à 0;4;0.0031597074;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:00";="590780193";90;montant TM numérique;37;0.0292272936;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 12:26:10";="020004404";100;montant TM non numérique ou à 0;5712;64.179775281;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:10";="020004404";100f;montant TM non numérique ou à 0;308;3.4606741573;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:10";="020004404";80;montant TM numérique;2386;26.808988764;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:10";="020004404";80;montant TM non numérique ou à 0;493;5.5393258427;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:10";="020004404";80f;montant TM non numérique ou à 0;1;0.0112359551;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 14:26:26";="590781605";100;montant TM non numérique ou à 0;9977;71.937414377;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:26:26";="590781605";100f;montant TM non numérique ou à 0;291;2.098204629;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:26:26";="590781605";80;montant TM numérique;2710;19.539981253;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:26:26";="590781605";80;montant TM non numérique ou à 0;852;6.1431970582;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:26:26";="590781605";80f;montant TM numérique;10;0.0721032519;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:26:26";="590781605";80f;montant TM non numérique ou à 0;24;0.1730478045;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:26:26";="590781605";90;montant TM numérique;5;0.0360516259;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:29:40";="590781811";100;montant TM numérique;1;0.7462686567;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:29:40";="590781811";100;montant TM non numérique ou à 0;56;41.791044776;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:29:40";="590781811";80;montant TM numérique;77;57.462686567;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:34:25";="800000093";100;montant TM non numérique ou à 0;1962;65.883143049;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:34:25";="800000093";100f;montant TM non numérique ou à 0;112;3.7609133647;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:34:25";="800000093";80;montant TM numérique;799;26.830087307;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:34:25";="800000093";80;montant TM non numérique ou à 0;73;2.4513096038;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:34:25";="800000093";80f;montant TM numérique;10;0.3357958361;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:34:25";="800000093";80f;montant TM non numérique ou à 0;22;0.7387508395;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:53:48";="600100713";100;montant TM non numérique ou à 0;22177;64.671060306;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:53:48";="600100713";100f;montant TM numérique;5;0.0145806602;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:53:48";="600100713";100f;montant TM non numérique ou à 0;8092;23.597340488;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:53:48";="600100713";80;montant TM numérique;3389;9.8827714919;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:53:48";="600100713";80;montant TM non numérique ou à 0;614;1.7905050741;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:53:48";="600100713";80f;montant TM numérique;1;0.002916132;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:53:48";="600100713";80f;montant TM non numérique ou à 0;14;0.0408258486;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 15:00:06";="020000048";100;montant TM non numérique ou à 0;344;86.868686869;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 15:00:06";="020000048";80;montant TM numérique;50;12.626262626;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 15:00:06";="020000048";80;montant TM non numérique ou à 0;2;0.5050505051;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 15:44:14";="590782215";100;montant TM numérique;26;0.038684144;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:14";="590782215";100;montant TM non numérique ou à 0;53437;79.506330809;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:14";="590782215";100f;montant TM numérique;1;0.0014878517;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:14";="590782215";100f;montant TM non numérique ou à 0;2017;3.0009968606;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:14";="590782215";80;montant TM numérique;10543;15.686420378;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:14";="590782215";80;montant TM non numérique ou à 0;1167;1.7363229233;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:14";="590782215";80f;montant TM non numérique ou à 0;11;0.0163663686;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:14";="590782215";90;montant TM numérique;9;0.0133906652;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 16:59:46";="620100685";100;montant TM non numérique ou à 0;29752;76.832890014;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:46";="620100685";100f;montant TM non numérique ou à 0;3228;8.3361309816;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:46";="620100685";80;montant TM numérique;5258;13.578493402;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:46";="620100685";80;montant TM non numérique ou à 0;420;1.0846267076;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:46";="620100685";80f;montant TM numérique;10;0.0258244454;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:46";="620100685";80f;montant TM non numérique ou à 0;50;0.1291222271;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:46";="620100685";90;montant TM numérique;5;0.0129122227;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 18:54:20";="800000069";100;montant TM non numérique ou à 0;1842;55.365193868;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:54:20";="800000069";80;montant TM numérique;1049;31.529906823;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:54:20";="800000069";80;montant TM non numérique ou à 0;1;0.0300571085;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:54:20";="800000069";80f;montant TM non numérique ou à 0;435;13.0748422;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/09/01 08:07:13";="020000071";100;montant TM non numérique ou à 0;144;64.573991031;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:07:13";="020000071";80;montant TM numérique;77;34.529147982;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:07:13";="020000071";80;montant TM non numérique ou à 0;1;0.4484304933;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:07:13";="020000071";80f;montant TM numérique;1;0.4484304933;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 09:19:29";="600100721";100;montant TM numérique;2;0.0097828214;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:19:29";="600100721";100;montant TM non numérique ou à 0;16091;78.707689298;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:19:29";="600100721";100f;montant TM non numérique ou à 0;962;4.7055370769;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:19:29";="600100721";80;montant TM numérique;3320;16.239483467;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:19:29";="600100721";80;montant TM non numérique ou à 0;14;0.0684797496;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:19:29";="600100721";80f;montant TM non numérique ou à 0;48;0.2347877128;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:19:29";="600100721";90;montant TM numérique;7;0.0342398748;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 12:16:27";="620100057";100;montant TM non numérique ou à 0;16291;59.016809158;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:27";="620100057";100f;montant TM non numérique ou à 0;1199;4.3435733952;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:27";="620100057";80;montant TM numérique;3914;14.179104478;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:27";="620100057";80;montant TM non numérique ou à 0;6007;21.761338936;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:27";="620100057";80f;montant TM numérique;120;0.4347196059;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:27";="620100057";80f;montant TM non numérique ou à 0;68;0.24634111;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:27";="620100057";90;montant TM numérique;5;0.0181133169;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:23:05";="600101984";100;montant TM numérique;1;0.0031864385;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:05";="600101984";100;montant TM non numérique ou à 0;25391;80.906860402;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:05";="600101984";100f;montant TM non numérique ou à 0;1580;5.0345728579;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:05";="600101984";80;montant TM numérique;4201;13.386228213;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:05";="600101984";80;montant TM non numérique ou à 0;202;0.6436605806;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:05";="600101984";80f;montant TM numérique;1;0.0031864385;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:05";="600101984";80f;montant TM non numérique ou à 0;7;0.0223050696;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 13:08:36";="800000028";100;montant TM non numérique ou à 0;10812;69.606643919;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:36";="800000028";100f;montant TM non numérique ou à 0;489;3.1481362261;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:36";="800000028";80;montant TM numérique;3112;20.034764695;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:36";="800000028";80;montant TM non numérique ou à 0;1014;6.5280370823;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:36";="800000028";80f;montant TM numérique;22;0.1416339406;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:36";="800000028";80f;montant TM non numérique ou à 0;76;0.4892808859;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:36";="800000028";90;montant TM numérique;8;0.0515032511;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 14:03:31";="590783239";100;montant TM non numérique ou à 0;18797;70.124976683;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:31";="590783239";100f;montant TM non numérique ou à 0;912;3.4023503078;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:31";="590783239";80;montant TM numérique;4125;15.388919978;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:31";="590783239";80;montant TM non numérique ou à 0;2660;9.923521731;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:31";="590783239";80f;montant TM numérique;131;0.488714792;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:31";="590783239";80f;montant TM non numérique ou à 0;175;0.6528632718;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:31";="590783239";90;montant TM numérique;5;0.0186532363;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 16:13:34";="590785374";100;montant TM non numérique ou à 0;3598;78.234398782;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:13:34";="590785374";80;montant TM numérique;963;20.939334638;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:13:34";="590785374";80;montant TM non numérique ou à 0;37;0.8045227223;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:13:34";="590785374";90;montant TM numérique;1;0.0217438574;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:56:40";="020000063";100;montant TM numérique;3;0.0067485491;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:40";="020000063";100;montant TM non numérique ou à 0;34607;77.849012462;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:40";="020000063";100f;montant TM numérique;3;0.0067485491;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:40";="020000063";100f;montant TM non numérique ou à 0;5386;12.115895083;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:40";="020000063";80;montant TM numérique;4436;9.9788545463;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:40";="020000063";80f;montant TM non numérique ou à 0;15;0.0337427453;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:40";="020000063";90;montant TM numérique;4;0.0089980654;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 18:27:54";="590000188";100;montant TM numérique;155;0.3192716487;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:27:54";="590000188";100;montant TM non numérique ou à 0;20421;42.063524759;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:27:54";="590000188";100f;montant TM non numérique ou à 0;27706;57.069292247;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:27:54";="590000188";80;montant TM numérique;263;0.5417318942;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:27:54";="590000188";90;montant TM numérique;3;0.0061794513;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/04 15:55:03";="620103432";100;montant TM numérique;2;0.0171850833;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:03";="620103432";100;montant TM non numérique ou à 0;8362;71.850833477;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:03";="620103432";100f;montant TM numérique;1;0.0085925417;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:03";="620103432";100f;montant TM non numérique ou à 0;434;3.7291630864;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:03";="620103432";80;montant TM numérique;2831;24.325485479;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:03";="620103432";80f;montant TM non numérique ou à 0;4;0.0343701667;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:03";="620103432";90;montant TM numérique;4;0.0343701667;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/05 09:24:28";="590782637";100;montant TM non numérique ou à 0;7430;61.147230681;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:28";="590782637";100f;montant TM non numérique ou à 0;734;6.0406550901;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:28";="590782637";80;montant TM numérique;3933;32.367706362;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:28";="590782637";80;montant TM non numérique ou à 0;39;0.3209612378;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:28";="590782637";80f;montant TM numérique;7;0.0576084273;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:28";="590782637";80f;montant TM non numérique ou à 0;6;0.049378652;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:28";="590782637";90;montant TM numérique;2;0.0164595507;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 12:10:28";="590781803";100;montant TM non numérique ou à 0;6669;54.171066526;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:28";="590781803";100f;montant TM non numérique ou à 0;724;5.8809195029;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:28";="590781803";80;montant TM numérique;4909;39.874908618;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:28";="590781803";80f;montant TM numérique;2;0.016245634;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:28";="590781803";80f;montant TM non numérique ou à 0;2;0.016245634;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:28";="590781803";90;montant TM numérique;5;0.040614085;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 17:41:38";="590780227";100;montant TM non numérique ou à 0;9663;68.429997876;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:38";="590780227";100f;montant TM non numérique ou à 0;1149;8.1368175058;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:38";="590780227";80;montant TM numérique;3120;22.094752496;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:38";="590780227";80;montant TM non numérique ou à 0;160;1.1330642306;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:38";="590780227";80f;montant TM numérique;4;0.0283266058;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:38";="590780227";80f;montant TM non numérique ou à 0;20;0.1416330288;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:38";="590780227";90;montant TM numérique;5;0.0354082572;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:45:59";="800000044";100;montant TM numérique;1;0.0012797707;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:45:59";="800000044";100;montant TM non numérique ou à 0;52261;66.882094729;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:45:59";="800000044";100f;montant TM numérique;7;0.0089583947;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:45:59";="800000044";100f;montant TM non numérique ou à 0;11885;15.210074355;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:45:59";="800000044";80;montant TM numérique;7302;9.3448853965;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:45:59";="800000044";80;montant TM non numérique ou à 0;6167;7.8923456917;2023.7;X800000044;05SEP23;17:44:11
