"champ";"statut";"annee";"periode";"date du resultat";"ipe";mois;semaine;ponder;dms;moy_age;med_age;pct_homme;pct_rea;pct_si;pct_sc;annee;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/29 16:13:59";="620100651";3;;22;3.5909090909;67.863636364;70;68.181818182;4.5454545455;4.5454545455;4.5454545455;2023;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:59";="620100651";4;;21;6.1428571429;64.142857143;67;47.619047619;4.7619047619;9.5238095238;9.5238095238;2023;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:59";="620100651";5;;14;3.5;66.428571429;72;50;0;0;0;2023;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:59";="620100651";6;;15;11.066666667;72.2;74;53.333333333;6.6666666667;6.6666666667;13.333333333;2023;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:59";="620100651";7;;11;6;69.636363636;71;63.636363636;0;9.0909090909;0;2023;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:59";="620100651";99;;142;6.323943662;68.676056338;71;52.816901408;3.5211267606;4.9295774648;5.6338028169;9999;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:40:21";="620027839";99;;;;;0;;;;;9999;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/30 08:35:54";="590780284";1;;1;0;93;93;0;0;0;0;2023;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:54";="590780284";3;;2;4.5;74.5;74.5;50;0;0;0;2023;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:54";="590780284";5;;2;0.5;56.5;56.5;100;0;0;0;2023;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:54";="590780284";99;;5;2;71;59;60;0;0;0;9999;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:42:59";="020000287";1;;36;6.9166666667;70.138888889;74;61.111111111;0;11.111111111;2.7777777778;2023;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:59";="020000287";2;;15;6;49.466666667;42;13.333333333;0;6.6666666667;13.333333333;2023;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:59";="020000287";3;;29;4.1379310345;57.655172414;59;34.482758621;0;0;0;2023;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:59";="020000287";4;;18;6.4444444444;62.611111111;68.5;11.111111111;0;5.5555555556;11.111111111;2023;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:59";="020000287";5;;15;5.6;65.666666667;72;26.666666667;0;6.6666666667;0;2023;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:59";="020000287";6;;16;4;67.125;71;37.5;0;6.25;0;2023;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:59";="020000287";7;;7;4;47.142857143;28;28.571428571;0;0;0;2023;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:59";="020000287";99;;136;5.5220588235;62.169117647;68.5;35.294117647;0;5.8823529412;3.6764705882;9999;2023.7;X020000287;30AUG23;8:42:17
