"champ";"statut";"annee";"periode";"date du resultat";"ipe";code1;mnt_avb;mnt_am_avb;mnt_apb;mnt_am_apb;mnt;mnt_am;mnt_br_fides;mnt_remb_fides;cpt;mnt_am_mat2a;mnt_am_fides;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/28 12:09:53";="590782645";ATU;0;0;0;0;0;0;0;0;1;0;0;2023.7;X590782645;28AUG23;12:09:43
"mco";"dgf";"2023";"7";"2023/08/28 12:09:53";="590782645";FFM;0;0;0;0;0;0;0;0;2;0;0;2023.7;X590782645;28AUG23;12:09:43
"mco";"dgf";"2023";"7";"2023/08/28 12:09:53";="590782645";DIALYSE;0;0;0;0;0;0;0;0;3;0;0;2023.7;X590782645;28AUG23;12:09:43
"mco";"dgf";"2023";"7";"2023/08/28 12:09:53";="590782645";FTN;0;0;0;0;0;0;0;0;4;0;0;2023.7;X590782645;28AUG23;12:09:43
"mco";"dgf";"2023";"7";"2023/08/28 12:09:53";="590782645";CCAM;151.68;131.456;0;0;151.68;118209.2975;158377.76;118077.8415;5;131.456;118077.8415;2023.7;X590782645;28AUG23;12:09:43
"mco";"dgf";"2023";"7";"2023/08/28 12:09:53";="590782645";SE;45.525022;36.4200176;0;0;45.525022;36.4200176;0;0;6;36.4200176;0;2023.7;X590782645;28AUG23;12:09:43
"mco";"dgf";"2023";"7";"2023/08/28 12:09:53";="590782645";NGAP;0;0;0;0;0;62600.95;77015;62600.95;7;0;62600.95;2023.7;X590782645;28AUG23;12:09:43
"mco";"dgf";"2023";"7";"2023/08/28 12:09:53";="590782645";DMI;0;0;0;0;0;0;0;0;8;0;0;2023.7;X590782645;28AUG23;12:09:43
"mco";"dgf";"2023";"7";"2023/08/28 12:09:53";="590782645";MED;0;0;0;0;0;0;0;0;9;0;0;2023.7;X590782645;28AUG23;12:09:43
"mco";"dgf";"2023";"7";"2023/08/28 12:09:53";="590782645";INNOVATION;0;0;0;0;0;0;0;0;12;0;0;2023.7;X590782645;28AUG23;12:09:43
"mco";"dgf";"2023";"7";"2023/08/28 12:09:53";="590782645";URGENCE;0;0;0;0;0;0;0;0;13;0;0;2023.7;X590782645;28AUG23;12:09:43
"mco";"dgf";"2023";"7";"2023/08/28 12:52:25";="590782421";ATU;74859.716175;61812.815612;0;0;74859.716175;61812.815612;0;0;1;61812.815612;0;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:25";="590782421";FFM;0;0;0;0;0;0;0;0;2;0;0;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:25";="590782421";DIALYSE;0;0;0;0;0;0;0;0;3;0;0;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:25";="590782421";FTN;134468.579;134468.579;0;0;134468.579;2533140.0017;2398695.534;2398671.4227;4;134468.579;2398671.4227;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:25";="590782421";CCAM;328816.43;289840.51853;0;0;328816.43;2735683.1192;2760336;2445842.6007;5;289840.51853;2445842.6007;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:25";="590782421";SE;112462.60136;105140.21441;0;0;112462.60136;105140.21441;0;0;6;105140.21441;0;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:25";="590782421";NGAP;168774.66;140753.98293;0;0;168774.66;3325821.8289;3655845.954;3185067.846;7;140753.98293;3185067.846;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:25";="590782421";DMI;11270.16;11270.16;0;0;11270.16;11270.16;0;0;8;11270.16;0;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:25";="590782421";MED;0;0;0;0;0;0;0;0;9;0;0;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:25";="590782421";INNOVATION;0;0;0;0;0;0;0;0;12;0;0;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:25";="590782421";URGENCE;2423938.39;2423938.3763;0;0;2423938.39;2423938.3763;0;0;13;2423938.3763;0;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 14:31:16";="020000063";ATU;18187.857289;15113.089133;0;0;18187.857289;15113.089133;0;0;1;15113.089133;0;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:16";="020000063";FFM;0;0;0;0;0;0;0;0;2;0;0;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:16";="020000063";DIALYSE;0;0;0;0;0;0;0;0;3;0;0;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:16";="020000063";FTN;146007.3285;146007.3285;0;0;146007.3285;716788.2959;570865.493;570780.9674;4;146007.3285;570780.9674;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:16";="020000063";CCAM;172797.68;161653.71272;0;0;172797.68;1741148.5208;1876370.49;1579494.808;5;161653.71272;1579494.808;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:16";="020000063";SE;170720.07807;160694.30678;0;0;170720.07807;160694.30678;0;0;6;160694.30678;0;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:16";="020000063";NGAP;30488.12;25920.902;0;0;30488.12;2545636.3601;3017925.9785;2519715.4581;7;25920.902;2519715.4581;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:16";="020000063";DMI;22540.32;22540.32;0;0;22540.32;22540.32;0;0;8;22540.32;0;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:16";="020000063";MED;0;0;0;0;0;0;0;0;9;0;0;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:16";="020000063";INNOVATION;0;0;0;0;0;0;0;0;12;0;0;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:16";="020000063";URGENCE;2061468.43;2061468.3986;0;0;2061468.43;2061468.3986;0;0;13;2061468.3986;0;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 15:42:21";="020004495";ATU;0;0;0;0;0;0;0;0;1;0;0;2023.7;X020004495;28AUG23;15:42:08
"mco";"dgf";"2023";"7";"2023/08/28 15:42:21";="020004495";FFM;0;0;0;0;0;0;0;0;2;0;0;2023.7;X020004495;28AUG23;15:42:08
"mco";"dgf";"2023";"7";"2023/08/28 15:42:21";="020004495";DIALYSE;0;0;0;0;0;0;0;0;3;0;0;2023.7;X020004495;28AUG23;15:42:08
"mco";"dgf";"2023";"7";"2023/08/28 15:42:21";="020004495";FTN;21708.5505;21687.1536;0;0;21708.5505;167807.6326;146120.479;146120.479;4;21687.1536;146120.479;2023.7;X020004495;28AUG23;15:42:08
"mco";"dgf";"2023";"7";"2023/08/28 15:42:21";="020004495";CCAM;1722.85;1555.202;0;0;1722.85;254776.184;305269.05;253220.982;5;1555.202;253220.982;2023.7;X020004495;28AUG23;15:42:08
"mco";"dgf";"2023";"7";"2023/08/28 15:42:21";="020004495";SE;1453.596112;1323.7047328;0;0;1453.596112;1323.7047328;0;0;6;1323.7047328;0;2023.7;X020004495;28AUG23;15:42:08
"mco";"dgf";"2023";"7";"2023/08/28 15:42:21";="020004495";NGAP;87.84;79.668;0;0;87.84;172997.9915;207900.0525;172918.3235;7;79.668;172918.3235;2023.7;X020004495;28AUG23;15:42:08
"mco";"dgf";"2023";"7";"2023/08/28 15:42:21";="020004495";DMI;0;0;0;0;0;0;0;0;8;0;0;2023.7;X020004495;28AUG23;15:42:08
"mco";"dgf";"2023";"7";"2023/08/28 15:42:21";="020004495";MED;0;0;0;0;0;0;0;0;9;0;0;2023.7;X020004495;28AUG23;15:42:08
"mco";"dgf";"2023";"7";"2023/08/28 15:42:21";="020004495";INNOVATION;0;0;0;0;0;0;0;0;12;0;0;2023.7;X020004495;28AUG23;15:42:08
"mco";"dgf";"2023";"7";"2023/08/28 15:42:21";="020004495";URGENCE;363518.78;363518.76039;0;0;363518.78;363518.76039;0;0;13;363518.76039;0;2023.7;X020004495;28AUG23;15:42:08
"mco";"dgf";"2023";"7";"2023/08/28 17:55:46";="800000051";ATU;0;0;0;0;0;0;0;0;1;0;0;2023.7;X800000051;28AUG23;17:55:36
"mco";"dgf";"2023";"7";"2023/08/28 17:55:46";="800000051";FFM;0;0;0;0;0;0;0;0;2;0;0;2023.7;X800000051;28AUG23;17:55:36
"mco";"dgf";"2023";"7";"2023/08/28 17:55:46";="800000051";DIALYSE;0;0;0;0;0;0;0;0;3;0;0;2023.7;X800000051;28AUG23;17:55:36
"mco";"dgf";"2023";"7";"2023/08/28 17:55:46";="800000051";FTN;0;0;0;0;0;0;0;0;4;0;0;2023.7;X800000051;28AUG23;17:55:36
"mco";"dgf";"2023";"7";"2023/08/28 17:55:46";="800000051";CCAM;0;0;0;0;0;97750.584;130101.46;97750.584;5;0;97750.584;2023.7;X800000051;28AUG23;17:55:36
"mco";"dgf";"2023";"7";"2023/08/28 17:55:46";="800000051";SE;0;0;0;0;0;0;0;0;6;0;0;2023.7;X800000051;28AUG23;17:55:36
"mco";"dgf";"2023";"7";"2023/08/28 17:55:46";="800000051";NGAP;0;0;0;0;0;67376.966;76819.64;67376.966;7;0;67376.966;2023.7;X800000051;28AUG23;17:55:36
"mco";"dgf";"2023";"7";"2023/08/28 17:55:46";="800000051";DMI;0;0;0;0;0;0;0;0;8;0;0;2023.7;X800000051;28AUG23;17:55:36
"mco";"dgf";"2023";"7";"2023/08/28 17:55:46";="800000051";MED;0;0;0;0;0;0;0;0;9;0;0;2023.7;X800000051;28AUG23;17:55:36
"mco";"dgf";"2023";"7";"2023/08/28 17:55:46";="800000051";INNOVATION;0;0;0;0;0;0;0;0;12;0;0;2023.7;X800000051;28AUG23;17:55:36
"mco";"dgf";"2023";"7";"2023/08/28 17:55:46";="800000051";URGENCE;0;0;0;0;0;0;0;0;13;0;0;2023.7;X800000051;28AUG23;17:55:36
"mco";"dgf";"2023";"7";"2023/08/28 18:05:58";="800000036";ATU;0;0;0;0;0;0;0;0;1;0;0;2023.7;X800000036;28AUG23;18:05:49
"mco";"dgf";"2023";"7";"2023/08/28 18:05:58";="800000036";FFM;0;0;0;0;0;0;0;0;2;0;0;2023.7;X800000036;28AUG23;18:05:49
"mco";"dgf";"2023";"7";"2023/08/28 18:05:58";="800000036";DIALYSE;0;0;0;0;0;0;0;0;3;0;0;2023.7;X800000036;28AUG23;18:05:49
"mco";"dgf";"2023";"7";"2023/08/28 18:05:58";="800000036";FTN;0;0;0;0;0;0;0;0;4;0;0;2023.7;X800000036;28AUG23;18:05:49
"mco";"dgf";"2023";"7";"2023/08/28 18:05:58";="800000036";CCAM;0;0;0;0;0;70911.0155;92441.76;70911.0155;5;0;70911.0155;2023.7;X800000036;28AUG23;18:05:49
"mco";"dgf";"2023";"7";"2023/08/28 18:05:58";="800000036";SE;0;0;0;0;0;0;0;0;6;0;0;2023.7;X800000036;28AUG23;18:05:49
"mco";"dgf";"2023";"7";"2023/08/28 18:05:58";="800000036";NGAP;0;0;0;0;0;31163.718;38922.57;31163.718;7;0;31163.718;2023.7;X800000036;28AUG23;18:05:49
"mco";"dgf";"2023";"7";"2023/08/28 18:05:58";="800000036";DMI;0;0;0;0;0;0;0;0;8;0;0;2023.7;X800000036;28AUG23;18:05:49
"mco";"dgf";"2023";"7";"2023/08/28 18:05:58";="800000036";MED;0;0;0;0;0;0;0;0;9;0;0;2023.7;X800000036;28AUG23;18:05:49
"mco";"dgf";"2023";"7";"2023/08/28 18:05:58";="800000036";INNOVATION;0;0;0;0;0;0;0;0;12;0;0;2023.7;X800000036;28AUG23;18:05:49
"mco";"dgf";"2023";"7";"2023/08/28 18:05:58";="800000036";URGENCE;0;0;0;0;0;0;0;0;13;0;0;2023.7;X800000036;28AUG23;18:05:49
"mco";"dgf";"2023";"7";"2023/08/29 09:15:28";="020000055";ATU;0;0;0;0;0;0;0;0;1;0;0;2023.7;X020000055;29AUG23;9:15:15
"mco";"dgf";"2023";"7";"2023/08/29 09:15:28";="020000055";FFM;0;0;0;0;0;0;0;0;2;0;0;2023.7;X020000055;29AUG23;9:15:15
"mco";"dgf";"2023";"7";"2023/08/29 09:15:28";="020000055";DIALYSE;0;0;0;0;0;0;0;0;3;0;0;2023.7;X020000055;29AUG23;9:15:15
"mco";"dgf";"2023";"7";"2023/08/29 09:15:28";="020000055";FTN;0;0;0;0;0;0;0;0;4;0;0;2023.7;X020000055;29AUG23;9:15:15
"mco";"dgf";"2023";"7";"2023/08/29 09:15:28";="020000055";CCAM;0;0;0;0;0;22429.933;25485.61;22429.933;5;0;22429.933;2023.7;X020000055;29AUG23;9:15:15
"mco";"dgf";"2023";"7";"2023/08/29 09:15:28";="020000055";SE;0;0;0;0;0;0;0;0;6;0;0;2023.7;X020000055;29AUG23;9:15:15
"mco";"dgf";"2023";"7";"2023/08/29 09:15:28";="020000055";NGAP;0;0;0;0;0;19247.98;23563.6;19247.98;7;0;19247.98;2023.7;X020000055;29AUG23;9:15:15
"mco";"dgf";"2023";"7";"2023/08/29 09:15:28";="020000055";DMI;0;0;0;0;0;0;0;0;8;0;0;2023.7;X020000055;29AUG23;9:15:15
"mco";"dgf";"2023";"7";"2023/08/29 09:15:28";="020000055";MED;0;0;0;0;0;0;0;0;9;0;0;2023.7;X020000055;29AUG23;9:15:15
"mco";"dgf";"2023";"7";"2023/08/29 09:15:28";="020000055";INNOVATION;0;0;0;0;0;0;0;0;12;0;0;2023.7;X020000055;29AUG23;9:15:15
"mco";"dgf";"2023";"7";"2023/08/29 09:15:28";="020000055";URGENCE;0;0;0;0;0;0;0;0;13;0;0;2023.7;X020000055;29AUG23;9:15:15
"mco";"dgf";"2023";"7";"2023/08/29 09:49:36";="590782652";ATU;25439.389194;21063.749103;0;0;25439.389194;21063.749103;0;0;1;21063.749103;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:36";="590782652";FFM;0;0;0;0;0;0;0;0;2;0;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:36";="590782652";DIALYSE;0;0;0;0;0;0;0;0;3;0;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:36";="590782652";FTN;27847.093;27847.093;0;0;27847.093;301165.438;273318.345;273318.345;4;27847.093;273318.345;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:36";="590782652";CCAM;201548.01;189105.776;0;0;201548.01;653639.585;556756.02;464533.809;5;189105.776;464533.809;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:36";="590782652";SE;131791.73877;125845.5036;0;0;131791.73877;125845.5036;0;0;6;125845.5036;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:36";="590782652";NGAP;32325.56;27696.698;0;0;32325.56;725592.308;828687.8339;697895.61;7;27696.698;697895.61;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:36";="590782652";DMI;0;0;0;0;0;0;0;0;8;0;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:36";="590782652";MED;0;0;0;0;0;0;0;0;9;0;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:36";="590782652";INNOVATION;0;0;0;0;0;0;0;0;12;0;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:36";="590782652";URGENCE;597172.73;597172.73;0;0;597172.73;597172.73;0;0;13;597172.73;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 11:59:25";="020000261";ATU;40528.275585;33708.171509;0;0;40528.275585;33708.171509;0;0;1;33708.171509;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:25";="020000261";FFM;0;0;0;0;0;0;0;0;2;0;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:25";="020000261";DIALYSE;0;0;0;0;0;0;0;0;3;0;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:25";="020000261";FTN;64186.0485;64186.0485;0;0;64186.0485;246087.43074;181901.559;181901.38224;4;64186.0485;181901.38224;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:25";="020000261";CCAM;165932.6;144521.846;0;0;165932.6;1361809.6549;1481261.65;1217287.8089;5;144521.846;1217287.8089;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:25";="020000261";SE;87960.652272;77792.538106;0;0;87960.652272;77792.538106;0;0;6;77792.538106;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:25";="020000261";NGAP;33530.6;28198.708;0;0;33530.6;1326029.9759;1562055.2095;1297831.2679;7;28198.708;1297831.2679;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:25";="020000261";DMI;4513.238793;4507.5576206;0;0;4513.238793;4507.5576206;0;0;8;4507.5576206;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:25";="020000261";MED;0;0;0;0;0;0;0;0;9;0;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:25";="020000261";INNOVATION;0;0;0;0;0;0;0;0;12;0;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:25";="020000261";URGENCE;1450921.73;1450921.7261;0;0;1450921.73;1450921.7261;0;0;13;1450921.7261;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 13:08:39";="620000026";ATU;0;0;0;0;0;0;0;0;1;0;0;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:08:39";="620000026";FFM;0;0;102.390963;90.2672628;102.390963;818.8268226;863.960454;728.5595598;2;90.2672628;728.5595598;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:08:39";="620000026";DIALYSE;0;0;0;0;0;0;0;0;3;0;0;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:08:39";="620000026";FTN;0;0;0;0;0;642189.289;642189.289;642189.289;4;0;642189.289;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:08:39";="620000026";CCAM;0;0;2990.61;2812.236;2990.61;1201739.931;1427114.21;1198927.695;5;2812.236;1198927.695;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:08:39";="620000026";SE;0;0;2451.800372;2284.9101944;2451.800372;19078.046254;18313.972555;16793.13606;6;2284.9101944;16793.13606;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:08:39";="620000026";NGAP;0;0;0;0;0;772637.2162;984819.4425;772637.2162;7;0;772637.2162;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:08:39";="620000026";DMI;0;0;0;0;0;0;0;0;8;0;0;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:08:39";="620000026";MED;0;0;0;0;0;0;0;0;9;0;0;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:08:39";="620000026";INNOVATION;0;0;0;0;0;0;0;0;12;0;0;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:08:39";="620000026";URGENCE;0;0;0;0;0;0;0;0;13;0;0;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:23:12";="590065223";ATU;0;0;0;0;0;0;0;0;1;0;0;2023.7;X590065223;29AUG23;13:22:52
"mco";"dgf";"2023";"7";"2023/08/29 13:23:12";="590065223";FFM;0;0;0;0;0;0;0;0;2;0;0;2023.7;X590065223;29AUG23;13:22:52
"mco";"dgf";"2023";"7";"2023/08/29 13:23:12";="590065223";DIALYSE;0;0;0;0;0;0;0;0;3;0;0;2023.7;X590065223;29AUG23;13:22:52
"mco";"dgf";"2023";"7";"2023/08/29 13:23:12";="590065223";FTN;0;0;0;0;0;0;0;0;4;0;0;2023.7;X590065223;29AUG23;13:22:52
"mco";"dgf";"2023";"7";"2023/08/29 13:23:12";="590065223";CCAM;0;0;0;0;0;0;0;0;5;0;0;2023.7;X590065223;29AUG23;13:22:52
"mco";"dgf";"2023";"7";"2023/08/29 13:23:12";="590065223";SE;0;0;0;0;0;0;0;0;6;0;0;2023.7;X590065223;29AUG23;13:22:52
"mco";"dgf";"2023";"7";"2023/08/29 13:23:12";="590065223";NGAP;0;0;0;0;0;2439987.3195;2776145.21;2439987.3195;7;0;2439987.3195;2023.7;X590065223;29AUG23;13:22:52
"mco";"dgf";"2023";"7";"2023/08/29 13:23:12";="590065223";DMI;0;0;0;0;0;0;0;0;8;0;0;2023.7;X590065223;29AUG23;13:22:52
"mco";"dgf";"2023";"7";"2023/08/29 13:23:12";="590065223";MED;0;0;0;0;0;0;0;0;9;0;0;2023.7;X590065223;29AUG23;13:22:52
"mco";"dgf";"2023";"7";"2023/08/29 13:23:12";="590065223";INNOVATION;0;0;0;0;0;0;0;0;12;0;0;2023.7;X590065223;29AUG23;13:22:52
"mco";"dgf";"2023";"7";"2023/08/29 13:23:12";="590065223";URGENCE;0;0;0;0;0;0;0;0;13;0;0;2023.7;X590065223;29AUG23;13:22:52
"mco";"dgf";"2023";"7";"2023/08/29 14:03:40";="590000600";ATU;0;0;0;0;0;0;0;0;1;0;0;2023.7;X590000600;29AUG23;14:03:29
"mco";"dgf";"2023";"7";"2023/08/29 14:03:40";="590000600";FFM;0;0;0;0;0;0;0;0;2;0;0;2023.7;X590000600;29AUG23;14:03:29
"mco";"dgf";"2023";"7";"2023/08/29 14:03:40";="590000600";DIALYSE;0;0;0;0;0;0;0;0;3;0;0;2023.7;X590000600;29AUG23;14:03:29
"mco";"dgf";"2023";"7";"2023/08/29 14:03:40";="590000600";FTN;0;0;0;0;0;0;0;0;4;0;0;2023.7;X590000600;29AUG23;14:03:29
"mco";"dgf";"2023";"7";"2023/08/29 14:03:40";="590000600";CCAM;19684.77;16845.794;0;0;19684.77;84584.8005;83949.32;67739.0065;5;16845.794;67739.0065;2023.7;X590000600;29AUG23;14:03:29
"mco";"dgf";"2023";"7";"2023/08/29 14:03:40";="590000600";SE;0;0;0;0;0;0;0;0;6;0;0;2023.7;X590000600;29AUG23;14:03:29
"mco";"dgf";"2023";"7";"2023/08/29 14:03:40";="590000600";NGAP;0;0;0;0;0;13109.022;14812.46;13109.022;7;0;13109.022;2023.7;X590000600;29AUG23;14:03:29
"mco";"dgf";"2023";"7";"2023/08/29 14:03:40";="590000600";DMI;0;0;0;0;0;0;0;0;8;0;0;2023.7;X590000600;29AUG23;14:03:29
"mco";"dgf";"2023";"7";"2023/08/29 14:03:40";="590000600";MED;0;0;0;0;0;0;0;0;9;0;0;2023.7;X590000600;29AUG23;14:03:29
"mco";"dgf";"2023";"7";"2023/08/29 14:03:40";="590000600";INNOVATION;0;0;0;0;0;0;0;0;12;0;0;2023.7;X590000600;29AUG23;14:03:29
"mco";"dgf";"2023";"7";"2023/08/29 14:03:40";="590000600";URGENCE;0;0;0;0;0;0;0;0;13;0;0;2023.7;X590000600;29AUG23;14:03:29
"mco";"dgf";"2023";"7";"2023/08/29 14:32:45";="620003350";ATU;0;0;0;0;0;0;0;0;1;0;0;2023.7;X620003350;29AUG23;14:32:33
"mco";"dgf";"2023";"7";"2023/08/29 14:32:45";="620003350";FFM;0;0;0;0;0;0;0;0;2;0;0;2023.7;X620003350;29AUG23;14:32:33
"mco";"dgf";"2023";"7";"2023/08/29 14:32:45";="620003350";DIALYSE;0;0;0;0;0;0;0;0;3;0;0;2023.7;X620003350;29AUG23;14:32:33
"mco";"dgf";"2023";"7";"2023/08/29 14:32:45";="620003350";FTN;0;0;0;0;0;0;0;0;4;0;0;2023.7;X620003350;29AUG23;14:32:33
"mco";"dgf";"2023";"7";"2023/08/29 14:32:45";="620003350";CCAM;74191.76;63253.52;0;0;74191.76;365765.895;352084.06;302512.375;5;63253.52;302512.375;2023.7;X620003350;29AUG23;14:32:33
"mco";"dgf";"2023";"7";"2023/08/29 14:32:45";="620003350";SE;63018.659766;53210.219751;0;0;63018.659766;53210.219751;0;0;6;53210.219751;0;2023.7;X620003350;29AUG23;14:32:33
"mco";"dgf";"2023";"7";"2023/08/29 14:32:45";="620003350";NGAP;-24;-24;0;0;-24;216311.05;248430.4;216335.05;7;-24;216335.05;2023.7;X620003350;29AUG23;14:32:33
"mco";"dgf";"2023";"7";"2023/08/29 14:32:45";="620003350";DMI;0;0;0;0;0;0;0;0;8;0;0;2023.7;X620003350;29AUG23;14:32:33
"mco";"dgf";"2023";"7";"2023/08/29 14:32:45";="620003350";MED;0;0;0;0;0;0;0;0;9;0;0;2023.7;X620003350;29AUG23;14:32:33
"mco";"dgf";"2023";"7";"2023/08/29 14:32:45";="620003350";INNOVATION;0;0;0;0;0;0;0;0;12;0;0;2023.7;X620003350;29AUG23;14:32:33
"mco";"dgf";"2023";"7";"2023/08/29 14:32:45";="620003350";URGENCE;683843.22;683824.47016;0;0;683843.22;683824.47016;0;0;13;683824.47016;0;2023.7;X620003350;29AUG23;14:32:33
"mco";"dgf";"2023";"7";"2023/08/29 14:46:29";="590781670";ATU;0;0;0;0;0;0;0;0;1;0;0;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:29";="590781670";FFM;7362.896008;6029.556045;0;0;7362.896008;6029.556045;0;0;2;6029.556045;0;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:29";="590781670";DIALYSE;0;0;0;0;0;0;0;0;3;0;0;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:29";="590781670";FTN;0;0;0;0;0;233658.7995;233658.7995;233658.7995;4;0;233658.7995;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:29";="590781670";CCAM;24799.99;20670.802;0;0;24799.99;461092.2605;536993.79;440421.4585;5;20670.802;440421.4585;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:29";="590781670";SE;5993.282774;5255.4945054;0;0;5993.282774;5255.4945054;0;0;6;5255.4945054;0;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:29";="590781670";NGAP;0;0;0;0;0;159663.53675;209187.3625;159663.53675;7;0;159663.53675;2023.7;X590781670;29AUG23;14:46:17
