"champ";"statut";"annee";"periode";"date du resultat";"ipe";libel;annee;mois;COUNT;PERCENT;noligne;nonval;count1;evol;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"11";"2022/12/27 13:05:14";="020000022";Nombre de RAPSS transmis;2022;11;80;10.322580645;1;;54;48.148148148;2022.11;X020000022;27DEC22;13:05:07
"had";"dgf";"2022";"11";"2022/12/27 13:05:14";="020000022";Nb de journées de présence;2022;11;899;;3;;683;31.625183016;2022.11;X020000022;27DEC22;13:05:07
"had";"dgf";"2022";"11";"2022/12/30 15:37:20";="590048476";Nombre de RAPSS transmis;2022;1;200;10.298661174;1;;184;8.6956521739;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:20";="590048476";Nb de journées de présence;2022;1;1698;;3;;1887;-10.01589825;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:20";="590048476";Nombre de RAPSS transmis;2022;2;179;9.2173017508;1;;166;7.8313253012;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:20";="590048476";Nb de journées de présence;2022;2;1608;;3;;1773;-9.306260575;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:20";="590048476";Nombre de RAPSS transmis;2022;3;209;10.762100927;1;;193;8.2901554404;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:20";="590048476";Nb de journées de présence;2022;3;1800;;3;;2138;-15.80916745;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:20";="590048476";Nombre de RAPSS transmis;2022;4;199;10.247167868;1;;174;14.367816092;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:20";="590048476";Nb de journées de présence;2022;4;1807;;3;;1883;-4.036112586;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:20";="590048476";Nombre de RAPSS transmis;2022;5;181;9.3202883625;1;;177;2.2598870056;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:20";="590048476";Nb de journées de présence;2022;5;1761;;3;;1832;-3.875545852;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:20";="590048476";Nombre de RAPSS transmis;2022;6;177;9.114315139;1;;194;-8.762886598;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:20";="590048476";Nb de journées de présence;2022;6;1623;;3;;1876;-13.48614072;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:20";="590048476";Nombre de RAPSS transmis;2022;7;166;8.5478887745;1;;166;0;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:20";="590048476";Nb de journées de présence;2022;7;1475;;3;;1771;-16.71372106;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:20";="590048476";Nombre de RAPSS transmis;2022;8;172;8.8568486097;1;;177;-2.824858757;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:20";="590048476";Nb de journées de présence;2022;8;1647;;3;;1915;-13.99477807;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:20";="590048476";Nombre de RAPSS transmis;2022;9;164;8.4449021627;1;;202;-18.81188119;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:20";="590048476";Nb de journées de présence;2022;9;1262;;3;;1840;-31.41304348;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:20";="590048476";Nombre de RAPSS transmis;2022;10;144;7.4150360453;1;;201;-28.35820896;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:20";="590048476";Nb de journées de présence;2022;10;1225;;3;;1774;-30.9470124;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:20";="590048476";Nombre de RAPSS transmis;2022;11;151;7.7754891864;1;;174;-13.2183908;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:20";="590048476";Nb de journées de présence;2022;11;1262;;3;;1809;-30.23770039;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 11:03:08";="590780193";Nombre de RAPSS transmis;2022;1;297;9.3661305582;1;;246;20.731707317;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:08";="590780193";Nb de journées de présence;2022;1;1721;;3;;2163;-20.4345816;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:08";="590780193";Nombre de RAPSS transmis;2022;2;261;8.2308420057;1;;247;5.6680161943;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:08";="590780193";Nb de journées de présence;2022;2;1582;;3;;1690;-6.390532544;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:08";="590780193";Nombre de RAPSS transmis;2022;3;302;9.5238095238;1;;291;3.7800687285;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:08";="590780193";Nb de journées de présence;2022;3;2175;;3;;2002;8.6413586414;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:08";="590780193";Nombre de RAPSS transmis;2022;4;242;7.6316619363;1;;310;-21.93548387;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:08";="590780193";Nb de journées de présence;2022;4;1805;;3;;2984;-39.51072386;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:08";="590780193";Nombre de RAPSS transmis;2022;5;307;9.6814884894;1;;288;6.5972222222;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:08";="590780193";Nb de journées de présence;2022;5;2054;;3;;2051;0.1462701121;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:08";="590780193";Nombre de RAPSS transmis;2022;6;303;9.5553453169;1;;300;1;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:08";="590780193";Nb de journées de présence;2022;6;1917;;3;;1932;-0.776397516;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:08";="590780193";Nombre de RAPSS transmis;2022;7;238;7.5055187638;1;;313;-23.96166134;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:08";="590780193";Nb de journées de présence;2022;7;1207;;3;;1925;-37.2987013;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:08";="590780193";Nombre de RAPSS transmis;2022;8;309;9.7445600757;1;;283;9.1872791519;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:08";="590780193";Nb de journées de présence;2022;8;2551;;3;;2106;21.130104463;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:08";="590780193";Nombre de RAPSS transmis;2022;9;335;10.564490697;1;;313;7.0287539936;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:08";="590780193";Nb de journées de présence;2022;9;2044;;3;;2070;-1.256038647;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:08";="590780193";Nombre de RAPSS transmis;2022;10;269;8.4831283507;1;;301;-10.63122924;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:08";="590780193";Nb RAPSS en erreur (*);2022;10;4;0.1261431725;2;1;;;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:08";="590780193";Nb de journées de présence;2022;10;2142;;3;;2036;5.2062868369;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:08";="590780193";Nombre de RAPSS transmis;2022;11;308;9.7130242826;1;;243;26.748971193;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:08";="590780193";Nb RAPSS en erreur (*);2022;11;9;0.2838221381;2;1;;;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:08";="590780193";Nb de journées de présence;2022;11;2275;;3;;1518;49.868247694;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/29 12:11:08";="590782652";Nombre de RAPSS transmis;2022;1;163;8.5970464135;1;;163;0;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:08";="590782652";Nb de journées de présence;2022;1;1273;;3;;1267;0.4735595896;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:08";="590782652";Nombre de RAPSS transmis;2022;2;168;8.8607594937;1;;128;31.25;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:08";="590782652";Nb de journées de présence;2022;2;1169;;3;;1108;5.5054151625;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:08";="590782652";Nombre de RAPSS transmis;2022;3;194;10.232067511;1;;160;21.25;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:08";="590782652";Nb de journées de présence;2022;3;1446;;3;;1212;19.306930693;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:08";="590782652";Nombre de RAPSS transmis;2022;4;170;8.9662447257;1;;216;-21.2962963;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:08";="590782652";Nb de journées de présence;2022;4;1540;;3;;1572;-2.03562341;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:08";="590782652";Nombre de RAPSS transmis;2022;5;191;10.073839662;1;;174;9.7701149425;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:08";="590782652";Nb de journées de présence;2022;5;1670;;3;;1399;19.370979271;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:08";="590782652";Nombre de RAPSS transmis;2022;6;171;9.0189873418;1;;178;-3.93258427;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:08";="590782652";Nb de journées de présence;2022;6;1492;;3;;1552;-3.865979381;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:08";="590782652";Nombre de RAPSS transmis;2022;7;179;9.44092827;1;;159;12.578616352;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:08";="590782652";Nb de journées de présence;2022;7;1516;;3;;1346;12.630014859;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:08";="590782652";Nombre de RAPSS transmis;2022;8;171;9.0189873418;1;;146;17.123287671;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:08";="590782652";Nb de journées de présence;2022;8;1431;;3;;1178;21.477079796;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:08";="590782652";Nombre de RAPSS transmis;2022;9;185;9.7573839662;1;;178;3.9325842697;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:08";="590782652";Nb de journées de présence;2022;9;1443;;3;;1388;3.9625360231;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:08";="590782652";Nombre de RAPSS transmis;2022;10;161;8.4915611814;1;;195;-17.43589744;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:08";="590782652";Nb de journées de présence;2022;10;1240;;3;;1467;-15.47375596;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:08";="590782652";Nombre de RAPSS transmis;2022;11;143;7.5421940928;1;;199;-28.14070352;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:08";="590782652";Nb de journées de présence;2022;11;1238;;3;;1488;-16.80107527;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/22 15:00:21";="600100713";Nombre de RAPSS transmis;2022;1;62;10.726643599;1;;41;51.219512195;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:21";="600100713";Nb de journées de présence;2022;1;514;;3;;351;46.438746439;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:21";="600100713";Nombre de RAPSS transmis;2022;2;52;8.9965397924;1;;59;-11.86440678;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:21";="600100713";Nb de journées de présence;2022;2;612;;3;;764;-19.89528796;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:21";="600100713";Nombre de RAPSS transmis;2022;3;51;8.8235294118;1;;59;-13.55932203;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:21";="600100713";Nb de journées de présence;2022;3;781;;3;;948;-17.61603376;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:21";="600100713";Nombre de RAPSS transmis;2022;4;57;9.8615916955;1;;61;-6.557377049;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:21";="600100713";Nb de journées de présence;2022;4;918;;3;;1176;-21.93877551;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:21";="600100713";Nombre de RAPSS transmis;2022;5;52;8.9965397924;1;;65;-20;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:21";="600100713";Nb de journées de présence;2022;5;820;;3;;1272;-35.53459119;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:21";="600100713";Nombre de RAPSS transmis;2022;6;58;10.034602076;1;;56;3.5714285714;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:21";="600100713";Nb de journées de présence;2022;6;1159;;3;;918;26.252723312;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:21";="600100713";Nombre de RAPSS transmis;2022;7;48;8.3044982699;1;;42;14.285714286;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:21";="600100713";Nb de journées de présence;2022;7;640;;3;;867;-26.1822376;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:21";="600100713";Nombre de RAPSS transmis;2022;8;42;7.2664359862;1;;54;-22.22222222;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:21";="600100713";Nb de journées de présence;2022;8;633;;3;;900;-29.66666667;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:21";="600100713";Nombre de RAPSS transmis;2022;9;35;6.0553633218;1;;48;-27.08333333;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:21";="600100713";Nb de journées de présence;2022;9;841;;3;;797;5.5207026349;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:21";="600100713";Nombre de RAPSS transmis;2022;10;52;8.9965397924;1;;55;-5.454545455;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:21";="600100713";Nb de journées de présence;2022;10;1053;;3;;1081;-2.590194265;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:21";="600100713";Nombre de RAPSS transmis;2022;11;69;11.937716263;1;;43;60.465116279;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:21";="600100713";Nb de journées de présence;2022;11;1801;;3;;682;164.07624633;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2023/01/02 09:22:31";="600100721";Nombre de RAPSS transmis;2022;1;51;9.4095940959;1;;67;-23.88059701;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:31";="600100721";Nb de journées de présence;2022;1;603;;3;;914;-34.02625821;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:31";="600100721";Nombre de RAPSS transmis;2022;2;50;9.2250922509;1;;52;-3.846153846;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:31";="600100721";Nb de journées de présence;2022;2;525;;3;;765;-31.37254902;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:31";="600100721";Nombre de RAPSS transmis;2022;3;56;10.332103321;1;;52;7.6923076923;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:31";="600100721";Nb de journées de présence;2022;3;708;;3;;743;-4.710632571;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:31";="600100721";Nombre de RAPSS transmis;2022;4;53;9.778597786;1;;58;-8.620689655;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:31";="600100721";Nb de journées de présence;2022;4;718;;3;;811;-11.46732429;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:31";="600100721";Nombre de RAPSS transmis;2022;5;59;10.885608856;1;;51;15.68627451;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:31";="600100721";Nb de journées de présence;2022;5;745;;3;;718;3.7604456825;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:31";="600100721";Nombre de RAPSS transmis;2022;6;60;11.070110701;1;;47;27.659574468;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:31";="600100721";Nb de journées de présence;2022;6;672;;3;;711;-5.485232068;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:31";="600100721";Nombre de RAPSS transmis;2022;7;42;7.7490774908;1;;55;-23.63636364;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:31";="600100721";Nb de journées de présence;2022;7;646;;3;;690;-6.376811594;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:31";="600100721";Nombre de RAPSS transmis;2022;8;35;6.4575645756;1;;37;-5.405405405;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:31";="600100721";Nb de journées de présence;2022;8;630;;3;;556;13.309352518;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:31";="600100721";Nombre de RAPSS transmis;2022;9;49;9.0405904059;1;;42;16.666666667;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:31";="600100721";Nb RAPSS en erreur (*);2022;9;1;0.184501845;2;1;;;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:31";="600100721";Nb de journées de présence;2022;9;642;;3;;553;16.09403255;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:31";="600100721";Nombre de RAPSS transmis;2022;10;39;7.1955719557;1;;38;2.6315789474;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:31";="600100721";Nb RAPSS en erreur (*);2022;10;1;0.184501845;2;1;;;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:31";="600100721";Nb de journées de présence;2022;10;590;;3;;640;-7.8125;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:31";="600100721";Nombre de RAPSS transmis;2022;11;48;8.8560885609;1;;35;37.142857143;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:31";="600100721";Nb RAPSS en erreur (*);2022;11;2;0.36900369;2;1;;;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:31";="600100721";Nb de journées de présence;2022;11;558;;3;;558;0;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/03 14:07:17";="800000028";Nombre de RAPSS transmis;2022;1;48;8.6956521739;1;;97;-50.51546392;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:17";="800000028";Nb de journées de présence;2022;1;745;;3;;849;-12.24970554;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:17";="800000028";Nombre de RAPSS transmis;2022;2;50;9.0579710145;1;;107;-53.27102804;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:17";="800000028";Nb de journées de présence;2022;2;609;;3;;865;-29.59537572;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:17";="800000028";Nombre de RAPSS transmis;2022;3;55;9.9637681159;1;;95;-42.10526316;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:17";="800000028";Nb de journées de présence;2022;3;812;;3;;810;0.2469135802;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:17";="800000028";Nombre de RAPSS transmis;2022;4;53;9.6014492754;1;;101;-47.52475248;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:17";="800000028";Nb de journées de présence;2022;4;848;;3;;900;-5.777777778;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:17";="800000028";Nombre de RAPSS transmis;2022;5;63;11.413043478;1;;99;-36.36363636;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:17";="800000028";Nb de journées de présence;2022;5;804;;3;;830;-3.13253012;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:17";="800000028";Nombre de RAPSS transmis;2022;6;47;8.5144927536;1;;89;-47.19101124;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:17";="800000028";Nb de journées de présence;2022;6;691;;3;;775;-10.83870968;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:17";="800000028";Nombre de RAPSS transmis;2022;7;44;7.9710144928;1;;84;-47.61904762;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:17";="800000028";Nb de journées de présence;2022;7;791;;3;;705;12.19858156;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:17";="800000028";Nombre de RAPSS transmis;2022;8;55;9.9637681159;1;;87;-36.7816092;2022.11;X800000028;03JAN23;14:07:11
