"champ";"statut";"annee";"periode";"date du resultat";"ipe";diagp;age2;nb;nbrapss;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"11";"2022/12/22 10:53:34";="800000523";R628;0;2;4;2022.11;X800000523;22DEC22;10:53:02
