"champ";"statut";"annee";"periode";"date du resultat";"ipe";diags;nbsej_diagp;nbseq_diagp;nbj_diagp;nbsej_dmpp;nbseq_dmpp;nbj_dmpp;nbsej_dmpa;nbseq_dmpa;nbj_dmpa;nbsej_das;nbseq_das;nbj_das;i;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"12";"2023/01/26 09:22:34";="600100713";U129;0;0;0;0;0;0;0;0;0;1;1;46;13;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/27 16:29:44";="800000069";U119;0;0;0;0;0;0;0;0;0;6;6;176;13;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/31 11:17:24";="020000022";U119;0;0;0;0;0;0;0;0;0;3;5;331;13;2022.12;X020000022;31JAN23;11:17:03
