"champ";"statut";"annee";"periode";"date du resultat";"ipe";ghpcp;mpcp;mpca;ikmin;ikmax;N;nbseq;nbj;pctj;nbsej;nbsejc;dms;pctcum;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"12";"2023/01/26 09:22:20";="600100713";0883;08;01;50;50;6;6;119;1.1437908497;6;1;7;72.481737793;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:20";="600100713";0946;08;13;40;40;11;11;119;1.1437908497;4;;;73.625528643;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:20";="600100713";0477;05;00;60;60;23;23;114;1.0957324106;23;23;4.9565217391;74.721261053;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:20";="600100713";0374;04;01;40;40;8;8;113;1.0861207228;8;4;18.5;75.807381776;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:20";="600100713";1140;09;25;40;40;1;1;109;1.0476739715;1;1;109;76.855055748;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:20";="600100713";2090;13;01;50;50;2;2;108;1.0380622837;2;1;62;77.893118032;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:20";="600100713";2169;14;25;30;30;3;3;105;1.0092272203;3;3;35;78.902345252;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:20";="600100713";1514;13;09;50;50;1;1;94;0.9034986544;1;;;79.805843906;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:20";="600100713";80%;;;10;60;488;488;8303;;;;;79.805843906;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:20";="600100713";Tous;;;10;100;671;671;10404;;437;278;14.395683453;100;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";1085;09;14;30;30;192;70;4185;4.3688864298;59;22;46.227272727;4.3688864298;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";1013;09;00;40;40;191;85;3834;4.002463697;72;17;56;8.3713501268;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";1067;09;11;30;30;157;60;3219;3.36044096;53;25;34.72;11.731791087;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";0418;04;09;10;20;234;143;3205;3.3458258083;95;41;19.56097561;15.077616895;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";0369;04;00;10;20;201;125;2894;3.0211606518;97;40;12.175;18.098777547;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";0432;04;11;10;20;150;78;2551;2.6630894343;60;18;19.5;20.761866981;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";0368;04;00;30;30;143;78;2474;2.5827060997;70;15;22.666666667;23.344573081;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";2147;14;11;30;30;117;49;2239;2.3373803384;38;5;31;25.681953419;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";0417;04;09;30;30;123;59;2220;2.3175454897;54;9;36.666666667;27.999498909;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";0404;04;06;10;20;138;72;2177;2.272656095;56;27;27.185185185;30.272155004;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";0431;04;11;30;30;97;43;1899;1.9824409391;39;5;15.6;32.254595943;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";1012;09;00;50;50;105;48;1818;1.8978818469;45;22;33.863636364;34.15247779;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";1985;09;00;30;30;91;41;1735;1.8112348759;33;6;48;35.963712666;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";0951;08;14;30;30;78;29;1696;1.7705212389;28;9;30.666666667;37.734233905;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";2148;14;11;20;20;80;31;1692;1.7663454813;25;3;27.333333333;39.500579386;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";0403;04;06;30;30;96;51;1611;1.6817863891;46;20;18.1;41.182365775;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";1084;09;14;40;40;80;34;1497;1.5627772964;30;9;42.111111111;42.745143072;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";0445;04;13;30;30;82;37;1481;1.5460742658;35;14;21.714285714;44.291217338;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";0933;08;11;30;30;62;23;1475;1.5398106294;21;4;75.5;45.831027967;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";0376;04;01;10;20;119;86;1384;1.4448121431;65;26;16.230769231;47.27584011;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";1086;09;14;10;20;65;27;1377;1.4375045672;22;5;52.8;48.713344677;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";2149;14;12;30;30;64;24;1299;1.3560772933;19;6;22;50.069421971;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";0438;04;12;30;30;49;16;1128;1.1775636542;15;2;66.5;51.246985625;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";0444;04;13;40;40;57;22;1119;1.1681681995;20;7;28.428571429;52.415153824;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";0439;04;12;10;20;57;26;1060;1.1065757743;21;4;21.75;53.521729599;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";1068;09;11;20;20;46;17;1055;1.1013560773;16;;;54.623085676;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";1011;09;00;60;60;46;18;986;1.029324258;18;7;46.857142857;55.652409934;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";1066;09;11;40;40;48;26;881;0.91971062;24;7;21.571428571;56.572120554;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";0647;06;09;30;30;43;17;836;0.8727333466;15;7;25.428571429;57.444853901;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";0934;08;11;20;20;34;11;816;0.8518545584;11;1;13;58.296708459;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";0537;05;11;30;30;44;21;810;0.8455909219;10;3;27.333333333;59.142299381;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";0932;08;11;40;40;38;18;786;0.8205363761;18;3;61.666666667;59.962835757;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";0411;04;07;10;20;122;101;770;0.8038333455;81;40;10.525;60.766669103;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";0396;04;05;30;30;47;23;766;0.7996575879;21;7;24.571428571;61.56632669;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";2150;14;12;20;20;35;14;682;0.7119666775;10;1;20;62.278293368;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";2085;12;14;30;30;33;12;672;0.7015272834;12;7;68.142857143;62.979820651;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";0375;04;01;30;30;48;30;667;0.6963075863;28;9;25.222222222;63.676128238;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";0952;08;14;20;20;30;14;656;0.6848242528;13;4;5.25;64.36095249;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";0879;08;00;40;40;32;17;645;0.6733409193;16;2;79;65.03429341;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";0950;08;14;40;40;26;9;619;0.6461984946;9;2;75.5;65.680491904;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";1577;14;11;40;40;34;20;611;0.6378469794;16;3;7.3333333333;66.318338884;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";2816;08;00;30;30;28;11;597;0.6232318276;11;4;25;66.941570711;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";0367;04;00;40;40;32;17;573;0.5981772818;16;3;17.333333333;67.539747993;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";2052;12;00;40;40;37;22;556;0.5804303118;21;15;28.6;68.120178305;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";0416;04;09;40;40;27;11;522;0.5449363719;10;2;65;68.665114677;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";2127;14;01;30;30;22;9;521;0.5438924325;9;2;80;69.209007109;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";0523;05;09;30;30;18;5;489;0.5104863714;3;;;69.719493481;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";0878;08;00;50;50;24;10;487;0.5083984926;10;5;43;70.227891973;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";2051;12;00;50;50;27;13;486;0.5073545531;13;12;39.75;70.735246526;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";0662;06;11;20;20;21;5;485;0.5063106137;5;2;99.5;71.24155714;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";0397;04;05;10;20;35;27;460;0.4802121285;20;7;20.571428571;71.721769269;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";1998;09;07;30;30;23;9;457;0.4770803103;7;1;30;72.198849579;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";1146;10;00;50;50;23;8;456;0.4760363708;8;4;71;72.67488595;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";0919;08;09;30;30;20;10;447;0.4666409162;10;2;40.5;73.141526866;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";1579;14;12;40;40;22;10;445;0.4645530373;10;;;73.606079903;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";0668;06;12;30;30;20;9;417;0.4353227339;7;;;74.041402637;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";0918;08;09;40;40;22;12;414;0.4321909156;11;6;47;74.473593553;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";2112;13;11;30;30;27;15;404;0.4217515215;4;;;74.895345074;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";1986;09;00;20;20;24;12;392;0.4092242486;11;1;103;75.304569323;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";1048;09;07;40;40;17;7;386;0.4029606122;6;1;22;75.707529935;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";0394;04;05;50;50;11;1;328;0.3424121264;1;;;76.049942061;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";1080;09;13;40;40;13;3;327;0.341368187;3;;;76.391310248;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";0886;08;01;20;20;19;8;324;0.3382363688;8;3;53.666666667;76.729546617;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";0661;06;11;30;30;14;6;321;0.3351045505;6;;;77.064651168;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";0648;06;09;10;20;19;8;316;0.3298848535;7;4;42.5;77.394536021;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";0446;04;13;10;20;29;21;308;0.3215333382;17;5;13.4;77.716069359;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";0478;05;00;50;50;16;9;304;0.3173575806;7;4;13.5;78.03342694;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";2128;14;01;20;20;15;8;295;0.3079621259;8;2;18.5;78.341389066;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";1083;09;14;50;50;12;3;293;0.3058742471;3;;;78.647263313;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";0946;08;13;40;40;10;1;291;0.3037863682;1;1;291;78.951049681;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";0033;01;06;40;40;10;1;285;0.2975227318;1;1;285;79.248572413;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";2143;14;09;30;30;18;8;285;0.2975227318;6;;;79.546095145;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";1065;09;11;50;50;14;8;282;0.2943909136;8;3;24.333333333;79.840486058;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";80%;;;10;60;4203;2032;76480;;;;;79.840486058;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:56";="800000523";Tous;;;10;100;5411;2715;95791;;1487;807;29.127633209;100;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 14:46:01";="800000036";0367;04;00;40;40;22;9;447;8.4884162552;9;3;55;8.4884162552;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:01";="800000036";1011;09;00;60;60;33;20;401;7.6148879605;14;12;27.833333333;16.103304216;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:01";="800000036";0416;04;09;40;40;20;7;378;7.1781238131;5;;;23.281428029;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:01";="800000036";1012;09;00;50;50;21;9;371;7.0451955944;9;7;29;30.326623623;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:01";="800000036";1013;09;00;40;40;14;3;359;6.8173186479;2;1;2;37.143942271;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:01";="800000036";0375;04;01;30;30;18;13;244;4.6334979111;12;1;8;41.777440182;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:01";="800000036";1085;09;14;30;30;11;3;240;4.557538929;1;;;46.334979111;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:01";="800000036";0368;04;00;30;30;16;11;186;3.53209267;10;1;44;49.867071781;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:01";="800000036";0678;06;14;40;40;14;7;179;3.3991644512;7;2;5;53.266236232;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:01";="800000036";0417;04;09;30;30;10;5;165;3.1333080137;5;1;2;56.399544246;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:01";="800000036";0764;07;05;50;50;8;3;154;2.9244208128;3;2;11.5;59.323965059;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:01";="800000036";0411;04;07;10;20;24;23;106;2.012913027;17;3;3.6666666667;61.336878086;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:01";="800000036";0366;04;00;50;50;6;4;105;1.9939232814;4;1;76;63.330801367;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:01";="800000036";0410;04;07;30;30;13;9;97;1.8420053171;9;;;65.172806684;2022.12;X800000036;26JAN23;14:45:52
