"champ";"statut";"annee";"periode";"date du resultat";"ipe";combmpc;mpcp;mpca;N;nbseq;nbj;pctj;ik;avqphysm;avqpsym;agem;nbcim;pctcum;nbsej;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"12";"2023/02/01 15:49:54";="800000085";0401;04;01;37;30;367;5.222712395;30;14.051771117;4.9400544959;80.577656676;34;59.783691476;;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:54";="800000085";0613;06;13;16;10;219;3.1165504483;40;10.03652968;4.2191780822;41.136986301;10;62.900241924;;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:54";="800000085";0409;04;09;15;10;170;2.419240074;40;13.270588235;3.9411764706;82.717647059;16;65.319481998;;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:54";="800000085";0914;09;14;10;5;165;2.3480859542;40;11.381818182;2.5818181818;68.43030303;8;67.667567952;;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:54";="800000085";1406;14;06;6;1;161;2.2911626583;30;16;8;52.267080745;2;69.958730611;;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:54";="800000085";0405;04;05;9;5;154;2.1915468906;40;10.571428571;3.2857142857;63.116883117;6;72.150277501;;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:54";="800000085";0825;08;25;7;2;153;2.1773160666;60;6.6535947712;2.9803921569;59.08496732;2;74.327593568;;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:54";="800000085";0205;02;05;8;3;147;2.0919311228;50;9.4421768707;2.1904761905;59;2;76.41952469;;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:54";="800000085";0925;09;25;9;4;144;2.0492386509;50;5.5972222222;2;57.111111111;6;78.468763341;;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:54";="800000085";;98;;374;224;5514;;40;11.186054669;4.0615755169;72.440336456;113;78.468763341;;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:54";="800000085";;99;;495;303;7027;;40;10.131065889;3.7136758218;70.51415967;153;100;193;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/02 14:56:13";="590048476";0900;09;00;244;133;3794;20.220647018;50;6.8895624671;2.9578281497;64.998945704;111;20.220647018;;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:13";="590048476";0407;04;07;381;301;2700;14.390022917;30;13.347037037;4.922962963;77.256296296;172;34.610669936;;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:13";="590048476";0704;07;04;307;267;1584;8.4421467782;20;15.363636364;6.3712121212;86.882575758;133;43.052816714;;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:13";="590048476";0400;04;00;119;86;1238;6.5980919896;30;14.381260097;5.0791599354;81.491922456;96;49.650908703;;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:13";="590048476";0300;03;00;166;135;1083;5.7719980813;60;6.9159741459;3.0572483841;68.016620499;104;55.422906785;;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:13";="590048476";0401;04;01;127;96;1013;5.3989234131;40;12.94076999;4.5449160908;75.969397828;73;60.821830198;;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:13";="590048476";0914;09;14;59;32;992;5.2870010126;40;12.800403226;3.875;79.091733871;58;66.10883121;;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:13";="590048476";0409;04;09;80;51;917;4.8872781538;30;14.110141767;4.3969465649;73.81134133;80;70.996109364;;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:13";="590048476";0500;05;00;155;143;741;3.9492618451;60;4.2591093117;2.6990553306;75.234817814;7;74.945371209;;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:13";="590048476";0800;08;00;57;51;444;2.3663593242;50;8.1171171171;3.5518018018;79.009009009;37;77.311730533;;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:13";="590048476";0614;06;14;21;11;314;1.6735063689;30;14.041401274;5.0477707006;69.627388535;23;78.985236902;;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:13";="590048476";;98;;1716;1306;14820;;40;11.239832367;4.399556454;76.225034228;445;78.985236902;;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:13";="590048476";;99;;2101;1572;18763;;40;10.932633374;4.0272877472;72.650908703;493;100;1209;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 15:56:41";="800000028";0900;09;00;185;87;3227;35.883464917;50;7.6318562132;2.6349550666;72.585063526;113;35.883464917;;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:41";="800000028";0400;04;00;91;65;989;10.997442455;40;12.436804853;4.0738119312;79.249747219;95;46.880907372;;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:41";="800000028";0300;03;00;72;41;970;10.786167019;60;7.1381443299;2.7010309278;69.540206186;79;57.667074391;;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:41";="800000028";1400;14;00;39;20;688;7.6503947515;30;14.867732558;4.8212209302;78.167151163;31;65.317469143;;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:41";="800000028";0914;09;14;28;13;471;5.237406872;40;12.13163482;2.8365180467;74.286624204;32;70.554876015;;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:41";="800000028";0614;06;14;17;7;318;3.5360836206;30;15.267295597;2.6037735849;47.056603774;12;74.090959635;;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:41";="800000028";0406;04;06;10;5;213;2.3685088402;40;7.1455399061;2.4225352113;61.192488263;16;76.459468475;;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:41";="800000028";1409;14;09;12;6;196;2.1794729234;40;14.005102041;2.6836734694;65.683673469;14;78.638941399;;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:41";="800000028";;98;;454;244;7072;;50;9.8594207627;3.129518736;72.633247128;268;78.638941399;;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:41";="800000028";;99;;604;341;8993;;50;10.140331369;3.2863338152;71.82175025;341;100;278;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/06 14:15:00";="590780193";1900;19;00;626;467;8044;34.585948921;60;7.8258329189;2.0278468424;30.912854301;65;34.585948921;;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:00";="590780193";0500;05;00;1183;1136;2796;12.021669963;60;7.991416309;2.0493562232;71.910228898;46;46.607618884;;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:00";="590780193";0900;09;00;121;64;2034;8.7453779345;50;9.412979351;2.2271386431;60.251720747;47;55.352996818;;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:00";="590780193";0800;08;00;442;413;1833;7.881159171;80;7.8259683579;2.9509001637;10.363939645;79;63.234155989;;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:00";="590780193";0300;03;00;395;381;1157;4.9746323846;60;8.2342264477;2.6499567848;38.252497602;118;68.208788374;;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:00";="590780193";2100;21;00;61;53;743;3.1945997076;70;6.9475100942;3.1440107672;32.00538358;55;71.403388082;;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:00";="590780193";1000;10;00;46;32;626;2.6915469946;50;9.2939297125;2;61.292332268;32;74.094935076;;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:00";="590780193";1925;19;25;31;20;442;1.9004213604;60;7.6923076923;3.5339366516;33.633484163;18;75.995356436;;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:00";="590780193";0407;04;07;39;28;431;1.8531258062;30;12.283062645;4.1902552204;68.220417633;55;77.848482243;;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:00";="590780193";0309;03;09;34;28;423;1.8187290395;40;11.411347518;3.3947990544;65.295508274;73;79.667211282;;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:00";="590780193";;98;;2978;2622;18529;;60;8.1128913845;2.3460426219;47.715702125;389;79.667211282;;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:00";="590780193";;99;;3453;3009;23258;;60;8.7233640038;2.5316450254;42.413609575;463;100;2688;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/13 16:00:43";="600100721";0900;09;00;57;29;1036;13.581541689;50;9.0781853282;2.9208494208;64.923745174;122;13.581541689;;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:43";="600100721";0400;04;00;71;47;842;11.038280021;40;14.586698337;5.3432304038;79.051068884;140;24.619821709;;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:43";="600100721";0300;03;00;50;34;558;7.3151546932;50;9.7258064516;3.394265233;70.342293907;133;31.934976403;;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:43";="600100721";0104;01;04;16;4;416;5.4535920294;20;16;6.7884615385;67.634615385;36;37.388568432;;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:43";="600100721";0907;09;07;23;10;415;5.4404824331;50;9.3493975904;3.1421686747;69.893975904;65;42.829050865;;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:43";="600100721";0700;07;00;31;20;383;5.020975354;50;8.2402088773;2.4229765013;70.407310705;71;47.850026219;;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:43";="600100721";0604;06;04;19;10;308;4.0377556371;40;11.207792208;2.7662337662;65.100649351;43;51.887781856;;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:43";="600100721";0309;03;09;15;9;257;3.3691662297;40;11.389105058;3.2451361868;72.875486381;48;55.256948086;;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:43";="600100721";0609;06;09;10;2;248;3.2511798637;40;16;5.5;83.161290323;30;58.50812795;;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:43";="600100721";0704;07;04;31;26;236;3.093864709;30;15.288135593;6.1313559322;63.13559322;82;61.601992659;;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:43";="600100721";1401;14;01;8;2;209;2.7399056109;40;13.885167464;4;71.684210526;29;64.34189827;;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:43";="600100721";1409;14;09;6;1;161;2.1106449921;40;14;4;71;9;66.452543262;;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:43";="600100721";0706;07;06;7;3;154;2.0188778186;40;14.298701299;4.5909090909;72;15;68.47142108;;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:43";="600100721";0401;04;01;17;13;150;1.9664394337;40;10.42;3.28;70.04;53;70.437860514;;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:43";="600100721";0703;07;03;12;7;134;1.7566858941;40;11.26119403;3.0074626866;48.746268657;44;72.194546408;;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:43";="600100721";0800;08;00;39;36;123;1.6124803356;50;7.487804878;4.3414634146;71.406504065;27;73.807026744;;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:43";="600100721";0903;09;03;7;3;120;1.5731515469;40;14.5;4.1666666667;66.833333333;38;75.380178291;;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:43";="600100721";0302;03;02;9;5;114;1.4944939696;50;9.5263157895;2.4210526316;50.921052632;35;76.87467226;;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:43";="600100721";0306;03;06;7;3;111;1.4551651809;40;14.594594595;3.6396396396;69.54954955;27;78.329837441;;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:43";="600100721";0905;09;05;4;2;110;1.4420555847;40;15;4;64;24;79.771893026;;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:43";="600100721";;98;;439;266;6085;;40;11.463489501;4.0082293807;69.60029415;412;79.771893026;;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:43";="600100721";;99;;588;368;7628;;40;11.951756686;3.9212113267;68.185107499;471;100;309;2022.12;X600100721;13FEB23;16:00:35
