"champ";"statut";"annee";"periode";"date du resultat";"ipe";codegeo;N;pct;nbj;pctj;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"12";"2023/01/26 09:22:19";="600100713";60390;13;3.1941031941;165;1.585928489;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:19";="600100713";60430;23;5.6511056511;337;3.2391387928;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:19";="600100713";60480;13;3.1941031941;403;3.8735101884;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:19";="600100713";60510;18;4.4226044226;338;3.2487504806;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:19";="600100713";60540;1;0.2457002457;29;0.2787389466;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:19";="600100713";60570;9;2.2113022113;254;2.4413687043;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:19";="600100713";60590;7;1.7199017199;390;3.7485582468;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:19";="600100713";60650;22;5.4054054054;463;4.4502114571;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:19";="600100713";60690;5;1.2285012285;149;1.432141484;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:19";="600100713";60730;4;0.9828009828;154;1.4801999231;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:19";="600100713";60790;3;0.7371007371;22;0.2114571319;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:19";="600100713";60850;4;0.9828009828;303;2.9123414072;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:19";="600100713";60860;4;0.9828009828;59;0.5670895809;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:19";="600100713";60960;3;0.7371007371;36;0.3460207612;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:19";="600100713";60999;1;0.2457002457;2;0.0192233756;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:19";="600100713";60C04;5;1.2285012285;52;0.4998077662;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:19";="600100713";60C05;2;0.4914004914;21;0.2018454441;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:19";="600100713";91250;1;0.2457002457;8;0.0768935025;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:19";="600100713";95C03;1;0.2457002457;2;0.0192233756;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:19";="600100713";Total;407;100;10404;100;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 11:33:55";="800000523";80000;699;55.652866242;55165;57.588917539;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:55";="800000523";80136;26;2.0700636943;1589;1.6588197221;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:55";="800000523";80140;9;0.7165605096;490;0.5115303108;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:55";="800000523";80160;39;3.1050955414;3593;3.7508742993;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:55";="800000523";80250;2;0.1592356688;312;0.3257090958;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:55";="800000523";80260;15;1.1942675159;1082;1.1295424414;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:55";="800000523";80270;16;1.2738853503;907;0.9468530446;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:55";="800000523";80290;37;2.9458598726;1945;2.030462152;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:55";="800000523";80310;31;2.4681528662;1789;1.8676076041;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:55";="800000523";80330;40;3.1847133758;2216;2.313369732;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:55";="800000523";80420;23;1.8312101911;1111;1.1598166842;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:55";="800000523";80430;21;1.6719745223;1050;1.0961363802;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:55";="800000523";80440;38;3.025477707;4109;4.2895470347;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:55";="800000523";80450;33;2.627388535;2355;2.45847731;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:55";="800000523";80470;76;6.050955414;4651;4.8553621948;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:55";="800000523";80480;53;4.2197452229;5086;5.309475838;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:55";="800000523";80510;5;0.398089172;340;0.3549393993;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:55";="800000523";80540;34;2.7070063694;3481;3.6339530854;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:55";="800000523";80610;7;0.5573248408;837;0.873777286;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:55";="800000523";80640;17;1.3535031847;993;1.0366318339;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:55";="800000523";80650;4;0.3184713376;373;0.3893893998;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:55";="800000523";80680;10;0.7961783439;584;0.6096606153;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:55";="800000523";80710;5;0.398089172;249;0.259940913;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:55";="800000523";80850;1;0.0796178344;18;0.0187909094;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:55";="800000523";80999;4;0.3184713376;328;0.3424121264;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:55";="800000523";80C04;6;0.4777070064;1040;1.0856969861;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:55";="800000523";99999;5;0.398089172;98;0.1023060622;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:55";="800000523";Total;1256;100;95791;100;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 14:46:00";="800000036";62111;1;0.6211180124;8;0.1519179643;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:00";="800000036";80000;1;0.6211180124;4;0.0759589821;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:00";="800000036";80300;118;73.291925466;4278;81.238131409;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:00";="800000036";80330;1;0.6211180124;8;0.1519179643;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:00";="800000036";80560;4;2.4844720497;61;1.1583744778;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:00";="800000036";80800;17;10.559006211;501;9.5138625142;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:00";="800000036";80C01;19;11.801242236;406;7.7098366882;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:00";="800000036";Total;161;100;5266;100;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/27 07:43:57";="800000077";02480;5;5.1020408163;237;6.0121765601;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:57";="800000077";02520;2;2.0408163265;22;0.5580923389;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:57";="800000077";02590;1;1.0204081633;22;0.5580923389;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:57";="800000077";02C01;4;4.0816326531;101;2.5621511923;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:57";="800000077";60640;1;1.0204081633;62;1.5728056824;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:57";="800000077";80190;15;15.306122449;465;11.796042618;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:57";="800000077";80200;13;13.265306122;190;4.8198883815;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:57";="800000077";80320;3;3.0612244898;60;1.5220700152;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:57";="800000077";80400;54;55.102040816;2783;70.598680873;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:57";="800000077";Total;98;100;3942;100;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 16:29:23";="800000069";80000;7;2.5641025641;378;3.6867258363;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:23";="800000069";80115;5;1.8315018315;54;0.5266751195;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:23";="800000069";80260;33;12.087912088;950;9.2655808056;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:23";="800000069";80310;1;0.3663003663;14;0.1365454013;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:23";="800000069";80370;17;6.2271062271;481;4.6913098605;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:23";="800000069";80450;1;0.3663003663;10;0.0975324295;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:23";="800000069";80470;1;0.3663003663;1;0.009753243;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:23";="800000069";80560;7;2.5641025641;176;1.7165707598;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:23";="800000069";80600;69;25.274725275;2946;28.73305374;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:23";="800000069";80610;17;6.2271062271;516;5.0326733639;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:23";="800000069";80620;10;3.663003663;305;2.9747391008;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:23";="800000069";80630;11;4.0293040293;606;5.9104652297;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:23";="800000069";80650;6;2.1978021978;549;5.3545303814;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:23";="800000069";80670;4;1.4652014652;102;0.9948307812;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:23";="800000069";80750;8;2.9304029304;421;4.1061152833;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:23";="800000069";80780;1;0.3663003663;134;1.3069345557;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:23";="800000069";80800;72;26.373626374;2588;25.241392763;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:23";="800000069";80850;3;1.0989010989;22;0.214571345;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:23";="800000069";Total;273;100;10253;100;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:23";="590782652";59114;49;5.7851239669;861;5.0868486352;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:23";="590782652";59116;4;0.4722550177;113;0.6676119579;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:23";="590782652";59173;52;6.1393152302;827;4.8859742408;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:23";="590782652";59181;18;2.1251475797;637;3.7634408602;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:23";="590782652";59189;18;2.1251475797;451;2.6645397613;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:23";="590782652";59190;224;26.446280992;3735;22.066643034;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:23";="590782652";59193;12;1.4167650531;121;0.7148765213;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:23";="590782652";59232;16;1.8890200708;348;2.0560085076;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:23";="590782652";59236;2;0.2361275089;45;0.2658631691;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:23";="590782652";59253;22;2.5974025974;419;2.4754815077;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:23";="590782652";59270;151;17.827626919;2166;12.796880539;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:23";="590782652";59280;12;1.4167650531;402;2.3750443105;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:23";="590782652";59285;8;0.9445100354;768;4.5373980858;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:23";="590782652";59299;23;2.7154663518;258;1.5242821694;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:23";="590782652";59470;1;0.1180637544;11;0.0649887747;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:23";="590782652";59630;1;0.1180637544;14;0.0827129859;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:23";="590782652";59660;57;6.7296340024;1713;10.120524637;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:23";="590782652";59670;51;6.0212514758;1093;6.4575209737;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:23";="590782652";59850;45;5.3128689492;1168;6.9006262555;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:23";="590782652";59930;5;0.5903187721;130;0.7680491551;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:23";="590782652";59940;42;4.958677686;906;5.3527118043;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:23";="590782652";59999;2;0.2361275089;174;1.0280042538;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:23";="590782652";62120;1;0.1180637544;10;0.0590807042;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:23";="590782652";62840;31;3.6599763872;556;3.2848871559;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:23";="590782652";Total;847;100;16926;100;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/31 11:17:09";="020000022";02110;34;14.977973568;2093;19.778869779;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:09";="020000022";02120;44;19.383259912;1160;10.962010962;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:09";="020000022";02140;41;18.061674009;1550;14.647514648;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:09";="020000022";02170;18;7.9295154185;663;6.2653562654;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:09";="020000022";02230;6;2.6431718062;394;3.7233037233;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:09";="020000022";02260;13;5.7268722467;1370;12.946512947;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:09";="020000022";02450;13;5.7268722467;893;8.4388584389;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:09";="020000022";02500;31;13.656387665;963;9.1003591004;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:09";="020000022";02510;7;3.0837004405;401;3.7894537895;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:09";="020000022";02550;3;1.3215859031;102;0.9639009639;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:09";="020000022";02580;3;1.3215859031;216;2.0412020412;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:09";="020000022";02630;9;3.9647577093;703;6.6433566434;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:09";="020000022";02830;5;2.2026431718;74;0.6993006993;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:09";="020000022";Total;227;100;10582;100;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/02/01 15:49:53";="800000085";60120;16;9.1428571429;557;7.9265689483;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:53";="800000085";60130;7;4;577;8.2111854276;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:53";="800000085";60190;1;0.5714285714;7;0.0996157678;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:53";="800000085";60420;17;9.7142857143;676;9.6200370001;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:53";="800000085";60480;0;0;16;0.2276931834;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:53";="800000085";60490;6;3.4285714286;230;3.2730895119;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:53";="800000085";80110;16;9.1428571429;1255;17.859684076;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:53";="800000085";80160;1;0.5714285714;1;0.014230824;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:53";="800000085";80170;15;8.5714285714;336;4.7815568521;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:53";="800000085";80250;14;8;422;6.0054077131;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:53";="800000085";80320;3;1.7142857143;33;0.4696171908;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:53";="800000085";80400;2;1.1428571429;14;0.1992315355;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:53";="800000085";80500;29;16.571428571;1317;18.741995162;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:53";="800000085";80700;40;22.857142857;1279;18.201223851;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:53";="800000085";80C03;8;4.5714285714;307;4.3688629572;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:53";="800000085";Total;175;100;7027;100;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/02 14:56:13";="590048476";59100;55;4.7169811321;1479;7.8825347759;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:13";="590048476";59110;16;1.372212693;278;1.4816393967;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:13";="590048476";59112;4;0.3430531732;83;0.4423599638;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:13";="590048476";59113;4;0.3430531732;39;0.2078558866;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:13";="590048476";59115;8;0.6861063465;94;0.5009859831;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:13";="590048476";59116;8;0.6861063465;44;0.2345040772;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:13";="590048476";59117;5;0.4288164666;86;0.4583488781;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:13";="590048476";59118;25;2.1440823328;333;1.7747694932;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:13";="590048476";59120;10;0.8576329331;165;0.8793902894;2022.12;X590048476;02FEB23;14:56:04
