"champ";"statut";"annee";"periode";"date du resultat";"ipe";mpcp;N;nbseq;nbj;pctj;ik;avqphysm;avqpsym;agem;mpcacodm;nbcim;nbsej;nbsejc;dms;pctcum;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"12";"2023/01/30 11:42:40";="590782652";;;;;;;;;;;0;;;;;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:40";="590782652";99;38;29;279;;40;13.35125448;4.4229390681;87.387096774;57.894736842;2;16;13;13.230769231;100;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/31 11:17:22";="020000022";08;11;3;242;100;30;12.194214876;4.2892561983;96.429752066;100;1;2;1;35;100;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:22";="020000022";;;;;;;;;;;0;;;;;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:22";="020000022";99;11;3;242;;30;12.194214876;4.2892561983;96.429752066;100;1;2;1;35;100;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/02/01 15:50:08";="800000085";08;6;5;36;49.315068493;30;13.277777778;6.1111111111;82.777777778;100;1;3;3;12;49.315068493;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:08";="800000085";04;2;1;29;39.726027397;20;16;8;89;100;1;1;1;29;89.04109589;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:08";="800000085";03;1;1;8;10.95890411;30;15;4;72;100;1;1;1;8;100;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:08";="800000085";;;;;;;;;;;0;;;;;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:08";="800000085";99;9;7;73;;30;14.547945205;6.6301369863;84.068493151;100;1;5;5;14.6;100;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/02 14:56:26";="590048476";04;34;20;488;63.212435233;40;14.741803279;4.3176229508;85.69057377;75.409836066;3;12;10;22.6;63.212435233;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:26";="590048476";08;22;22;184;23.834196891;40;12.766304348;4.3260869565;85.39673913;13.043478261;1;22;22;8.3636363636;87.046632124;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:26";="590048476";09;4;2;32;4.1450777202;40;14.75;4.125;87.75;100;2;2;2;16;91.191709845;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:26";="590048476";07;8;7;27;3.4974093264;20;16;7.037037037;91.481481481;100;2;6;6;4.5;94.689119171;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:26";="590048476";06;2;1;17;2.2020725389;50;14;3;78;100;1;1;1;17;96.89119171;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:26";="590048476";03;1;1;15;1.9430051813;60;15;4;93;0;1;1;1;15;98.834196891;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:26";="590048476";14;1;1;9;1.1658031088;30;16;6;75;100;1;1;1;9;100;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:26";="590048476";;;;;;;;;;;0;;;;;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:26";="590048476";99;72;54;772;;40;14.31865285;4.3911917098;85.756476684;63.888888889;3;45;43;11.860465116;100;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 15:56:56";="800000028";04;3;2;11;100;30;14.727272727;4.8181818182;90;0;1;2;2;5.5;100;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:56";="800000028";;;;;;;;;;;0;;;;;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:56";="800000028";99;3;2;11;;30;14.727272727;4.8181818182;90;0;1;2;2;5.5;100;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/06 14:15:15";="590780193";01;3;1;64;71.91011236;30;15;4;61;100;1;1;;;71.91011236;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:15";="590780193";03;2;2;25;28.08988764;30;14.44;4;63.36;100;1;2;1;14;100;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:15";="590780193";;;;;;;;;;;0;;;;;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:15";="590780193";99;5;3;89;;30;14.842696629;4;61.662921348;100;1;2;1;14;100;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/13 16:00:58";="600100721";08;3;1;48;62.337662338;40;12;8;63;0;1;1;1;48;62.337662338;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:58";="600100721";03;1;1;17;22.077922078;30;16;8;90;0;1;1;1;17;84.415584416;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:58";="600100721";14;1;1;12;15.584415584;40;12;4;78;100;1;1;1;12;100;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:58";="600100721";;;;;;;;;;;0;;;;;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:58";="600100721";99;5;3;77;;40;12.883116883;7.3766233766;71.298701299;20;1;3;3;25.666666667;100;2022.12;X600100721;13FEB23;16:00:35
