"champ";"statut";"annee";"periode";"date du resultat";"ipe";das;N;nbj;pctj;nbsej;nbj2;pctcum;code;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";R05;86;1214;1.0844417448;31;1214;46.918631138;R05;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";C79;97;1212;1.082655185;20;1212;48.001286323;C79;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";B96;53;1209;1.0799753455;13;1209;49.081261668;B96;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";J18;51;1177;1.0513903901;11;1177;50.132652059;J18;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";Z90;111;1083;0.9674220837;22;1083;51.100074142;Z90;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";R13;113;1071;0.9567027254;42;1071;52.056776868;R13;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";Z92;101;1062;0.9486632067;17;1062;53.005440074;Z92;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";R32;83;1037;0.9263312103;38;1037;53.931771285;R32;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";Z20;76;989;0.8834537772;17;989;54.815225062;Z20;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";Z45;89;983;0.8780940981;28;983;55.69331916;Z45;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";R47;82;952;0.8504024226;20;952;56.543721583;R47;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";R60;56;944;0.8432561837;16;944;57.386977766;R60;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";Z74;57;913;0.8155645082;30;913;58.202542274;Z74;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";G81;53;902;0.8057384298;19;902;59.008280704;G81;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";U08;88;891;0.7959123514;16;891;59.804193056;U08;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";K59;65;890;0.7950190715;15;890;60.599212127;K59;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";N30;66;836;0.7467819593;27;836;61.345994086;N30;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";U07;70;834;0.7449953996;16;834;62.090989486;U07;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";Z86;43;808;0.7217701234;9;808;62.812759609;Z86;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";D64;32;764;0.6824658097;5;764;63.495225419;D64;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";Z95;67;760;0.6788926903;28;760;64.174118109;Z95;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";B95;56;714;0.6378018169;28;714;64.811919926;B95;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";J12;66;699;0.6244026191;15;699;65.436322545;J12;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";G40;46;693;0.61904294;20;693;66.055365485;G40;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";Z93;59;682;0.6092168616;35;682;66.664582347;Z93;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";R41;48;681;0.6083235817;14;681;67.272905929;R41;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";R06;74;677;0.6047504623;17;677;67.877656391;R06;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";I70;29;661;0.5904579846;8;661;68.468114376;I70;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";I50;43;632;0.5645528688;14;632;69.032667244;I50;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";Z48;56;624;0.5574066299;16;624;69.590073874;Z48;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";Z60;46;600;0.5359679134;13;600;70.126041788;Z60;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";E87;57;573;0.5118493573;16;573;70.637891145;E87;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";Z89;39;571;0.5100627976;14;571;71.147953942;Z89;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";J96;32;565;0.5047031184;13;565;71.652657061;J96;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";E66;28;559;0.4993434393;8;559;72.1520005;E66;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";G51;19;550;0.4913039206;4;550;72.643304421;G51;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";B37;54;534;0.4770114429;4;534;73.120315864;B37;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";J44;53;525;0.4689719242;19;525;73.589287788;J44;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";Z75;44;506;0.451999607;7;506;74.041287395;Z75;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";Z54;61;498;0.4448533681;11;470;74.486140763;Z54;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";N18;39;497;0.4439600883;16;497;74.930100851;N18;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";B48;29;493;0.4403869688;13;493;75.37048782;B48;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";Z53;47;488;0.4359205696;5;488;75.80640839;Z53;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";R11;44;485;0.43324073;12;485;76.23964912;R11;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";Z50;51;475;0.4243079314;6;475;76.663957051;Z50;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";F32;21;470;0.4198415322;3;470;77.083798583;F32;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";J91;47;437;0.3903632969;7;437;77.47416188;J91;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";R63;27;430;0.3841103379;9;430;77.858272218;R63;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";Z85;28;411;0.3671380207;7;411;78.225410239;Z85;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";R33;32;409;0.365351461;11;409;78.5907617;R33;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";U83;37;408;0.3644581811;19;408;78.955219881;U83;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";T45;40;407;0.3635649012;2;407;79.318784782;T45;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";S82;21;396;0.3537388228;8;396;79.672523605;S82;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";80%;776;9481;;232;9453;;;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";Tot;778;9501;;232;9473;;;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/02/01 15:49:58";="800000085";Z08;2;37;88.095238095;1;0;88.095238095;Z08;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:58";="800000085";80%;2;37;;1;;;;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:58";="800000085";Tot;3;42;;2;;;;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/02 14:56:17";="590048476";R52;61;580;11.451135242;31;275;11.451135242;R52;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:17";="590048476";R26;40;548;10.81934847;17;384;22.270483712;R26;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:17";="590048476";I10;56;416;8.2132280355;34;401;30.483711747;I10;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:17";="590048476";N18;20;247;4.8766041461;7;247;35.360315893;N18;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:17";="590048476";F03;14;229;4.5212240869;3;224;39.88153998;F03;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:17";="590048476";E78;13;223;4.4027640671;6;223;44.284304047;E78;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:17";="590048476";I25;20;197;3.8894373149;9;197;48.173741362;I25;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:17";="590048476";E11;18;193;3.8104639684;11;193;51.984205331;E11;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:17";="590048476";I48;19;171;3.3761105627;10;165;55.360315893;I48;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:17";="590048476";G47;7;123;2.4284304047;2;123;57.788746298;G47;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:17";="590048476";C78;8;122;2.4086870681;1;122;60.197433366;C78;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:17";="590048476";R06;12;118;2.3297137216;6;80;62.527147088;R06;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:17";="590048476";C34;7;117;2.309970385;1;0;64.837117473;C34;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:17";="590048476";Z96;17;109;2.152023692;10;93;66.989141165;Z96;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:17";="590048476";C77;8;108;2.1322803554;1;108;69.12142152;C77;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:17";="590048476";R53;10;97;1.9151036525;7;97;71.036525173;R53;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:17";="590048476";Z95;16;83;1.6386969398;8;83;72.675222113;Z95;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:17";="590048476";Z59;3;81;1.5992102665;1;0;74.274432379;Z59;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:17";="590048476";Z99;6;74;1.4610069102;5;45;75.735439289;Z99;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:17";="590048476";L13;4;65;1.2833168806;3;0;77.01875617;L13;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:17";="590048476";B18;4;63;1.2438302073;1;63;78.262586377;B18;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:17";="590048476";D57;4;63;1.2438302073;1;63;79.506416584;D57;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:17";="590048476";80%;203;2114;;104;1273;;;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:17";="590048476";Tot;238;2357;;127;1337;;;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 15:56:44";="800000028";R53;9;89;26.807228916;5;66;26.807228916;R53;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:44";="800000028";Z93;4;71;21.385542169;2;63;48.192771084;Z93;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:44";="800000028";Z90;3;63;18.975903614;1;63;67.168674699;Z90;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:44";="800000028";Z99;4;41;12.34939759;1;41;79.518072289;Z99;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:44";="800000028";80%;13;160;;7;129;;;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:44";="800000028";Tot;22;202;;14;130;;;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/06 14:15:04";="590780193";Z87;2415;11972;32.012407081;2025;4978;32.012407081;Z87;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:04";="590780193";Z76;838;10606;28.359805337;505;1438;60.372212418;Z76;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:04";="590780193";Z74;70;1606;4.2943472913;36;1606;64.666559709;Z74;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:04";="590780193";Z51;99;1090;2.9145943633;55;1090;67.581154072;Z51;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:04";="590780193";Z71;206;953;2.5482646131;160;599;70.129418685;Z71;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:04";="590780193";E11;33;543;1.4519493021;12;543;71.581367988;E11;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:04";="590780193";Z65;40;522;1.3957965667;21;522;72.977164554;Z65;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:04";="590780193";Z50;55;497;1.3289480721;42;497;74.306112626;Z50;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:04";="590780193";Z13;91;448;1.1979250227;83;448;75.504037649;Z13;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:04";="590780193";C78;37;416;1.1123589497;22;416;76.616396599;C78;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:04";="590780193";I74;22;360;0.9626183218;7;360;77.579014921;I74;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:04";="590780193";C79;24;326;0.8717043692;15;326;78.45071929;C79;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:04";="590780193";Z43;25;324;0.8663564897;16;324;79.317075779;Z43;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:04";="590780193";80%;3457;23208;;2689;6788;;;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:04";="590780193";Tot;3461;23288;;2691;6789;;;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";E11;76;1511;4.1861753705;44;1449;4.1861753705;E11;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";I10;110;1383;3.8315556171;71;1346;8.0177309877;I10;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";C78;76;1339;3.7096550769;43;1339;11.727386065;C78;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";Z45;77;1313;3.6376229395;52;1313;15.365009004;Z45;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";R52;83;1277;3.5378861338;62;1246;18.902895138;R52;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";L89;78;1145;3.1721845131;53;1145;22.075079651;L89;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";K59;76;1137;3.1500207785;63;995;25.225100429;K59;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";Z93;56;956;2.6485662834;32;951;27.873666713;Z93;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";C79;60;950;2.6319434825;36;938;30.505610195;C79;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";Z46;62;946;2.6208616152;41;946;33.126471811;Z46;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";R11;59;941;2.6070092811;50;930;35.733481092;R11;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";C77;46;908;2.5155838759;25;899;38.249064967;C77;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";R50;43;662;1.8340490373;35;647;40.083114005;R50;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";F41;49;552;1.5292976867;38;515;41.612411691;F41;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";Y83;41;520;1.4406427483;23;493;43.05305444;Y83;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";Z29;34;489;1.3547582768;28;472;44.407812716;Z29;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";E87;23;486;1.3464468763;21;472;45.754259593;E87;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";R60;27;465;1.288267073;24;465;47.042526666;R60;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";I48;33;449;1.2439396038;22;449;48.28646627;I48;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";E43;23;444;1.2300872697;17;444;49.516553539;E43;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";R06;29;443;1.2273168029;22;436;50.743870342;R06;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";R26;26;397;1.099875329;17;397;51.843745671;R26;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";G82;21;376;1.0416955257;9;376;52.885441197;G82;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";R05;20;375;1.0389250589;15;366;53.924366256;R05;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";R13;17;357;0.989056656;12;357;54.913422912;R13;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";Z11;24;352;0.9752043219;20;327;55.888627234;Z11;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";Z95;22;347;0.9613519878;12;347;56.849979221;Z95;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";G63;15;344;0.9530405873;6;344;57.803019809;G63;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";R53;20;330;0.9142540518;18;330;58.717273861;R53;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";B36;19;328;0.9087131182;14;328;59.625986979;B36;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";A09;18;327;0.9059426513;17;327;60.53192963;A09;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";T85;27;321;0.8893198504;19;312;61.421249481;T85;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";Z71;19;310;0.8588447153;16;310;62.280094196;Z71;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";R10;16;287;0.7951239784;12;256;63.075218174;R10;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";N18;20;286;0.7923535116;14;252;63.867571686;N18;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";Z51;11;278;0.770189777;10;276;64.637761463;Z51;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";L30;16;276;0.7646488433;11;276;65.402410306;L30;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";E78;17;265;0.7341737083;12;265;66.136584014;E78;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";J44;19;253;0.7009281064;11;253;66.837512121;J44;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";R02;12;253;0.7009281064;6;253;67.538440227;R02;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";G47;14;251;0.6953871727;7;251;68.2338274;G47;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";E46;12;234;0.6482892367;10;234;68.882116637;E46;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";T81;19;231;0.6399778363;14;231;69.522094473;T81;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";R65;18;226;0.6261255021;16;215;70.148219975;R65;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";E66;8;222;0.6150436349;5;222;70.76326361;E66;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";U07;15;218;0.6039617676;13;218;71.367225377;U07;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";I50;11;217;0.6011913007;9;217;71.968416678;I50;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";R33;15;214;0.5928799003;12;214;72.561296578;R33;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";B96;13;213;0.5901094334;13;213;73.151406012;B96;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";T83;9;210;0.581798033;8;210;73.733204045;T83;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";N39;10;199;0.5513228979;6;199;74.284526943;N39;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";Y84;10;193;0.534700097;10;193;74.81922704;Y84;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";D63;9;180;0.4986840283;7;180;75.317911068;D63;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";D64;10;180;0.4986840283;9;180;75.816595096;D64;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";R41;12;177;0.4903726278;9;177;76.306967724;R41;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";R45;24;176;0.487602161;24;151;76.794569885;R45;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";R31;13;174;0.4820612273;11;174;77.276631112;R31;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";T82;9;172;0.4765202937;4;172;77.753151406;T82;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";I95;11;166;0.4598974927;10;166;78.213048899;I95;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";N08;6;166;0.4598974927;2;166;78.672946391;N08;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";W18;13;158;0.4377337581;12;158;79.11068015;W18;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";Z96;12;156;0.4321928245;8;156;79.542872974;Z96;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";F06;13;153;0.423881424;10;153;79.966754398;F06;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";80%;526;7098;;281;6537;;;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:48";="600100721";Tot;540;7223;;286;6589;;;2022.12;X600100721;13FEB23;16:00:35
