"champ";"statut";"annee";"periode";"date du resultat";"ipe";ghpcp;ghpce;nbrapss;nbj;nb_seq;nbsej;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"12";"2023/02/02 14:56:30";="590048476";0286;9999;1;3;1;1;2022.12;X590048476;02FEB23;14:56:04
