"champ";"statut";"annee";"periode";"date du resultat";"ipe";ght;nbj;pctj;valobr;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"12";"2023/01/30 11:42:58";="590782652";31;7;0.0416394028;4257.46293;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:58";="590782652";90;16811;100;4059738.2016;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/31 11:17:35";="020000022";04;312;2.9807967899;36233.789904;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:35";="020000022";05;93;0.8885067355;12499.54038;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:35";="020000022";06;324;3.0954428203;49268.823204;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:35";="020000022";07;2048;19.566255852;348624.42029;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:35";="020000022";08;801;7.6526225279;150608.43305;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:35";="020000022";09;770;7.3564536161;158922.49889;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:35";="020000022";10;864;8.2545141874;194307.4715;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:35";="020000022";11;840;8.0252221267;204088.0829;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:35";="020000022";12;489;4.671825738;127653.99322;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:35";="020000022";13;999;9.5442820292;279118.26896;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:35";="020000022";14;325;3.1049966562;96795.631488;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:35";="020000022";15;672;6.4201777013;212350.05212;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:35";="020000022";16;740;7.0698385402;246506.3364;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:35";="020000022";17;286;2.7323970574;100668.18394;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:35";="020000022";18;172;1.6432597688;63577.40544;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:35";="020000022";19;142;1.3566446928;54586.721988;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:35";="020000022";20;75;0.7165376899;30433.7439;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:35";="020000022";21;124;1.1846756473;52468.883844;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:35";="020000022";22;50;0.4776917933;22089.002076;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:35";="020000022";23;111;1.060475781;50953.67244;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:35";="020000022";24;25;0.2388458966;12021.9933;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:35";="020000022";25;126;1.203783319;60939.62448;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:35";="020000022";26;16;0.1528613738;8277.269856;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:35";="020000022";27;42;0.4012611063;22369.458492;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:35";="020000022";30;21;0.2006305532;12390.820092;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:35";="020000022";90;10467;100;2607754.1222;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/02/01 15:50:23";="800000085";05;626;9.0033079246;83919.32496;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:23";="800000085";06;606;8.715662304;91473.300804;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:23";="800000085";07;707;10.168272688;113117.95308;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:23";="800000085";08;809;11.635265353;146637.48676;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:23";="800000085";09;597;8.5862217748;121502.33765;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:23";="800000085";10;438;6.299439091;97928.903064;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:23";="800000085";11;371;5.335826262;88925.93334;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:23";="800000085";12;468;6.7309075219;119707.51962;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:23";="800000085";13;650;9.3484826694;176526.6532;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:23";="800000085";14;214;3.0778081404;62325.381492;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:23";="800000085";15;431;6.1987631238;131132.67546;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:23";="800000085";16;111;1.5964331943;36528.480414;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:23";="800000085";17;201;2.890838487;67617.282048;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:23";="800000085";18;98;1.4094635409;36391.442304;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:23";="800000085";19;75;1.0786710772;28144.634262;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:23";="800000085";20;117;1.6827268805;46849.967196;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:23";="800000085";21;176;2.5312814612;72531.88698;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:23";="800000085";22;20;0.2876456206;8396.760984;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:23";="800000085";23;183;2.6319574284;78233.387214;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:23";="800000085";24;9;0.1294405293;4327.917588;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:23";="800000085";25;8;0.1150582482;3732.051384;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:23";="800000085";26;8;0.1150582482;4138.634928;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:23";="800000085";28;12;0.1725873724;6642.115128;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:23";="800000085";30;10;0.1438228103;5900.39052;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:23";="800000085";31;8;0.1150582482;4865.67192;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:23";="800000085";90;6953;100;1637498.0923;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/02 14:56:42";="590048476";04;108;0.5813953488;12039.613098;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:42";="590048476";05;844;4.5434969854;110244.31046;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:42";="590048476";06;1593;8.5755813953;236029.2189;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:42";="590048476";07;1153;6.2069336779;186988.54352;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:42";="590048476";08;1755;9.4476744186;315980.23652;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:42";="590048476";09;1507;8.1126184324;296114.20398;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:42";="590048476";10;1080;5.8139534884;231343.23579;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:42";="590048476";11;1395;7.5096899225;322617.82814;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:42";="590048476";12;1780;9.5822566753;443206.47366;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:42";="590048476";13;1901;10.233634798;504293.86251;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:42";="590048476";14;642;3.4560723514;176021.48333;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:42";="590048476";15;1064;5.7278208441;315044.07029;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:42";="590048476";16;347;1.8680017227;106097.9145;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:42";="590048476";17;643;3.4614556417;208009.32442;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:42";="590048476";18;151;0.8128768303;53684.693672;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:42";="590048476";19;383;2.0618001723;133351.00171;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:42";="590048476";20;256;1.3781223084;99775.517678;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:42";="590048476";21;400;2.1533161068;160698.55178;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:42";="590048476";22;125;0.6729112834;52176.929012;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:42";="590048476";23;726;3.9082687339;307648.42987;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:42";="590048476";24;31;0.1668819983;14258.300222;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:42";="590048476";25;682;3.6714039621;291221.67191;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:42";="590048476";26;8;0.0430663221;4039.503464;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:42";="590048476";27;2;0.0107665805;1018.42506;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:42";="590048476";90;18576;100;4581903.3435;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 15:57:14";="800000028";03;2;0.022426553;195.908052;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:14";="800000028";04;131;1.468939224;15213.546402;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:14";="800000028";05;680;7.6250280332;91029.79662;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:14";="800000028";06;1356;15.20520296;205555.11888;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:14";="800000028";07;1396;15.653734021;230969.66162;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:14";="800000028";08;1513;16.965687374;281549.41962;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:14";="800000028";09;859;9.6322045302;176194.25501;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:14";="800000028";10;550;6.1673020857;123878.13319;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:14";="800000028";11;679;7.6138147567;164637.45086;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:14";="800000028";12;325;3.6443148688;84361.40784;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:14";="800000028";13;487;5.4608656649;134421.15263;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:14";="800000028";14;291;3.2630634671;85955.226192;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:14";="800000028";15;193;2.1641623682;60798.675108;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:14";="800000028";16;31;0.3476115721;10320.315822;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:14";="800000028";17;201;2.2538685804;70567.596258;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:14";="800000028";18;36;0.4036779547;13334.956608;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:14";="800000028";19;58;0.6503700381;21914.726424;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:14";="800000028";20;35;0.3924646782;14208.26394;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:14";="800000028";21;21;0.2354788069;8853.692382;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:14";="800000028";22;26;0.2915451895;11488.831356;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:14";="800000028";23;39;0.4373177843;18001.982412;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:14";="800000028";24;4;0.0448531061;1889.012736;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:14";="800000028";27;5;0.0560663826;2630.344968;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:14";="800000028";90;8918;100;1827969.4749;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/06 14:15:44";="590780193";01;351;1.5871580375;21468.42141;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:44";="590780193";02;2035;9.2018991635;161212.43524;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:44";="590780193";03;4648;21.017408998;454303.9705;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:44";="590780193";04;563;2.5457834049;65072.489556;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:44";="590780193";05;1926;8.7090210265;258240.7479;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:44";="590780193";06;1413;6.3893285101;215060.75583;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:44";="590780193";07;1208;5.4623558671;205919.78534;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:44";="590780193";08;1016;4.5941668551;191732.26675;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:44";="590780193";09;1664;7.5243047705;344065.44157;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:44";="590780193";10;469;2.1207325345;105588.5638;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:44";="590780193";11;701;3.1697942573;170322.25453;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:44";="590780193";12;2622;11.856206195;685227.68122;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:44";="590780193";13;1280;5.7879267466;356833.27814;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:44";="590780193";14;284;1.2841962469;84603.862032;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:44";="590780193";15;440;1.9895998191;139027.56714;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:44";="590780193";16;195;0.8817544653;65028.67293;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:44";="590780193";17;226;1.0219308162;79600.82496;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:44";="590780193";18;246;1.1123671716;91029.995136;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:44";="590780193";19;157;0.70992539;61123.883598;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:44";="590780193";20;130;0.5878363102;52809.582954;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:44";="590780193";21;217;0.9812344563;92127.500928;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:44";="590780193";22;41;0.1853945286;18090.029214;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:44";="590780193";23;125;0.5652272213;57525.717708;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:44";="590780193";24;48;0.217047253;22961.455464;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:44";="590780193";25;26;0.117567262;12972.437712;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:44";="590780193";27;48;0.217047253;24838.966812;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:44";="590780193";28;15;0.0678272666;8302.64391;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:44";="590780193";29;17;0.0768709021;9720.248304;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:44";="590780193";30;4;0.0180872711;2360.156208;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:44";="590780193";90;22115;100;4057171.6368;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/13 16:01:17";="600100721";03;14;0.1865671642;1371.356364;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:17";="600100721";04;5;0.0666311301;580.66971;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:17";="600100721";05;119;1.5858208955;15962.6382;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:17";="600100721";06;340;4.5309168443;51810.829782;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:17";="600100721";07;826;11.007462687;140888.80301;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:17";="600100721";08;790;10.52771855;146684.19941;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:17";="600100721";09;659;8.7819829424;135113.81923;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:17";="600100721";10;645;8.5954157783;144555.49982;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:17";="600100721";11;800;10.66098081;191228.24242;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:17";="600100721";12;339;4.5175906183;87624.942858;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:17";="600100721";13;582;7.7558635394;160819.7057;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:17";="600100721";14;337;4.4909381663;99713.6229;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:17";="600100721";15;504;6.7164179104;159278.15954;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:17";="600100721";16;129;1.7190831557;42991.690032;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:17";="600100721";17;424;5.6503198294;148680.26078;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:17";="600100721";18;485;6.4632196162;179460.81154;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:17";="600100721";19;107;1.4259061834;41314.265676;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:17";="600100721";20;49;0.6529850746;19910.582406;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:17";="600100721";21;47;0.6263326226;19927.043616;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:17";="600100721";22;30;0.3997867804;13298.031084;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:17";="600100721";23;129;1.7190831557;59447.355552;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:17";="600100721";24;26;0.3464818763;12485.619936;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:17";="600100721";25;61;0.8128997868;30283.266912;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:17";="600100721";26;12;0.1599147122;6207.952392;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:17";="600100721";27;21;0.2798507463;11203.933602;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:17";="600100721";28;16;0.2132196162;8816.430648;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:17";="600100721";31;8;0.1066098081;4822.047096;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:17";="600100721";90;7504;100;1934481.7802;2022.12;X600100721;13FEB23;16:00:35
