"champ";"statut";"annee";"periode";"date du resultat";"ipe";nat_sej;N;nbseq;nbj;pctj;ik;avqphysm;avqpsym;agem;nbcim;nbsej;pctcum;mpcacodm;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"11";"2022/12/27 13:05:31";="020000022";08;62;46;530;70.385126162;40;12.516981132;4.4962264151;80.539622642;6;9;70.385126162;;2022.11;X020000022;27DEC22;13:05:07
"had";"dgf";"2022";"11";"2022/12/27 13:05:31";="020000022";04;12;8;144;19.123505976;30;14.861111111;5.7222222222;82.895833333;5;5;89.508632138;;2022.11;X020000022;27DEC22;13:05:07
"had";"dgf";"2022";"11";"2022/12/27 13:05:31";="020000022";05;4;2;79;10.491367862;30;16;6;97;2;1;100;;2022.11;X020000022;27DEC22;13:05:07
"had";"dgf";"2022";"11";"2022/12/27 13:05:31";="020000022";99;78;56;753;;30;13.330677291;4.8884462151;82.717131474;13;15;100;97.435897436;2022.11;X020000022;27DEC22;13:05:07
"had";"dgf";"2022";"11";"2022/12/30 15:37:43";="590048476";;;;;;;;;;;;;;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:43";="590048476";99;0;0;;;;;;;0;0;;;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 11:03:27";="590780193";;;;;;;;;;;;;;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:27";="590780193";99;0;0;;;;;;;0;0;;;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/29 12:11:24";="590782652";;;;;;;;;;;;;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:24";="590782652";99;0;0;;;;;;;0;0;;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/22 15:00:39";="600100713";;;;;;;;;;;;;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:39";="600100713";99;0;0;;;;;;;0;0;;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2023/01/02 09:22:50";="600100721";;;;;;;;;;;;;;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:50";="600100721";99;0;0;;;;;;;0;0;;;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/03 14:07:35";="800000028";;;;;;;;;;;;;;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:35";="800000028";99;0;0;;;;;;;0;0;;;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2022/12/22 09:39:28";="800000036";;;;;;;;;;;;;;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:28";="800000036";99;0;0;;;;;;;0;0;;;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 12:54:35";="800000069";08;101;71;1061;66.562107905;50;10.148916117;2.6993402451;68.499528746;20;29;66.562107905;;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:35";="800000069";04;41;35;275;17.252195734;30;14.501818182;5.0690909091;75.727272727;17;23;83.814303639;;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:35";="800000069";07;15;10;258;16.185696361;50;6.4418604651;2.2829457364;71.670542636;8;9;100;;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:35";="800000069";99;157;116;1594;;40;10.299874529;3.0407779172;70.259723965;39;61;100;71.974522293;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/26 10:01:45";="800000077";;;;;;;;;;;;;;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:45";="800000077";99;0;0;;;;;;;0;0;;;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/28 15:59:38";="800000085";;;;;;;;;;;;;;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:38";="800000085";99;0;0;;;;;;;0;0;;;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/27 14:51:40";="800000093";;;;;;;;;;;;;;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:40";="800000093";99;0;0;;;;;;;0;0;;;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/22 10:53:30";="800000523";;;;;;;;;;;;;;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:30";="800000523";99;0;0;;;;;;;0;0;;;2022.11;X800000523;22DEC22;10:53:02
