"champ";"statut";"annee";"periode";"date du resultat";"ipe";mpcp;N;nbseq;nbj;pctj;ik;avqphysm;avqpsym;agem;mpcacodm;nbcim;nbsej;nbsejc;dms;pctcum;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"12";"2023/01/17 14:56:41";="800000093";10;1;1;5;0.0826173166;60;4;2;60;0;2;1;1;5;100;2022.12;X800000093;17JAN23;14:56:34
"had";"dgf";"2022";"12";"2023/01/17 14:56:41";="800000093";99;486;301;6052;;40;10.888962327;3.6556510245;73.216953073;72.427983539;172;253;222;19.882882883;100;2022.12;X800000093;17JAN23;14:56:34
"had";"dgf";"2022";"12";"2023/01/26 09:22:19";="600100713";04;182;182;3536;33.986928105;30;12.819004525;4.3905542986;74.61821267;40.101809955;131;126;69;26.231884058;33.986928105;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:19";="600100713";09;83;83;2102;20.203767782;50;7.6641294006;2.624643197;58.673766667;17.840152236;95;73;57;30;54.190695886;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:19";="600100713";08;71;71;1591;15.292195309;50;5.8001257071;2.3802639849;69.966687618;57.385292269;42;33;20;45.15;69.482891196;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:19";="600100713";07;201;201;1358;13.052672049;30;14.010309278;5.852724595;75.940353461;94.035346097;153;165;111;7.7657657658;82.535563245;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:19";="600100713";03;64;64;823;7.9104190696;50;6.4556500608;2.7351154313;65.488456865;21.871202916;98;58;40;15.525;90.445982314;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:19";="600100713";13;19;19;433;4.1618608228;50;8.3949191686;2.0831408776;68.295612009;81.062355658;31;13;4;42;94.607843137;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:19";="600100713";05;33;33;258;2.4798154556;50;5.3139534884;2.4108527132;69.84496124;24.031007752;10;30;27;5.7037037037;97.087658593;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:19";="600100713";14;5;5;134;1.2879661669;30;15.805970149;3.8059701493;45.776119403;100;14;5;5;26.8;98.37562476;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:19";="600100713";06;5;5;93;0.8938869666;50;7.7204301075;2;65.11827957;100;6;3;2;42.5;99.269511726;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:19";="600100713";02;4;4;47;0.4517493272;60;7.7021276596;2;64.680851064;100;4;2;;;99.721261053;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:19";="600100713";10;3;3;23;0.2210688197;90;4.5217391304;2;8.6956521739;100;4;3;3;7.6666666667;99.942329873;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:19";="600100713";01;1;1;6;0.0576701269;20;12;6;68;100;3;1;1;6;100;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:19";="600100713";99;671;671;10404;;40;9.9370434448;3.5970780469;69.103542631;58.867362146;284;437;339;19.103244838;100;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 11:33:55";="800000523";04;2043;1163;31596;32.984309591;30;13.591752121;5.1917647804;74.830991265;81.19698696;622;669;468;31.36965812;32.984309591;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:55";="800000523";09;1238;530;24714;25.799918573;30;10.410657927;3.4777454075;71.947438699;64.534272073;371;319;173;51.028901734;58.784228163;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:55";="800000523";08;516;219;10817;11.292292595;30;11.993528705;4.2802995285;68.941844205;83.18387723;277;156;84;63.285714286;70.076520759;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:55";="800000523";14;491;214;9779;10.208683488;30;13.669393599;4.7202167911;77.249412005;95.541466408;190;118;37;65.567567568;80.285204247;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:55";="800000523";06;259;120;4783;4.9931621969;30;13.674890236;4.4662345808;55.040107229;92.368806189;128;83;54;52;85.278366444;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:55";="800000523";12;182;91;3187;3.3270348989;40;8.9839974898;3.6388453091;61.315029809;53.37307813;171;81;69;40.260869565;88.605401343;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:55";="800000523";05;154;78;2902;3.0295121671;30;10.185733977;3.5416953825;70.515161957;81.357684356;68;34;11;44.636363636;91.63491351;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:55";="800000523";10;132;63;2336;2.4386424612;40;10.381849315;3.4019691781;65.536365875;77.268835616;119;45;29;47.931034483;94.073555971;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:55";="800000523";13;113;65;1807;1.8863985134;40;9.4172661871;4.0232429441;60.871057001;77.144438296;59;38;15;37.466666667;95.959954484;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:55";="800000523";03;142;100;1389;1.4500318402;40;9.4355651548;3.4809215263;55.305038611;74.442044636;233;96;52;14.884615385;97.409986324;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:55";="800000523";01;60;25;1302;1.3592091115;30;11.961597542;4.0460829493;42.183563748;99.30875576;33;24;19;61.157894737;98.769195436;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:55";="800000523";02;44;23;703;0.7338894051;40;11.172119488;3.0611664296;68.867709815;100;47;19;10;20.2;99.503084841;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:55";="800000523";22;22;14;280;0.2923030347;70;11.171428571;5.3;0.0660958904;54.285714286;12;14;9;27.222222222;99.795387876;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:55";="800000523";11;8;4;137;0.1430196991;30;10.95620438;3.7445255474;68.759124088;91.240875912;14;4;2;45;99.938407575;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:55";="800000523";07;5;4;37;0.0386257582;40;9.5945945946;2.9189189189;62.054054054;100;17;4;1;26;99.977033333;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:55";="800000523";24;2;2;22;0.022966667;40;16;8;2;0;4;2;;;100;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:55";="800000523";99;5411;2715;95791;;30;12.077105365;4.3369105657;70.590754015;77.675106265;1106;1487;1033;40.444336883;100;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 14:46:00";="800000036";04;198;140;2177;41.340676035;30;14.864033073;5.0252641249;82.003215434;64.859898944;67;67;54;23.537037037;41.340676035;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:00";="800000036";09;103;54;1557;29.567033802;50;6.9222864483;3.3410404624;65.712909441;27.167630058;41;35;30;25.533333333;70.907709837;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:00";="800000036";03;48;37;368;6.9882263578;40;10.442934783;3.9565217391;70.149456522;73.369565217;52;28;21;14.238095238;77.895936194;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:00";="800000036";06;24;14;304;5.7728826434;40;14.881578947;5.9046052632;77.690789474;99.342105263;17;9;6;30;83.668818838;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:00";="800000036";08;38;31;267;5.0702620585;50;7.0936329588;3.5617977528;49.921348315;48.314606742;14;27;27;9.8888888889;88.739080896;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:00";="800000036";02;26;20;240;4.557538929;40;12.508333333;3.4583333333;74.554166667;100;21;12;6;17.333333333;93.296619825;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:00";="800000036";07;10;5;169;3.2092669958;50;4.1597633136;2;41.798816568;94.674556213;7;4;3;10.666666667;96.505886821;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:00";="800000036";14;9;4;165;3.1333080137;50;11.224242424;3.2363636364;80.515151515;100;8;4;;;99.639194835;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:00";="800000036";13;1;1;19;0.3608051652;40;8;2;72;100;4;1;;;100;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:00";="800000036";99;457;306;5266;;40;11.224268895;4.1936954045;72.770224079;65.645514223;129;173;147;19.857142857;100;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/27 07:43:57";="800000077";04;93;48;1517;38.483003551;40;12.633487146;4.2524719842;78.273566249;37.837837838;44;43;38;26.894736842;38.483003551;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:57";="800000077";09;72;27;1359;34.474885845;50;7.4797645327;2.5805739514;71.394407653;40.397350993;28;26;22;43.318181818;72.957889396;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:57";="800000077";14;20;6;415;10.527650939;50;13.951807229;2.3590361446;75.640963855;100;13;6;4;92;83.485540335;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:57";="800000077";03;24;19;242;6.1390157281;40;7.4958677686;3.3140495868;73.669421488;55.371900826;29;18;17;11.823529412;89.624556063;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:57";="800000077";02;9;5;165;4.1856925419;40;15.860606061;6.896969697;86.757575758;95.151515152;9;5;3;7.6666666667;93.810248605;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:57";="800000077";06;7;4;112;2.8411973617;40;10.232142857;2.2321428571;71.910714286;100;12;4;4;28;96.651445967;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:57";="800000077";01;3;2;63;1.598173516;30;15.047619048;3.5238095238;41.619047619;100;7;2;1;15;98.249619482;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:57";="800000077";08;5;4;35;0.8878741755;40;15.371428571;6.3142857143;83.028571429;100;7;4;4;8.75;99.137493658;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:57";="800000077";07;2;2;26;0.6595636733;40;10.923076923;2.9230769231;52.307692308;100;7;2;1;4;99.797057331;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:57";="800000077";10;1;1;8;0.2029426687;60;5;2;21;0;2;1;1;8;100;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:57";="800000077";99;236;118;3942;;40;10.783105023;3.4657534247;74.685438864;53.813559322;103;109;95;28.852631579;100;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 16:29:23";="800000069";09;159;77;2853;27.826002146;50;8.4167542937;2.4479495268;59.902208202;37.85488959;188;62;45;40.088888889;27.826002146;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:23";="800000069";04;225;154;2516;24.53915927;30;14.013116057;4.9550874404;80.072734499;46.979332273;263;100;84;21.821428571;52.365161416;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:23";="800000069";06;157;87;2415;23.554081732;40;12.145755694;3.8857142857;73.522567288;94.202898551;118;33;22;63.636363636;75.919243148;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:23";="800000069";14;44;23;614;5.9884911733;40;13.361563518;2.6172638436;75.024429967;44.462540717;105;16;6;21.166666667;81.907734322;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:23";="800000069";03;53;41;443;4.3206866283;50;9.7155756208;2.4108352144;60.589164786;73.137697517;161;35;23;10.130434783;86.22842095;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:23";="800000069";02;36;24;422;4.1158685263;50;10.54028436;2.2890995261;42.156398104;95.971563981;90;21;15;24.666666667;90.344289476;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:23";="800000069";07;25;18;290;2.8284404565;40;11.255172414;3.4206896552;72.624137931;99.655172414;32;6;4;41.25;93.172729933;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:23";="800000069";10;15;8;242;2.3602847947;50;9.673553719;2;56.921487603;40.495867769;34;6;6;40.333333333;95.533014727;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:23";="800000069";08;21;15;185;1.8043499464;50;6.5513513514;2.9405405405;83.535135135;35.135135135;48;15;7;25.285714286;97.337364674;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:23";="800000069";13;24;19;160;1.5605188725;50;9.50625;2.46875;70.59375;79.375;26;11;;;98.897883546;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:23";="800000069";01;11;7;113;1.1021164537;40;7.9646017699;2;58.654867257;79.646017699;20;2;2;56.5;100;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:23";="800000069";99;770;473;10253;;40;11.196332781;3.4250463279;69.133912026;65.974025974;492;273;214;30.205607477;100;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:23";="590782652";04;919;694;7900;46.673756351;40;12.593164557;3.7872151899;78.173164557;47.607594937;382;288;240;26.416666667;46.673756351;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:23";="590782652";09;319;214;3290;19.437551696;60;8.2501519757;2.5139817629;65.041033435;15.835866261;183;106;88;31.409090909;66.111308047;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:23";="590782652";08;128;88;1408;8.3185631573;60;7.7294034091;2.6818181818;75.068181818;23.650568182;141;56;38;19.052631579;74.429871204;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:23";="590782652";14;102;67;1226;7.2432943401;40;13.881729201;2.9257748777;76.553017945;68.10766721;146;36;18;44.944444444;81.673165544;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:23";="590782652";03;94;73;847;5.0041356493;60;7.2302243211;2.225501771;69.244391972;29.043683589;144;50;37;12.918918919;86.677301193;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:23";="590782652";13;223;215;541;3.1962660995;70;4.46025878;2.011090573;70.356746765;4.0665434381;44;208;203;1.9901477833;89.873567293;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:23";="590782652";10;60;49;441;2.6054590571;60;7.9274376417;2.1632653061;60.714285714;40.136054422;77;36;30;10.433333333;92.47902635;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:23";="590782652";07;93;81;376;2.2214344795;40;10.723404255;4.1329787234;71.882978723;77.659574468;120;52;48;7.0416666667;94.700460829;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:23";="590782652";06;25;19;355;2.0973650006;40;12.078873239;2.3718309859;62.777464789;87.887323944;54;10;4;31.75;96.79782583;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:23";="590782652";05;65;64;342;2.0205600851;70;4.0701754386;2;75.260233918;0;13;59;57;5.9122807018;98.818385915;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:23";="590782652";02;13;10;106;0.626255465;40;12.764150943;2.8396226415;62.981132075;91.509433962;26;5;3;29.333333333;99.44464138;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:23";="590782652";01;6;4;65;0.3840245776;40;10;2;54.292307692;100;18;3;2;5.5;99.828665958;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:23";="590782652";15;29;29;29;0.1713340423;80;4.0689655172;2;59.24137931;0;9;29;29;1;100;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:23";="590782652";99;2076;1607;16926;;50;10.539820395;3.1341722793;73.352652724;39.065510597;590;894;797;16.012547051;100;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/31 11:17:10";="020000022";04;339;211;4304;40.672840673;30;13.650789963;4.938197026;73.880343866;80.018587361;337;98;76;40.592105263;40.672840673;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:10";="020000022";09;163;86;2442;23.076923077;40;8.033988534;2.8116298116;63.773546274;33.456183456;209;36;24;42.875;63.74976375;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:10";="020000022";14;153;97;1859;17.567567568;30;13.953200646;4.15922539;79.002151694;85.314685315;154;33;19;32.263157895;81.317331317;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:10";="020000022";10;65;43;745;7.0402570403;50;7.9395973154;2.5489932886;68.502013423;49.395973154;137;31;28;25.178571429;88.357588358;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:10";="020000022";06;39;20;639;6.0385560386;30;14.366197183;3.8215962441;63.064162754;100;87;17;13;27.461538462;94.396144396;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:10";="020000022";08;39;28;317;2.9956529957;40;10.444794953;3.9842271293;86.296529968;87.697160883;27;27;26;4.2307692308;97.391797392;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:10";="020000022";03;25;18;216;2.0412020412;50;7.0092592593;2.3888888889;53.375;45.37037037;140;15;9;14.777777778;99.432999433;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:10";="020000022";07;13;12;58;0.5481005481;20;15.655172414;5.8275862069;84.034482759;100;65;9;7;7.5714285714;99.981099981;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:10";="020000022";02;1;1;2;0.0189000189;30;13;4;42;100;15;1;;;100;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:10";="020000022";99;837;516;10582;;40;11.828104328;3.9990549991;71.419013419;74.432497013;561;250;202;30.123762376;100;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/02/01 15:49:53";="800000085";04;223;161;2418;34.410132347;30;12.506203474;4.3188585608;72.73242349;71.58808933;76;100;85;19.635294118;34.410132347;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:53";="800000085";09;123;56;2402;34.182439163;50;7.5299750208;2.6611157369;71.184429642;24.93755204;44;36;23;60.217391304;68.59257151;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:53";="800000085";14;30;11;665;9.4634979365;30;15.518796992;7.2;84.105263158;91.428571429;13;8;3;88.333333333;78.056069446;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:53";="800000085";06;24;15;361;5.1373274513;40;8.2770083102;3.5623268698;51.243767313;93.905817175;14;11;9;27.888888889;83.193396898;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:53";="800000085";08;24;13;345;4.9096342678;50;6.2115942029;2.8637681159;67.956521739;80.579710145;11;10;7;24;88.103031166;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:53";="800000085";02;17;9;277;3.9419382382;50;9.1155234657;2.1841155235;56.068592058;100;11;8;6;14.666666667;92.044969404;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:53";="800000085";03;26;20;258;3.6715525829;50;8.3992248062;3.1240310078;66.174418605;48.449612403;22;19;12;15.25;95.716521987;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:53";="800000085";07;7;3;106;1.5084673403;40;10.377358491;3.1132075472;65.537735849;72.641509434;6;2;1;29;97.224989327;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:53";="800000085";10;9;6;78;1.1100042692;50;10.846153846;2.5897435897;55.961538462;60.256410256;8;4;3;22.666666667;98.334993596;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:53";="800000085";13;8;6;71;1.0103885015;50;7.338028169;2.3098591549;57.676056338;11.267605634;7;6;4;2.75;99.345382098;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:53";="800000085";05;4;3;46;0.6546179024;60;5.5217391304;2;60.130434783;30.434782609;4;3;;;100;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:53";="800000085";99;495;303;7027;;40;10.131065889;3.7136758218;70.51415967;63.636363636;153;193;153;26.908496732;100;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/02 14:56:13";="590048476";04;761;572;6451;34.381495496;40;13.401953186;4.6943109595;76.05937064;80.809176872;253;383;327;14.856269113;34.381495496;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:13";="590048476";09;386;215;5826;31.050471673;50;8.7823549605;3.2058015791;67.924648129;34.878132509;167;191;152;30.25;65.431967169;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:13";="590048476";07;333;284;1906;10.158290252;30;13.748163694;5.7471143757;81.093389297;99.842602308;136;218;196;8.4081632653;75.590257422;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:13";="590048476";03;222;179;1505;8.0211053669;60;7.3780730897;3.1282392027;68.640531561;28.03986711;168;177;152;8.375;83.611362788;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:13";="590048476";06;94;55;1144;6.0971060065;40;12.602272727;3.9624125874;66.206293706;93.881118881;65;42;30;27.766666667;89.708468795;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:13";="590048476";05;155;143;741;3.9492618451;60;4.2591093117;2.6990553306;75.234817814;0;7;143;142;5.2042253521;93.65773064;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:13";="590048476";08;75;67;602;3.2084421468;50;8.146179402;3.5830564784;77.541528239;26.245847176;51;59;55;9.2363636364;96.866172787;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:13";="590048476";14;34;20;430;2.2917443906;30;14.83255814;4.2418604651;76.1;84.651162791;35;14;8;38.25;99.157917177;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:13";="590048476";10;32;30;98;0.5223045355;60;6.8163265306;2.5816326531;52.744897959;84.693877551;8;30;30;3.2666666667;99.680221713;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:13";="590048476";02;7;6;43;0.2291744391;40;10.581395349;2.8837209302;47.674418605;100;7;6;6;7.1666666667;99.909396152;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:13";="590048476";13;2;1;17;0.090603848;40;13;3;46;100;1;1;;;100;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:13";="590048476";99;2101;1572;18763;;40;10.932633374;4.0272877472;72.650908703;64.207520228;493;1209;1098;13.573770492;100;2022.12;X590048476;02FEB23;14:56:04
