"champ";"statut";"annee";"periode";"date du resultat";"ipe";libel;diagp;eff_sej;eff_mon;dep;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"11";"2022/12/30 15:37:38";="590048476";AZACITIDINE;D46;66;473.901;25756.865;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:38";="590048476";AZACITIDINE;C93;54;458.212;21565.679;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:38";="590048476";AZACITIDINE;C92;6;39.21;1742.65;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 11:03:23";="590780193";AMBISOME;C90;1;26;3177.196;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:23";="590780193";AZACITIDINE;D46;143;1047.573;59564.991;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:23";="590780193";AZACITIDINE;C92;83;570.092;32508.922;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:23";="590780193";AZACITIDINE;Z51;13;108.715;6149.587;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:23";="590780193";AZACITIDINE;C90;7;62.814;3553.147;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:23";="590780193";AZACITIDINE;D47;3;17.966;1016.265;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:23";="590780193";BORTEZOMIB;C90;132;106.386;5883.656;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:23";="590780193";BORTEZOMIB;E85;1;1.533;84.782;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:23";="590780193";CEREZYME;Z51;40;525;657262.305;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:23";="590780193";CRESEMBA;C90;1;21;2776.302;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:23";="590780193";CUTAQUIG;R52;3;3;243.479;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:23";="590780193";DARZALEX;C90;231;231;1026171.3;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:23";="590780193";DARZALEX;E85;1;1;4442.3;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:23";="590780193";ERBITUX;C18;2;2.925;2352.911;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:23";="590780193";GAMMANORM;R52;10;19;3326.515;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:23";="590780193";HERCEPTIN;C50;25;25;30063.45;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:23";="590780193";KEYTRUDA;C15;12;24;63280.8;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:23";="590780193";KEYTRUDA;C34;11;22;58007.4;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:23";="590780193";KEYTRUDA;C20;6;18;47460.6;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:23";="590780193";KEYTRUDA;C18;3;12;31640.4;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:23";="590780193";KEYTRUDA;C43;4;8;21093.6;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:23";="590780193";KEYTRUDA;C81;3;6;15820.2;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:23";="590780193";KEYTRUDA;Z51;2;4;10546.8;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:23";="590780193";KYPROLIS;C90;84;172.043;165171.119;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:23";="590780193";MVASI;C56;19;48.75;8228.854;2022.11;X590780193;30DEC22;11:03:01
