"champ";"statut";"annee";"periode";"date du resultat";"ipe";dmpa;N;nbj;pctj;nbsej;nbj2;pctcum;code;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"11";"2022/12/27 13:05:19";="020000022";Z74;11;191;2.7701232777;4;42;79.535895577;Z74;2022.11;X020000022;27DEC22;13:05:07
"had";"dgf";"2022";"11";"2022/12/27 13:05:19";="020000022";80%;398;5442;;117;107;;;2022.11;X020000022;27DEC22;13:05:07
"had";"dgf";"2022";"11";"2022/12/27 13:05:19";="020000022";Tot;577;6762;;172;133;;;2022.11;X020000022;27DEC22;13:05:07
"had";"dgf";"2022";"11";"2022/12/30 15:37:26";="590048476";R52;428;3094;24.156777014;252;272;24.156777014;R52;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:26";="590048476";R26;177;1877;14.654903186;102;517;38.8116802;R26;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:26";="590048476";R06;114;880;6.8707058089;61;142;45.682386009;R06;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:26";="590048476";L89;68;722;5.6371018114;25;148;51.31948782;L89;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:26";="590048476";E43;56;552;4.309806371;35;274;55.629294191;E43;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:26";="590048476";Z51;81;511;3.9896939413;51;325;59.618988132;Z51;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:26";="590048476";R53;83;432;3.3728919425;58;361;62.991880075;R53;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:26";="590048476";F01;61;320;2.498438476;44;106;65.490318551;F01;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:26";="590048476";Z99;29;250;1.9519050593;19;124;67.44222361;Z99;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:26";="590048476";J69;32;243;1.8972517177;10;80;69.339475328;J69;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:26";="590048476";Z93;27;219;1.709868832;16;122;71.04934416;Z93;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:26";="590048476";C34;29;218;1.7020612117;12;14;72.751405372;C34;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:26";="590048476";J96;28;201;1.5693316677;21;41;74.320737039;J96;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:26";="590048476";T85;6;157;1.2257963773;1;0;75.546533417;T85;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:26";="590048476";K63;10;130;1.0149906309;6;130;76.561524047;K63;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:26";="590048476";J44;15;118;0.921299188;8;22;77.482823235;J44;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:26";="590048476";R54;30;117;0.9134915678;21;117;78.396314803;R54;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:26";="590048476";C25;14;113;0.8822610868;5;80;79.27857589;C25;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:26";="590048476";80%;1078;8903;;583;1636;;;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:26";="590048476";Tot;1263;10487;;681;1791;;;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 11:03:14";="590780193";Z51;135;1346;15.086303519;85;1015;15.086303519;Z51;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:14";="590780193";Z50;48;790;8.8545169245;21;570;23.940820444;Z50;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:14";="590780193";Z45;43;650;7.2853620265;27;650;31.22618247;Z45;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:14";="590780193";R52;56;618;6.9266980498;33;569;38.15288052;R52;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:14";="590780193";Z99;49;477;5.3463349025;28;429;43.499215423;Z99;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:14";="590780193";Z48;41;459;5.1445864156;28;297;48.643801838;Z48;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:14";="590780193";P92;52;437;4.8980049316;34;422;53.54180677;P92;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:14";="590780193";R06;42;405;4.5393409549;23;405;58.081147725;R06;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:14";="590780193";Z65;35;394;4.416050213;16;235;62.497197938;Z65;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:14";="590780193";L89;31;385;4.3151759695;20;148;66.812373907;L89;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:14";="590780193";F41;22;288;3.2279757902;12;288;70.040349697;F41;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:14";="590780193";Z74;12;259;2.9029365613;7;147;72.943286259;Z74;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:14";="590780193";G82;14;242;2.7123963237;5;242;75.655682582;G82;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:14";="590780193";Z43;15;218;2.4433983412;10;218;78.099080924;Z43;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:14";="590780193";80%;390;4230;;219;2993;;;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:14";="590780193";Tot;428;4552;;244;3212;;;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";J96;107;974;7.5142724888;31;578;7.5142724888;J96;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";E43;63;616;4.7523530319;23;490;12.266625521;E43;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";Z93;41;559;4.3126060793;16;559;16.5792316;Z93;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";I50;57;432;3.3328190094;25;212;19.912050609;I50;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";L89;33;418;3.224810986;17;260;23.136861595;L89;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";C78;58;399;3.0782286684;19;238;26.215090264;C78;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";U07;47;388;2.9933652214;18;342;29.208455485;U07;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";C18;24;320;2.4687548218;7;320;31.677210307;C18;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";R26;59;280;2.1601604691;32;271;33.837370776;R26;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";R32;18;258;1.9904335751;8;258;35.827804351;R32;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";C79;34;256;1.9750038574;13;210;37.802808209;C79;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";R19;13;242;1.866995834;1;242;39.669804043;R19;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";G81;27;217;1.6741243635;12;217;41.343928406;G81;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";Z90;15;213;1.6432649283;6;206;42.987193334;Z90;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";R15;14;209;1.612405493;7;209;44.599598827;R15;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";C67;25;205;1.5815460577;7;191;46.181144885;C67;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";B90;15;203;1.5661163401;1;203;47.747261225;B90;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";R06;19;190;1.4658231754;8;93;49.213084401;R06;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";E66;20;184;1.4195340225;7;132;50.632618423;E66;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";C34;30;174;1.3423854343;11;142;51.975003857;C34;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";G82;9;167;1.2883814226;2;167;53.26338528;G82;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";J44;20;154;1.188088258;9;149;54.451473538;J44;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";C02;11;148;1.1417991051;3;148;55.593272643;C02;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";Z96;16;146;1.1263693874;6;130;56.719642031;Z96;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";S32;8;142;1.0955099522;2;142;57.815151983;S32;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";C56;16;141;1.0877950933;3;108;58.902947076;C56;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";I69;23;139;1.0723653757;10;130;59.975312452;I69;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";F03;23;137;1.0569356581;11;137;61.03224811;F03;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";T84;23;136;1.0492207993;11;136;62.081468909;T84;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";S22;6;134;1.0337910816;1;134;63.115259991;S22;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";E86;22;125;0.9643573523;13;118;64.079617343;E86;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";E44;8;115;0.8872087641;5;95;64.966826107;E44;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";C83;10;114;0.8794939053;5;3;65.846320012;C83;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";C20;10;111;0.8563493288;3;45;66.702669341;C20;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";G36;5;111;0.8563493288;1;111;67.55901867;G36;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";M46;5;111;0.8563493288;1;111;68.415367999;M46;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";G47;14;110;0.84863447;7;110;69.264002469;G47;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";H51;5;105;0.8100601759;2;105;70.074062645;H51;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";N32;5;105;0.8100601759;2;105;70.884122821;N32;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";G12;8;102;0.7869155994;3;89;71.67103842;G12;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";C88;7;96;0.7406264465;1;0;72.411664867;C88;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";C25;15;94;0.7251967289;6;25;73.136861595;C25;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";C22;15;89;0.6866224348;7;84;73.82348403;C22;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";R52;16;87;0.6711927172;11;62;74.494676747;R52;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";C50;13;86;0.6634778584;5;37;75.158154606;C50;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";R91;7;85;0.6557629995;3;85;75.813917605;R91;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";S31;10;84;0.6480481407;3;51;76.461965746;S31;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";Z74;5;80;0.6171887054;1;0;77.079154451;Z74;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";C04;6;77;0.594044129;2;76;77.67319858;C04;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";F06;6;77;0.594044129;2;77;78.267242709;F06;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";C82;5;76;0.5863292702;2;76;78.85357198;C82;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";V49;7;76;0.5863292702;2;67;79.43990125;V49;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";G93;6;67;0.5168955408;2;67;79.956796791;G93;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";80%;654;5636;;247;3700;;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:13";="590782652";Tot;738;6131;;297;3840;;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/22 15:00:26";="600100713";C34;41;974;17.38354453;26;111;17.38354453;C34;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:26";="600100713";C78;29;593;10.58361592;16;483;27.96716045;C78;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:26";="600100713";R06;15;244;4.3548099233;10;127;32.321970373;R06;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:26";="600100713";J12;16;234;4.1763341067;13;6;36.49830448;J12;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:26";="600100713";C79;10;210;3.7479921471;8;170;40.246296627;C79;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:26";="600100713";Z93;5;210;3.7479921471;3;0;43.994288774;Z93;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:26";="600100713";Z60;3;149;2.6592896663;3;111;46.65357844;Z60;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:26";="600100713";C16;6;135;2.4094235231;4;0;49.063001963;C16;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:26";="600100713";E44;7;133;2.3737283598;5;3;51.436730323;E44;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:26";="600100713";C18;12;127;2.2666428699;6;0;53.703373193;C18;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:26";="600100713";F03;11;115;2.0524718901;11;26;55.755845083;F03;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:26";="600100713";Z59;1;109;1.9453864001;1;0;57.701231483;Z59;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:26";="600100713";Z75;3;105;1.8739960735;3;0;59.575227557;Z75;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:26";="600100713";I50;15;102;1.8204533286;12;28;61.395680885;I50;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:26";="600100713";L89;7;98;1.749063002;6;0;63.144743887;L89;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:26";="600100713";G30;11;95;1.695520257;9;70;64.840264144;G30;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:26";="600100713";R53;9;93;1.6598250937;8;31;66.500089238;R53;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:26";="600100713";C12;7;87;1.5527396038;4;0;68.052828842;C12;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:26";="600100713";F00;10;85;1.5170444405;8;73;69.569873282;F00;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:26";="600100713";I70;6;78;1.3921113689;6;2;70.961984651;I70;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:26";="600100713";R26;3;72;1.285025879;3;72;72.24701053;R26;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:26";="600100713";C41;4;69;1.231483134;2;0;73.478493664;C41;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:26";="600100713";C74;2;69;1.231483134;1;0;74.709976798;C74;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:26";="600100713";C61;9;65;1.1600928074;6;1;75.870069606;C61;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:26";="600100713";Z74;2;64;1.1422452258;2;56;77.012314831;Z74;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:26";="600100713";C71;5;62;1.1065500625;4;0;78.118864894;C71;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:26";="600100713";J44;8;62;1.1065500625;4;6;79.225414956;J44;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:26";="600100713";80%;224;3748;;153;685;;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:26";="600100713";Tot;347;4703;;243;716;;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2023/01/02 09:22:36";="600100721";L89;26;548;11.967678532;11;92;11.967678532;L89;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:36";="600100721";R52;29;463;10.11137803;16;0;22.079056563;R52;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:36";="600100721";Z99;28;385;8.4079493339;14;0;30.487005896;Z99;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:36";="600100721";C79;25;296;6.4642935139;13;0;36.95129941;C79;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:36";="600100721";G12;10;279;6.0930334134;2;0;43.044332824;G12;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:36";="600100721";Z93;16;248;5.4160297008;10;26;48.460362525;Z93;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:36";="600100721";C78;20;208;4.5424765233;14;0;53.002839048;C78;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:36";="600100721";R26;19;203;4.4332823761;12;0;57.436121424;R26;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:36";="600100721";E46;18;180;3.930989299;13;0;61.367110723;E46;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:36";="600100721";C12;5;118;2.5769818738;2;0;63.944092597;C12;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:36";="600100721";S81;5;103;2.2493994322;2;0;66.193492029;S81;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:36";="600100721";A49;4;100;2.1838829439;1;0;68.377374973;A49;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:36";="600100721";E43;7;99;2.1620441144;4;17;70.539419087;E43;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:36";="600100721";S21;6;99;2.1620441144;2;31;72.701463202;S21;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:36";="600100721";T85;4;99;2.1620441144;2;26;74.863507316;T85;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:36";="600100721";G82;6;96;2.0965276261;4;0;76.960034942;G82;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:36";="600100721";C77;5;82;1.790784014;3;0;78.750818956;C77;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:36";="600100721";J91;6;56;1.2229744486;4;2;79.973793405;J91;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:36";="600100721";80%;237;3605;;120;137;;;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:36";="600100721";Tot;310;4257;;159;161;;;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/03 14:07:22";="800000028";R53;75;1239;29.332386364;32;718;29.332386364;R53;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:22";="800000028";L89;34;575;13.612689394;11;360;42.945075758;L89;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:22";="800000028";R13;11;241;5.7054924242;3;228;48.650568182;R13;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:22";="800000028";R52;20;193;4.5691287879;15;101;53.21969697;R52;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:22";="800000028";K61;6;150;3.5511363636;1;150;56.770833333;K61;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:22";="800000028";E46;9;143;3.3854166667;4;137;60.15625;E46;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:22";="800000028";C61;7;125;2.959280303;2;122;63.115530303;C61;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:22";="800000028";G82;7;106;2.509469697;3;106;65.625;G82;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:22";="800000028";C78;5;92;2.178030303;3;92;67.803030303;C78;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:22";="800000028";R26;5;87;2.0596590909;2;87;69.862689394;R26;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:22";="800000028";Z43;6;86;2.0359848485;4;86;71.898674242;Z43;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:22";="800000028";U82;4;80;1.8939393939;1;0;73.792613636;U82;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:22";="800000028";J90;4;72;1.7045454545;2;72;75.497159091;J90;2022.11;X800000028;03JAN23;14:07:11
