"champ";"statut";"annee";"periode";"date du resultat";"ipe";dmpa;N;nbj;pctj;nbsej;nbj2;pctcum;code;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"12";"2023/02/02 15:56:44";="800000028";Z43;8;117;2.3867809058;4;117;64.524683803;Z43;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:44";="800000028";Z99;6;116;2.366381069;3;116;66.891064871;Z99;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:44";="800000028";G82;7;106;2.1623827009;3;106;69.053447572;G82;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:44";="800000028";Z74;7;102;2.0807833537;4;102;71.134230926;Z74;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:44";="800000028";Z96;7;88;1.7951856385;4;50;72.929416565;Z96;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:44";="800000028";R26;5;87;1.7747858017;2;87;74.704202366;R26;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:44";="800000028";U82;4;80;1.6319869441;1;0;76.33618931;U82;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:44";="800000028";J90;4;72;1.4687882497;2;72;77.80497756;J90;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:44";="800000028";N41;3;71;1.4483884129;1;71;79.253365973;N41;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:44";="800000028";80%;165;2533;;71;1525;;;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:44";="800000028";Tot;198;2890;;88;1796;;;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/06 14:15:03";="590780193";Z51;142;1408;14.395256109;90;1062;14.395256109;Z51;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:03";="590780193";Z50;51;813;8.3120335344;23;587;22.707289643;Z50;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:03";="590780193";Z45;48;700;7.1567324404;29;700;29.864022084;Z45;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:03";="590780193";R52;62;672;6.8704631428;36;623;36.734485226;R52;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:03";="590780193";Z99;55;549;5.612923014;32;501;42.34740824;Z99;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:03";="590780193";Z48;46;515;5.2653102955;32;338;47.612718536;Z48;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:03";="590780193";P92;55;479;4.89724977;36;432;52.509968306;P92;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:03";="590780193";R06;47;474;4.8461302525;26;474;57.356098558;R06;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:03";="590780193";Z65;38;435;4.4473980166;18;252;61.803496575;Z65;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:03";="590780193";L89;34;401;4.099785298;22;164;65.903281873;L89;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:03";="590780193";Z74;16;319;3.2614252121;9;207;69.164707085;Z74;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:03";="590780193";F41;22;288;2.9444842041;12;288;72.109191289;F41;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:03";="590780193";G82;14;242;2.4741846437;5;242;74.583375933;G82;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:03";="590780193";Z43;19;242;2.4741846437;13;234;77.057560577;Z43;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:03";="590780193";E44;21;198;2.0243328903;15;198;79.081893467;E44;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:03";="590780193";80%;426;4574;;241;3253;;;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:03";="590780193";Tot;472;4995;;269;3508;;;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/13 16:00:47";="600100721";L89;26;548;11.046160048;11;92;11.046160048;L89;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:47";="600100721";R52;32;485;9.7762547873;16;0;20.822414836;R52;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:47";="600100721";Z99;31;442;8.9094940536;16;0;29.731908889;Z99;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:47";="600100721";C79;31;379;7.6395887926;18;0;37.371497682;C79;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:47";="600100721";G12;10;279;5.623866156;2;0;42.995363838;G12;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:47";="600100721";Z93;17;279;5.623866156;10;26;48.619229994;Z93;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:47";="600100721";R26;22;273;5.5029227978;13;0;54.122152792;R26;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:47";="600100721";C78;21;211;4.2531747632;15;0;58.375327555;C78;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:47";="600100721";E46;19;211;4.2531747632;13;0;62.628502318;E46;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:47";="600100721";G82;7;127;2.5599677484;4;0;65.188470067;G82;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:47";="600100721";C12;5;118;2.3785527111;2;0;67.567022778;C12;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:47";="600100721";S81;6;107;2.1568232211;2;0;69.723845999;S81;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:47";="600100721";A49;4;100;2.0157226366;1;0;71.739568635;A49;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:47";="600100721";E43;7;99;1.9955654102;4;17;73.735134046;E43;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:47";="600100721";S21;6;99;1.9955654102;2;31;75.730699456;S21;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:47";="600100721";T85;4;99;1.9955654102;2;26;77.726264866;T85;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:47";="600100721";J91;9;85;1.7133642411;6;2;79.439629107;J91;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:47";="600100721";80%;255;3884;;128;137;;;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:47";="600100721";Tot;337;4639;;173;161;;;2022.12;X600100721;13FEB23;16:00:35
