"champ";"statut";"annee";"periode";"date du resultat";"ipe";combmpc;mpcp;mpca;N;nbseq;nbj;pctj;ik;avqphysm;avqpsym;agem;nbcim;pctcum;nbsej;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"11";"2022/12/26 10:01:32";="800000077";;98;;158;69;2759;;40;10.36216056;3.4108399382;74.433424969;55;77.045518012;;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:32";="800000077";;99;;218;109;3581;;40;10.578050824;3.3317509076;74.43311924;95;100;100;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/28 15:59:24";="800000085";0900;09;00;79;36;1668;25.614250614;50;7.285971223;2.7254196643;74.691846523;25;25.614250614;;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:24";="800000085";0400;04;00;58;41;669;10.273341523;40;12.162929746;4.019431988;74.325859492;21;35.887592138;;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:24";="800000085";0407;04;07;62;48;482;7.4017199017;30;14.558091286;5.7157676349;78.825726141;35;43.289312039;;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:24";="800000085";0413;04;13;30;18;432;6.6339066339;40;9.7939814815;3.1967592593;58.537037037;12;49.923218673;;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:24";="800000085";1409;14;09;13;4;339;5.2057739558;30;15.769911504;7.3392330383;98.938053097;5;55.128992629;;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:24";="800000085";0401;04;01;30;25;329;5.0522113022;30;13.978723404;5.0030395137;81.550151976;33;60.181203931;;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:24";="800000085";0613;06;13;15;9;203;3.1173218673;40;9.802955665;4.39408867;39.256157635;6;63.298525799;;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:24";="800000085";0205;02;05;9;4;177;2.7180589681;50;9.3672316384;2.1581920904;56.796610169;3;66.016584767;;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:24";="800000085";1406;14;06;6;1;161;2.4723587224;30;16;8;52.267080745;2;68.488943489;;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:24";="800000085";0405;04;05;9;5;154;2.3648648649;40;10.571428571;3.2857142857;63.116883117;7;70.853808354;;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:24";="800000085";0825;08;25;7;2;153;2.3495085995;60;6.6535947712;2.9803921569;59.08496732;2;73.203316953;;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:24";="800000085";0925;09;25;9;4;144;2.2113022113;50;5.5972222222;2;57.111111111;6;75.414619165;;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:24";="800000085";0609;06;09;6;3;116;1.7813267813;50;5.6896551724;2;65;3;77.195945946;;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:24";="800000085";0914;09;14;8;4;110;1.6891891892;40;10.763636364;2;63.981818182;7;78.885135135;;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:24";="800000085";;98;;341;204;5137;;40;10.972207537;4.0292845377;71.550371591;106;78.885135135;;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:24";="800000085";;99;;455;278;6512;;40;10.152487715;3.7217444717;70.537776413;142;100;174;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/27 14:51:19";="800000093";0900;09;00;39;20;654;11.932129174;50;4.9281345566;2;61.808868502;26;11.932129174;;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:19";="800000093";0400;04;00;38;23;402;7.3344280241;40;11.024875622;3.9626865672;76.176616915;23;19.266557198;;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:19";="800000093";0402;04;02;34;22;402;7.3344280241;30;15.166666667;6.5199004975;89.910447761;24;26.600985222;;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:19";="800000093";0401;04;01;33;24;344;6.2762269659;30;12.063953488;3.5755813953;70.296511628;28;32.877212188;;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:19";="800000093";0301;03;01;41;32;275;5.0173326035;30;9.2472727273;3.8472727273;75.614545455;34;37.894544791;;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:19";="800000093";0314;03;14;20;12;260;4.7436599161;30;13.134615385;3.9153846154;78.334615385;19;42.638204707;;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:19";="800000093";0601;06;01;9;1;259;4.7254150702;40;16;6;93.536679537;3;47.363619777;;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:19";="800000093";0914;09;14;14;7;253;4.6159459953;40;12.648221344;3.1225296443;70.027667984;17;51.979565773;;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:19";="800000093";0300;03;00;23;15;238;4.3422733078;60;5.0756302521;2.0588235294;48.75210084;19;56.32183908;;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:19";="800000093";0214;02;14;16;10;212;3.8679073162;30;13.155660377;5.5424528302;86.608490566;14;60.189746397;;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:19";="800000093";1409;14;09;8;2;195;3.5577449371;40;12.984615385;2;76.179487179;7;63.747491334;;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:19";="800000093";0409;04;09;11;6;186;3.3935413246;40;12.172043011;4.4516129032;63.494623656;7;67.141032658;;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:19";="800000093";0406;04;06;14;9;175;3.1928480204;30;14.96;5.9542857143;78.954285714;13;70.333880679;;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:19";="800000093";0714;07;14;7;2;169;3.0833789454;40;13;2;60.816568047;4;73.417259624;;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:19";="800000093";0109;01;09;6;1;164;2.9921547163;30;11;2;54.932926829;3;76.40941434;;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:19";="800000093";0302;03;02;13;8;150;2.7367268747;30;15.44;7.3266666667;90.833333333;13;79.146141215;;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:19";="800000093";;98;;326;194;4338;;40;11.104247544;4.0111066771;73.704053244;137;79.146141215;;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:19";="800000093";;99;;438;271;5481;;40;10.858055099;3.6694033935;72.993979201;163;100;231;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/22 10:53:12";="800000523";0900;09;00;388;169;7675;8.6746688367;40;7.7976547231;2.8783061889;66.431270358;184;8.6746688367;;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:12";="800000523";0914;09;14;325;121;6939;7.8428048284;30;11.995388384;3.9401931114;74.720132584;147;16.517473665;;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:12";="800000523";0409;04;09;364;196;5807;6.5633618156;30;13.778370932;5.1036679869;80.235233339;233;23.080835481;;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:12";="800000523";0400;04;00;338;194;5456;6.1666440617;30;14.298203812;5.7749266862;83.686766862;230;29.247479542;;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:12";="800000523";0911;09;11;237;100;4998;5.6489895565;30;12.204881953;3.8241296519;78.789115646;142;34.896469099;;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:12";="800000523";0411;04;11;245;122;4455;5.0352638004;20;14.081257015;5.6531986532;81.424242424;172;39.931732899;;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:12";="800000523";1411;14;11;207;89;4157;4.698449297;30;13.606928073;4.9172480154;81.542458504;100;44.630182196;;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:12";="800000523";0406;04;06;229;122;3698;4.1796645418;20;14.72796106;5.306381828;59.494862088;142;48.809846738;;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:12";="800000523";0811;08;11;127;50;2942;3.3251955333;30;11.943575799;4.5118966689;74.259546669;91;52.135042271;;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:12";="800000523";0413;04;13;164;77;2927;3.3082417831;30;9.7505978818;3.6481038606;71.256235053;104;55.443284054;;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:12";="800000523";0814;08;14;132;52;2914;3.2935485329;30;12.877144818;4.1214824983;74.013726836;96;58.736832587;;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:12";="800000523";1412;14;12;112;44;2343;2.6481757765;30;13.774221084;4.1169440888;71.03286385;48;61.385008364;;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:12";="800000523";0412;04;12;113;47;2259;2.5532347755;30;14.730411687;5.0628596724;53.831341301;69;63.938243139;;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:12";="800000523";0401;04;01;156;106;2090;2.3622225236;20;13.64784689;5.3229665072;82.317703349;155;66.300465663;;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:12";="800000523";0405;04;05;95;50;1612;1.8219630182;30;11.493176179;4.3920595533;71.183002481;79;68.122428681;;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:12";="800000523";0800;08;00;79;38;1574;1.7790135178;40;11.461245235;4.4555273189;62.300034812;71;69.901442199;;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:12";="800000523";1200;12;00;81;43;1334;1.5077535151;40;7.5142428786;3.2368815592;59.174662669;69;71.409195714;;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:12";="800000523";0609;06;09;70;31;1263;1.4275057643;30;13.09263658;3.9612034838;59.82581156;61;72.836701478;;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:12";="800000523";0407;04;07;122;96;960;1.0850400109;20;14.380208333;5.9270833333;74.129166667;143;73.921741489;;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:12";="800000523";0511;05;11;49;24;959;1.0839097608;30;10.511991658;2.5620437956;75.533889468;21;75.00565125;;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:12";="800000523";0809;08;09;46;22;955;1.0793887608;30;11.056544503;3.4722513089;63.455497382;65;76.085040011;;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:12";="800000523";0907;09;07;42;18;909;1.0273972603;40;8.6853685369;3.3124312431;64.503850385;35;77.112437271;;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:12";="800000523";0611;06;11;39;14;875;0.9889687599;30;14.833142857;4.544;65.316571429;25;78.101406031;;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:12";="800000523";1214;12;14;43;17;867;0.9799267598;30;11.446366782;4.5513264129;63.816608997;67;79.081332791;;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:12";="800000523";;98;;3803;1842;69968;;30;12.409128652;4.506817341;73.303501885;886;79.081332791;;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:12";="800000523";;99;;4891;2417;88476;;30;12.080575523;4.3363284959;70.682081357;1063;100;1384;2022.11;X800000523;22DEC22;10:53:02
