"champ";"statut";"annee";"periode";"date du resultat";"ipe";code13;code;code1;indication;dep22;dep22_aut;nb22;ecart;dep22_val;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"12";"2023/01/26 11:34:33";="800000523";3400894342144;9434214;9434214;I000053;76.58;133.836;2;28.628;105.208;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 14:46:33";="800000036";3400892182612;9218261;9218261;I000015;4171.082;4171.086;34;0.001;4171.083;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:33";="800000036";3400894187356;9418735;9418735;I000507;4579.185;4579.185;39;0;4579.185;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/27 16:29:58";="800000069";3400894187356;9418735;9418735;I000507;37455.385;37455.385;319;-2.72848E-11;37455.385;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:58";="800000069";3400894258537;9425853;9425853;I000051;1431.969;2808.894;33;688.4625;2120.4315;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:59";="590782652";3400890000987;9000098;9000098;I000372;6076.8;8397.827;96;1160.5135;7237.3135;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:59";="590782652";3400890000987;9000098;9000098;I000373;2468.7;3403.853;39;467.5765;2936.2765;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:59";="590782652";3400894555063;9455506;9455506;I000372;10414.2;15205.548;204;2395.674;12809.874;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:59";="590782652";3400894555063;9455506;9455506;I000373;8600.582;12557.546538;168.474;1978.482269;10579.064269;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/02/02 14:56:43";="590048476";3400890002943;9000294;9000294;I000372;32607.812;50398.759129;616.724;8895.4727905;41503.28479;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:43";="590048476";3400890002943;9000294;9000294;I000373;9660.806;16157.676094;201.686;3248.435047;12909.241047;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:43";="590048476";3400890002943;9000294;9000294;I000374;11342.709;19538.131897;255.214;4097.7114485;15440.420449;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:43";="590048476";3400890002943;9000294;9000294;I999999;743.988;1247.74938;16.74;251.88069;995.86869;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:43";="590048476";3400894342144;9434214;9434214;I000051;576.08;1271.442;19;347.681;923.761;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 15:57:15";="800000028";3400890002554;9000255;9000255;I000560;65163.84;66829.5;450;832.83;65996.67;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:15";="800000028";3400892182612;9218261;9218261;I000016;5275.24;5275.197;43;-0.043;5275.197;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:15";="800000028";3400892182612;9218261;9218261;I000017;3604.71;2453.58;20;-1151.13;2453.58;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:15";="800000028";3400894187356;9418735;9418735;I000507;6008.47;5988.165;51;-20.305;5988.165;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:15";="800000028";3400894393580;9439358;9439358;I000496;14016.26;14016.288;44;0.014;14016.274;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400890000994;9000099;9000099;I000031;1734.152;6398.226452;10.313;2332.037226;4066.189226;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400890000994;9000099;9000099;I000032;6389.776;23575.352;38;8592.788;14982.564;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400890000994;9000099;9000099;I000036;2522.28;9306.06;15;3391.89;5914.17;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400890000994;9000099;9000099;I999999;1008.912;3722.424;6;1356.756;2365.668;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400890004022;9000402;9000402;I000372;74322.595;108707.1731;1313.908;17192.289052;91514.884052;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400890004022;9000402;9000402;I000373;5443.805;7599.640586;96.238;1077.917793;6521.722793;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400890004022;9000402;9000402;I000374;40655.092;57566.488421;718.718;8455.6982105;49110.790211;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400890004022;9000402;9000402;I999999;3616.901;4870.520181;63.941;626.8095905;4243.7105905;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400890006576;9000657;9000657;I000465;479768.4;481650.624;108;941.112;480709.512;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400890006576;9000657;9000657;I000535;426460.8;428133.888;96;836.544;427297.344;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400890006576;9000657;9000657;I000536;97730.6;98114.016;22;191.708;97922.308;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400890006576;9000657;9000657;I000543;17769.2;17838.912;4;34.856;17804.056;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400890006576;9000657;9000657;I999999;115499.8;115952.928;26;226.564;115726.364;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400890010818;9001081;9001081;I000573;182770.908;185475.881;59;1352.4865;184123.3945;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400890010818;9001081;9001081;I999999;3097.812;3143.659;1;22.9235;3120.7355;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400890011006;9001100;9001100;I999999;121.74;122.214;1;0.237;121.977;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400890011013;9001101;9001101;I999999;730.41;733.281;3;1.4355;731.8455;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400890011037;9001103;9001103;I999999;121.74;122.214;2;0.237;121.977;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400890012997;9001299;9001299;I000355;43157.696;43318.144;64;80.224;43237.92;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400890012997;9001299;9001299;I000356;308847.262;309995.468;458;574.103;309421.365;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400892182612;9218261;9218261;I000018;3177.196;3189.654;26;6.229;3183.425;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400892197401;9219740;9219740;I000061;394357.383;395904.6;315;773.6085;395130.9915;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400892197401;9219740;9219740;I000062;338020.614;339346.8;270;663.093;338683.707;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400892932163;9293216;9293216;I000241;524665.501;526724.329;1087;1029.414;525694.915;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400892933405;9293340;9293340;I000355;29964.46;27073.84;20;-2890.62;27073.84;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400892933405;9293340;9293340;I000356;37455.575;33842.3;25;-3613.275;33842.3;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400892992075;9299207;9299207;I000329;134898.335;135427.422;39;264.5435;135162.8785;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400892992075;9299207;9299207;I000330;152192.997;152789.912;44;298.4575;152491.4545;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400893011119;9301111;9301111;I999999;2352.912;2362.15395;2.925;4.620975;2357.532975;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400894000372;9400037;9400037;I000162;21590.622;22067.592;18;146.2175;21736.8395;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400894000372;9400037;9400037;I000163;11994.79;12438.824;10;179.432;12174.222;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400894045496;9404549;9404549;I999999;1146.58;1222.14;10;37.78;1184.36;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400894045557;9404555;9404555;I999999;2180.511;2199.843;9;9.666;2190.177;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400894138389;9413838;9413838;I000428;106583.626;107001.81283;111.018;209.093416;106792.71942;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400894138389;9413838;9413838;I000586;73431.897;73720.006288;76.487;144.054644;73575.951644;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400894169956;9416995;9416995;I000085;545.179;547.372;14;1.0965;546.2755;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400894170037;9417003;9417003;I000085;2230.883;2235.401;7;2.259;2233.142;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400894197232;9419723;9419723;I000210;21093.6;21176.344;8;41.372;21134.972;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400894197232;9419723;9419723;I000211;73827.6;74117.204;28;144.802;73972.402;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400894197232;9419723;9419723;I000426;21093.6;21176.344;8;41.372;21134.972;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400894197232;9419723;9419723;I999999;168748.8;169410.752;64;330.976;169079.776;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400894389798;9438979;9438979;I000264;19771.844;19849.416;8;38.786;19810.63;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400894389798;9438979;9438979;I000265;12357.405;12405.885;5;24.24;12381.645;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400894389798;9438979;9438979;I000266;27186.291;27292.947;11;53.328;27239.619;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400894389798;9438979;9438979;I000471;158174.752;158795.328;64;310.288;158485.04;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400894424901;9442490;9442490;I000529;249307.414;250229.97;34;461.278;249768.692;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400894471806;9447180;9447180;I000362;294.883;1062.913513;5.335;384.0152565;678.8982565;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400894471806;9447180;9447180;I000363;428.751;1922.622242;7.757;746.935621;1175.686621;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400894471806;9447180;9447180;I000364;265.308;1074.296;4.8;404.494;669.802;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400894471806;9447180;9447180;I000365;3908.469;14178.372346;70.712;5134.951673;9043.420673;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400894471806;9447180;9447180;I000367;84.734;269.581116;1.533;92.423558;177.157558;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400894471806;9447180;9447180;I999999;1770.072;6657.277772;32.022;2443.602886;4213.674886;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400894555063;9455506;9455506;I000372;1010.423;1197.584155;12.419;69.877347;1080.300347;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400894555063;9455506;9455506;I000373;402.572;614.680144;4.948;106.054072;508.626072;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:46";="590780193";3400894555063;9455506;9455506;I000374;453.994;562.405528;5.58;45.225456;499.219456;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/13 16:01:18";="600100721";3400893843734;9384373;9384373;I000088;1637.4;1637.4;25;-2.27374E-13;1637.4;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:18";="600100721";3400894258476;9425847;9425847;I000053;574.31;1003.77;15;214.73;789.04;2022.12;X600100721;13FEB23;16:00:35
