"champ";"statut";"annee";"periode";"date du resultat";"ipe";das;N;nbj;pctj;nbsej;nbj2;pctcum;code;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";E11;70;1385;4.282887006;41;1323;4.282887006;E11;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";I10;97;1245;3.8499597996;67;1208;8.1328468056;I10;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";R52;79;1227;3.7942977302;59;1196;11.927144536;R52;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";C78;68;1192;3.6860659286;36;1192;15.613210464;C78;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";L89;71;1037;3.2067536644;48;1037;18.819964129;L89;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";K59;69;1023;3.1634609438;58;881;21.983425073;K59;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";Z45;58;1015;3.1387222463;39;1015;25.122147319;Z45;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";Z93;54;894;2.7645494465;31;889;27.886696765;Z93;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";Z46;58;837;2.5882862267;40;837;30.474982992;Z46;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";R11;53;830;2.5666398664;45;819;33.041622859;R11;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";C79;53;818;2.5295318201;30;806;35.571154679;C79;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";C77;42;803;2.4831467623;22;794;38.054301441;C77;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";R50;42;649;2.0069268353;34;634;40.061228276;R50;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";Y83;41;520;1.608015338;23;493;41.669243614;Y83;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";Z29;32;469;1.4503061414;27;442;43.119549756;Z29;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";E87;22;455;1.4070134207;20;441;44.526563176;E87;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";R06;28;430;1.329704991;21;423;45.856268167;R06;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";E43;21;429;1.3266126538;17;429;47.182880821;E43;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";F41;40;419;1.295689282;32;382;48.478570103;F41;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";R60;25;416;1.2864122704;22;416;49.764982374;R60;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";I48;28;381;1.1781804688;19;381;50.943162842;I48;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";G82;21;376;1.1627187829;9;376;52.105881625;G82;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";Z95;22;347;1.0730410044;12;347;53.17892263;Z95;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";R05;18;336;1.0390252953;13;327;54.217947925;R05;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";G63;14;335;1.0359329581;5;335;55.253880883;G63;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";R13;16;332;1.0266559466;11;332;56.28053683;R13;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";Z11;21;327;1.0111942606;18;302;57.29173109;Z11;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";B36;18;312;0.9648092028;13;312;58.256540293;B36;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";R26;20;308;0.952439854;13;308;59.208980147;R26;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";A09;16;284;0.8782237615;15;284;60.087203909;A09;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";N18;19;280;0.8658544128;13;246;60.953058321;N18;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";Z51;11;278;0.8596697384;10;276;61.81272806;Z51;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";T85;23;271;0.8380233781;18;262;62.650751438;T85;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";E78;17;265;0.8194693549;12;265;63.470220793;E78;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";L30;15;260;0.804007669;10;260;64.274228462;L30;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";Z71;15;255;0.7885459831;14;255;65.062774445;Z71;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";R10;14;247;0.7638072855;11;216;65.82658173;R10;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";R02;11;244;0.754530274;5;244;66.581112004;R02;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";R53;14;234;0.7236069021;12;234;67.304718907;R53;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";R65;17;222;0.6864988558;16;211;67.991217762;R65;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";T81;18;215;0.6648524955;13;215;68.656070258;T81;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";E66;7;214;0.6617601583;5;214;69.317830416;E66;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";R33;15;214;0.6617601583;12;214;69.979590575;R33;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";T83;9;210;0.6493908096;8;210;70.628981384;T83;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";J44;15;195;0.6030057517;9;195;71.231987136;J44;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";G47;11;194;0.5999134146;7;194;71.83190055;G47;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";E46;8;187;0.5782670542;6;187;72.410167605;E46;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";D64;10;180;0.5566206939;9;180;72.966788299;D64;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";Y84;9;177;0.5473436824;9;177;73.514131981;Y84;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";B96;11;173;0.5349743336;11;173;74.049106315;B96;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";R41;11;173;0.5349743336;9;173;74.584080648;R41;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";T82;9;172;0.5318819964;4;172;75.115962645;T82;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";R45;23;168;0.5195126477;23;143;75.635475292;R45;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";N08;6;166;0.5133279733;2;166;76.148803266;N08;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";R31;12;158;0.4885892758;10;158;76.637392541;R31;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";W18;13;158;0.4885892758;12;158;77.125981817;W18;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";I50;7;157;0.4854969386;6;157;77.611478756;I50;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";Z96;12;156;0.4824046014;8;156;78.093883357;Z96;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";I95;10;154;0.476219927;9;154;78.570103284;I95;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";R40;9;147;0.4545735667;7;147;79.024676851;R40;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";D63;7;145;0.4483888923;7;145;79.473065743;D63;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";B95;9;143;0.4422042179;8;143;79.915269961;B95;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";80%;485;6529;;259;5958;;;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:37";="600100721";Tot;497;6649;;262;6010;;;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/03 14:07:23";="800000028";Z93;4;71;26.296296296;2;63;26.296296296;Z93;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:23";="800000028";Z90;3;63;23.333333333;1;63;49.62962963;Z90;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:23";="800000028";R53;7;58;21.481481481;5;35;71.111111111;R53;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:23";="800000028";80%;11;129;;7;98;;;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:23";="800000028";Tot;20;171;;14;99;;;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2022/12/22 09:39:16";="800000036";R53;15;333;46.185852982;2;0;46.185852982;R53;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:16";="800000036";80%;15;333;;2;;;;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:16";="800000036";Tot;31;708;;5;13;;;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 12:54:21";="800000069";I10;333;4691;13.476399782;101;4363;13.476399782;I10;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:21";="800000069";U08;147;1499;4.3063575512;55;1456;17.782757333;U08;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:21";="800000069";Z60;110;1430;4.1081329541;32;1308;21.890890287;Z60;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:21";="800000069";N18;74;1412;4.0564221897;22;1114;25.947312477;N18;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:21";="800000069";Z46;71;1147;3.295124824;20;1145;29.242437301;Z46;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:21";="800000069";F10;64;1043;2.9963515183;16;1002;32.238788819;F10;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:21";="800000069";E11;83;1042;2.993478698;36;1042;35.232267517;E11;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:21";="800000069";K59;47;867;2.4907351547;15;857;37.723002672;K59;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:21";="800000069";I48;61;831;2.3873136258;25;831;40.110316298;I48;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:21";="800000069";F17;70;813;2.3356028613;25;803;42.445919159;F17;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:21";="800000069";Z63;49;670;1.9247895659;21;670;44.370708725;Z63;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:21";="800000069";Z96;56;600;1.7236921486;25;600;46.094400873;Z96;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:21";="800000069";Z93;22;597;1.7150736878;6;597;47.809474561;Z93;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:21";="800000069";J44;42;593;1.7035824068;15;593;49.513056968;J44;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:21";="800000069";E86;21;566;1.6260162602;4;566;51.139073228;E86;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:21";="800000069";Z29;40;539;1.5484501135;24;539;52.687523342;Z29;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:21";="800000069";U07;32;536;1.5398316527;24;536;54.227354994;U07;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:21";="800000069";Z92;39;526;1.5111034503;14;526;55.738458445;Z92;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:21";="800000069";I25;52;516;1.4823752478;14;516;57.220833692;I25;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:21";="800000069";H90;44;505;1.4507742251;13;505;58.671607917;H90;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:21";="800000069";E03;42;499;1.4335373036;17;499;60.105145221;E03;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:21";="800000069";E55;20;386;1.1089086156;5;386;61.214053837;E55;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:21";="800000069";R32;44;384;1.1031629751;4;384;62.317216812;R32;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:21";="800000069";K91;16;366;1.0514522106;5;366;63.368669022;K91;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:21";="800000069";R26;35;347;0.9968686259;17;347;64.365537648;R26;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:21";="800000069";R11;33;343;0.9853773449;9;343;65.350914993;R11;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:21";="800000069";J69;11;334;0.9595219627;1;334;66.310436956;J69;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:21";="800000069";N35;13;330;0.9480306817;1;330;67.258467638;N35;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:21";="800000069";U09;26;322;0.9250481197;13;322;68.183515757;U09;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:21";="800000069";K70;14;316;0.9078111983;4;316;69.091326956;K70;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:21";="800000069";Z75;18;291;0.8359906921;6;107;69.927317648;Z75;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:21";="800000069";K56;10;279;0.8015168491;1;279;70.728834497;K56;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:21";="800000069";I26;15;278;0.7986440288;5;278;71.527478526;I26;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:21";="800000069";L89;25;274;0.7871527479;10;263;72.314631274;L89;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:21";="800000069";Z71;11;273;0.7842799276;3;273;73.098911201;Z71;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:21";="800000069";N39;16;267;0.7670430061;5;267;73.865954207;N39;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:21";="800000069";Y85;10;266;0.7641701859;2;266;74.630124393;Y85;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:21";="800000069";Z72;10;266;0.7641701859;2;266;75.394294579;Z72;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:21";="800000069";G47;22;265;0.7612973656;12;265;76.155591945;G47;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:21";="800000069";F33;15;260;0.7469332644;4;260;76.902525209;F33;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:21";="800000069";I70;29;260;0.7469332644;9;260;77.649458473;I70;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:21";="800000069";T85;11;241;0.6923496797;4;241;78.341808153;T85;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:21";="800000069";R52;11;229;0.6578758367;3;229;78.99968399;R52;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:21";="800000069";Z11;12;229;0.6578758367;12;229;79.657559826;Z11;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:21";="800000069";80%;609;8266;;207;7217;;;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:21";="800000069";Tot;635;8640;;220;7408;;;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/26 10:01:35";="800000077";J44;3;83;50;1;0;50;J44;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:35";="800000077";80%;3;83;;1;;;;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:35";="800000077";Tot;8;166;;3;;;;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/28 15:59:27";="800000085";Z08;2;37;100;1;0;100;Z08;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:27";="800000085";80%;2;37;;1;;;;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:27";="800000085";Tot;2;37;;1;;;;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/27 14:51:24";="800000093";L03;3;67;56.779661017;1;0;56.779661017;L03;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:24";="800000093";80%;3;67;;1;;;;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:24";="800000093";Tot;11;118;;6;;;;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/22 10:53:16";="800000523";U07;37;927;12.59682022;4;0;12.59682022;U07;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:16";="800000523";L89;33;689;9.3626851474;5;94;21.959505368;L89;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:16";="800000523";R52;38;686;9.321918739;10;439;31.281424107;R52;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:16";="800000523";Z74;30;642;8.7240114146;11;18;40.005435521;Z74;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:16";="800000523";B96;17;332;4.5114825384;2;0;44.51691806;B96;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:16";="800000523";N39;14;328;4.4571273271;3;4;48.974045387;N39;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:16";="800000523";Z93;13;318;4.3212392988;1;318;53.295284685;Z93;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:16";="800000523";T81;16;309;4.1989400734;6;0;57.494224759;T81;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:16";="800000523";J18;12;237;3.2205462699;3;0;60.714771029;J18;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:16";="800000523";R26;18;230;3.1254246501;11;63;63.840195679;R26;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:16";="800000523";T88;10;223;3.0303030303;3;0;66.870498709;T88;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:16";="800000523";E03;10;213;2.894415002;3;213;69.764913711;E03;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:16";="800000523";I70;10;203;2.7585269738;3;203;72.523440685;I70;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:16";="800000523";R06;9;159;2.1606196494;2;0;74.684060334;R06;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:16";="800000523";I10;7;153;2.0790868325;3;116;76.763147167;I10;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:16";="800000523";J44;5;150;2.038320424;1;0;78.801467591;J44;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:16";="800000523";80%;243;5035;;61;704;;;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:16";="800000523";Tot;315;5922;;94;803;;;2022.11;X800000523;22DEC22;10:53:02
