"champ";"statut";"annee";"periode";"date du resultat";"ipe";diagp1;N;nbj;pctj;nbsej;pctcum;code;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"12";"2023/01/26 09:22:21";="600100713";F01;2;101;0.9707804691;2;76.605151865;F01;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:21";="600100713";L89;12;98;0.9419454056;9;77.54709727;L89;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:21";="600100713";N41;6;97;0.9323337178;5;78.479430988;N41;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:21";="600100713";K63;3;95;0.9131103422;2;79.39254133;K63;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:21";="600100713";80%;466;8260;;288;;;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:21";="600100713";Tot;671;10404;;437;;;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";L89;352;7184;7.4996607197;73;7.4996607197;L89;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";C34;311;5398;5.6351849339;96;13.134845654;C34;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";G20;152;3350;3.4971970227;23;16.632042676;G20;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";G35;153;3269;3.4126379305;28;20.044680607;G35;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";F00;157;3059;3.1934106544;27;23.238091261;F00;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";G81;142;2895;3.0222045912;32;26.260295852;G81;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";C50;147;2544;2.6557818584;44;28.916077711;C50;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";I63;132;2384;2.4887515529;39;31.404829264;I63;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";G12;111;2274;2.3739182178;24;33.778747481;G12;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";E11;99;2115;2.2079318516;30;35.986679333;E11;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";C18;139;2069;2.1599106388;45;38.146589972;C18;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";I50;108;2032;2.1212848806;26;40.267874853;I50;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";T81;113;1980;2.0670000313;41;42.334874884;T81;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";G82;91;1917;2.0012318485;21;44.336106732;G82;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";C20;102;1851;1.9323318475;25;46.26843858;C20;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";I70;87;1725;1.8007954818;19;48.069234062;I70;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";R26;87;1559;1.6275015398;20;49.696735601;R26;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";F01;88;1551;1.6191500245;22;51.315885626;F01;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";U07;90;1490;1.5554697205;32;52.871355347;U07;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";C90;105;1467;1.5314591141;11;54.402814461;C90;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";G31;73;1447;1.5105803259;16;55.913394787;G31;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";I48;70;1274;1.329978808;19;57.243373595;I48;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";J96;60;1153;1.2036621394;20;58.447035734;J96;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";L97;53;1139;1.1890469877;9;59.636082722;L97;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";C61;75;1058;1.1044878955;25;60.740570617;C61;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";C25;77;938;0.9792151664;22;61.719785784;C25;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";C22;75;911;0.9510288023;31;62.670814586;C22;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";Z89;46;904;0.9437212264;12;63.614535812;Z89;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";F02;42;888;0.9270181959;9;64.541554008;F02;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";Z90;40;885;0.9238863776;9;65.465440386;Z90;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";S72;44;871;0.9092712259;11;66.374711612;S72;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";C71;65;842;0.878996983;16;67.253708595;C71;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";K55;43;778;0.8121848608;8;68.065893456;K55;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";Z74;37;778;0.8121848608;9;68.878078316;Z74;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";I83;33;666;0.6952636469;5;69.573341963;I83;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";C21;34;662;0.6910878893;8;70.264429852;C21;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";J84;36;646;0.6743848587;8;70.938814711;J84;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";C15;44;624;0.6514181917;18;71.590232903;C15;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";C91;41;560;0.5846060695;15;72.174838972;C91;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";C19;29;517;0.5397166748;6;72.714555647;C19;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";C16;37;470;0.4906515226;14;73.20520717;C16;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";J91;20;447;0.4666409162;4;73.671848086;J91;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";C85;23;445;0.4645530373;8;74.136401123;C85;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";G10;23;438;0.4572454615;6;74.593646585;G10;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";C78;30;409;0.4269712186;15;75.020617803;C78;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";J44;17;408;0.4259272792;3;75.446545083;J44;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";L05;19;392;0.4092242486;6;75.855769331;L05;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";C79;26;391;0.4081803092;9;76.26394964;C79;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";C74;24;389;0.4060924304;9;76.670042071;C74;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";C10;23;375;0.3914772787;7;77.061519349;C10;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";C44;17;374;0.3904333392;2;77.451952689;C44;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";C92;31;372;0.3883454604;17;77.840298149;C92;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";K57;17;367;0.3831257634;2;78.223423912;K57;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";I74;20;364;0.3799939452;3;78.603417858;I74;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";S82;19;364;0.3799939452;6;78.983411803;S82;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";C02;17;362;0.3779060663;4;79.361317869;C02;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";G60;14;361;0.3768621269;2;79.738179996;G60;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";80%;4160;76382;;1039;;;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:57";="800000523";Tot;5411;95791;;1487;;;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 14:46:03";="800000036";L98;31;577;10.957083175;9;10.957083175;L98;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:03";="800000036";C50;28;438;8.3175085454;10;19.27459172;C50;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:03";="800000036";G30;48;427;8.1086213445;17;27.383213065;G30;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:03";="800000036";C34;22;420;7.9756931257;6;35.358906191;C34;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:03";="800000036";I63;15;365;6.9312571212;1;42.290163312;I63;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:03";="800000036";G35;16;364;6.9122673756;2;49.202430687;G35;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:03";="800000036";I70;32;241;4.5765286745;6;53.778959362;I70;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:03";="800000036";C67;13;201;3.816938853;5;57.595898215;C67;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:03";="800000036";C64;13;176;3.3421952146;7;60.93809343;C64;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:03";="800000036";U07;23;166;3.1522977592;20;64.090391189;U07;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:03";="800000036";I83;9;159;3.0193695404;3;67.109760729;I83;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:03";="800000036";R53;18;156;2.9624003038;8;70.072161033;R53;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:03";="800000036";I64;15;127;2.4116976833;5;72.483858716;I64;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:03";="800000036";C95;18;124;2.3547284466;10;74.838587163;C95;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:03";="800000036";C15;15;121;2.29775921;4;77.136346373;C15;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:03";="800000036";C09;10;106;2.012913027;2;79.1492594;C09;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:03";="800000036";80%;326;4168;;115;;;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:03";="800000036";Tot;457;5266;;173;;;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/27 07:43:59";="800000077";L98;25;574;14.561136479;7;14.561136479;L98;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:59";="800000077";C18;21;368;9.33536276;11;23.896499239;C18;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:59";="800000077";D46;12;365;9.2592592593;1;33.155758498;D46;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:59";="800000077";R53;12;260;6.5956367326;3;39.751395231;R53;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:59";="800000077";L05;10;145;3.6783358701;4;43.429731101;L05;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:59";="800000077";J90;5;136;3.4500253678;1;46.879756469;J90;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:59";="800000077";C67;5;133;3.3739218671;1;50.253678336;C67;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:59";="800000077";C34;13;130;3.2978183663;7;53.551496702;C34;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:59";="800000077";S98;7;127;3.2217148656;2;56.773211568;S98;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:59";="800000077";F50;5;125;3.1709791984;1;59.944190766;F50;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:59";="800000077";C15;6;122;3.0948756976;2;63.039066464;C15;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:59";="800000077";I50;7;122;3.0948756976;4;66.133942161;I50;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:59";="800000077";M86;5;115;2.9173008625;1;69.051243024;M86;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:59";="800000077";C43;7;104;2.638254693;2;71.689497717;C43;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:59";="800000077";G70;4;95;2.4099441908;1;74.099441908;G70;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:59";="800000077";G12;4;87;2.2070015221;2;76.30644343;G12;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:59";="800000077";C22;6;80;2.029426687;3;78.335870117;C22;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:59";="800000077";80%;154;3088;;53;;;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:59";="800000077";Tot;236;3942;;109;;;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 16:29:26";="800000069";L98;33;633;6.1738027894;8;6.1738027894;L98;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:26";="800000069";L89;24;524;5.1106993075;6;11.284502097;L89;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:26";="800000069";K91;30;506;4.9351409344;13;16.219643031;K91;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:26";="800000069";C09;17;425;4.1451282551;4;20.364771286;C09;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:26";="800000069";F00;14;361;3.5209207061;3;23.885691993;F00;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:26";="800000069";C41;44;353;3.4428947625;2;27.328586755;C41;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:26";="800000069";I50;20;352;3.4331415196;5;30.761728275;I50;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:26";="800000069";E43;15;344;3.3551155759;4;34.116843851;E43;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:26";="800000069";M00;15;337;3.2868428753;4;37.403686726;M00;2022.12;X800000069;27JAN23;16:29:15
