"champ";"statut";"annee";"periode";"date du resultat";"ipe";mpcp;N;nbseq;nbj;pctj;ik;avqphysm;avqpsym;agem;mpcacodm;nbcim;nbsej;nbsejc;dms;pctcum;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"12";"2023/01/27 16:29:43";="800000069";99;28;17;330;;50;10.687878788;2.5636363636;37.575757576;100;4;13;10;26.2;100;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:42";="590782652";;;;;;;;;;;;;;;;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:42";="590782652";99;0;0;;;;;;;;0;0;0;;;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/31 11:17:23";="020000022";04;4;2;73;50.344827586;30;16;6.3150684932;97;100;1;1;;;50.344827586;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:23";="020000022";14;2;1;37;25.517241379;30;16;6;97;100;1;1;;;75.862068966;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:23";="020000022";09;1;1;15;10.344827586;40;6;2;39;0;1;1;;;86.206896552;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:23";="020000022";06;4;4;12;8.275862069;30;15;4;61;100;1;4;4;3;94.482758621;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:23";="020000022";03;1;1;8;5.5172413793;40;6;2;39;100;1;1;;;100;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:23";="020000022";;;;;;;;;;;0;;;;;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:23";="020000022";99;12;9;145;;30;14.331034483;5.3586206897;84.820689655;91.666666667;4;6;4;3;100;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/02/01 15:50:10";="800000085";04;1;1;25;100;50;11;2;78;100;1;1;;;100;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:10";="800000085";;;;;;;;;;;0;;;;;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:10";="800000085";99;1;1;25;;50;11;2;78;100;1;1;0;;100;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/02 14:56:28";="590048476";04;1;1;2;66.666666667;40;15;4;90;100;1;1;1;2;66.666666667;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:28";="590048476";08;1;1;1;33.333333333;50;5;4;69;0;1;1;1;1;100;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:28";="590048476";;;;;;;;;;;0;;;;;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:28";="590048476";99;2;2;3;;40;11.666666667;4;83;50;2;2;2;1.5;100;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 15:56:59";="800000028";09;4;1;84;100;60;4;2;71;0;1;1;1;84;100;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:59";="800000028";;;;;;;;;;;0;;;;;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:59";="800000028";99;4;1;84;;60;4;2;71;0;1;1;1;84;100;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/06 14:15:17";="590780193";19;6;3;121;84.615384615;60;7.5867768595;2;30.933884298;0;1;2;2;60.5;84.615384615;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:17";="590780193";03;1;1;11;7.6923076923;50;10;2;63;100;1;1;1;11;92.307692308;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:17";="590780193";08;3;3;11;7.6923076923;90;7.0909090909;2;0.1061021171;9.0909090909;1;1;1;11;100;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:17";="590780193";;;;;;;;;;;0;;;;;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:17";="590780193";99;10;7;143;;60;7.7342657343;2;31.029140722;20;3;4;4;35.75;100;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/13 16:01:00";="600100721";;;;;;;;;;;;;;;;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:00";="600100721";99;0;0;;;;;;;;0;0;0;;;2022.12;X600100721;13FEB23;16:00:35
