"champ";"statut";"annee";"periode";"date du resultat";"ipe";mpcp;N;nbseq;nbj;pctj;ik;avqphysm;avqpsym;agem;mpcacodm;nbcim;nbsej;nbsejc;dms;pctcum;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"11";"2022/12/22 09:39:27";="800000036";99;0;0;;;;;;;;0;0;0;;;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 12:54:34";="800000069";02;20;12;254;78.881987578;50;10.070866142;2.3976377953;33.885826772;100;2;10;9;26.666666667;78.881987578;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:34";="800000069";03;5;3;37;11.49068323;50;10.405405405;2.4054054054;34;100;3;3;1;22;90.372670807;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:34";="800000069";06;1;1;31;9.6273291925;40;16;4;73;100;1;1;;;100;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:34";="800000069";;;;;;;;;;;0;;;;;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:34";="800000069";99;26;16;322;;50;10.680124224;2.5527950311;37.664596273;100;4;13;10;26.2;100;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/26 10:01:44";="800000077";;;;;;;;;;;;;;;;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:44";="800000077";99;0;0;;;;;;;;0;0;0;;;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/28 15:59:37";="800000085";04;1;1;25;100;50;11;2;78;100;1;1;;;100;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:37";="800000085";;;;;;;;;;;0;;;;;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:37";="800000085";99;1;1;25;;50;11;2;78;100;1;1;0;;100;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/27 14:51:38";="800000093";;;;;;;;;;;;;;;;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:38";="800000093";99;0;0;;;;;;;;0;0;0;;;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/22 10:53:29";="800000523";08;13;5;277;54.1015625;30;14.028880866;5.0613718412;67.57400722;100;2;3;;;54.1015625;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:29";="800000523";04;9;5;151;29.4921875;20;15.278145695;7.059602649;86.377483444;100;3;3;2;57.5;83.59375;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:29";="800000523";12;4;2;84;16.40625;60;6.5714285714;2.3214285714;43.857142857;100;1;2;1;57;100;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:29";="800000523";;;;;;;;;;;0;;;;;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:29";="800000523";99;26;12;512;;30;13.173828125;5.201171875;69.228515625;100;6;8;3;57.333333333;100;2022.11;X800000523;22DEC22;10:53:02
