"champ";"statut";"annee";"periode";"date du resultat";"ipe";mpcp;mpca;nb;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"12";"2023/01/26 14:46:28";="800000036";04;17;1;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/02/06 14:15:37";="590780193";03;04;1;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:37";="590780193";04;15;2;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:37";="590780193";04;17;1;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/13 16:01:13";="600100721";04;08;3;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:13";="600100721";04;17;1;2022.12;X600100721;13FEB23;16:00:35
