"champ";"statut";"annee";"periode";"date du resultat";"ipe";code13;code;code1;indication;nombre;nb_nonval;nombre_et;nombre_pbind;nb_val;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"12";"2023/01/26 11:34:33";="800000523";3400893843734;9384373;9384373;I000088;4;0;0;0;4;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:33";="800000523";3400893843734;9384373;9384373;I999998;7;0;0;0;7;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:33";="800000523";3400894187356;9418735;9418735;I000507;62;0;0;0;62;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:33";="800000523";3400894187356;9418735;9418735;I999998;116;0;0;0;116;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:33";="800000523";3400894342144;9434214;9434214;I000053;2;0;0;0;2;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 14:46:33";="800000036";3400892182612;9218261;9218261;I000015;34;0;0;0;34;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:33";="800000036";3400894187356;9418735;9418735;I000507;39;0;0;0;39;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/27 16:29:58";="800000069";3400894187356;9418735;9418735;I000507;319;0;0;0;319;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:58";="800000069";3400894258537;9425853;9425853;I000051;33;0;0;0;33;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:59";="590782652";3400890000987;9000098;9000098;I000372;96;0;0;0;96;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:59";="590782652";3400890000987;9000098;9000098;I000373;39;0;0;0;39;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:59";="590782652";3400894555063;9455506;9455506;I000372;204;0;0;0;204;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:59";="590782652";3400894555063;9455506;9455506;I000373;168.474;0;0;0;168.474;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/02/02 14:56:43";="590048476";3400890002943;9000294;9000294;I000372;616.724;0;0;0;616.724;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:43";="590048476";3400890002943;9000294;9000294;I000373;201.686;0;0;0;201.686;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:43";="590048476";3400890002943;9000294;9000294;I000374;255.214;0;0;0;255.214;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:43";="590048476";3400890002943;9000294;9000294;I999999;16.74;0;0;0;16.74;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:43";="590048476";3400894342144;9434214;9434214;I000051;19;0;0;0;19;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 15:57:15";="800000028";3400890002554;9000255;9000255;I000560;450;0;0;0;450;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:15";="800000028";3400892182612;9218261;9218261;I000016;43;0;0;0;43;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:15";="800000028";3400892182612;9218261;9218261;I000017;20;0;0;0;20;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:15";="800000028";3400894187356;9418735;9418735;I000507;51;0;0;0;51;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:15";="800000028";3400894393580;9439358;9439358;I000496;44;0;0;0;44;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400890000994;9000099;9000099;I000031;10.313;0;0;0;10.313;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400890000994;9000099;9000099;I000032;38;0;0;0;38;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400890000994;9000099;9000099;I000036;15;0;0;0;15;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400890000994;9000099;9000099;I999999;6;0;0;0;6;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400890004022;9000402;9000402;I000372;1313.908;0;0;0;1313.908;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400890004022;9000402;9000402;I000373;96.238;0;0;0;96.238;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400890004022;9000402;9000402;I000374;718.718;0;0;0;718.718;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400890004022;9000402;9000402;I000375;10.574;0;0;10.574;0;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400890004022;9000402;9000402;I999999;63.941;0;0;0;63.941;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400890006576;9000657;9000657;I000465;108;0;0;0;108;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400890006576;9000657;9000657;I000535;99;3;0;0;96;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400890006576;9000657;9000657;I000536;22;0;0;0;22;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400890006576;9000657;9000657;I000543;4;0;0;0;4;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400890006576;9000657;9000657;I999999;27;1;0;0;26;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400890010818;9001081;9001081;I000573;59;0;0;0;59;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400890010818;9001081;9001081;I999999;1;0;0;0;1;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400890011006;9001100;9001100;I999999;1;0;0;0;1;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400890011013;9001101;9001101;I999999;3;0;0;0;3;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400890011037;9001103;9001103;I999999;2;0;0;0;2;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400890012997;9001299;9001299;I000355;64;0;0;0;64;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400890012997;9001299;9001299;I000356;458;0;0;0;458;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400892182612;9218261;9218261;I000018;26;0;0;0;26;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400892197401;9219740;9219740;I000061;315;0;0;0;315;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400892197401;9219740;9219740;I000062;270;0;0;0;270;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400892932163;9293216;9293216;I000241;1087;0;0;0;1087;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400892933405;9293340;9293340;I000355;20;0;0;0;20;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400892933405;9293340;9293340;I000356;25;0;0;0;25;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400892992075;9299207;9299207;I000329;39;0;0;0;39;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400892992075;9299207;9299207;I000330;44;0;0;0;44;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400893011119;9301111;9301111;I999999;2.925;0;0;0;2.925;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400894000372;9400037;9400037;I000162;18;0;0;0;18;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400894000372;9400037;9400037;I000163;10;0;0;0;10;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400894045496;9404549;9404549;I999999;10;0;0;0;10;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400894045557;9404555;9404555;I999999;9;0;0;0;9;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400894138389;9413838;9413838;I000428;111.018;0;0;0;111.018;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400894138389;9413838;9413838;I000586;76.487;0;0;0;76.487;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400894169956;9416995;9416995;I000085;14;0;0;0;14;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400894170037;9417003;9417003;I000085;7;0;0;0;7;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400894197232;9419723;9419723;I000210;8;0;0;0;8;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400894197232;9419723;9419723;I000211;28;0;0;0;28;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400894197232;9419723;9419723;I000426;8;0;0;0;8;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400894197232;9419723;9419723;I999999;64;0;0;0;64;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400894389798;9438979;9438979;I000264;8;0;0;0;8;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400894389798;9438979;9438979;I000265;5;0;0;0;5;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400894389798;9438979;9438979;I000266;11;0;0;0;11;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400894389798;9438979;9438979;I000471;64;0;0;0;64;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400894424901;9442490;9442490;I000529;34;0;0;0;34;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400894471806;9447180;9447180;I000362;5.335;0;0;0;5.335;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400894471806;9447180;9447180;I000363;7.757;0;0;0;7.757;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400894471806;9447180;9447180;I000364;4.8;0;0;0;4.8;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400894471806;9447180;9447180;I000365;70.712;0;0;0;70.712;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400894471806;9447180;9447180;I000367;1.533;0;0;0;1.533;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400894471806;9447180;9447180;I999999;32.022;0;0;0;32.022;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400894555063;9455506;9455506;I000372;12.419;0;0;0;12.419;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400894555063;9455506;9455506;I000373;4.948;0;0;0;4.948;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:45";="590780193";3400894555063;9455506;9455506;I000374;5.58;0;0;0;5.58;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/13 16:01:17";="600100721";3400893843734;9384373;9384373;I000088;25;0;0;0;25;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:17";="600100721";3400894258476;9425847;9425847;I000053;15;0;0;0;15;2022.12;X600100721;13FEB23;16:00:35
