"champ";"statut";"annee";"periode";"date du resultat";"ipe";diags;age2;nb;nbrapss;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"12";"2023/01/26 11:34:21";="800000523";Z372;0;1;1;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/02/02 14:56:34";="590048476";R54+8;62;1;2;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/06 14:15:26";="590780193";R5210;0;2;2;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:26";="590780193";Z508;0;2;3;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:26";="590780193";Z559;0;1;1;2022.12;X590780193;06FEB23;14:14:49
