"champ";"statut";"annee";"periode";"date du resultat";"ipe";codegeo;N;pct;nbj;pctj;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"11";"2022/12/29 12:11:09";="590782652";59999;2;0.2570694087;174;1.1256307414;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:09";="590782652";62120;1;0.1285347044;10;0.0646914219;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:09";="590782652";62840;27;3.470437018;466;3.0146202614;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:09";="590782652";Total;778;100;15458;100;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/22 15:00:22";="600100713";27140;1;0.2754820937;1;0.0102333197;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:22";="600100713";60000;103;28.374655647;2737;28.008595989;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:22";="600100713";60110;36;9.9173553719;917;9.3839541547;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:22";="600100713";60112;7;1.9283746556;121;1.2382316824;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:22";="600100713";60119;3;0.826446281;58;0.593532542;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:22";="600100713";60120;13;3.5812672176;345;3.5304952927;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:22";="600100713";60130;2;0.5509641873;7;0.0716332378;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:22";="600100713";60155;1;0.2754820937;20;0.2046663938;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:22";="600100713";60175;1;0.2754820937;64;0.6549324601;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:22";="600100713";60210;13;3.5812672176;493;5.0450266066;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:22";="600100713";60220;10;2.7548209366;608;6.2218583709;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:22";="600100713";60240;22;6.0606060606;881;9.0155546459;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:22";="600100713";60330;1;0.2754820937;28;0.2865329513;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:22";="600100713";60360;11;3.0303030303;432;4.4207941056;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:22";="600100713";60370;6;1.652892562;132;1.3507981989;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:22";="600100713";60380;5;1.3774104683;58;0.593532542;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:22";="600100713";60390;13;3.5812672176;165;1.6884977487;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:22";="600100713";60430;21;5.7851239669;265;2.7118297176;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:22";="600100713";60480;13;3.5812672176;403;4.1240278346;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:22";="600100713";60510;17;4.6831955923;323;3.3053622595;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:22";="600100713";60540;1;0.2754820937;13;0.133033156;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:22";="600100713";60570;8;2.2038567493;239;2.4457634056;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:22";="600100713";60590;6;1.652892562;370;3.7863282849;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:22";="600100713";60650;19;5.2341597796;362;3.7044617274;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:22";="600100713";60690;5;1.3774104683;149;1.5247646336;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:22";="600100713";60730;3;0.826446281;141;1.4428980761;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:22";="600100713";60790;3;0.826446281;22;0.2251330332;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:22";="600100713";60850;4;1.1019283747;272;2.7834629554;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:22";="600100713";60860;3;0.826446281;54;0.5525992632;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:22";="600100713";60960;3;0.826446281;36;0.3683995088;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:22";="600100713";60999;1;0.2754820937;2;0.0204666394;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:22";="600100713";60C04;5;1.3774104683;31;0.3172329104;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:22";="600100713";60C05;2;0.5509641873;21;0.2148997135;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:22";="600100713";95C03;1;0.2754820937;2;0.0204666394;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:22";="600100713";Total;363;100;9772;100;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2023/01/02 09:22:33";="600100721";60150;62;22.142857143;1002;14.345025054;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:33";="600100721";60170;14;5;218;3.1209735147;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:33";="600100721";60190;15;5.3571428571;457;6.542591267;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:33";="600100721";60200;46;16.428571429;1133;16.220472441;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:33";="600100721";60280;18;6.4285714286;599;8.5755189692;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:33";="600100721";60310;7;2.5;88;1.2598425197;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:33";="600100721";60320;2;0.7142857143;109;1.5604867573;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:33";="600100721";60350;35;12.5;1099;15.733715104;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:33";="600100721";60400;34;12.142857143;1074;15.375805297;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:33";="600100721";60490;6;2.1428571429;102;1.4602720115;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:33";="600100721";60610;5;1.7857142857;123;1.7609162491;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:33";="600100721";60640;11;3.9285714286;268;3.8367931281;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:33";="600100721";60680;2;0.7142857143;23;0.3292770222;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:33";="600100721";60710;3;1.0714285714;32;0.4581245526;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:33";="600100721";60800;1;0.3571428571;9;0.1288475304;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:33";="600100721";60880;9;3.2142857143;244;3.4931997137;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:33";="600100721";60C01;8;2.8571428571;234;3.350035791;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:33";="600100721";60C03;2;0.7142857143;171;2.448103078;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:33";="600100721";Total;280;100;6985;100;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/03 14:07:18";="800000028";59510;1;0.4273504274;4;0.0489775928;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:18";="800000028";76260;1;0.4273504274;22;0.2693767601;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:18";="800000028";76340;2;0.8547008547;114;1.3958613934;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:18";="800000028";80100;36;15.384615385;1544;18.905350802;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:18";="800000028";80120;17;7.264957265;426;5.216113628;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:18";="800000028";80130;13;5.5555555556;246;3.0121219542;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:18";="800000028";80132;11;4.7008547009;400;4.8977592751;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:18";="800000028";80135;3;1.2820512821;111;1.3591281988;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:18";="800000028";80140;12;5.1282051282;851;10.419982858;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:18";="800000028";80150;15;6.4102564103;525;6.4283090486;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:18";="800000028";80210;15;6.4102564103;473;5.7916003428;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:18";="800000028";80220;12;5.1282051282;416;5.0936696461;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:18";="800000028";80230;15;6.4102564103;384;4.7018489041;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:18";="800000028";80270;12;5.1282051282;430;5.2650912208;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:18";="800000028";80350;5;2.1367521368;143;1.7509489409;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:18";="800000028";80390;9;3.8461538462;171;2.0937920901;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:18";="800000028";80410;2;0.8547008547;43;0.5265091221;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:18";="800000028";80460;7;2.9914529915;202;2.4733684339;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:18";="800000028";80490;10;4.2735042735;221;2.7060119995;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:18";="800000028";80510;8;3.4188034188;284;3.4774090853;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:18";="800000028";80520;1;0.4273504274;36;0.4407983348;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:18";="800000028";80550;5;2.1367521368;203;2.4856128321;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:18";="800000028";80580;3;1.2820512821;206;2.5223460267;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:18";="800000028";80690;2;0.8547008547;82;1.0040406514;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:18";="800000028";80870;5;2.1367521368;238;2.9141667687;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:18";="800000028";80999;1;0.4273504274;3;0.0367331946;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:18";="800000028";80C05;1;0.4273504274;6;0.0734663891;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:18";="800000028";80C06;4;1.7094017094;267;3.2692543162;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:18";="800000028";80C07;6;2.5641025641;116;1.4203501898;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:18";="800000028";Total;234;100;8167;100;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2022/12/22 09:39:12";="800000036";62111;1;0.6666666667;8;0.1649144506;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:12";="800000036";80000;1;0.6666666667;4;0.0824572253;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:12";="800000036";80300;109;72.666666667;3929;80.993609565;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:12";="800000036";80330;1;0.6666666667;8;0.1649144506;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:12";="800000036";80560;3;2;54;1.1131725417;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:12";="800000036";80800;16;10.666666667;479;9.8742527314;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:12";="800000036";80999;1;0.6666666667;3;0.061842919;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:12";="800000036";80C01;18;12;366;7.5448361163;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:12";="800000036";Total;150;100;4851;100;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 12:54:16";="800000069";80000;7;2.766798419;378;4.0575354229;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:16";="800000069";80115;5;1.976284585;54;0.5796479176;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:16";="800000069";80260;30;11.85770751;806;8.6517818806;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:16";="800000069";80310;1;0.395256917;14;0.1502790897;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:16";="800000069";80370;14;5.5335968379;411;4.4117647059;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:16";="800000069";80450;1;0.395256917;10;0.107342207;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:16";="800000069";80560;6;2.371541502;128;1.373980249;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:16";="800000069";80600;62;24.505928854;2648;28.424216402;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:16";="800000069";80610;17;6.7193675889;479;5.1416917132;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:16";="800000069";80620;8;3.162055336;267;2.8660369257;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:16";="800000069";80630;11;4.347826087;575;6.1721769;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:16";="800000069";80650;6;2.371541502;521;5.5925289824;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:16";="800000069";80670;3;1.185770751;46;0.493774152;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:16";="800000069";80750;7;2.766798419;376;4.0360669815;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:16";="800000069";80780;1;0.395256917;134;1.4383855732;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:16";="800000069";80800;71;28.063241107;2447;26.266638042;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:16";="800000069";80850;3;1.185770751;22;0.2361528553;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:16";="800000069";Total;253;100;9316;100;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/26 10:01:31";="800000077";02480;4;4.3956043956;236;6.5903378944;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:31";="800000077";02520;2;2.1978021978;22;0.6143535325;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:31";="800000077";02590;1;1.0989010989;22;0.6143535325;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:31";="800000077";02C01;4;4.3956043956;70;1.9547612399;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:31";="800000077";60640;1;1.0989010989;62;1.7313599553;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:31";="800000077";80190;14;15.384615385;411;11.477240994;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:31";="800000077";80200;12;13.186813187;184;5.1382295448;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:31";="800000077";80320;2;2.1978021978;48;1.3404077073;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:31";="800000077";80400;51;56.043956044;2526;70.538955599;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:31";="800000077";Total;91;100;3581;100;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/28 15:59:23";="800000085";60120;16;10;557;8.5534398034;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:23";="800000085";60130;6;3.75;487;7.4785012285;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:23";="800000085";60420;15;9.375;604;9.2751842752;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:23";="800000085";60490;5;3.125;204;3.1326781327;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:23";="800000085";80110;15;9.375;1160;17.813267813;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:23";="800000085";80160;1;0.625;1;0.0153562654;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:23";="800000085";80170;14;8.75;324;4.9754299754;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:23";="800000085";80250;13;8.125;410;6.2960687961;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:23";="800000085";80320;3;1.875;33;0.5067567568;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:23";="800000085";80400;2;1.25;9;0.1382063882;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:23";="800000085";80500;26;16.25;1247;19.149262899;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:23";="800000085";80700;38;23.75;1210;18.581081081;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:23";="800000085";80C03;6;3.75;266;4.0847665848;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:23";="800000085";Total;160;100;6512;100;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/27 14:51:18";="800000093";18190;1;0.4694835681;30;0.5473453749;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:18";="800000093";59491;1;0.4694835681;8;0.1459587666;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:18";="800000093";59C05;0;0;72;1.3136288998;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:18";="800000093";62124;1;0.4694835681;35;0.6385696041;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:18";="800000093";80200;115;53.990610329;2759;50.337529648;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:18";="800000093";80320;20;9.3896713615;728;13.282247765;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:18";="800000093";80360;14;6.5727699531;482;8.7940156906;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:18";="800000093";80400;2;0.9389671362;26;0.4743659916;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:18";="800000093";80740;18;8.4507042254;376;6.8600620325;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:18";="800000093";80999;4;1.8779342723;58;1.0582010582;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:18";="800000093";80C01;12;5.6338028169;292;5.3274949827;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:18";="800000093";80C02;24;11.267605634;611;11.147600803;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:18";="800000093";99999;1;0.4694835681;4;0.0729793833;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:18";="800000093";Total;213;100;5481;100;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/22 10:53:11";="800000523";80000;652;56.548135299;51274;57.95243908;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:11";="800000523";80136;26;2.2549869905;1479;1.6716397667;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:11";="800000523";80140;6;0.5203816132;437;0.4939192549;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:11";="800000523";80160;37;3.209019948;3284;3.7117410371;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:11";="800000523";80250;1;0.0867302689;267;0.301776753;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:11";="800000523";80260;15;1.300954033;996;1.1257290113;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:11";="800000523";80270;15;1.300954033;873;0.9867082599;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:11";="800000523";80290;33;2.8620988725;1779;2.0107147701;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:11";="800000523";80310;29;2.5151777971;1647;1.8615217686;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:11";="800000523";80330;35;3.0355594102;2029;2.2932772729;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:11";="800000523";80420;21;1.8213356461;1007;1.1381617614;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:11";="800000523";80430;19;1.6478751084;1011;1.1426827614;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:11";="800000523";80440;36;3.1222896791;3751;4.2395677924;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:11";="800000523";80450;31;2.6886383348;2230;2.5204575252;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:11";="800000523";80470;70;6.0711188205;4263;4.8182557982;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:11";="800000523";80480;49;4.2497831743;4702;5.3144355531;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:11";="800000523";80510;2;0.1734605377;292;0.3300330033;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:11";="800000523";80540;30;2.6019080659;3138;3.5467245355;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:11";="800000523";80610;6;0.5203816132;756;0.8544690085;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:11";="800000523";80640;14;1.2142237641;919;1.0386997604;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:11";="800000523";80650;3;0.2601908066;312;0.3526380035;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:11";="800000523";80680;9;0.7805724198;524;0.5922510059;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:11";="800000523";80710;4;0.3469210755;235;0.2656087527;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:11";="800000523";80850;1;0.0867302689;18;0.0203445002;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:11";="800000523";80999;4;0.3469210755;328;0.3707220037;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:11";="800000523";80C04;5;0.4336513443;925;1.0454812605;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:11";="800000523";Total;1153;100;88476;100;2022.11;X800000523;22DEC22;10:53:02
