"champ";"statut";"annee";"periode";"date du resultat";"ipe";diagp1;N;nbj;pctj;nbsej;pctcum;code;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"11";"2022/12/22 15:00:25";="600100713";U07;24;301;3.0802292264;18;38.313548915;U07;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:25";="600100713";C43;2;300;3.0699959067;1;41.383544822;C43;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:25";="600100713";C25;24;295;3.0188293082;11;44.40237413;C25;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:25";="600100713";C67;7;260;2.6606631191;7;47.063037249;C67;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:25";="600100713";R52;24;237;2.4252967663;20;49.488334016;R52;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:25";="600100713";L97;11;216;2.2103970528;11;51.698731068;L97;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:25";="600100713";I50;16;207;2.1182971756;11;53.817028244;I50;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:25";="600100713";C16;12;196;2.005730659;4;55.822758903;C16;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:25";="600100713";C61;19;195;1.9954973393;11;57.818256242;C61;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:25";="600100713";C92;22;193;1.9750307;22;59.793286942;C92;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:25";="600100713";C12;9;191;1.9545640606;5;61.747851003;C12;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:25";="600100713";J90;2;190;1.9443307409;1;63.692181744;J90;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:25";="600100713";I33;5;187;1.9136307818;5;65.605812526;I33;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:25";="600100713";C20;9;144;1.4735980352;4;67.079410561;C20;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:25";="600100713";C32;3;144;1.4735980352;1;68.553008596;C32;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:25";="600100713";Z93;3;126;1.2893982808;2;69.842406877;Z93;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:25";="600100713";C71;7;109;1.1154318461;5;70.957838723;C71;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:25";="600100713";G82;3;105;1.0744985673;3;72.03233729;G82;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:25";="600100713";C22;8;103;1.054031928;4;73.086369218;C22;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:25";="600100713";P77;2;100;1.0233319689;2;74.109701187;P77;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:25";="600100713";L89;12;98;1.0028653295;9;75.112566517;L89;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:25";="600100713";N41;6;97;0.9926320098;5;76.105198526;N41;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:25";="600100713";K63;3;95;0.9721653704;2;77.077363897;K63;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:25";="600100713";E44;5;93;0.9516987311;3;78.029062628;E44;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:25";="600100713";F01;1;93;0.9516987311;1;78.980761359;F01;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:25";="600100713";C90;3;91;0.9312320917;2;79.911993451;C90;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:25";="600100713";80%;391;7809;;254;;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:25";="600100713";Tot;578;9772;;392;;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2023/01/02 09:22:35";="600100721";L89;40;775;11.095204009;14;11.095204009;L89;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:35";="600100721";C34;57;545;7.8024337867;30;18.897637795;C34;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:35";="600100721";C50;25;416;5.955619184;10;24.853256979;C50;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:35";="600100721";G12;13;346;4.9534717251;3;29.806728704;G12;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:35";="600100721";C56;19;273;3.9083750895;8;33.715103794;C56;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:35";="600100721";C21;17;238;3.4073013601;8;37.122405154;C21;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:35";="600100721";L98;8;235;3.3643521832;2;40.486757337;L98;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:35";="600100721";C12;13;232;3.3214030064;6;43.808160344;C12;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:35";="600100721";D37;10;200;2.8632784538;3;46.671438797;D37;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:35";="600100721";C25;18;198;2.8346456693;8;49.506084467;C25;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:35";="600100721";C02;10;197;2.820329277;5;52.326413744;C02;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:35";="600100721";E11;7;176;2.5196850394;3;54.846098783;E11;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:35";="600100721";C16;19;173;2.4767358626;10;57.322834646;C16;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:35";="600100721";C61;16;152;2.1760916249;11;59.498926271;C61;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:35";="600100721";C18;14;131;1.8754473873;8;61.374373658;C18;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:35";="600100721";E66;4;122;1.7465998568;1;63.120973515;E66;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:35";="600100721";T81;10;117;1.6750178955;5;64.79599141;T81;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:35";="600100721";S81;7;110;1.5748031496;4;66.37079456;S81;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:35";="600100721";N10;4;103;1.4745884037;1;67.845382963;N10;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:35";="600100721";I30;3;92;1.3171080888;1;69.162491052;I30;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:35";="600100721";U07;5;77;1.1023622047;3;70.264853257;U07;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:35";="600100721";L97;4;73;1.0450966356;2;71.309949893;L97;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:35";="600100721";G40;9;71;1.0164638511;6;72.326413744;G40;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:35";="600100721";Z43;4;70;1.0021474588;2;73.328561203;Z43;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:35";="600100721";J18;5;69;0.9878310666;2;74.316392269;J18;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:35";="600100721";I69;5;68;0.9735146743;2;75.289906943;I69;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:35";="600100721";L30;3;68;0.9735146743;1;76.263421618;L30;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:35";="600100721";M46;3;67;0.959198282;1;77.2226199;M46;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:35";="600100721";C54;6;62;0.8876163207;4;78.11023622;C54;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:35";="600100721";C04;7;61;0.8732999284;4;78.983536149;C04;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:35";="600100721";C71;5;61;0.8732999284;3;79.856836077;C71;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:35";="600100721";80%;370;5578;;169;;;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:35";="600100721";Tot;538;6985;;283;;;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/03 14:07:21";="800000028";T81;41;583;7.1384841435;20;7.1384841435;T81;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:21";="800000028";L89;22;327;4.0039182074;12;11.142402351;L89;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:21";="800000028";L97;18;320;3.9182074201;7;15.060609771;L97;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:21";="800000028";E86;18;310;3.7957634382;5;18.856373209;E86;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:21";="800000028";C34;26;296;3.6243418636;14;22.480715073;C34;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:21";="800000028";J18;16;284;3.4774090853;4;25.958124158;J18;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:21";="800000028";C50;16;252;3.0855883433;6;29.043712502;C50;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:21";="800000028";G12;11;245;2.999877556;4;32.043590058;G12;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:21";="800000028";Z94;10;225;2.7549895923;3;34.79857965;Z94;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:21";="800000028";L02;11;204;2.4978572303;6;37.29643688;L02;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:21";="800000028";I50;12;194;2.3754132484;3;39.671850129;I50;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:21";="800000028";I70;9;190;2.3264356557;2;41.998285784;I70;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:21";="800000028";C18;15;184;2.2529692666;5;44.251255051;C18;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:21";="800000028";C67;13;177;2.1672584792;5;46.41851353;C67;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:21";="800000028";C20;7;161;1.9713481082;2;48.389861638;C20;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:21";="800000028";T87;6;161;1.9713481082;1;50.361209747;T87;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:21";="800000028";G11;8;155;1.8978817191;2;52.259091466;G11;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:21";="800000028";G95;6;152;1.8611485246;1;54.12023999;G95;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:21";="800000028";I33;9;152;1.8611485246;4;55.981388515;I33;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:21";="800000028";I83;7;143;1.7509489409;2;57.732337456;I83;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:21";="800000028";G20;9;140;1.7142157463;2;59.446553202;G20;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:21";="800000028";R53;10;139;1.7019713481;6;61.14852455;R53;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:21";="800000028";A41;11;126;1.5427941717;6;62.691318722;A41;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:21";="800000028";S81;6;124;1.5183053753;2;64.209624097;S81;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:21";="800000028";T79;8;123;1.5060609771;1;65.715685074;T79;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:21";="800000028";Z93;5;114;1.3958613934;1;67.111546467;Z93;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:21";="800000028";C25;12;113;1.3836169952;7;68.495163463;C25;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:21";="800000028";Z48;7;102;1.2489286152;4;69.744092078;Z48;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:21";="800000028";Z40;4;95;1.1632178278;1;70.907309906;Z40;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:21";="800000028";C83;7;94;1.1509734297;3;72.058283335;C83;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:21";="800000028";G82;5;89;1.0897514387;2;73.148034774;G82;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:21";="800000028";T83;4;88;1.0775070405;1;74.225541815;T83;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:21";="800000028";L30;4;84;1.0285294478;1;75.254071262;L30;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:21";="800000028";S30;5;81;0.9917962532;2;76.245867516;S30;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:21";="800000028";S82;4;80;0.979551855;1;77.225419371;S82;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:21";="800000028";G31;4;78;0.9550630587;1;78.180482429;G31;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:21";="800000028";K70;7;72;0.8815966695;3;79.062079099;K70;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:21";="800000028";T84;4;71;0.8693522713;1;79.93143137;T84;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:21";="800000028";80%;397;6528;;153;;;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:21";="800000028";Tot;552;8167;;258;;;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2022/12/22 09:39:15";="800000036";L98;31;577;11.894454752;9;11.894454752;L98;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:15";="800000036";G30;47;413;8.5137085137;16;20.408163265;G30;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:15";="800000036";C50;26;407;8.3900226757;10;28.798185941;C50;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:15";="800000036";C34;17;382;7.8746650175;5;36.672850959;C34;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:15";="800000036";I63;14;334;6.8851783137;1;43.558029272;I63;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:15";="800000036";G35;15;333;6.8645640074;2;50.42259328;G35;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:15";="800000036";I70;32;241;4.9680478252;6;55.390641105;I70;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:15";="800000036";C67;11;197;4.0610183467;4;59.451659452;C67;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:15";="800000036";U07;23;166;3.4219748505;20;62.873634302;U07;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:15";="800000036";I83;9;159;3.2776747062;3;66.151309008;I83;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:15";="800000036";C64;11;157;3.2364460936;6;69.387755102;C64;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:15";="800000036";R53;18;156;3.2158317873;8;72.603586889;R53;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:15";="800000036";C95;18;124;2.5561739847;10;75.159760874;C95;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:15";="800000036";C09;10;106;2.1851164708;2;77.344877345;C09;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:15";="800000036";I64;13;100;2.0614306329;4;79.406307978;I64;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:15";="800000036";80%;295;3852;;106;;;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:15";="800000036";Tot;416;4851;;163;;;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 12:54:19";="800000069";L98;30;571;6.1292400172;8;6.1292400172;L98;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:19";="800000069";L89;23;493;5.2919708029;6;11.42121082;L89;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:19";="800000069";K91;28;477;5.1202232718;12;16.541434092;K91;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:19";="800000069";C09;16;394;4.2292829541;4;20.770717046;C09;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:19";="800000069";F00;13;330;3.5422928295;3;24.313009875;F00;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:19";="800000069";C41;39;322;3.456419064;2;27.769428939;C41;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:19";="800000069";I50;19;321;3.4456848433;5;31.215113783;I50;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:19";="800000069";E43;14;316;3.3920137398;4;34.607127523;E43;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:19";="800000069";M00;14;306;3.2846715328;4;37.891799055;M00;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:19";="800000069";F03;12;288;3.0914555603;3;40.983254616;F03;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:19";="800000069";M86;18;286;3.0699871189;6;44.053241735;M86;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:19";="800000069";T81;11;268;2.8767711464;3;46.930012881;T81;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:19";="800000069";C34;33;254;2.7264920567;13;49.656504938;C34;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:19";="800000069";G81;14;248;2.6620867325;4;52.31859167;G81;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:19";="800000069";J69;12;211;2.2649205668;3;54.583512237;J69;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:19";="800000069";Z89;8;204;2.1897810219;2;56.773293259;Z89;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:19";="800000069";C15;17;192;2.0609703736;5;58.834263632;C15;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:19";="800000069";C13;12;181;1.9428939459;2;60.777157578;C13;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:19";="800000069";C67;21;165;1.7711464148;5;62.548303993;C67;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:19";="800000069";R13;15;159;1.7067410906;1;64.255045084;R13;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:19";="800000069";C50;21;157;1.6852726492;10;65.940317733;C50;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:19";="800000069";I26;11;157;1.6852726492;4;67.625590382;I26;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:19";="800000069";C54;11;144;1.5457277802;2;69.171318162;C54;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:19";="800000069";C22;13;142;1.5242593388;7;70.695577501;C22;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:19";="800000069";I74;9;142;1.5242593388;4;72.21983684;I74;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:19";="800000069";R02;13;142;1.5242593388;4;73.744096179;R02;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:19";="800000069";L02;10;134;1.4383855732;5;75.182481752;L02;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:19";="800000069";L97;6;133;1.4276513525;2;76.610133104;L97;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:19";="800000069";D48;13;110;1.1807642765;6;77.790897381;D48;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:19";="800000069";C60;9;105;1.127093173;3;78.917990554;C60;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:19";="800000069";S42;6;98;1.0519536282;1;79.969944182;S42;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:19";="800000069";80%;491;7450;;142;;;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:19";="800000069";Tot;706;9316;;253;;;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/26 10:01:33";="800000077";L98;23;512;14.297682212;7;14.297682212;L98;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:33";="800000077";C18;20;344;9.606255236;10;23.903937448;C18;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:33";="800000077";D46;11;334;9.3270036303;1;33.230941078;D46;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:33";="800000077";R53;11;229;6.3948617705;3;39.625802848;R53;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:33";="800000077";L05;9;137;3.825746998;4;43.451549846;L05;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:33";="800000077";J90;5;136;3.7978218375;1;47.249371684;J90;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:33";="800000077";C67;5;133;3.7140463558;1;50.96341804;C67;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:33";="800000077";C34;12;129;3.6023457135;6;54.565763753;C34;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:33";="800000077";S98;7;127;3.5464953923;2;58.112259145;S98;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:33";="800000077";C15;6;122;3.4068695895;2;61.519128735;C15;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:33";="800000077";I50;7;122;3.4068695895;4;64.925998324;I50;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:33";="800000077";M86;5;115;3.2113934655;1;68.13739179;M86;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:33";="800000077";C43;7;104;2.9042166992;2;71.041608489;C43;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:33";="800000077";G70;4;95;2.6528902541;1;73.694498743;G70;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:33";="800000077";F50;4;94;2.6249650935;1;76.319463837;F50;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:33";="800000077";C22;6;80;2.2340128456;3;78.553476682;C22;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:33";="800000077";80%;142;2813;;49;;;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:33";="800000077";Tot;218;3581;;100;;;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/28 15:59:25";="800000085";L89;29;555;8.5227272727;7;8.5227272727;L89;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:25";="800000085";C79;21;383;5.8814496314;6;14.404176904;C79;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:25";="800000085";J86;14;334;5.128992629;1;19.533169533;J86;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:25";="800000085";Z74;14;331;5.0829238329;2;24.616093366;Z74;2022.11;X800000085;28DEC22;15:59:16
