"champ";"statut";"annee";"periode";"date du resultat";"ipe";diags;nbsej_diagp;nbseq_diagp;nbj_diagp;nbsej_dmpp;nbseq_dmpp;nbj_dmpp;nbsej_dmpa;nbseq_dmpa;nbj_dmpa;nbsej_das;nbseq_das;nbj_das;i;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"11";"2022/12/27 13:05:31";="020000022";U119;0;0;0;0;0;0;0;0;0;2;4;303;13;2022.11;X020000022;27DEC22;13:05:07
"had";"dgf";"2022";"11";"2022/12/22 15:00:39";="600100713";U129;0;0;0;0;0;0;0;0;0;1;1;46;13;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 12:54:36";="800000069";U119;0;0;0;0;0;0;0;0;0;6;6;176;13;2022.11;X800000069;22DEC22;12:54:07
