"champ";"statut";"annee";"periode";"date du resultat";"ipe";ght;nbj;pctj;valobr;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"11";"2022/12/27 13:05:42";="020000022";21;124;1.2741471434;52284.878414;2022.11;X020000022;27DEC22;13:05:07
"had";"dgf";"2022";"11";"2022/12/27 13:05:42";="020000022";22;43;0.4418413481;18912.132695;2022.11;X020000022;27DEC22;13:05:07
"had";"dgf";"2022";"11";"2022/12/27 13:05:42";="020000022";23;88;0.9042334566;40176.136761;2022.11;X020000022;27DEC22;13:05:07
"had";"dgf";"2022";"11";"2022/12/27 13:05:42";="020000022";24;25;0.2568845047;11979.82355;2022.11;X020000022;27DEC22;13:05:07
"had";"dgf";"2022";"11";"2022/12/27 13:05:42";="020000022";25;119;1.2227702425;57245.557376;2022.11;X020000022;27DEC22;13:05:07
"had";"dgf";"2022";"11";"2022/12/27 13:05:42";="020000022";26;16;0.164406083;8248.235536;2022.11;X020000022;27DEC22;13:05:07
"had";"dgf";"2022";"11";"2022/12/27 13:05:42";="020000022";27;28;0.2877106453;14822.401156;2022.11;X020000022;27DEC22;13:05:07
"had";"dgf";"2022";"11";"2022/12/27 13:05:42";="020000022";30;8;0.0822030415;4703.754896;2022.11;X020000022;27DEC22;13:05:07
"had";"dgf";"2022";"11";"2022/12/27 13:05:42";="020000022";90;9732;100;2383681.4253;2022.11;X020000022;27DEC22;13:05:07
"had";"dgf";"2022";"11";"2022/12/30 15:38:01";="590048476";04;107;0.629671041;11884.432275;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:38:01";="590048476";05;820;4.8255163891;106721.54994;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:38:01";="590048476";06;1497;8.8095097982;220959.64413;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:38:01";="590048476";07;1049;6.1731301124;169379.36168;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:38:01";="590048476";08;1559;9.1743659154;279294.4076;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:38:01";="590048476";09;1409;8.2916495027;276029.70195;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:38:01";="590048476";10;817;4.8078620608;175888.49233;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:38:01";="590048476";11;1238;7.2853527923;285166.0245;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:38:01";="590048476";12;1674;9.8511151651;414665.26046;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:38:01";="590048476";13;1781;10.480786206;471150.29022;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:38:01";="590048476";14;547;3.2189725181;150509.20181;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:38:01";="590048476";15;975;5.7376566822;288057.09479;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:38:01";="590048476";16;330;1.9419761078;100317.28445;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:38:01";="590048476";17;600;3.5308656506;193361.14349;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:38:01";="590048476";18;150;0.8827164126;53135.8158;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:38:01";="590048476";19;346;2.0361325252;119898.99974;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:38:01";="590048476";20;239;1.4064614841;92683.553847;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:38:01";="590048476";21;368;2.165597599;147309.55907;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:38:01";="590048476";22;115;0.6767492497;47897.450454;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:38:01";="590048476";23;687;4.0428411699;290609.93152;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:38:01";="590048476";24;27;0.1588889543;12337.586154;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:38:01";="590048476";25;648;3.8133349026;275849.26717;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:38:01";="590048476";26;8;0.0470782087;4025.40108;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:38:01";="590048476";27;2;0.0117695522;1014.844248;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:38:01";="590048476";90;16993;100;4188146.2987;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 11:03:43";="590780193";01;340;1.67215856;20719.93562;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:43";="590780193";02;1889;9.2903162347;149075.69607;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:43";="590780193";03;4226;20.783947278;411518.91263;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:43";="590780193";04;554;2.7246348301;63802.730308;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:43";="590780193";05;1778;8.744405646;237513.01687;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:43";="590780193";06;1321;6.4968278168;200320.73656;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:43";="590780193";07;1132;5.567304382;192260.49107;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:43";="590780193";08;957;4.706634535;179946.50929;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:43";="590780193";09;1535;7.549304087;316214.22779;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:43";="590780193";10;422;2.0754438597;94684.495916;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:43";="590780193";11;640;3.1475925835;154994.94508;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:43";="590780193";12;2373;11.670683126;617819.5031;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:43";="590780193";13;1220;6.0000983623;338829.19545;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:43";="590780193";14;202;0.9934589092;59920.705472;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:43";="590780193";15;355;1.7459302612;111716.40445;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:43";="590780193";16;187;0.919687208;62224.595412;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:43";="590780193";17;208;1.0229675896;72987.384112;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:43";="590780193";18;236;1.1606747652;87010.337696;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:43";="590780193";19;141;0.693453991;54697.892193;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:43";="590780193";20;118;0.5803373826;47747.553191;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:43";="590780193";21;191;0.9393596616;80767.97359;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:43";="590780193";22;41;0.2016426499;18026.589229;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:43";="590780193";23;115;0.5655830423;52715.775748;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:43";="590780193";24;42;0.2065607633;20005.769462;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:43";="590780193";25;26;0.1278709487;12926.934072;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:43";="590780193";27;48;0.2360694438;24751.849397;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:43";="590780193";28;15;0.0737717012;8273.520585;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:43";="590780193";29;17;0.083607928;9686.152424;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:43";="590780193";30;4;0.0196724536;2351.877448;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:43";="590780193";90;20333;100;3703511.7102;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/29 12:11:37";="590782652";03;15;0.0977262362;1460.652833;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:37";="590782652";04;550;3.5832953287;63562.29305;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:37";="590782652";05;820;5.3423675809;109605.42707;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:37";="590782652";06;1141;7.4337090364;172725.80032;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:37";="590782652";07;1060;6.9059873607;176712.19873;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:37";="590782652";08;1393;9.0755098052;254244.39552;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:37";="590782652";09;855;5.5703954655;172104.95453;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:37";="590782652";10;1170;7.6226464265;256627.68511;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:37";="590782652";11;1856;12.091992964;434931.13461;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:37";="590782652";12;1195;7.7855234869;305494.77207;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:37";="590782652";13;1549;10.091862662;417130.66764;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:37";="590782652";14;375;2.4431559059;107516.81849;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:37";="590782652";15;777;5.0622190371;239705.95109;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:37";="590782652";16;107;0.6971138185;34374.532576;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:37";="590782652";17;924;6.0199361522;311854.77984;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:37";="590782652";18;173;1.1271092579;63233.555282;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:37";="590782652";19;213;1.3877125546;79578.970572;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:37";="590782652";20;297;1.9349794775;118420.49556;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:37";="590782652";21;338;2.2020978565;138792.22049;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:37";="590782652";22;54;0.3518144505;23358.023734;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:37";="590782652";23;295;1.9219493127;129822.48957;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:37";="590782652";24;42;0.2736334615;20091.722392;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:37";="590782652";25;69;0.4495406867;31103.134677;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:37";="590782652";26;27;0.1759072252;13881.897839;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:37";="590782652";27;28;0.1824223076;14898.94026;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:37";="590782652";30;19;0.1237865659;11139.769978;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:37";="590782652";31;7;0.0456055769;4242.528955;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:37";="590782652";90;15349;100;3706615.8128;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/22 15:00:53";="600100713";04;25;0.2613695766;2857.818875;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:53";="600100713";05;246;2.5718766336;32923.25936;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:53";="600100713";06;555;5.8024046001;83360.585107;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:53";="600100713";07;1155;12.075274438;195352.70759;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:53";="600100713";08;841;8.7924725562;156182.75566;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:53";="600100713";09;741;7.7469942499;151591.10687;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:53";="600100713";10;1180;12.336644015;264878.18567;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:53";="600100713";11;1240;12.963930998;299942.93859;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:53";="600100713";12;375;3.9205436487;97632.150354;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:53";="600100713";13;791;8.269733403;219089.12438;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:53";="600100713";14;327;3.4187140617;95988.315587;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:53";="600100713";15;349;3.6487192891;109346.3732;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:53";="600100713";16;239;2.4986931521;76974.027877;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:53";="600100713";17;452;4.7255619446;157472.90236;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:53";="600100713";18;69;0.7213800314;25318.815838;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:53";="600100713";19;214;2.2373235755;79853.773101;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:53";="600100713";20;48;0.501829587;19427.063767;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:53";="600100713";21;119;1.2441191845;50120.79754;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:53";="600100713";22;29;0.3031887088;12684.647977;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:53";="600100713";23;146;1.5263983272;65703.843178;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:53";="600100713";24;33;0.3450078411;15804.771793;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:53";="600100713";25;338;3.5337166754;157443.21232;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:53";="600100713";26;17;0.1777313121;8763.750257;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:53";="600100713";27;16;0.167276529;8497.278912;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:53";="600100713";28;4;0.0418191323;2206.272156;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:53";="600100713";30;4;0.0418191323;2309.680248;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:53";="600100713";31;12;0.1254573968;7229.440016;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:53";="600100713";90;9565;100;2398955.5986;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2023/01/02 09:23:01";="600100721";03;14;0.2038439138;1366.546034;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:23:01";="600100721";04;5;0.0728013978;578.632885;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:23:01";="600100721";05;119;1.7326732673;15906.6494;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:23:01";="600100721";06;337;4.9068142108;51173.043106;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:23:01";="600100721";07;738;10.745486313;125414.90328;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:23:01";="600100721";08;706;10.279557368;131106.65007;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:23:01";="600100721";09;635;9.2457775189;129924.41511;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:23:01";="600100721";10;613;8.9254513687;136855.18211;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:23:01";="600100721";11;745;10.84740827;177199.79585;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:23:01";="600100721";12;291;4.2370413512;74786.566689;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:23:01";="600100721";13;538;7.8334304019;148260.86875;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:23:01";="600100721";14;298;4.3389633081;87765.47344;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:23:01";="600100721";15;445;6.479324403;140100.80976;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:23:01";="600100721";16;113;1.64531159;37502.056625;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:23:01";="600100721";17;385;5.6057076296;134434.60788;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:23:01";="600100721";18;428;6.2317996506;157739.16009;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:23:01";="600100721";19;100;1.4560279557;38451.789591;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:23:01";="600100721";20;46;0.6697728596;18621.549444;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:23:01";="600100721";21;37;0.5387303436;15667.567116;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:23:01";="600100721";22;26;0.3785672685;11480.302102;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:23:01";="600100721";23;114;1.6598718695;52326.580817;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:23:01";="600100721";24;26;0.3785672685;12441.825906;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:23:01";="600100721";25;60;0.8736167734;29679.86957;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:23:01";="600100721";26;12;0.1747233547;6186.176652;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:23:01";="600100721";27;21;0.3057658707;11164.637807;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:23:01";="600100721";28;12;0.1747233547;6579.237532;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:23:01";="600100721";31;4;0.0582411182;2380.835496;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:23:01";="600100721";90;6868;100;1755095.7331;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/03 14:07:48";="800000028";03;2;0.0247127147;195.220862;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:48";="800000028";04;123;1.5198319535;14234.368971;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:48";="800000028";05;607;7.5003089089;80933.48054;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:48";="800000028";06;1212;14.975905103;182943.49887;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:48";="800000028";07;1222;15.099468677;201517.2881;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:48";="800000028";08;1448;17.892005437;268318.47524;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:48";="800000028";09;820;10.132213024;167520.95471;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:48";="800000028";10;510;6.3017422464;114451.96307;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:48";="800000028";11;599;7.4014580502;144630.59642;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:48";="800000028";12;279;3.4474236995;72056.614722;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:48";="800000028";13;428;5.288520944;117476.33857;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:48";="800000028";14;272;3.3609291981;80003.278842;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:48";="800000028";15;181;2.2365006796;56798.58689;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:48";="800000028";16;24;0.2965525763;7948.382048;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:48";="800000028";17;176;2.1747188929;61522.526483;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:48";="800000028";18;32;0.3954034351;11808.030446;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:48";="800000028";19;54;0.6672432967;20284.975544;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:48";="800000028";20;31;0.3830470777;12532.832014;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:48";="800000028";21;13;0.1606326455;5426.833813;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:48";="800000028";22;20;0.2471271469;8791.908748;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:48";="800000028";23;31;0.3830470777;14252.294158;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:48";="800000028";24;4;0.0494254294;1882.390596;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:48";="800000028";27;5;0.0617817867;2621.119493;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:48";="800000028";90;8093;100;1648151.9592;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2022/12/22 09:39:40";="800000036";05;129;2.6875;17197.8429;2022.11;X800000036;22DEC22;9:39:05
