"champ";"statut";"annee";"periode";"date du resultat";"ipe";code13;code;code1;nb;nbok;montant;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"12";"2023/02/13 16:01:19";="600100721";3400891501551;9150155;9150155;6;6;540;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:19";="600100721";3400891863482;9186348;9186348;1;1;266.437;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:19";="600100721";3400892505725;9250572;9250572;29;29;799.46;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:19";="600100721";3400892977119;9297711;9297711;7;7;20.72;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:19";="600100721";3400893393260;9339326;9339326;7;7;537.15;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:19";="600100721";3400893530658;9353065;9353065;7;7;11.44;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:19";="600100721";3400893875612;9387561;9387561;30;30;1657.71;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:19";="600100721";3400894029298;9402929;9402929;16;16;884.11;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:19";="600100721";3400894081975;9408197;9408197;31;31;5236.65;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:19";="600100721";3400894132646;9413264;9413264;80;80;1262.684;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:19";="600100721";3400894139560;9413956;9413956;189;189;17656.66;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:19";="600100721";3400894228660;9422866;9422866;42;42;4006.92;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:19";="600100721";3400894231622;9423162;9423162;3;3;2258.04;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:19";="600100721";3400894294665;9429466;9429466;56;56;1431.701;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:19";="600100721";3400894449225;9444922;9444922;148;148;2926.64;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:19";="600100721";3400894449393;9444939;9444939;21;21;622.89;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:19";="600100721";3400894469155;9446915;9446915;0;0;0;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:19";="600100721";3400894494867;9449486;9449486;22;22;51.66;2022.12;X600100721;13FEB23;16:00:35
