"champ";"statut";"annee";"periode";"date du resultat";"ipe";codegeo;COUNT;PERCENT;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"12";"2023/01/17 14:56:56";="800000093";80999;9;90;2022.12;X800000093;17JAN23;14:56:34
"had";"dgf";"2022";"12";"2023/01/17 14:56:56";="800000093";99999;1;10;2022.12;X800000093;17JAN23;14:56:34
"had";"dgf";"2022";"12";"2023/01/26 09:22:36";="600100713";60999;1;100;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 11:34:15";="800000523";80999;15;50;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:15";="800000523";99999;15;50;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/30 11:42:46";="590782652";59999;13;100;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/02/02 15:57:01";="800000028";80999;1;100;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/06 14:15:21";="590780193";59999;9;100;2022.12;X590780193;06FEB23;14:14:49
