"champ";"statut";"annee";"periode";"date du resultat";"ipe";diagp;mpcp;mpca;nb;nbrapss;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"12";"2023/01/26 09:22:37";="600100713";G603;05;00;10;10;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/02/06 14:15:22";="590780193";D578;21;00;1;1;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:22";="590780193";E139;19;00;1;1;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:22";="590780193";I339;13;14;1;2;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:22";="590780193";M329;19;00;1;1;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:22";="590780193";N049;19;00;1;1;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:22";="590780193";O241;18;00;1;1;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:22";="590780193";O814;21;00;1;1;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:22";="590780193";O829;21;00;2;2;2022.12;X590780193;06FEB23;14:14:49
