"champ";"statut";"annee";"periode";"date du resultat";"ipe";dmpp;N;nbj;pctj;nbsej;nbj2;pctcum;code;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"12";"2023/01/26 14:46:04";="800000036";I83;18;339;2.9586315238;5;334;60.630127422;I83;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:04";="800000036";C78;34;269;2.3477046605;16;269;62.977832082;C78;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:04";="800000036";F01;14;260;2.2691569209;2;149;65.246989003;F01;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:04";="800000036";I70;33;250;2.1818816547;8;250;67.428870658;I70;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:04";="800000036";C67;18;232;2.0247861756;6;232;69.453656834;C67;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:04";="800000036";Z43;9;199;1.7367777972;3;199;71.190434631;Z43;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:04";="800000036";I99;24;182;1.5884098447;5;169;72.778844475;I99;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:04";="800000036";U07;23;167;1.4574969454;20;165;74.236341421;U07;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:04";="800000036";I50;9;135;1.1782160936;2;127;75.414557514;I50;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:04";="800000036";C64;11;132;1.1520335137;6;132;76.566591028;C64;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:04";="800000036";S98;7;128;1.1171234072;2;128;77.683714435;S98;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:04";="800000036";C95;18;124;1.0822133008;10;124;78.765927736;C95;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:04";="800000036";G08;18;124;1.0822133008;10;124;79.848141037;G08;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:04";="800000036";80%;402;4700;;150;4243;;;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:04";="800000036";Tot;455;5239;;172;4698;;;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/27 07:44:00";="800000077";R53;85;1496;14.138550232;39;1496;14.138550232;R53;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:00";="800000077";I99;16;963;9.1012191664;4;963;23.239769398;I99;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:00";="800000077";C78;42;851;8.0427180796;19;851;31.282487478;C78;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:00";="800000077";L98;29;845;7.9860126642;10;845;39.268500142;L98;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:00";="800000077";D46;12;730;6.8991588697;1;730;46.167659011;D46;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:00";="800000077";G30;25;555;5.2452509215;9;555;51.412909933;G30;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:00";="800000077";I70;17;448;4.2340043474;5;448;55.64691428;I70;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:00";="800000077";C18;21;396;3.7425574142;11;396;59.389471695;C18;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:00";="800000077";E10;18;325;3.0715433324;7;325;62.461015027;E10;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:00";="800000077";C15;6;234;2.2115111993;2;234;64.672526226;C15;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:00";="800000077";R52;18;214;2.0224931481;9;214;66.695019374;R52;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:00";="800000077";R13;5;213;2.0130422455;2;213;68.70806162;R13;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:00";="800000077";G70;4;190;1.7956714866;1;190;70.503733107;G70;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:00";="800000077";I50;10;171;1.616104338;5;171;72.119837444;I50;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:00";="800000077";J90;6;159;1.5026935072;2;159;73.622530952;J90;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:00";="800000077";C34;13;152;1.4365371893;7;152;75.059068141;C34;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:00";="800000077";L05;10;145;1.3703808714;4;145;76.429449012;L05;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:00";="800000077";N19;5;141;1.3325772611;2;141;77.762026274;N19;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:00";="800000077";C67;5;133;1.2569700406;1;133;79.018996314;C67;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:00";="800000077";80%;207;3535;;92;3535;;;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:00";="800000077";Tot;233;3901;;108;3901;;;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";Z93;199;2911;8.9182316718;58;2728;8.9182316718;Z93;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";L89;112;2180;6.6787169511;36;2180;15.596948623;L89;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";Z48;88;1438;4.4055022824;30;1029;20.002450905;Z48;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";R13;70;1144;3.5047945835;24;998;23.507245489;R13;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";I70;56;1062;3.2535767899;15;847;26.760822279;I70;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";E43;57;949;2.9073864159;21;949;29.668208695;E43;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";C78;87;926;2.8369228884;36;887;32.505131583;C78;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";Z46;68;876;2.6837413069;20;859;35.18887289;Z46;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";G30;37;823;2.5213688306;10;823;37.710241721;G30;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";C79;76;752;2.303850985;28;614;40.014092705;C79;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";E66;36;744;2.2793419319;11;740;42.293434637;E66;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";R26;47;727;2.2272601942;21;694;44.520694832;R26;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";F00;23;462;1.4153978126;7;462;45.936092644;F00;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";T84;24;437;1.3388070218;8;436;47.274899666;T84;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";Z96;17;378;1.1580527557;5;337;48.432952422;Z96;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";C09;12;365;1.1182255446;1;365;49.551177966;C09;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";D29;12;365;1.1182255446;1;365;50.669403511;D29;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";E22;12;365;1.1182255446;1;365;51.787629055;E22;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";I83;15;365;1.1182255446;2;365;52.9058546;I83;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";E44;47;361;1.105971018;4;361;54.011825618;E44;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";Z90;37;358;1.0967801232;9;358;55.108605741;Z90;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";E11;21;348;1.0661438069;9;348;56.174749548;E11;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";I63;16;347;1.0630801752;5;347;57.237829723;I63;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";I65;15;344;1.0538892804;4;344;58.291719004;I65;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";J98;33;339;1.0385711222;14;323;59.330290126;J98;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";K42;15;337;1.032443859;4;337;60.362733985;K42;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";E10;28;326;0.998743911;9;326;61.361477896;E10;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";Z43;17;324;0.9926166478;6;324;62.354094544;Z43;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";I74;19;314;0.9619803315;5;314;63.316074875;I74;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";T81;20;301;0.9221531203;11;298;64.238227995;T81;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";R64;27;299;0.9160258571;12;299;65.154253853;R64;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";D61;11;286;0.8761986459;2;286;66.030452498;D61;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";L98;22;277;0.8486259612;9;234;66.87907846;L98;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";B44;17;270;0.8271805398;6;270;67.706258999;B44;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";C71;15;265;0.8118623817;5;265;68.518121381;C71;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";R11;23;255;0.7812260654;8;148;69.299347446;R11;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";Z89;20;255;0.7812260654;7;255;70.080573512;Z89;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";R06;15;244;0.7475261175;4;244;70.828099629;R06;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";R40;23;244;0.7475261175;13;243;71.575625747;R40;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";B37;12;241;0.7383352226;4;241;72.313960969;B37;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";E56;12;241;0.7383352226;4;241;73.052296192;E56;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";K55;12;241;0.7383352226;4;241;73.790631414;K55;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";K65;12;241;0.7383352226;4;241;74.528966637;K65;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";Z94;13;230;0.7046352747;4;230;75.233601912;Z94;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";C77;29;223;0.6831898533;12;223;75.916791765;C77;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";A46;10;197;0.6035354309;3;197;76.520327196;A46;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";C61;9;196;0.6004717993;1;196;77.120798995;C61;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";R02;9;196;0.6004717993;3;196;77.721270794;R02;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";J44;19;194;0.594344536;5;194;78.31561533;J44;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";G81;12;187;0.5728991146;5;187;78.888514445;G81;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";N18;31;183;0.5606445881;13;183;79.449159033;N18;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";80%;667;9139;;225;7743;;;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:27";="800000069";Tot;749;10064;;263;8319;;;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:27";="590782652";E86;285;2331;8.8365745479;102;1874;8.8365745479;E86;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:27";="590782652";C78;176;1960;7.430152773;58;1592;16.266727321;C78;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:27";="590782652";C79;153;1510;5.7242503507;47;1298;21.990977672;C79;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:27";="590782652";R15;80;893;3.3852685849;24;893;25.376246256;R15;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:27";="590782652";C77;89;858;3.2525872853;25;738;28.628833542;C77;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:27";="590782652";T81;72;770;2.9189885894;20;261;31.547822131;T81;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:27";="590782652";Z93;62;733;2.7787255013;15;607;34.326547633;Z93;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:27";="590782652";R26;114;663;2.5133629023;56;586;36.839910535;R26;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:27";="590782652";R32;57;633;2.3996360741;18;633;39.239546609;R32;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:27";="590782652";C34;40;606;2.2972819288;7;516;41.536828538;C34;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:27";="590782652";G30;71;599;2.2707456689;28;540;43.807574207;G30;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:27";="590782652";L89;56;593;2.2480003033;18;403;46.05557451;L89;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:27";="590782652";I69;71;532;2.0167557527;26;532;48.072330263;I69;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:27";="590782652";J91;27;439;1.6642025854;5;421;49.736532848;J91;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:27";="590782652";N32;23;387;1.4670760832;3;387;51.203608931;N32;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:27";="590782652";Z60;29;363;1.3760946207;10;363;52.579703552;Z60;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:27";="590782652";F00;47;353;1.338185678;14;353;53.91788923;F00;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:27";="590782652";G31;39;339;1.2851131582;12;320;55.203002388;G31;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:27";="590782652";G81;42;324;1.2282497441;16;324;56.431252132;G81;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:27";="590782652";C18;23;321;1.2168770613;8;74;57.648129194;C18;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:27";="590782652";F03;42;316;1.1979225899;12;310;58.846051784;F03;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:27";="590782652";E66;40;292;1.1069411274;26;177;59.952992911;E66;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:27";="590782652";G40;26;290;1.0993593389;11;226;61.05235225;G40;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:27";="590782652";I50;42;290;1.0993593389;15;202;62.151711589;I50;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:27";="590782652";I79;32;289;1.0955684446;10;289;63.247280033;I79;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:27";="590782652";Z53;28;287;1.0879866561;8;179;64.335266689;Z53;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:27";="590782652";I70;26;285;1.0804048675;6;225;65.415671557;I70;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:27";="590782652";R33;25;269;1.0197505592;7;269;66.435422116;R33;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:27";="590782652";I61;22;247;0.9363508852;5;247;67.371773001;I61;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:27";="590782652";E11;31;246;0.9325599909;11;220;68.304332992;E11;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:27";="590782652";R18;25;225;0.8529512112;5;225;69.157284203;R18;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:27";="590782652";Z96;26;220;0.8339967398;5;157;69.991280943;Z96;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:27";="590782652";C61;31;217;0.822624057;7;194;70.813905;C61;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:27";="590782652";C80;18;208;0.7885060086;5;208;71.602411009;C80;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:27";="590782652";B90;15;203;0.7695515372;1;0;72.371962546;B90;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:27";="590782652";F01;20;187;0.7088972289;10;187;73.080859775;F01;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:27";="590782652";R47;21;186;0.7051063346;9;161;73.785966109;R47;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:27";="590782652";J96;21;184;0.697524546;8;125;74.483490655;J96;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:27";="590782652";R91;11;181;0.6861518632;4;95;75.169642519;R91;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:27";="590782652";Z95;14;170;0.6444520262;5;9;75.814094545;Z95;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:27";="590782652";G36;11;168;0.6368702377;1;168;76.450964783;G36;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:27";="590782652";I83;14;167;0.6330793434;5;135;77.084044126;I83;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:27";="590782652";G82;17;156;0.5913795064;2;156;77.675423632;G82;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:27";="590782652";Z29;18;149;0.5648432465;8;122;78.240266879;Z29;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:27";="590782652";U07;12;143;0.5420978809;2;0;78.78236476;U07;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:27";="590782652";R13;18;141;0.5345160923;7;141;79.316880852;R13;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:27";="590782652";L97;15;136;0.515561621;7;103;79.832442473;L97;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:27";="590782652";80%;1114;10043;;374;6587;;;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:27";="590782652";Tot;1295;11719;;449;6846;;;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/31 11:17:13";="020000022";C79;18;320;10.818120352;4;7;10.818120352;C79;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:13";="020000022";G95;16;283;9.5672751859;2;0;20.385395538;G95;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:13";="020000022";R54;12;213;7.200811359;3;0;27.586206897;R54;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:13";="020000022";U07;8;207;6.9979716024;1;0;34.584178499;U07;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:13";="020000022";C50;8;156;5.2738336714;3;7;39.85801217;C50;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:13";="020000022";G12;6;110;3.7187288709;2;0;43.576741041;G12;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:13";="020000022";N04;6;92;3.1102096011;1;0;46.686950642;N04;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:13";="020000022";Z89;4;91;3.076402975;1;0;49.763353617;Z89;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:13";="020000022";I70;3;82;2.7721433401;1;0;52.535496957;I70;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:13";="020000022";C77;8;70;2.3664638269;1;0;54.901960784;C77;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:13";="020000022";T81;6;69;2.3326572008;3;10;57.234617985;T81;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:13";="020000022";G31;5;62;2.0960108181;1;0;59.330628803;G31;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:13";="020000022";C67;5;59;1.9945909398;3;0;61.325219743;C67;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:13";="020000022";C34;3;57;1.9269776876;3;0;63.252197431;C34;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:13";="020000022";Z43;5;54;1.8255578093;2;10;65.07775524;Z43;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:13";="020000022";C25;4;52;1.7579445571;3;0;66.835699797;C25;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:13";="020000022";F01;3;50;1.6903313049;1;0;68.526031102;F01;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:13";="020000022";I31;3;50;1.6903313049;1;0;70.216362407;I31;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:13";="020000022";K63;2;43;1.4536849222;1;0;71.670047329;K63;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:13";="020000022";Z51;3;43;1.4536849222;2;0;73.123732252;Z51;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:13";="020000022";I63;3;41;1.38607167;2;0;74.509803922;I63;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:13";="020000022";K56;4;36;1.2170385396;1;0;75.726842461;K56;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:13";="020000022";S91;2;35;1.1832319135;1;0;76.910074375;S91;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:13";="020000022";Z46;3;35;1.1832319135;1;0;78.093306288;Z46;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:13";="020000022";L89;3;34;1.1494252874;1;0;79.242731575;L89;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:13";="020000022";80%;141;2327;;41;17;;;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:13";="020000022";Tot;190;2750;;71;51;;;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/02/01 15:49:57";="800000085";C79;64;911;7.988425114;25;807;7.988425114;C79;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:57";="800000085";L89;29;742;6.5064889512;7;486;14.494914065;L89;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:57";="800000085";E43;25;542;4.7527183444;7;97;19.24763241;E43;2022.12;X800000085;01FEB23;15:49:45
