"champ";"statut";"annee";"periode";"date du resultat";"ipe";diagp;age2;nb;nbrapss;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"12";"2023/01/26 11:34:16";="800000523";R628;0;2;4;2022.12;X800000523;26JAN23;11:33:47
