"champ";"statut";"annee";"periode";"date du resultat";"ipe";mpcp;mpca;nb;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"11";"2022/12/30 11:03:39";="590780193";03;04;1;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:39";="590780193";04;15;2;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2023/01/02 09:22:58";="600100721";04;08;1;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2022/12/22 09:39:36";="800000036";04;17;1;2022.11;X800000036;22DEC22;9:39:05
