"champ";"statut";"annee";"periode";"date du resultat";"ipe";diags;age2;nb;nbrapss;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"11";"2022/12/30 15:37:48";="590048476";R54+0;59;1;2;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:48";="590048476";R54+0;60;1;1;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:48";="590048476";R54+0;63;1;2;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:48";="590048476";R54+8;62;1;1;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:48";="590048476";R54+8;63;5;6;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/22 10:53:37";="800000523";R628;0;2;4;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:37";="800000523";Z391;0;1;2;2022.11;X800000523;22DEC22;10:53:02
